Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Kevon Looney,C/UTIL,GSW,17.91,10.05,14.12%,1.11%,0.38%,0.68%,$2.34,48
Al Horford,C/PF/F/UTIL,BOS,42.05222222222223,5.767329446839415,48.33%,5.0%,4.51%,9.07%,$1.31,32
Derrick White,PG/SG/G/UTIL,BOS,57.98555555555556,6.749504080156755,60.96%,6.53%,6.8%,3.51%,$1.28,32
Jusuf Nurkic,C/UTIL,CHA,39.38384982638889,9.164063683301286,52.41%,6.21%,3.73%,12.66%,$1.21,29
Jayson Tatum,PF/SF/F/UTIL,BOS,68.64444444444445,12.556120512328866,61.43%,3.44%,24.64%,17.24%,$0.63,32
Max Strus,SF/SG/G/F/UTIL,CLE,43.38638888888889,6.916971185385715,57.0%,6.07%,1.03%,1.66%,$0.53,44
RJ Barrett,SF/SG/G/F/UTIL,TOR,52.954236111111115,11.597770864263172,37.77%,5.06%,2.09%,5.95%,$0.48,44
Precious Achiuwa,C/PF/F/UTIL,NYK,41.699999999999996,7.0022489123288265,34.31%,2.6%,2.05%,0.38%,$0.46,44
Jalen Brunson,PG/G/UTIL,NYK,54.22895833333334,13.454930251024267,38.59%,1.82%,11.58%,11.69%,$0.10,44
Quentin Grimes,SF/SG/G/F/UTIL,PHI,36.95159722222222,7.163329063221371,41.97%,2.39%,11.38%,3.06%,$0.07,44
Obi Toppin,C/PF/F/UTIL,IND,26.658901909722218,7.724715660057132,30.12%,0.67%,2.14%,4.34%,$0.02,31
Kristaps Porzingis,C/UTIL,BOS,48.07000000000001,11.644662452610374,36.28%,1.73%,6.14%,11.19%,$0.02,32
Jalen Suggs,PG/SG/G/UTIL,ORL,0,0.0,0%,0%,0.0%,0.07%,$0.00,29
Orlando Robinson,C/UTIL,TOR,0,0.0,0%,0%,0.0%,0.04%,$0.00,44
Enrique Freeman,C/PF/F/UTIL,IND,0,0.0,0%,0%,0.0%,0.03%,$0.00,31
Delon Wright,PG/G/UTIL,NYK,0,0.0,0%,0%,0.0%,0%,$0.00,0
Reece Beekman,PG/G/UTIL,BKN,0,0.0,0%,0%,0.0%,0.03%,$0.00,44
Johnny Furphy,SF/SG/G/F/UTIL,IND,0,0.0,0%,0%,0.0%,0.03%,$0.00,31
Emoni Bates,PG/SF/G/F/UTIL,CLE,0,0.0,0%,0%,0.0%,0.1%,$0.00,44
Tristan Thompson,C/UTIL,CLE,0,0.0,0%,0%,0.0%,0.1%,$0.00,44
Kyle Lowry,PG/SG/G/UTIL,PHI,0,0.0,0%,0%,0.0%,0.03%,$0.00,44
Ethan Thompson,PG/G/UTIL,ORL,0,0.0,0%,0%,0.0%,0.1%,$0.00,29
Caleb Houstan,PF/SF/F/UTIL,ORL,0,0.0,0%,0%,0.0%,0.1%,$0.00,29
Anton Watson,SF/F/UTIL,BOS,0,0.0,0%,0%,0.0%,0.03%,$0.00,32
Colby Jones,SF/F/UTIL,WAS,0,0.0,0%,0%,0.0%,0.03%,$0.00,31
Ariel Hukporti,C/UTIL,NYK,0,0.0,0%,0%,0.0%,0%,$0.00,0
Deandre Ayton,C/UTIL,POR,0,0.0,0%,0%,0.0%,0.06%,$0.00,48
Marcus Smart,PG/SG/G/UTIL,WAS,0,0.0,0%,0%,0.0%,0.04%,$0.00,31
Cam Thomas,PG/G/UTIL,BKN,0,0.0,0%,0%,0.0%,0.06%,$0.00,44
Jakob Poeltl,C/UTIL,TOR,0,0.0,0%,0%,0.0%,0.06%,$0.00,44
Mitchell Robinson,C/UTIL,NYK,0,0.0,0%,0%,0.0%,0.04%,$0.00,44
Pacome Dadiet,SF/SG/G/F/UTIL,NYK,0,0.0,0%,0%,0.0%,0%,$0.00,0
RayJ Dennis,PG/G/UTIL,IND,0,0.0,0%,0%,0.0%,0.03%,$0.00,31
AJ Lawson,PG/SG/G/UTIL,TOR,0,0.0,0%,0%,0.0%,0.1%,$0.00,44
Jacob Toppin,PF/F/UTIL,NYK,0,0.0,0%,0%,0.0%,0%,$0.00,0
Jared Butler,PG/G/UTIL,PHI,29.857569444444444,11.427215410376949,43.83%,1.74%,44.07%,27.68%,$-0.02,44
Bol Bol,PF/F/UTIL,PHX,31.87,10.51,35.04%,2.21%,22.4%,25.59%,$-0.03,48
Jordan Hawkins,SG/G/UTIL,NOP,19.54,7.64,24.25%,0.45%,2.12%,2.05%,$-0.10,48
Mouhamed Gueye,PF/F/UTIL,ATL,28.319027777777773,11.067153896617144,18.55%,1.27%,4.46%,19.65%,$-0.12,44
Stephen Curry,PG/G/UTIL,GSW,50.57,15.19,25.1%,1.6%,5.23%,5.79%,$-0.14,48
Elfrid Payton,PG/G/UTIL,CHA,20.40935329861111,6.607341941974732,41.25%,1.48%,27.45%,0.1%,$-0.19,29
Donovan Clingan,C/UTIL,POR,30.81,11.37,26.42%,0.83%,2.34%,6.86%,$-0.19,48
Gradey Dick,SG/G/UTIL,TOR,28.446319444444445,7.097001942265617,15.48%,0.7%,2.21%,10.01%,$-0.21,44
Bobby Portis,C/PF/F/UTIL,MIL,40.38,13.44,31.34%,1.19%,10.26%,8.53%,$-0.26,48
Onyeka Okongwu,C/UTIL,ATL,40.97694444444445,11.806227530124112,35.84%,1.75%,2.46%,4.38%,$-0.28,44
Draymond Green,C/PF/F/UTIL,GSW,33.29,9.28,28.04%,0.88%,5.57%,4.53%,$-0.30,48
Thomas Bryant,C/UTIL,IND,32.066484375,8.805095472652535,31.06%,1.23%,34.55%,37.2%,$-0.31,31
Karl-Anthony Towns,C/UTIL,NYK,53.52104166666666,14.809898579120373,33.02%,0.84%,16.82%,21.15%,$-0.32,44
Jamal Murray,PG/SG/G/UTIL,DEN,39.66,10.89,19.66%,0.21%,2.82%,1.92%,$-0.35,48
Rudy Gobert,C/UTIL,MIN,38.86,9.45,28.94%,1.52%,1.44%,3.21%,$-0.37,48
Kelly Oubre Jr.,SG/G/UTIL,PHI,35.01770833333333,7.438112850038062,22.17%,1.0%,3.07%,1.32%,$-0.40,44
