Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Jalen Green,SG/G/UTIL,HOU,38.69,9.78,99.72%,0.77%,1.2%,4.44%,$7.04,48
Keyonte George,PG/G/UTIL,UTA,32.56,12.08,100.02%,0.57%,1.97%,11.08%,$6.53,48
Nikola Vucevic,C/UTIL,CHI,40.95,13.08,99.38%,0.98%,0.59%,3.36%,$6.52,48
Andrew Wiggins,PF/SF/F/UTIL,GSW,33.38,9.29,100.09%,0.57%,1.33%,4.18%,$6.47,48
Tristan da Silva,PF/SF/F/UTIL,ORL,25.34,7.09,99.92%,0.87%,1.01%,3.68%,$6.17,48
PJ Washington,PF/F/UTIL,DAL,37.09,9.55,99.32%,0.38%,0.45%,1.49%,$6.13,48
Dejounte Murray,PG/G/UTIL,NOP,44.67,13.27,100.01%,0.55%,1.11%,3.96%,$6.04,48
Jayson Tatum,PF/SF/F/UTIL,BOS,50.555802951388884,15.168710041104612,100.32%,0.64%,1.03%,8.43%,$6.03,47
Giannis Antetokounmpo,C/PF/F/UTIL,MIL,56.92,21.85,99.96%,0.55%,5.63%,11.52%,$5.98,48
Cole Anthony,PG/SG/G/UTIL,ORL,33.53,12.53,100.0%,0.63%,1.61%,5.69%,$5.96,48
Keldon Johnson,PF/SF/F/UTIL,SAS,24.11,10.32,99.94%,0.57%,2.26%,8.19%,$5.96,48
Ja Morant,PG/G/UTIL,MEM,42.56,15.47,99.95%,0.46%,1.38%,4.97%,$5.83,48
Cam Whitmore,PF/SF/F/UTIL,HOU,20.62,10.07,100.05%,0.54%,1.71%,6.92%,$5.78,48
Rudy Gobert,C/UTIL,MIN,33.37,9.29,99.55%,0.25%,0.7%,7.83%,$5.60,48
Julian Champagnie,SF/SG/G/F/UTIL,SAS,16.33,7.53,98.52%,0.8%,0.2%,0.73%,$5.51,48
Guerschon Yabusele,C/PF/F/UTIL,PHI,28.903125,6.735060199177877,100.19%,0.72%,0.59%,1.0%,$5.48,36
Jaden McDaniels,SF/F/UTIL,MIN,24.45,7.12,99.38%,0.46%,0.59%,3.5%,$5.46,48
Naji Marshall,PF/SF/F/UTIL,DAL,27.03,10.02,100.04%,0.18%,0.98%,3.27%,$5.43,48
Stephen Curry,PG/G/UTIL,GSW,44.81,14.0,99.85%,0.49%,0.9%,3.65%,$5.27,48
Russell Westbrook,PG/G/UTIL,DEN,37.99,11.98,100.19%,0.12%,1.18%,5.41%,$5.25,48
Svi Mykhailiuk,SF/SG/G/F/UTIL,UTA,18.53,9.54,96.12%,0.21%,0.12%,0.4%,$5.24,48
Jaren Jackson Jr.,C/PF/F/UTIL,MEM,42.94,14.78,100.15%,0.38%,1.67%,3.61%,$5.17,48
Harrison Barnes,PF/SF/F/UTIL,SAS,22.37,6.85,100.37%,0.36%,1.13%,4.48%,$5.15,48
Josh Giddey,PG/G/UTIL,CHI,38.16,12.25,100.3%,0.46%,0.92%,4.2%,$5.10,48
Kyle Filipowski,C/PF/F/UTIL,UTA,23.22,9.38,99.68%,0.3%,1.62%,7.0%,$5.03,48
Jose Alvarado,PG/G/UTIL,NOP,19.0,8.74,100.54%,0.42%,0.76%,6.27%,$4.90,48
Scotty Pippen Jr.,PG/G/UTIL,MEM,11.49,7.02,144.18%,0.0%,0.01%,0.1%,$4.83,48
Jaden Hardy,PG/SG/G/UTIL,DAL,22.57,10.04,99.18%,0.7%,0.47%,1.88%,$4.82,48
Walker Kessler,C/UTIL,UTA,35.94,12.4,99.85%,0.24%,1.16%,8.51%,$4.81,48
CJ McCollum,PG/SG/G/UTIL,NOP,38.1,10.65,99.96%,0.07%,1.0%,2.73%,$4.79,48
Chris Paul,PG/G/UTIL,SAS,32.78,10.81,100.38%,0.32%,0.79%,4.45%,$4.62,48
Santi Aldama,PF/F/UTIL,MEM,20.76,9.87,99.65%,0.21%,0.68%,4.11%,$4.50,48
Coby White,PG/SG/G/UTIL,CHI,33.77,9.32,99.99%,0.34%,1.49%,5.22%,$4.49,48
Nickeil Alexander-Walker,SF/SG/G/F/UTIL,MIN,19.45,7.54,99.81%,0.21%,1.82%,5.85%,$4.45,48
Jordan Hawkins,SG/G/UTIL,NOP,16.69,7.59,100.92%,0.07%,0.3%,1.71%,$4.41,48
Scottie Barnes,PG/SF/G/F/UTIL,TOR,41.246171875,13.550187954740817,100.12%,0.09%,0.72%,4.53%,$4.34,47
Dominick Barlow,C/UTIL,ATL,17.82,8.9,99.55%,0.04%,0.42%,6.88%,$4.18,48
Kristaps Porzingis,C/UTIL,BOS,37.928836805555555,14.004163661891639,99.55%,0.04%,0.7%,5.94%,$4.16,47
Dyson Daniels,PG/SG/G/UTIL,ATL,36.18,9.01,99.78%,0.21%,1.05%,3.02%,$4.16,48
Isaiah Collier,PG/SG/G/UTIL,UTA,26.22,8.43,100.07%,0.04%,0.85%,3.27%,$4.04,48
Jalen Smith,C/UTIL,CHI,18.26,10.51,100.3%,0.0%,0.23%,4.36%,$4.03,48
Charles Bassey,C/UTIL,SAS,14.4,8.96,96.12%,0.0%,0.01%,0.1%,$3.99,48
Trayce Jackson-Davis,C/UTIL,GSW,33.5,11.77,112.14%,0.0%,0.03%,0.69%,$3.96,48
Paolo Banchero,PF/F/UTIL,ORL,41.88,16.96,100.17%,0.1%,1.78%,5.0%,$3.95,48
Michael Porter Jr.,PF/SF/F/UTIL,DEN,29.52,9.5,99.81%,0.06%,0.78%,1.8%,$3.93,48
Precious Achiuwa,C/PF/F/UTIL,NYK,17.39125,7.94585753835592,99.69%,0.24%,1.75%,14.51%,$3.89,36
Tidjane Salaun,PF/F/UTIL,CHA,12.69,6.15,144.18%,0.0%,0.01%,0.1%,$3.80,48
Kentavious Caldwell-Pope,SG/G/UTIL,ORL,22.68,5.97,96.12%,0.0%,0.09%,0.36%,$3.77,48
Bobby Portis,C/PF/F/UTIL,MIL,24.95,11.99,100.24%,0.06%,1.05%,3.38%,$3.76,48
Khris Middleton,SF/SG/G/F/UTIL,MIL,25.37,11.31,99.63%,0.0%,1.23%,3.07%,$3.68,48
Jakob Poeltl,C/UTIL,TOR,35.01418402777778,11.19148808497894,100.49%,0.05%,0.33%,8.98%,$3.65,47
Cody Williams,SF/F/UTIL,UTA,21.07,5.35,120.15%,0.0%,0.02%,0.1%,$3.62,48
Dennis Schroder,PG/SG/G/UTIL,GSW,27.19,9.83,99.47%,0.01%,0.43%,1.45%,$3.61,48
Klay Thompson,SF/SG/G/F/UTIL,DAL,29.33,10.29,99.6%,0.0%,0.69%,1.43%,$3.52,48
Dillon Brooks,PF/F/UTIL,HOU,27.5,6.09,99.25%,0.0%,0.46%,2.88%,$3.49,48
Miles Bridges,PF/F/UTIL,CHA,35.56,11.21,99.0%,0.0%,0.5%,1.73%,$3.48,48
Naz Reid,C/PF/F/UTIL,MIN,24.93,11.09,99.65%,0.0%,0.68%,2.51%,$3.48,48
Mike Conley,PG/G/UTIL,MIN,21.48,8.96,99.65%,0.0%,0.68%,4.91%,$3.41,48
Zach LaVine,SF/SG/G/F/UTIL,CHI,40.4,11.8,100.21%,0.05%,1.29%,2.39%,$3.38,48
Micah Potter,C/PF/F/UTIL,UTA,14.97,6.33,112.14%,0.0%,0.03%,0.1%,$3.37,48
Peyton Watson,PF/F/UTIL,DEN,21.89,7.03,96.12%,0.0%,0.06%,0.58%,$3.37,48
Donte DiVincenzo,PG/SG/G/UTIL,MIN,26.86,9.28,100.01%,0.0%,0.37%,1.55%,$3.32,48
Desmond Bane,SG/G/UTIL,MEM,36.17,11.67,99.32%,0.0%,0.6%,2.14%,$3.29,48
LaMelo Ball,PG/G/UTIL,CHA,46.38,13.74,99.93%,0.02%,3.53%,6.68%,$3.27,48
Cody Martin,SF/SG/G/F/UTIL,CHA,18.71,6.97,100.65%,0.01%,0.53%,1.53%,$3.27,48
Patrick Williams,PF/F/UTIL,CHI,19.24,7.43,96.12%,0.0%,0.04%,0.2%,$3.20,48
Spencer Dinwiddie,PG/G/UTIL,DAL,32.4,9.69,96.12%,0.0%,0.01%,0.08%,$3.17,48
Clint Capela,C/UTIL,ATL,27.87,13.31,100.01%,0.0%,0.37%,3.83%,$3.15,48
Joe Ingles,PF/F/UTIL,MIN,0,0.0,144.18%,0.0%,0.01%,0.03%,$3.10,48
Nick Smith Jr.,SF/SG/G/F/UTIL,CHA,13.5,6.69,96.12%,0.0%,0.04%,0.1%,$3.06,48
Tre Jones,PG/G/UTIL,SAS,13.94,7.14,102.12%,0.0%,0.16%,1.17%,$3.04,48
Yves Missi,C/UTIL,NOP,24.25,8.9,100.24%,0.0%,0.35%,3.66%,$2.99,48
Zach Edey,C/UTIL,MEM,20.15,9.6,96.12%,0.0%,0.08%,0.78%,$2.97,48
Brandon Clarke,C/UTIL,MEM,17.4,8.86,96.12%,0.0%,0.03%,0.66%,$2.94,48
Riley Minix,PF/F/UTIL,SAS,0,0.0,144.18%,0.0%,0.01%,0.03%,$2.89,48
Sidy Cissoko,SF/SG/G/F/UTIL,SAS,0,0.0,144.18%,0.0%,0.01%,0.03%,$2.89,48
De'Andre Hunter,PF/SF/F/UTIL,ATL,0,0.0,144.18%,0.0%,0.01%,0.06%,$2.88,48
Kyle Anderson,PF/F/UTIL,GSW,0,0.0,144.18%,0.0%,0.01%,0.04%,$2.88,48
Chris Duarte,SF/SG/G/F/UTIL,CHI,0,0.0,144.18%,0.0%,0.01%,0.03%,$2.88,48
Dario Saric,C/UTIL,DEN,0,0.0,144.18%,0.0%,0.01%,0.03%,$2.88,48
Patty Mills,PG/G/UTIL,UTA,0,0.0,144.18%,0.0%,0.01%,0.03%,$2.88,48
Jabari Smith Jr.,C/PF/F/UTIL,HOU,0,0.0,144.18%,0.0%,0.01%,0.05%,$2.88,48
Cody Zeller,C/UTIL,ATL,0,0.0,144.18%,0.0%,0.01%,0.03%,$2.88,48
Tari Eason,PF/F/UTIL,HOU,0,0.0,144.18%,0.0%,0.01%,0.04%,$2.88,48
Zaccharie Risacher,PF/SF/F/UTIL,ATL,0,0.0,144.18%,0.0%,0.01%,0.04%,$2.88,48
Torrey Craig,PF/F/UTIL,CHI,0,0.0,144.18%,0.0%,0.01%,0.03%,$2.88,48
Stanley Umude,SG/G/UTIL,MIL,0,0.0,144.18%,0.0%,0.01%,0.03%,$2.88,48
Jamal Shead,PG/G/UTIL,TOR,13.489856770833335,6.868849829934165,144.18%,0.0%,0.01%,0.1%,$2.88,47
Dwight Powell,C/UTIL,DAL,4.62,3.08,144.18%,0.0%,0.01%,0.1%,$2.88,48
Bruce Brown,SF/SG/G/F/UTIL,TOR,14.975946180555553,7.0464924979497034,144.18%,0.0%,0.01%,0.04%,$2.88,47
Ryan Rollins,PG/G/UTIL,MIL,13.91,7.28,144.18%,0.0%,0.01%,0.09%,$2.88,48
Aaron Holiday,PG/G/UTIL,HOU,8.01,4.54,144.18%,0.0%,0.01%,0.1%,$2.88,48
Anthony Black,PG/G/UTIL,ORL,22.85,9.25,100.12%,0.0%,0.12%,0.78%,$2.87,48
Chris Boucher,C/PF/F/UTIL,TOR,20.191640624999998,10.619083932484427,100.81%,0.0%,0.41%,6.03%,$2.87,47
Damian Lillard,PG/G/UTIL,MIL,38.67,11.59,100.59%,0.0%,0.43%,1.59%,$2.82,48
Moses Moody,SF/SG/G/F/UTIL,GSW,10.27,5.87,112.14%,0.0%,0.03%,0.1%,$2.78,48
Tyrese Maxey,PG/G/UTIL,PHI,35.725624999999994,10.510393569253864,100.83%,0.02%,0.51%,3.35%,$2.77,36
RJ Barrett,SF/F/UTIL,TOR,38.168528645833334,12.40537964975179,100.92%,0.0%,0.1%,3.46%,$2.76,47
Jaylen Brown,SF/SG/G/F/UTIL,BOS,42.05153645833333,11.665201866353712,98.94%,0.0%,0.17%,2.8%,$2.76,47
Jericho Sims,C/UTIL,NYK,16.97,6.230561307853692,101.46%,0.0%,0.09%,0.1%,$2.73,36
AJ Johnson,SG/G/UTIL,MIL,0,0.0,96.12%,0.0%,0.02%,0.03%,$2.70,48
Andre Jackson Jr.,SF/SG/G/F/UTIL,MIL,10.45,5.07,104.13%,0.0%,0.12%,0.43%,$2.66,48
Taurean Prince,PF/SF/F/UTIL,MIL,14.78,5.42,96.12%,0.0%,0.03%,0.1%,$2.64,48
Brandon Miller,SF/SG/G/F/UTIL,CHA,33.49,9.45,99.43%,0.0%,0.29%,0.43%,$2.57,48
Jaylen Wells,SF/SG/G/F/UTIL,MEM,20.34,7.03,96.12%,0.0%,0.05%,0.14%,$2.54,48
Ochai Agbaji,PF/SF/F/UTIL,TOR,11.073763020833333,5.408232337361958,96.12%,0.0%,0.02%,0.1%,$2.50,47
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,6.89,4.4,120.15%,0.0%,0.02%,0.1%,$2.50,48
Christian Braun,SF/SG/G/F/UTIL,DEN,18.36,7.0,101.46%,0.0%,0.09%,0.33%,$2.49,48
Jrue Holiday,PG/SG/G/UTIL,BOS,26.193524305555556,8.023527172035168,100.49%,0.0%,0.22%,3.83%,$2.49,47
Luke Kennard,PG/SG/G/UTIL,MEM,17.77,7.72,96.12%,0.0%,0.1%,0.52%,$2.48,48
Gary Payton II,SF/F/UTIL,GSW,9.56,5.58,120.15%,0.0%,0.02%,0.1%,$2.46,48
Josh Minott,SF/F/UTIL,MIN,5.5,3.66,96.12%,0.0%,0.03%,0.1%,$2.45,48
Jeff Green,C/PF/F/UTIL,HOU,0,0.0,120.15%,0.0%,0.02%,0.03%,$2.40,48
Lindy Waters III,SF/SG/G/F/UTIL,GSW,15.14,6.84,96.12%,0.0%,0.03%,0.1%,$2.40,48
Julian Phillips,PF/F/UTIL,CHI,8.79,4.64,120.15%,0.0%,0.02%,0.1%,$2.40,48
Derrick White,PG/SG/G/UTIL,BOS,33.317165798611114,8.05313428337109,96.12%,0.0%,0.09%,2.72%,$2.36,47
Payton Pritchard,PG/SG/G/UTIL,BOS,21.95577256944444,9.128859328576295,101.46%,0.0%,0.09%,0.95%,$2.36,47
Aaron Gordon,PF/F/UTIL,DEN,18.15,8.7,96.12%,0.0%,0.08%,0.37%,$2.35,48
Gradey Dick,SG/G/UTIL,TOR,23.269283854166666,8.01365813492319,96.12%,0.0%,0.05%,5.91%,$2.35,47
Jett Howard,PF/SF/F/UTIL,ORL,0,0.0,112.14%,0.0%,0.03%,0.1%,$2.29,48
Al Horford,C/PF/F/UTIL,BOS,19.999887152777777,7.954443912251347,96.12%,0.0%,0.04%,0.3%,$2.28,47
Eric Gordon,SG/G/UTIL,PHI,12.160625000000001,4.607756540760895,100.49%,0.0%,0.11%,3.76%,$2.27,36
Collin Sexton,PG/SG/G/UTIL,UTA,0,0.0,112.14%,0.0%,0.03%,0.07%,$2.24,48
DeAndre Jordan,C/UTIL,DEN,7.74,5.02,96.12%,0.0%,0.01%,0.1%,$2.24,48
Kelly Oubre Jr.,SG/G/UTIL,PHI,25.3725,6.314644456407721,102.98%,0.0%,0.07%,1.55%,$2.23,36
Justin Edwards,SF/F/UTIL,PHI,9.031875,4.658206429893313,101.88%,0.0%,0.25%,0.1%,$2.21,36
Ayo Dosunmu,PG/SG/G/UTIL,CHI,23.37,8.77,101.77%,0.0%,0.17%,0.59%,$2.20,48
Jalen Pickett,PG/SG/G/UTIL,DEN,0,0.0,96.12%,0.0%,0.01%,0.03%,$2.19,48
Davion Mitchell,PG/SG/G/UTIL,TOR,17.286575520833335,5.921422267184625,96.12%,0.0%,0.04%,1.96%,$2.14,47
Steven Adams,C/UTIL,HOU,12.27,6.99,96.12%,0.0%,0.01%,0.1%,$2.12,48
Matas Buzelis,PF/SF/F/UTIL,CHI,10.94,5.97,96.12%,0.0%,0.02%,0.1%,$2.11,48
DaQuan Jeffries,PF/F/UTIL,CHA,0,0.0,96.12%,0.0%,0.02%,0.03%,$2.09,48
Kyrie Irving,PG/SG/G/UTIL,DAL,0,0.0,104.13%,0.0%,0.06%,0.08%,$2.08,48
Daeqwon Plowden,SF/SG/G/F/UTIL,ATL,7.13,4.45,96.12%,0.0%,0.04%,0.1%,$2.08,48
Malaki Branham,PG/SG/G/UTIL,SAS,3.34,2.28,96.12%,0.0%,0.03%,0.1%,$2.07,48
Jeff Dowtin,PG/G/UTIL,PHI,10.755625,4.263015631689368,102.12%,0.0%,0.08%,0.1%,$2.06,36
Ricky Council IV,PF/SF/F/UTIL,PHI,12.639999999999999,5.826962194794342,99.12%,0.0%,0.16%,0.38%,$2.05,36
Josh Green,PF/SF/F/UTIL,CHA,16.34,4.78,96.12%,0.0%,0.01%,0.1%,$2.03,48
Trae Young,PG/G/UTIL,ATL,0,0.0,100.49%,0.0%,0.11%,0.09%,$2.01,48
Draymond Green,C/PF/F/UTIL,GSW,0,0.0,99.68%,0.0%,0.27%,1.12%,$1.99,48
Luka Doncic,PG/G/UTIL,DAL,0,0.0,98.94%,0.0%,0.34%,0.1%,$1.98,48
Leonard Miller,C/PF/F/UTIL,MIN,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.94,48
John Konchar,PF/SF/F/UTIL,MEM,0,0.0,96.12%,0.0%,0.02%,0.03%,$1.93,48
Dalen Terry,SF/F/UTIL,CHI,4.98,3.06,96.12%,0.0%,0.02%,0.1%,$1.93,48
Cameron Payne,PG/SG/G/UTIL,NYK,5.4956249999999995,4.994539024109437,96.12%,0.0%,0.03%,0.1%,$1.93,36
Jeremy Sochan,C/PF/F/UTIL,SAS,0,0.0,96.12%,0.0%,0.01%,0.05%,$1.92,48
Jalen Suggs,PG/SG/G/UTIL,ORL,0,0.0,96.12%,0.0%,0.01%,0.07%,$1.92,48
Jordan Clarkson,SG/G/UTIL,UTA,0,0.0,96.12%,0.0%,0.01%,0.05%,$1.92,48
Zion Williamson,C/PF/F/UTIL,NOP,0,0.0,96.12%,0.0%,0.03%,0.08%,$1.92,48
Terrence Shannon Jr.,SF/SG/G/F/UTIL,MIN,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Jalen Johnson,PF/F/UTIL,ATL,0,0.0,96.12%,0.0%,0.01%,0.08%,$1.92,48
Talen Horton-Tucker,SF/SG/G/F/UTIL,CHI,7.77,5.02,96.12%,0.0%,0.04%,0.1%,$1.92,48
Zeke Nnaji,C/UTIL,DEN,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Brandon Ingram,PG/G/UTIL,NOP,0,0.0,96.12%,0.0%,0.02%,0.08%,$1.92,48
John Collins,C/PF/F/UTIL,UTA,0,0.0,96.12%,0.0%,0.05%,0.06%,$1.92,48
Jay Huff,C/UTIL,MEM,8.76,5.44,96.12%,0.0%,0.01%,0.1%,$1.92,48
Gary Harris,SF/SG/G/F/UTIL,ORL,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Sam Hauser,PF/SF/F/UTIL,BOS,9.280868055555555,5.200982558010495,96.12%,0.0%,0.02%,0.1%,$1.92,47
Landry Shamet,SF/SG/G/F/UTIL,NYK,4.6968749999999995,3.8089666294976006,96.12%,0.0%,0.01%,0.1%,$1.92,36
Lauri Markkanen,PF/SF/F/UTIL,UTA,0,0.0,96.12%,0.0%,0.03%,0.07%,$1.92,48
Jae'Sean Tate,PF/SF/F/UTIL,HOU,8.96,4.99,96.12%,0.0%,0.01%,0.1%,$1.92,48
Kessler Edwards,PF/SF/F/UTIL,DAL,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Sandro Mamukelashvili,C/PF/F/UTIL,SAS,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Hunter Tyson,PF/SF/F/UTIL,DEN,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Julian Strawther,SF/SG/G/F/UTIL,DEN,16.28,6.52,96.12%,0.0%,0.01%,0.06%,$1.92,48
Caleb Houstan,PF/SF/F/UTIL,ORL,11.62,4.77,96.12%,0.0%,0.02%,0.1%,$1.92,48
Franz Wagner,PF/F/UTIL,ORL,0,0.0,96.12%,0.0%,0.02%,0.08%,$1.92,48
Karlo Matkovic,C/PF/F/UTIL,NOP,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Jonathan Kuminga,PF/F/UTIL,GSW,0,0.0,96.12%,0.0%,0.02%,0.06%,$1.92,48
Tyler Smith,PF/F/UTIL,MIL,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Cam Spencer,PG/G/UTIL,MEM,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Marjon Beauchamp,PG/SF/G/F/UTIL,MIL,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Trevelin Queen,PG/SG/G/UTIL,ORL,13.37,6.19,96.12%,0.0%,0.02%,0.1%,$1.92,48
Jamal Cain,SF/F/UTIL,NOP,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Pat Connaughton,PF/SF/F/UTIL,MIL,7.14,4.13,96.12%,0.0%,0.02%,0.1%,$1.92,48
Keion Brooks Jr.,PF/SF/F/UTIL,NOP,0,0.0,96.12%,0.0%,0.01%,0.03%,$1.92,48
Moritz Wagner,C/UTIL,ORL,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Tristen Newton,PG/G/UTIL,MIN,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Liam Robbins,C/UTIL,MIL,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Miles McBride,PG/SG/G/UTIL,NYK,21.954375,6.600527161491427,0%,0%,0.0%,1.01%,$0.00,36
Goga Bitadze,C/UTIL,ORL,0,0.0,0%,0%,0.0%,0.05%,$0.00,48
Vlatko Cancar,C/UTIL,DEN,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Delon Wright,PG/SG/G/UTIL,MIL,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Nate Williams,PG/SF/G/F/UTIL,HOU,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Antonio Reeves,SF/SG/G/F/UTIL,NOP,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Jesse Edwards,C/UTIL,MIN,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Vasilije Micic,PG/G/UTIL,CHA,7.38,4.53,0%,0%,0.0%,0.1%,$0.00,48
Luke Kornet,C/UTIL,BOS,7.449622395833332,4.944387593099161,0%,0%,0.0%,0.1%,$0.00,47
KJ Simpson,PG/G/UTIL,CHA,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Javonte Green,PF/SF/F/UTIL,NOP,18.14,6.94,0%,0%,0.0%,0.1%,$0.00,48
Jaylen Clark,SG/G/UTIL,MIN,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Kobe Bufkin,PG/G/UTIL,ATL,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Reggie Jackson,PG/G/UTIL,PHI,6.22125,4.927272505266211,0%,0%,0.0%,0.1%,$0.00,36
Jonathan Mogbo,C/PF/F/UTIL,TOR,0,0.0,0%,0%,0.0%,0.03%,$0.00,47
Jevon Carter,PG/G/UTIL,CHI,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Brandin Podziemski,PG/SG/G/UTIL,GSW,0,0.0,0%,0%,0.0%,0.04%,$0.00,48
Lonzo Ball,PG/G/UTIL,CHI,0,0.0,0%,0%,0.0%,0.04%,$0.00,48
Taylor Hendricks,SF/F/UTIL,UTA,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Adama Sanogo,C/UTIL,CHI,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Vince Williams Jr.,PF/F/UTIL,MEM,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
