PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Scottie Barnes (37851372),Talen Horton-Tucker (37851832),Franz Wagner (37851369),Pascal Siakam (37851401),Onyeka Okongwu (37851459),Tre Jones (37851720),Julius Randle (37851443),Jarrett Allen (37851461),291.91999999999996,288.16999999999996,385.81999999999994,49500,0.11%,7.31%,582.0%,56.48%,174.18,$23.3,CHI 2,TOR 1,generated,1
Tre Jones (37851720),Anthony Edwards (37851329),Talen Horton-Tucker (37851832),Giannis Antetokounmpo (37851317),Onyeka Okongwu (37851459),Stephon Castle (37851463),Dalen Terry (37851785),Julius Randle (37851443),296.13,289.63,395.73999999999995,49800,0.11%,7.93%,538.2%,63.43%,169.9,$21.5,CHI 3,MIN 2,generated,1
Tre Jones (37851720),Mikal Bridges (37851487),Max Strus (37851614),Giannis Antetokounmpo (37851317),Alperen Sengun (37851332),Stephon Castle (37851463),Talen Horton-Tucker (37851832),Onyeka Okongwu (37851459),293.68,287.75,391.6099999999999,50000,0.11%,7.32%,533.8%,59.55%,161.04000000000002,$21.4,CHI 2,NYK 1,generated,1
Trae Young (37851321),Aaron Nesmith (37851609),Franz Wagner (37851369),Pascal Siakam (37851401),Onyeka Okongwu (37851459),Ty Jerome (37851543),Matas Buzelis (37851566),Tre Jones (37851720),286.16999999999996,278.14,377.9,49800,0.13%,6.33%,528.3%,49.49%,129.20000000000002,$21.1,ATL 2,IND 2,generated,1
Trae Young (37851321),Quentin Grimes (37851476),Talen Horton-Tucker (37851832),Julius Randle (37851443),Onyeka Okongwu (37851459),Tre Jones (37851720),Coby White (37851438),Darius Garland (37851392),292.24,288.76000000000005,382.84,50000,0.11%,6.75%,485.0%,57.5%,163.5,$19.4,CHI 3,ATL 2,generated,1
Jalen Brunson (37851340),Andrew Nembhard (37851576),Talen Horton-Tucker (37851832),Paolo Banchero (37851362),Andre Drummond (37851556),Anthony Edwards (37851329),Julius Randle (37851443),Jalen Smith (37851692),286.59999999999997,283.42999999999995,382.24,49900,0.13%,5.67%,483.1%,50.04%,145.20999999999998,$19.3,CHI 2,MIN 2,generated,1
Tre Jones (37851720),Talen Horton-Tucker (37851832),Josh Hart (37851385),Giannis Antetokounmpo (37851317),Jarrett Allen (37851461),Anthony Edwards (37851329),Max Strus (37851614),Jalen Smith (37851692),292.24,290.13,392.18,49900,0.09%,6.75%,478.5%,57.67%,173.09,$19.1,CHI 3,CLE 2,generated,1
Jalen Brunson (37851340),Ja'Kobe Walter (37851749),Georges Niang (37851649),Paolo Banchero (37851362),Onyeka Okongwu (37851459),Anthony Edwards (37851329),Talen Horton-Tucker (37851832),Jarrett Allen (37851461),290.68000000000006,287.13,381.91999999999996,49900,0.11%,6.39%,462.0%,55.21%,169.91,$18.5,ATL 2,NYK 1,generated,1
Jalen Brunson (37851340),Max Strus (37851614),Talen Horton-Tucker (37851832),Pascal Siakam (37851401),Alperen Sengun (37851332),De'Aaron Fox (37851365),Matas Buzelis (37851566),Jalen Smith (37851692),285.59999999999997,279.04999999999995,380.02,49900,0.11%,5.84%,455.9%,48.93%,140.38,$18.2,CHI 3,NYK 1,generated,1
Tre Jones (37851720),Aaron Nesmith (37851609),Franz Wagner (37851369),Giannis Antetokounmpo (37851317),Jalen Smith (37851692),Donovan Mitchell (37851343),Talen Horton-Tucker (37851832),Jarrett Allen (37851461),290.12,289.84000000000003,395.55999999999995,49700,0.09%,6.29%,447.2%,54.64%,179.76,$17.9,CHI 3,CLE 2,generated,1
