Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
sandro mamukelashvili,C/PF/F/UTIL,SAS,27.29%,0.01%,1.37%,2.75%,1.98%,$0.66
scotty pippen jr.,PG/G/UTIL,MEM,31.34%,0.01%,1.39%,30.29%,49.11%,$0.41
walker kessler,C/UTIL,UTA,27.79%,0.01%,1.27%,4.21%,5.06%,$0.24
jalen duren,C/UTIL,DET,27.13%,0.01%,1.28%,4.14%,5.23%,$0.21
collin sexton,PG/SG/G/UTIL,UTA,27.17%,0.01%,1.28%,9.74%,7.44%,$0.14
keyonte george,PG/G/UTIL,UTA,26.74%,0.01%,1.21%,3.76%,5.18%,$0.1
deni avdija,PF/SF/F/UTIL,POR,30.37%,0.01%,1.26%,22.33%,17.63%,$0.07
jonathan kuminga,PF/F/UTIL,GSW,26.02%,0.01%,1.19%,3.49%,3.76%,$0.04
santi aldama,PF/F/UTIL,MEM,26.77%,0.01%,1.19%,4.55%,4.89%,$-0.01
alperen sengun,C/UTIL,HOU,28.97%,0.01%,1.23%,15.1%,21.18%,$-0.05
kai jones,C/UTIL,DAL,27.21%,0.01%,1.16%,2.57%,4.34%,$-0.08
wendell carter jr.,C/UTIL,ORL,27.93%,0.01%,1.17%,4.42%,6.76%,$-0.08
karl-anthony towns,C/UTIL,NYK,28.06%,0.01%,1.22%,10.33%,12.99%,$-0.09
anthony black,PG/G/UTIL,ORL,26.82%,0.01%,1.17%,3.45%,5.57%,$-0.09
domantas sabonis,C/UTIL,SAC,27.08%,0.01%,1.21%,7.27%,10.13%,$-0.1
ausar thompson,PF/SF/F/UTIL,DET,28.53%,0.01%,1.21%,30.17%,26.31%,$-0.11
cade cunningham,PG/G/UTIL,DET,26.96%,0.01%,1.19%,10.87%,13.13%,$-0.17
cameron payne,PG/SG/G/UTIL,NYK,29.09%,0.01%,1.16%,56.67%,60.2%,$-0.2
jaren jackson jr.,C/PF/F/UTIL,MEM,28.79%,0.01%,1.15%,23.54%,16.88%,$-0.22
jarrett allen,C/UTIL,CLE,25.57%,0.01%,1.1%,3.04%,3.84%,$-0.22
evan mobley,C/PF/F/UTIL,CLE,26.1%,0.01%,1.13%,9.07%,6.16%,$-0.29
keldon johnson,PF/SF/F/UTIL,SAS,26.74%,0.01%,1.13%,12.86%,10.32%,$-0.3
mitchell robinson,C/UTIL,NYK,25.93%,0.01%,1.08%,1.31%,2.25%,$-0.32
kel'el ware,C/UTIL,MIA,27.68%,0.01%,1.11%,8.94%,13.41%,$-0.34
darius garland,PG/G/UTIL,CLE,24.09%,0.01%,1.04%,2.14%,3.03%,$-0.36
trae young,PG/G/UTIL,ATL,23.91%,0.01%,1.08%,4.66%,6.02%,$-0.39
isaac okoro,SF/SG/G/F/UTIL,CLE,26.36%,0.01%,1.07%,10.18%,5.63%,$-0.46
ty jerome,PG/G/UTIL,CLE,27.13%,0.01%,1.07%,32.35%,56.32%,$-0.46
max strus,SF/SG/G/F/UTIL,CLE,26.78%,0.01%,1.07%,12.35%,7.48%,$-0.46
vince williams jr.,SF/SG/G/F/UTIL,MEM,25.67%,0.01%,1.06%,4.79%,2.82%,$-0.46
luke kennard,PG/SG/G/UTIL,MEM,26.51%,0.01%,1.04%,11.6%,9.82%,$-0.54
stephon castle,PG/SG/G/UTIL,SAS,25.53%,0.01%,1.01%,7.79%,5.8%,$-0.57
donovan clingan,C/UTIL,POR,25.35%,0.01%,1.0%,3.77%,6.05%,$-0.58
chris paul,PG/G/UTIL,SAS,25.5%,0.01%,1.01%,4.65%,7.16%,$-0.59
andrew wiggins,PF/SF/F/UTIL,MIA,26.54%,0.01%,1.02%,13.07%,9.86%,$-0.59
paolo banchero,PF/F/UTIL,ORL,25.34%,0.01%,1.01%,8.32%,9.07%,$-0.61
zaccharie risacher,PF/SF/F/UTIL,ATL,25.61%,0.01%,1.01%,3.91%,3.44%,$-0.62
onyeka okongwu,C/UTIL,ATL,25.41%,0.01%,0.96%,2.02%,2.63%,$-0.63
bam adebayo,C/PF/F/UTIL,MIA,26.65%,0.01%,0.99%,17.05%,12.52%,$-0.67
jay huff,C/UTIL,MEM,24.94%,0.01%,0.96%,0.63%,0.98%,$-0.69
tobias harris,PF/F/UTIL,DET,26.41%,0.01%,0.99%,9.59%,10.39%,$-0.7
desmond bane,SG/G/UTIL,MEM,25.58%,0.01%,0.97%,10.05%,10.7%,$-0.71
kyle filipowski,C/PF/F/UTIL,UTA,25.69%,0.01%,0.98%,15.08%,10.78%,$-0.72
fred vanvleet,PG/G/UTIL,HOU,26.63%,0.0%,0.97%,14.45%,20.92%,$-0.72
tari eason,PF/SF/F/UTIL,HOU,24.12%,0.01%,0.97%,8.09%,6.16%,$-0.72
johnny juzang,SF/SG/G/F/UTIL,UTA,25.12%,0.01%,0.98%,13.3%,7.66%,$-0.73
dillon brooks,PF/F/UTIL,HOU,26.18%,0.0%,0.97%,7.04%,8.2%,$-0.74
blake wesley,PG/G/UTIL,SAS,24.17%,0.01%,0.95%,2.2%,2.83%,$-0.75
tyler kolek,PG/G/UTIL,NYK,24.66%,0.01%,0.95%,3.86%,4.61%,$-0.75
anfernee simons,PG/SG/G/UTIL,POR,26.03%,0.01%,0.96%,18.0%,14.09%,$-0.75
zach edey,C/UTIL,MEM,24.16%,0.01%,0.93%,2.26%,3.76%,$-0.75
isaiah collier,PG/G/UTIL,UTA,24.23%,0.01%,0.93%,2.22%,2.94%,$-0.75
