Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jared butler,PG/G/UTIL,PHI,36.71%,0.02%,2.33%,12.06%,17.2%,$2.94
kevon looney,C/UTIL,GSW,34.05%,0.02%,1.82%,0.07%,0.1%,$2.38
thomas bryant,C/UTIL,IND,34.34%,0.01%,1.83%,11.65%,21.87%,$1.6
mouhamed gueye,PF/F/UTIL,ATL,31.97%,0.01%,1.74%,12.32%,14.81%,$1.41
lebron james,PF/SF/F/UTIL,LAL,28.92%,0.01%,1.62%,5.03%,3.31%,$1.09
pascal siakam,PF/F/UTIL,IND,30.65%,0.01%,1.58%,6.26%,6.75%,$1.02
stephen curry,PG/G/UTIL,GSW,28.32%,0.01%,1.51%,1.66%,1.74%,$0.96
elfrid payton,PG/G/UTIL,CHA,30.98%,0.01%,1.57%,10.23%,14.14%,$0.95
trae young,PG/G/UTIL,ATL,26.86%,0.01%,1.3%,1.35%,1.3%,$0.49
bol bol,PF/F/UTIL,PHX,29.99%,0.01%,1.39%,18.36%,23.14%,$0.42
donovan mitchell,PG/SG/G/UTIL,CLE,27.55%,0.01%,1.35%,4.2%,3.25%,$0.33
zion williamson,PF/F/UTIL,NOP,23.95%,0.01%,1.26%,3.14%,3.41%,$0.18
jalen brunson,PG/G/UTIL,NYK,29.11%,0.01%,1.28%,12.96%,15.73%,$0.14
nikola jokic,C/UTIL,DEN,26.7%,0.01%,1.36%,11.06%,6.9%,$0.11
jarrett allen,C/UTIL,CLE,27.98%,0.01%,1.24%,4.92%,8.3%,$0.09
tidjane salaun,PF/SF/F/UTIL,CHA,27.87%,0.01%,1.24%,12.87%,10.17%,$0.02
buddy hield,SG/G/UTIL,GSW,27.16%,0.01%,1.21%,2.86%,3.04%,$0.01
karl-anthony towns,C/UTIL,NYK,28.4%,0.01%,1.22%,10.34%,14.58%,$-0.05
alperen sengun,C/UTIL,HOU,26.15%,0.01%,1.23%,6.06%,9.66%,$-0.05
anthony edwards,PG/SG/G/UTIL,MIN,28.72%,0.01%,1.21%,16.79%,12.01%,$-0.06
jordan poole,PG/G/UTIL,WAS,27.17%,0.01%,1.19%,4.4%,5.37%,$-0.06
anfernee simons,PG/SG/G/UTIL,POR,27.6%,0.01%,1.2%,7.84%,5.63%,$-0.07
jalen duren,C/UTIL,DET,25.32%,0.01%,1.15%,3.35%,5.29%,$-0.13
rj barrett,SF/SG/G/F/UTIL,TOR,27.09%,0.01%,1.18%,6.17%,3.16%,$-0.13
cam whitmore,SF/SG/G/F/UTIL,HOU,26.09%,0.01%,1.16%,7.46%,4.36%,$-0.15
kyle kuzma,PF/SF/F/UTIL,MIL,27.46%,0.01%,1.18%,4.31%,2.9%,$-0.16
tyrese haliburton,PG/G/UTIL,IND,26.97%,0.01%,1.14%,3.59%,4.07%,$-0.2
ryan rollins,PG/G/UTIL,MIL,26.91%,0.01%,1.16%,8.6%,11.51%,$-0.21
evan mobley,C/PF/F/UTIL,CLE,25.21%,0.01%,1.12%,3.91%,2.83%,$-0.23
quentin grimes,SF/SG/G/F/UTIL,PHI,27.42%,0.01%,1.16%,11.8%,6.69%,$-0.24
jusuf nurkic,C/UTIL,CHA,26.01%,0.01%,1.13%,5.7%,10.83%,$-0.26
jayson tatum,PF/SF/F/UTIL,BOS,27.69%,0.01%,1.14%,19.04%,13.18%,$-0.27
donovan clingan,C/UTIL,POR,27.15%,0.01%,1.11%,11.95%,24.52%,$-0.3
jordan goodwin,PG/SG/G/UTIL,LAL,26.51%,0.01%,1.12%,17.84%,15.0%,$-0.33
josh hart,PF/SF/F/UTIL,NYK,26.94%,0.01%,1.08%,5.25%,3.4%,$-0.38
isaiah hartenstein,C/UTIL,OKC,26.1%,0.01%,1.07%,7.6%,13.58%,$-0.42
cade cunningham,PG/G/UTIL,DET,26.26%,0.01%,1.09%,12.39%,12.2%,$-0.43
scottie barnes,PG/SF/G/F/UTIL,TOR,25.75%,0.01%,1.07%,5.2%,3.06%,$-0.43
domantas sabonis,C/UTIL,SAC,24.9%,0.01%,1.05%,4.01%,6.12%,$-0.44
ausar thompson,PF/SF/F/UTIL,DET,24.77%,0.01%,1.05%,3.72%,2.65%,$-0.49
al horford,C/PF/F/UTIL,BOS,26.76%,0.0%,1.05%,5.91%,4.94%,$-0.5
franz wagner,SF/F/UTIL,ORL,24.64%,0.01%,1.06%,1.93%,1.9%,$-0.5
jalen williams,PF/SF/F/UTIL,OKC,25.43%,0.0%,1.05%,9.71%,6.36%,$-0.53
rob dillingham,PG/G/UTIL,MIN,25.43%,0.01%,1.03%,4.33%,5.94%,$-0.57
dalano banton,PG/SG/G/UTIL,POR,25.14%,0.0%,1.03%,13.5%,11.23%,$-0.61
payton pritchard,PG/SG/G/UTIL,BOS,25.7%,0.0%,1.0%,2.82%,2.0%,$-0.61
tyus jones,PG/G/UTIL,PHX,25.45%,0.01%,0.99%,2.61%,3.38%,$-0.64
bobby portis,C/PF/F/UTIL,MIL,25.36%,0.0%,1.0%,13.5%,10.17%,$-0.64
aaron wiggins,PF/SF/F/UTIL,OKC,25.52%,0.0%,1.0%,7.73%,5.51%,$-0.65
caris levert,SF/SG/G/F/UTIL,ATL,25.58%,0.0%,1.0%,17.56%,10.48%,$-0.66
pj washington,PF/SF/F/UTIL,DAL,25.82%,0.0%,0.99%,5.58%,3.75%,$-0.66
shai gilgeous-alexander,PG/G/UTIL,OKC,23.27%,0.01%,0.98%,8.61%,8.08%,$-0.74
kristaps porzingis,C/UTIL,BOS,23.87%,0.01%,0.96%,5.19%,7.83%,$-0.76
sam hauser,PF/SF/F/UTIL,BOS,25.35%,0.0%,0.97%,9.29%,6.67%,$-0.77
rudy gobert,C/UTIL,MIN,25.78%,0.0%,0.92%,2.39%,3.88%,$-0.78
john collins,C/PF/F/UTIL,UTA,23.88%,0.0%,0.94%,4.0%,2.75%,$-0.8
malik monk,PG/SG/G/UTIL,SAC,25.86%,0.0%,0.93%,20.54%,15.34%,$-0.81
kris murray,PF/SF/F/UTIL,POR,24.75%,0.0%,0.95%,6.97%,5.13%,$-0.82
deni avdija,PF/SF/F/UTIL,POR,23.1%,0.0%,0.91%,1.72%,1.28%,$-0.82
onyeka okongwu,C/UTIL,ATL,24.25%,0.0%,0.9%,1.56%,2.42%,$-0.83
kevin huerter,SG/G/UTIL,CHI,24.38%,0.0%,0.93%,4.06%,4.66%,$-0.87
derrick white,PG/SG/G/UTIL,BOS,24.9%,0.0%,0.92%,3.07%,2.13%,$-0.88
demar derozan,SF/F/UTIL,SAC,22.22%,0.01%,0.88%,0.54%,0.57%,$-0.9
jimmy butler,PF/SF/F/UTIL,GSW,23.19%,0.0%,0.91%,4.14%,2.63%,$-0.91
zach lavine,SF/SG/G/F/UTIL,SAC,24.49%,0.0%,0.9%,6.6%,3.31%,$-0.93
tari eason,PF/F/UTIL,HOU,23.66%,0.0%,0.89%,4.06%,4.41%,$-0.94
kyshawn george,PF/F/UTIL,WAS,24.87%,0.0%,0.89%,11.14%,13.89%,$-0.95
bennedict mathurin,SF/F/UTIL,IND,23.06%,0.0%,0.86%,1.21%,1.19%,$-0.95
darius garland,PG/G/UTIL,CLE,22.29%,0.01%,0.87%,1.46%,1.59%,$-0.96
aaron nesmith,SF/SG/G/F/UTIL,IND,23.98%,0.0%,0.87%,3.14%,1.62%,$-1.01
kevin durant,C/PF/F/UTIL,PHX,23.33%,0.0%,0.85%,1.61%,1.11%,$-1.01
olivier-maxence prosper,PF/F/UTIL,DAL,23.44%,0.0%,0.86%,2.08%,2.61%,$-1.02
corey kispert,SF/SG/G/F/UTIL,WAS,24.05%,0.0%,0.86%,9.69%,5.46%,$-1.06
precious achiuwa,C/PF/F/UTIL,NYK,24.5%,0.0%,0.84%,8.42%,6.14%,$-1.06
malcolm brogdon,PG/SG/G/UTIL,WAS,21.82%,0.0%,0.84%,2.05%,1.42%,$-1.07
keon johnson,PG/SG/G/UTIL,BKN,23.35%,0.0%,0.85%,3.56%,2.76%,$-1.1
victor wembanyama,C/UTIL,SAS,22.34%,0.0%,0.85%,5.5%,4.07%,$-1.1
trendon watford,C/PF/F/UTIL,BKN,22.53%,0.0%,0.82%,1.83%,1.59%,$-1.12
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,24.42%,0.0%,0.83%,10.63%,6.04%,$-1.12
jalen smith,C/UTIL,CHI,22.35%,0.0%,0.8%,2.84%,5.54%,$-1.14
naz reid,C/PF/F/UTIL,MIN,23.87%,0.0%,0.8%,3.39%,2.59%,$-1.16
paolo banchero,PF/F/UTIL,ORL,22.88%,0.0%,0.81%,9.84%,10.89%,$-1.16
keyonte george,PG/G/UTIL,UTA,23.44%,0.0%,0.81%,2.42%,2.82%,$-1.16
dalton knecht,SF/SG/G/F/UTIL,LAL,23.25%,0.0%,0.82%,0.51%,0.28%,$-1.16
matas buzelis,PF/F/UTIL,CHI,23.08%,0.0%,0.8%,4.95%,6.07%,$-1.17
jordan clarkson,SG/G/UTIL,UTA,22.15%,0.0%,0.79%,1.54%,1.45%,$-1.17
karlo matkovic,C/PF/F/UTIL,NOP,23.09%,0.0%,0.81%,1.31%,1.03%,$-1.17
max christie,SF/SG/G/F/UTIL,DAL,24.47%,0.0%,0.83%,4.36%,2.28%,$-1.18
keon ellis,PG/SG/G/UTIL,SAC,23.47%,0.0%,0.81%,4.17%,3.24%,$-1.19
brandin podziemski,PG/SG/G/UTIL,GSW,22.5%,0.0%,0.81%,4.58%,3.32%,$-1.2
amen thompson,PG/SF/G/F/UTIL,HOU,24.31%,0.0%,0.78%,22.73%,13.75%,$-1.22
jevon carter,PG/SG/G/UTIL,CHI,21.14%,0.0%,0.82%,0.11%,0.09%,$-1.23
andrew nembhard,PG/SG/G/UTIL,IND,22.98%,0.0%,0.78%,4.14%,3.01%,$-1.25
zaccharie risacher,PF/SF/F/UTIL,ATL,22.67%,0.0%,0.79%,0.87%,0.66%,$-1.25
nic claxton,C/UTIL,BKN,21.69%,0.0%,0.75%,0.29%,0.39%,$-1.25
gradey dick,SG/G/UTIL,TOR,22.73%,0.0%,0.77%,4.73%,5.3%,$-1.27
bam adebayo,C/PF/F/UTIL,MIA,21.35%,0.0%,0.75%,1.65%,1.08%,$-1.28
christian braun,SF/SG/G/F/UTIL,DEN,23.04%,0.0%,0.77%,4.06%,2.18%,$-1.29
max strus,SF/SG/G/F/UTIL,CLE,23.28%,0.0%,0.77%,3.79%,2.09%,$-1.3
