PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Trae Young (38341602),Dalano Banton (38341862),Gary Trent Jr. (38342012),Jabari Walker (38342100),Donovan Clingan (38341824),Kevin Porter Jr. (38341990),Jeremiah Robinson-Earl (38342089),Nikola Jokic (38341592),305.34999999999997,294.71,412.95000000000005,49600,0.6%,13.07%,805.9%,74.45%,241.45,$32.2,POR 3,MIL 2,generated,1
Trae Young (38341602),Dalano Banton (38341862),Matisse Thybulle (38342017),Royce O'Neale (38341993),Donovan Clingan (38341824),Kevin Porter Jr. (38341990),Bruce Brown (38341846),Domantas Sabonis (38341607),298.63,287.3,396.07000000000005,49600,0.31%,9.78%,525.9%,66.03%,194.54,$21.0,POR 3,ATL 1,generated,1
Trae Young (38341602),Dalano Banton (38341862),Antonio Reeves (38342028),Aaron Gordon (38341767),Donovan Clingan (38341824),Kevin Porter Jr. (38341990),Keion Brooks Jr. (38341979),Alperen Sengun (38341631),292.92999999999995,283.46999999999997,392.95,49800,0.36%,8.28%,484.5%,58.43%,169.38,$19.4,POR 2,NOP 2,generated,1
Trae Young (38341602),Dalano Banton (38341862),Johnny Juzang (38342040),Jonathan Kuminga (38341851),Domantas Sabonis (38341607),Kevin Porter Jr. (38341990),Jeremiah Robinson-Earl (38342089),Jose Alvarado (38341760),292.04999999999995,277.26,392.33000000000004,49500,0.35%,8.15%,481.4%,57.44%,160.88,$19.3,NOP 2,ATL 1,generated,1
Trae Young (38341602),Dalano Banton (38341862),Bruce Brown (38341846),Jabari Walker (38342100),Nikola Jokic (38341592),Gary Trent Jr. (38342012),Obi Toppin (38341975),Kevin Porter Jr. (38341990),300.29,289.24,404.8,49900,0.23%,9.37%,449.2%,68.87%,203.10000000000002,$18.0,POR 2,MIL 2,generated,1
Dalano Banton (38341862),Jaylen Brown (38341654),Bruce Brown (38341846),Keion Brooks Jr. (38341979),Donovan Clingan (38341824),Gary Trent Jr. (38342012),Jeremiah Robinson-Earl (38342089),Nikola Jokic (38341592),298.71999999999997,287.58000000000004,399.53999999999996,50000,0.28%,8.37%,445.8%,67.39%,205.66,$17.8,NOP 3,POR 2,generated,1
Trae Young (38341602),Shaedon Sharpe (38341678),Gary Trent Jr. (38342012),Zaccharie Risacher (38341904),Donovan Clingan (38341824),Dalano Banton (38341862),Bruce Brown (38341846),Yves Missi (38341866),300.15,285.65,392.6,49500,0.24%,8.61%,426.1%,69.48%,183.95999999999998,$17.0,POR 3,ATL 2,generated,1
Trae Young (38341602),Shaedon Sharpe (38341678),Gary Trent Jr. (38342012),Jabari Walker (38342100),Alexandre Sarr (38341777),Kevin Porter Jr. (38341990),Jeremiah Robinson-Earl (38342089),Devin Booker (38341609),292.40999999999997,278.4,390.67999999999995,50000,0.3%,7.46%,422.4%,58.81%,164.65,$16.9,POR 2,MIL 2,generated,1
Tyrese Haliburton (38341628),Shaedon Sharpe (38341678),Gary Trent Jr. (38342012),Karlo Matkovic (38341948),Donovan Clingan (38341824),Kevin Porter Jr. (38341990),Jeremiah Robinson-Earl (38342089),Domantas Sabonis (38341607),292.21999999999997,286.32,388.59000000000003,49800,0.28%,7.21%,409.1%,58.54%,189.95,$16.4,POR 2,MIL 2,generated,1
Shaedon Sharpe (38341678),Dalano Banton (38341862),Bruce Brown (38341846),Obi Toppin (38341975),Nikola Jokic (38341592),Kevin Porter Jr. (38341990),Gary Trent Jr. (38342012),Yves Missi (38341866),300.37,296.73,398.96,49600,0.22%,7.92%,408.6%,71.11%,206.23999999999998,$16.3,POR 2,NOP 2,generated,1
