PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Keaton Wallace (37338930),Mikal Bridges (37338239),Josh Hart (37338127),Bobby Portis (37338274),Daniel Gafford (37338424),Keyonte George (37338282),Paul George (37338105),Alperen Sengun (37338065),313.21625,345.7402784304809,49000,100.00%,9998,71491.81%,2903,111.74,$2859.67,NYK 2,ATL 1,opp,1,abreza,5,4611315269
Jalen Brunson (37338088),Paul George (37338105),OG Anunoby (37338270),Brice Sensabaugh (37338383),Giannis Antetokounmpo (37338014),Stephon Castle (37338477),Bogdan Bogdanovic (37338369),Keaton Wallace (37338930),312.91374999999994,347.68018357810365,49800,100.00%,10000,64817.25%,2388,177.97,$2592.69,NYK 2,ATL 2,opp,1,jpm11,24,4610881370
Jalen Brunson (37338088),Garrison Mathews (37338609),Josh Hart (37338127),Cam Whitmore (37338526),Alperen Sengun (37338065),Keaton Wallace (37338930),Paul George (37338105),Russell Westbrook (37338173),312.69125,344.8664628773213,49900,100.00%,10000,56801.37%,1734,104.93,$2272.05,NYK 2,ATL 2,opp,1,lozingitall,1159,4611045870
Jalen Brunson (37338088),Stephon Castle (37338477),Mikal Bridges (37338239),Josh Hart (37338127),Nikola Jokic (37338012),Bogdan Bogdanovic (37338369),David Roddy (37338933),Keaton Wallace (37338930),311.671875,344.28584754847736,49000,100.00%,10000,39001.0%,796,171.58999999999997,$1560.04,NYK 3,ATL 3,opp,1,Firedog50,11,4610657488
Jalen Brunson (37338088),Devin Vassell (37338234),Paul George (37338105),OG Anunoby (37338270),Julius Randle (37338149),Russell Westbrook (37338173),Bogdan Bogdanovic (37338369),Keaton Wallace (37338930),311.38375,341.6699697003967,50000,100.00%,9991,36466.44%,708,127.58999999999999,$1458.66,NYK 2,ATL 2,opp,1,jgrady108,31,4611324484
Jalen Brunson (37338088),Stephon Castle (37338477),Paul George (37338105),Jayson Tatum (37338023),Daniel Gafford (37338424),Keaton Wallace (37338930),Jeremiah Robinson-Earl (37338708),Dejounte Murray (37338096),311.06642795138885,345.06055781811085,49400,100.00%,9992,31400.0%,483,159.85,$1256.0,NOP 2,NYK 1,opp,1,fivehorizons,165,4611288225
Jalen Brunson (37338088),Desmond Bane (37338134),Josh Hart (37338127),David Roddy (37338933),Wendell Carter Jr. (37338391),Stephon Castle (37338477),Mikal Bridges (37338239),Alperen Sengun (37338065),309.941875,340.8982799171223,50000,100.00%,9932,22405.84%,272,127.82999999999998,$896.23,NYK 3,MEM 1,opp,1,jimjengles6,19,4611348181
Keaton Wallace (37338930),Stephon Castle (37338477),Mikal Bridges (37338239),Josh Hart (37338127),Victor Wembanyama (37338018),CJ McCollum (37338156),Quentin Grimes (37338318),Trayce Jackson-Davis (37338258),309.48875,340.91564158710344,50000,100.00%,9839,20732.65%,269,113.88,$829.31,SAS 2,NYK 2,opp,1,Firedog50,502,4610657519
Jalen Brunson (37338088),Anthony Edwards (37338044),Josh Hart (37338127),Brice Sensabaugh (37338383),Daniel Gafford (37338424),Keyonte George (37338282),Trey Murphy III (37338144),Keaton Wallace (37338930),309.63374999999996,342.83677566305914,50000,100.00%,9925,19197.44%,161,136.51999999999998,$767.9,NYK 2,UTA 2,opp,1,cheddabisque,320,4610880238
Jalen Brunson (37338088),Cole Anthony (37338216),Paul George (37338105),PJ Washington (37338176),Alperen Sengun (37338065),Keaton Wallace (37338930),David Roddy (37338933),Keyonte George (37338282),308.940625,342.36055170674865,50000,100.00%,9756,14532.58%,51,101.67999999999999,$581.3,ATL 2,NYK 1,opp,1,fivehorizons,169,4611288250
