PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Keaton Wallace (37338930),Devin Vassell (37338234),Paul George (37338105),Cam Whitmore (37338526),Alperen Sengun (37338065),Jalen Green (37338162),Scottie Barnes (37338057),Daniel Gafford (37338424),301.473671875,335.34235215823475,49900,100.00%,0,100.0%,0,110.78,$4.0,HOU 3,ATL 1,user4,1,marvalshot,4412,4611344379_4
Stephon Castle (37338477),Quentin Grimes (37338318),Josh Hart (37338127),Olivier-Maxence Prosper (37338958),Alperen Sengun (37338065),Keaton Wallace (37338930),Andrew Wiggins (37338228),Nikola Jokic (37338012),295.730625,330.38133383281445,49900,100.00%,0,150.0%,0,118.32000000000001,$6.0,DAL 2,SAS 1,user,1,marvalshot,2386,4611344380
Keyonte George (37338282),Mikal Bridges (37338239),Bogdan Bogdanovic (37338369),Brice Sensabaugh (37338383),Trayce Jackson-Davis (37338258),Keaton Wallace (37338930),Giannis Antetokounmpo (37338014),Alperen Sengun (37338065),300.88812500000006,337.77530694998194,49800,100.00%,0,150.0%,0,133.57,$6.0,UTA 2,ATL 2,user,1,marvalshot,2480,4611344381
Keaton Wallace (37338930),Quentin Grimes (37338318),Jayson Tatum (37338023),Jonathan Isaac (37338510),Alperen Sengun (37338065),Jalen Green (37338162),Julius Randle (37338149),Onyeka Okongwu (37338359),293.9158029513889,329.11339469160754,50000,100.00%,0,100.0%,0,101.03,$4.0,ATL 2,HOU 2,user1,1,marvalshot,4422,4611344382_1
Jalen Brunson (37338088),Buddy Hield (37338351),Devin Vassell (37338234),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Stephon Castle (37338477),Michael Porter Jr. (37338208),Wendell Carter Jr. (37338391),300.203125,336.7980001953778,50000,100.00%,0,100.0%,0,144.31,$4.0,SAS 2,NYK 1,user4,1,marvalshot,4429,4611344383_4
Jalen Brunson (37338088),Mikal Bridges (37338239),Naji Marshall (37338314),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Keaton Wallace (37338930),Andrew Wiggins (37338228),Keyonte George (37338282),307.07124999999996,343.5787037974966,50000,100.00%,0,100.0%,0,125.63,$4.0,NYK 2,DAL 2,user1,1,marvalshot,4430,4611344384_1
Stephen Curry (37338062),Buddy Hield (37338351),Paul George (37338105),Naji Marshall (37338314),Daniel Gafford (37338424),Keaton Wallace (37338930),Scottie Barnes (37338057),Mark Williams (37338232),296.90367187500004,331.1017596011869,49400,100.00%,0,100.0%,0,113.46999999999998,$4.0,GSW 2,DAL 2,user2,1,marvalshot,4409,4611344379_2
Stephon Castle (37338477),Buddy Hield (37338351),Josh Hart (37338127),Andrew Wiggins (37338228),Alperen Sengun (37338065),Jalen Green (37338162),PJ Washington (37338176),Daniel Gafford (37338424),299.55062499999997,330.94995815560196,49900,100.00%,0,100.0%,0,102.39999999999999,$4.0,GSW 2,HOU 2,user3,1,marvalshot,4415,4611344380_3
Keyonte George (37338282),Mikal Bridges (37338239),Devin Vassell (37338234),Giannis Antetokounmpo (37338014),Onyeka Okongwu (37338359),Keaton Wallace (37338930),Zach LaVine (37338073),Daniel Gafford (37338424),300.54812499999997,337.336227590526,49800,100.00%,0,100.0%,0,130.59,$4.0,ATL 2,UTA 1,user4,1,marvalshot,4421,4611344381_4
Keaton Wallace (37338930),Garrison Mathews (37338609),Jayson Tatum (37338023),Giannis Antetokounmpo (37338014),Alperen Sengun (37338065),Stephon Castle (37338477),Jonathan Isaac (37338510),Clint Capela (37338298),288.45580295138893,327.36561616491014,49900,100.00%,0,100.0%,0,136.07,$4.0,ATL 3,BOS 1,user2,1,marvalshot,4423,4611344382_2
Jalen Brunson (37338088),Coby White (37338195),Bogdan Bogdanovic (37338369),Brice Sensabaugh (37338383),Nikola Jokic (37338012),Stephon Castle (37338477),Naz Reid (37338300),Wendell Carter Jr. (37338391),292.893125,328.27343577541967,49900,100.00%,0,100.0%,0,167.01,$4.0,NYK 1,CHI 1,user2,1,marvalshot,4427,4611344383_2
Jalen Brunson (37338088),Mikal Bridges (37338239),Brice Sensabaugh (37338383),Cam Whitmore (37338526),Daniel Gafford (37338424),Amen Thompson (37338122),Giannis Antetokounmpo (37338014),Jonathan Isaac (37338510),300.56125,337.3471274909115,50000,100.00%,0,100.0%,0,120.86,$4.0,NYK 2,HOU 2,user2,1,marvalshot,4431,4611344384_2
Josh Giddey (37338141),Quentin Grimes (37338318),Paul George (37338105),Julius Randle (37338149),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),Scottie Barnes (37338057),Keyonte George (37338282),298.213671875,330.47340690379366,49900,100.00%,0,100.0%,0,92.9,$4.0,CHI 1,DAL 1,user3,1,marvalshot,4411,4611344379_3
Keaton Wallace (37338930),CJ McCollum (37338156),Josh Hart (37338127),Naji Marshall (37338314),Daniel Gafford (37338424),Khris Middleton (37338293),Buddy Hield (37338351),Nikola Jokic (37338012),293.760625,328.6117816897928,49800,100.00%,0,100.0%,0,99.25,$4.0,DAL 2,ATL 1,user2,1,marvalshot,4414,4611344380_2
Keaton Wallace (37338930),Mikal Bridges (37338239),Buddy Hield (37338351),Giannis Antetokounmpo (37338014),Julius Randle (37338149),Dejounte Murray (37338096),Jonathan Isaac (37338510),Onyeka Okongwu (37338359),300.40812500000004,336.3089452164111,49800,100.00%,0,100.0%,0,91.16,$4.0,ATL 2,NYK 1,user1,1,marvalshot,4418,4611344381_1
Keaton Wallace (37338930),Buddy Hield (37338351),Jayson Tatum (37338023),Jeremiah Robinson-Earl (37338708),Giannis Antetokounmpo (37338014),Vit Krejci (37338481),Brice Sensabaugh (37338383),Alperen Sengun (37338065),286.7058029513889,323.7571857098111,50000,100.00%,0,100.0%,0,140.17000000000002,$4.0,ATL 2,GSW 1,user3,1,marvalshot,4424,4611344382_3
Jalen Brunson (37338088),Isaiah Collier (37338329),Bogdan Bogdanovic (37338369),Giannis Antetokounmpo (37338014),Julius Randle (37338149),Keaton Wallace (37338930),Andrew Wiggins (37338228),Vit Krejci (37338481),290.80312499999997,325.81056550291703,50000,100.00%,0,100.0%,0,145.6,$4.0,ATL 3,NYK 1,user3,1,marvalshot,4428,4611344383_3
Jalen Brunson (37338088),Mikal Bridges (37338239),Cam Whitmore (37338526),Julius Randle (37338149),Daniel Gafford (37338424),Ja Morant (37338082),Devin Vassell (37338234),Trayce Jackson-Davis (37338258),299.99125,334.27997675933517,49900,100.00%,0,50.0%,0,93.44,$2.0,NYK 2,HOU 1,user3,1,marvalshot,4432,4611344384_3
Dejounte Murray (37338096),Quentin Grimes (37338318),Paul George (37338105),Jonathan Isaac (37338510),Onyeka Okongwu (37338359),Keaton Wallace (37338930),Scottie Barnes (37338057),Amen Thompson (37338122),296.92367187499997,329.11144290885653,49900,100.00%,0,100.0%,0,86.15,$4.0,ATL 2,NOP 1,user1,1,marvalshot,4406,4611344379_1
Stephon Castle (37338477),Jordan Hawkins (37338687),Josh Hart (37338127),Paolo Banchero (37338047),Victor Wembanyama (37338018),Jalen Green (37338162),Buddy Hield (37338351),Keaton Wallace (37338930),294.39062499999994,327.6967734206217,50000,100.00%,0,100.0%,0,105.55,$4.0,SAS 2,NOP 1,user1,1,marvalshot,4413,4611344380_1
Keyonte George (37338282),Mikal Bridges (37338239),Buddy Hield (37338351),Paolo Banchero (37338047),Daniel Gafford (37338424),Stephon Castle (37338477),Quentin Grimes (37338318),Victor Wembanyama (37338018),299.888125,336.07079754102534,50000,100.00%,0,100.0%,0,124.50999999999999,$4.0,DAL 2,SAS 2,user3,1,marvalshot,4420,4611344381_3
Dejounte Murray (37338096),Stephon Castle (37338477),Jayson Tatum (37338023),Giannis Antetokounmpo (37338014),Jonathan Isaac (37338510),Keaton Wallace (37338930),Devin Vassell (37338234),Jeremiah Robinson-Earl (37338708),287.17580295138885,323.68283603148325,50000,100.00%,0,100.0%,0,135.26,$4.0,NOP 2,SAS 2,user4,1,marvalshot,4425,4611344382_4
Jalen Brunson (37338088),Jalen Green (37338162),Keldon Johnson (37338409),Jonathan Isaac (37338510),Victor Wembanyama (37338018),CJ McCollum (37338156),Jeremiah Robinson-Earl (37338708),Daniel Gafford (37338424),288.61312499999997,324.2908111716855,49400,100.00%,0,100.0%,0,119.86999999999999,$4.0,SAS 2,NOP 2,user1,1,marvalshot,4426,4611344383_1
Jalen Brunson (37338088),Mikal Bridges (37338239),Quentin Grimes (37338318),Jonathan Isaac (37338510),Julius Randle (37338149),Stephon Castle (37338477),Santi Aldama (37338417),Victor Wembanyama (37338018),299.73125,333.84073230003423,50000,100.00%,0,50.0%,0,114.78,$2.0,NYK 2,SAS 2,user4,1,marvalshot,4433,4611344384_4
Keaton Wallace (37338930),Quentin Grimes (37338318),Paul George (37338105),Giannis Antetokounmpo (37338014),Kevon Looney (37338597),Keyonte George (37338282),Scottie Barnes (37338057),Daniel Gafford (37338424),297.373671875,335.2846967111605,49800,100.00%,0,50.0%,0,105.28,$2.0,DAL 2,ATL 1,user,1,marvalshot,1002,4611344379
Stephon Castle (37338477),Buddy Hield (37338351),Josh Hart (37338127),PJ Washington (37338176),Mark Williams (37338232),Anthony Edwards (37338044),Trey Murphy III (37338144),Keaton Wallace (37338930),296.18062499999996,325.8804098917544,49300,100.00%,0,100.0%,0,118.42999999999999,$4.0,SAS 1,GSW 1,user4,1,marvalshot,4417,4611344380_4
Stephon Castle (37338477),Mikal Bridges (37338239),Devin Vassell (37338234),Keldon Johnson (37338409),Nikola Jokic (37338012),Keaton Wallace (37338930),Buddy Hield (37338351),Anthony Edwards (37338044),300.958125,333.7604616882768,49700,100.00%,0,100.0%,0,119.55,$4.0,SAS 3,NYK 1,user2,1,marvalshot,4419,4611344381_2
Stephon Castle (37338477),Vit Krejci (37338481),Jayson Tatum (37338023),PJ Washington (37338176),Nikola Jokic (37338012),Cole Anthony (37338216),Garrison Mathews (37338609),Keaton Wallace (37338930),286.2358029513889,320.97155203372637,50000,100.00%,0,100.0%,0,155.51,$4.0,ATL 3,SAS 1,user,1,marvalshot,4280,4611344382
Jalen Brunson (37338088),Buddy Hield (37338351),Devin Vassell (37338234),Jonathan Isaac (37338510),Victor Wembanyama (37338018),Jose Alvarado (37338571),Bogdan Bogdanovic (37338369),Josh Giddey (37338141),289.11312499999997,323.33537639533165,49800,100.00%,0,50.0%,0,108.31,$2.0,SAS 2,NYK 1,user,1,marvalshot,1992,4611344383
Jalen Brunson (37338088),Mikal Bridges (37338239),Brice Sensabaugh (37338383),PJ Washington (37338176),Jonathan Isaac (37338510),Stephon Castle (37338477),Naz Reid (37338300),Victor Wembanyama (37338018),299.53125,333.20667253300394,50000,100.00%,0,50.0%,0,124.47,$2.0,NYK 2,SAS 2,user,1,marvalshot,508,4611344384
