PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Jared Butler (37689662),Anthony Edwards (37688552),Jayson Tatum (37688539),Mouhamed Gueye (37689406),Thomas Bryant (37689019),Stephen Curry (37688579),Bol Bol (37689211),Precious Achiuwa (37688895),327.31138020833333,425.79398497257165,49900,100.00%,20000,6773.92%,0,143.55,$67.74,PHI 1,MIN 1,user14,1,marvalshot,23788,4640052367_14
Jalen Brunson (37688599),Jordan Goodwin (37689271),Tidjane Salaun (37689440),Pascal Siakam (37688662),Bobby Portis (37688744),Jared Butler (37689662),Mouhamed Gueye (37689406),Nikola Jokic (37688512),302.85374131944445,409.31829690559204,50000,100.00%,0,197.92%,0,102.35000000000001,$1.98,NYK 1,LAL 1,user14,1,marvalshot,23805,4640052368_14
Jared Butler (37689662),Anthony Edwards (37688552),Nick Smith Jr. (37689121),LeBron James (37688526),Thomas Bryant (37689019),Stephen Curry (37688579),Mouhamed Gueye (37689406),Bol Bol (37689211),317.937734375,418.6446638587424,49500,100.00%,19560,838.96%,0,143.51,$8.39,PHI 1,MIN 1,user11,1,marvalshot,23831,4640052369_11
Jalen Brunson (37688599),Anfernee Simons (37688807),Quentin Grimes (37689087),Pascal Siakam (37688662),Thomas Bryant (37689019),Jared Butler (37689662),Bol Bol (37689211),LeBron James (37688526),315.4784895833334,411.9828360204233,50000,100.00%,14206,562.19%,0,126.94999999999999,$5.62,PHI 2,IND 2,user10,1,marvalshot,23859,4640052370_10
Jalen Brunson (37688599),Anthony Edwards (37688552),LeBron James (37688526),Precious Achiuwa (37688895),Thomas Bryant (37689019),Jared Butler (37689662),Mouhamed Gueye (37689406),Day'Ron Sharpe (37689159),313.81919270833333,416.7402135638258,50000,100.00%,8214,454.15%,0,117.99,$4.54,NYK 2,MIN 1,user20,1,marvalshot,23898,4640052371_20
Jalen Brunson (37688599),RJ Barrett (37688708),Jayson Tatum (37688539),Mouhamed Gueye (37689406),Thomas Bryant (37689019),Jared Butler (37689662),Bol Bol (37689211),Evan Mobley (37688602),323.86138020833334,424.93398497257164,50000,100.00%,20000,2472.86%,0,149.19,$24.73,NYK 1,TOR 1,user9,1,marvalshot,23916,4640052372_9
Jared Butler (37689662),Quentin Grimes (37689087),LeBron James (37688526),Mouhamed Gueye (37689406),Alexandre Sarr (37688927),Stephen Curry (37688579),Bol Bol (37689211),Karl-Anthony Towns (37688561),314.55046875,416.1360845695692,50000,100.00%,10855,503.67%,0,114.24999999999999,$5.04,PHI 2,LAL 1,user,1,marvalshot,16224,4640052373
Tyrese Haliburton (37688621),Quentin Grimes (37689087),RJ Barrett (37688708),Bol Bol (37689211),Thomas Bryant (37689019),Stephen Curry (37688579),Evan Mobley (37688602),Jared Butler (37689662),317.7007855902778,411.96193356979313,49800,100.00%,18765,826.8%,0,115.5,$8.27,IND 2,PHI 2,user25,1,marvalshot,23963,4640052374_25
T.J. McConnell (37689242),Donovan Mitchell (37688611),LeBron James (37688526),Pascal Siakam (37688662),Thomas Bryant (37689019),Jordan Poole (37688698),Mouhamed Gueye (37689406),Jared Butler (37689662),300.7215407986111,403.8223984213281,49900,100.00%,0,162.4%,0,123.62,$1.62,IND 3,CLE 1,user4,1,marvalshot,23971,4640052375_4
Anthony Edwards (37688552),Quentin Grimes (37689087),LeBron James (37688526),PJ Washington (37688723),Thomas Bryant (37689019),Jared Butler (37689662),Mouhamed Gueye (37689406),Rudy Gobert (37688768),311.60919270833335,406.60021356382583,50000,100.00%,1965,372.62%,0,111.78,$3.73,MIN 2,PHI 2,user29,1,marvalshot,24020,4640052376_29
