PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Ja Morant (37714217),Kelly Oubre Jr. (37714347),Harrison Barnes (37714520),Sandro Mamukelashvili (37714974),Day'Ron Sharpe (37714613),Coby White (37714309),Deni Avdija (37714341),LeBron James (37714176),265.24,261.65999999999997,356.474,49900,0.96%,25.92%,3473.3%,83.02%,80.0,$138.9,SAS 2,MEM 1,generated,1
Cole Anthony (37714473),Norman Powell (37714280),Kawhi Leonard (37714302),Cameron Johnson (37714376),Nic Claxton (37714390),Elfrid Payton (37714686),Paolo Banchero (37714229),Donovan Clingan (37714408),266.84,270.34000000000003,354.39099999999996,49400,0.92%,24.72%,3340.7%,86.46%,80.0,$133.6,ORL 2,LAC 2,generated,1
Elfrid Payton (37714686),De'Aaron Fox (37714260),Bogdan Bogdanovic (37714510),Bol Bol (37714501),Jaren Jackson Jr. (37714247),Anfernee Simons (37714321),Sandro Mamukelashvili (37714974),Luka Doncic (37714173),264.69000000000005,265.62,354.346,49700,0.98%,23.88%,3327.6%,82.44%,80.0,$133.1,SAS 2,CHA 1,generated,1
Jalen Brunson (37714222),Jrue Holiday (37714597),Mikal Bridges (37714336),Royce O'Neale (37714481),Jusuf Nurkic (37714601),Ziaire Williams (37714544),LeBron James (37714176),Anfernee Simons (37714321),269.35,268.5,351.139,49700,0.74%,28.28%,3268.7%,87.66%,80.0,$130.7,NYK 2,BOS 1,generated,1
Jalen Brunson (37714222),Jamal Murray (37714232),Toumani Camara (37714371),Jayson Tatum (37714180),Precious Achiuwa (37714404),Elfrid Payton (37714686),Sandro Mamukelashvili (37714974),Kris Dunn (37714618),269.92999999999995,269.02,350.09399999999994,49300,0.78%,27.02%,3129.0%,89.68%,80.0,$125.2,NYK 2,DEN 1,generated,1
Terance Mann (37714834),Devin Vassell (37714392),Royce O'Neale (37714481),Sandro Mamukelashvili (37714974),Nic Claxton (37714390),Trae Young (37714197),Harrison Barnes (37714520),Nikola Jokic (37714165),265.56,268.94,355.73800000000006,49600,0.7%,23.76%,2932.8%,85.02%,80.0,$117.3,SAS 3,ATL 2,generated,1
Cole Anthony (37714473),Austin Reaves (37714240),Kawhi Leonard (37714302),Trendon Watford (37714679),Jusuf Nurkic (37714601),Russell Westbrook (37714359),LeBron James (37714176),Harrison Barnes (37714520),263.67,262.38,357.453,49900,0.64%,24.34%,2920.4%,81.42%,80.0,$116.8,LAL 2,ORL 1,generated,1
Cole Anthony (37714473),De'Aaron Fox (37714260),Royce O'Neale (37714481),Santi Aldama (37714554),Zach Edey (37714524),Anfernee Simons (37714321),Sandro Mamukelashvili (37714974),Nikola Jokic (37714165),265.78000000000003,268.91,360.275,49100,0.72%,24.34%,2871.2%,84.78%,80.0,$114.8,SAS 2,MEM 2,generated,1
Elfrid Payton (37714686),Vince Williams Jr. (37714890),Coby White (37714309),Harrison Barnes (37714520),Joel Embiid (37714184),Chris Paul (37714441),Kawhi Leonard (37714302),Kevin Durant (37714203),263.76,262.07,349.933,50000,0.76%,22.14%,2761.4%,83.14%,80.0,$110.5,SAS 2,CHA 1,generated,1
Damian Lillard (37714194),Tyrese Martin (37714798),OG Anunoby (37714362),Trendon Watford (37714679),Goga Bitadze (37714529),Anfernee Simons (37714321),Sandro Mamukelashvili (37714974),Nikola Jokic (37714165),263.35,265.15,353.63,49800,0.72%,21.28%,2502.2%,82.82%,80.0,$100.1,BKN 2,MIL 1,generated,1
Elfrid Payton (37714686),Coby White (37714309),Caris LeVert (37714429),Zaccharie Risacher (37714506),Jaren Jackson Jr. (37714247),Anfernee Simons (37714321),Devin Vassell (37714392),Paolo Banchero (37714229),268.07,270.77000000000004,347.81800000000004,49300,0.6%,24.26%,2452.7%,87.98%,80.0,$98.1,ATL 2,CHA 1,generated,1
Ben Simmons (37714416),Donovan Mitchell (37714236),Nick Smith Jr. (37714549),Sandro Mamukelashvili (37714974),Nikola Jokic (37714165),Anfernee Simons (37714321),Harrison Barnes (37714520),Bol Bol (37714501),261.94,259.86999999999995,355.751,49900,0.64%,20.36%,2370.6%,80.94%,80.0,$94.8,SAS 2,LAC 1,generated,1
James Harden (37714200),Nick Smith Jr. (37714549),Bennedict Mathurin (37714446),Aaron Gordon (37714497),Joel Embiid (37714184),Anfernee Simons (37714321),Royce O'Neale (37714481),Jusuf Nurkic (37714601),259.95,258.74,346.276,49600,0.72%,19.88%,2349.0%,79.24%,80.0,$94.0,CHA 2,LAC 1,generated,1
Elfrid Payton (37714686),Tyrese Martin (37714798),Caris LeVert (37714429),DaQuan Jeffries (37714731),Jusuf Nurkic (37714601),Anfernee Simons (37714321),Kevin Durant (37714203),Nikola Jokic (37714165),266.79,266.75,354.052,49100,0.5%,23.7%,2298.4%,86.74%,80.0,$91.9,CHA 3,BKN 1,generated,1
Lonzo Ball (37714469),Jamal Murray (37714232),Quentin Grimes (37714461),Trendon Watford (37714679),Goga Bitadze (37714529),Austin Reaves (37714240),Matas Buzelis (37714526),Karl-Anthony Towns (37714189),262.09,260.24,345.64,49300,0.54%,21.12%,2092.9%,82.96%,80.0,$83.7,CHI 2,DEN 1,generated,1
Jalen Brunson (37714222),Keon Johnson (37714493),Michael Porter Jr. (37714317),Pascal Siakam (37714266),Day'Ron Sharpe (37714613),Ty Jerome (37714594),Paolo Banchero (37714229),Grayson Allen (37714449),258.89000000000004,265.01,346.15500000000003,49700,0.58%,18.22%,2034.6%,79.24%,80.0,$81.4,BKN 2,NYK 1,generated,1
Donovan Mitchell (37714236),Devin Vassell (37714392),Rui Hachimura (37714380),Santi Aldama (37714554),Goga Bitadze (37714529),Austin Reaves (37714240),Paolo Banchero (37714229),Elfrid Payton (37714686),259.65000000000003,261.33,344.90700000000004,49800,0.42%,17.56%,1810.2%,79.58%,80.0,$72.4,LAL 2,ORL 2,generated,1
Jalen Brunson (37714222),Nick Smith Jr. (37714549),Bennedict Mathurin (37714446),Pascal Siakam (37714266),Wendell Carter Jr. (37714641),Elfrid Payton (37714686),Zeke Nnaji (37714585),Giannis Antetokounmpo (37714167),259.24,257.71000000000004,348.251,49900,0.36%,18.04%,1806.5%,77.8%,80.0,$72.3,CHA 2,IND 2,generated,1
T.J. McConnell (37714648),Luke Kennard (37714633),Kawhi Leonard (37714302),Giannis Antetokounmpo (37714167),Sandro Mamukelashvili (37714974),Cole Anthony (37714473),Deni Avdija (37714341),Miles Bridges (37714211),252.34,272.0,351.882,50000,0.44%,14.48%,1784.8%,70.34%,80.0,$71.4,IND 1,MEM 1,generated,1
Keon Johnson (37714493),Stephon Castle (37714355),Max Strus (37714561),Cameron Johnson (37714376),Jusuf Nurkic (37714601),De'Aaron Fox (37714260),Matas Buzelis (37714526),Luka Doncic (37714173),256.46999999999997,256.13,343.44699999999995,49200,0.42%,16.72%,1721.0%,77.76%,80.0,$68.8,BKN 2,SAS 2,generated,1
Josh Giddey (37714292),Nick Smith Jr. (37714549),OG Anunoby (37714362),Zaccharie Risacher (37714506),Jarrett Allen (37714330),Elfrid Payton (37714686),Cameron Johnson (37714376),LeBron James (37714176),259.4,257.97999999999996,342.0,49300,0.36%,19.06%,1686.3%,80.78%,80.0,$67.5,CHA 2,CHI 1,generated,1
Andrew Nembhard (37714437),Anfernee Simons (37714321),Michael Porter Jr. (37714317),Pascal Siakam (37714266),Joel Embiid (37714184),Ben Simmons (37714416),Trendon Watford (37714679),Jusuf Nurkic (37714601),255.22,251.5,344.92699999999996,49900,0.46%,16.88%,1649.2%,74.2%,80.0,$66.0,IND 2,POR 1,generated,1
