Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
kel'el ware,C/UTIL,MIA,30.38%,0.01%,1.44%,5.56%,9.88%,$0.7
dennis schroder,PG/SG/G/UTIL,GSW,31.71%,0.01%,1.44%,33.8%,29.75%,$0.54
shai gilgeous-alexander,PG/G/UTIL,OKC,30.22%,0.01%,1.44%,15.04%,21.83%,$0.47
jonas valanciunas,C/UTIL,WAS,26.15%,0.01%,1.32%,4.37%,7.85%,$0.39
nikola jokic,C/UTIL,DEN,28.61%,0.01%,1.38%,11.53%,26.4%,$0.22
trayce jackson-davis,C/UTIL,GSW,27.93%,0.01%,1.29%,7.8%,14.11%,$0.19
russell westbrook,PG/G/UTIL,DEN,28.53%,0.01%,1.25%,16.67%,21.35%,$0.05
gui santos,PF/F/UTIL,GSW,27.29%,0.01%,1.22%,7.94%,6.96%,$-0.02
aaron gordon,PF/F/UTIL,DEN,26.37%,0.01%,1.16%,3.26%,3.17%,$-0.07
jakob poeltl,C/UTIL,TOR,27.65%,0.01%,1.18%,6.59%,12.44%,$-0.08
andrew wiggins,PF/SF/F/UTIL,GSW,29.8%,0.01%,1.2%,50.61%,44.54%,$-0.1
gradey dick,SG/G/UTIL,TOR,28.28%,0.01%,1.18%,23.55%,28.25%,$-0.16
daniel gafford,C/UTIL,DAL,26.68%,0.01%,1.14%,4.56%,7.94%,$-0.16
jalen williams,PF/F/UTIL,OKC,26.56%,0.01%,1.13%,4.48%,4.83%,$-0.18
chris boucher,PF/F/UTIL,TOR,26.18%,0.01%,1.14%,8.71%,7.78%,$-0.22
ivica zubac,C/UTIL,LAC,29.19%,0.01%,1.12%,25.52%,47.51%,$-0.3
moses moody,SF/SG/G/F/UTIL,GSW,26.08%,0.01%,1.11%,6.88%,4.09%,$-0.3
brandin podziemski,PG/SG/G/UTIL,GSW,27.47%,0.01%,1.12%,32.63%,28.08%,$-0.34
nikola jovic,C/PF/F/UTIL,MIA,26.97%,0.01%,1.09%,7.78%,5.33%,$-0.36
onyeka okongwu,C/UTIL,ATL,26.09%,0.01%,1.08%,6.49%,11.3%,$-0.39
kyshawn george,PF/SF/F/UTIL,WAS,27.05%,0.01%,1.1%,14.36%,9.86%,$-0.41
gary payton ii,SF/F/UTIL,GSW,24.85%,0.01%,1.05%,2.19%,1.82%,$-0.42
trae young,PG/G/UTIL,ATL,25.46%,0.01%,1.04%,4.66%,5.68%,$-0.42
buddy hield,SF/SG/G/F/UTIL,GSW,25.5%,0.01%,1.06%,6.6%,3.86%,$-0.46
corey kispert,SF/SG/G/F/UTIL,WAS,26.59%,0.01%,1.06%,8.77%,4.8%,$-0.48
rj barrett,SF/F/UTIL,TOR,27.54%,0.01%,1.05%,24.19%,29.07%,$-0.52
paolo banchero,PF/F/UTIL,ORL,25.16%,0.01%,1.03%,8.37%,9.08%,$-0.54
jamal murray,PG/SG/G/UTIL,DEN,26.11%,0.01%,1.02%,9.39%,7.89%,$-0.55
giannis antetokounmpo,C/PF/F/UTIL,MIL,26.69%,0.01%,1.04%,19.13%,18.91%,$-0.56
bobby portis,C/PF/F/UTIL,MIL,25.11%,0.01%,1.02%,12.53%,8.67%,$-0.61
clint capela,C/UTIL,ATL,24.72%,0.01%,0.99%,4.2%,7.96%,$-0.61
kristaps porzingis,C/UTIL,BOS,25.24%,0.01%,0.98%,4.1%,7.11%,$-0.61
michael porter jr.,PF/SF/F/UTIL,DEN,25.84%,0.01%,1.01%,11.05%,7.59%,$-0.64
julian strawther,SF/SG/G/F/UTIL,DEN,25.35%,0.01%,1.0%,5.78%,3.26%,$-0.65
jaime jaquez jr.,PF/SF/F/UTIL,MIA,26.76%,0.0%,1.01%,30.1%,22.3%,$-0.67
anthony davis,C/UTIL,LAL,23.78%,0.01%,0.97%,4.91%,8.25%,$-0.71
kyle kuzma,PF/F/UTIL,WAS,25.24%,0.01%,0.94%,2.28%,2.24%,$-0.72
alexandre sarr,C/PF/F/UTIL,WAS,25.54%,0.01%,0.96%,8.78%,6.28%,$-0.74
jordan poole,PG/SG/G/UTIL,WAS,25.25%,0.01%,0.94%,10.23%,8.69%,$-0.78
demar derozan,SF/F/UTIL,SAC,25.45%,0.01%,0.93%,4.23%,4.38%,$-0.78
malik monk,PG/SG/G/UTIL,SAC,26.29%,0.0%,0.94%,20.7%,18.33%,$-0.79
de'andre hunter,PF/SF/F/UTIL,ATL,25.0%,0.01%,0.94%,5.12%,3.44%,$-0.8
nikola vucevic,C/UTIL,CHI,24.19%,0.01%,0.91%,3.85%,6.68%,$-0.82
jaylin williams,C/UTIL,OKC,24.76%,0.01%,0.92%,4.04%,7.25%,$-0.83
bam adebayo,C/UTIL,MIA,23.98%,0.01%,0.88%,2.07%,3.75%,$-0.83
domantas sabonis,C/UTIL,SAC,24.66%,0.01%,0.92%,6.55%,11.48%,$-0.83
aj green,PG/SG/G/UTIL,MIL,25.25%,0.0%,0.94%,9.03%,5.21%,$-0.85
scottie barnes,PG/SF/G/F/UTIL,TOR,25.76%,0.0%,0.92%,21.84%,15.16%,$-0.85
keegan murray,PF/F/UTIL,SAC,26.13%,0.0%,0.93%,7.35%,7.21%,$-0.86
christian braun,SF/SG/G/F/UTIL,DEN,24.85%,0.0%,0.92%,7.52%,4.34%,$-0.9
coby white,PG/SG/G/UTIL,CHI,25.44%,0.0%,0.9%,10.47%,8.57%,$-0.91
khris middleton,SF/SG/G/F/UTIL,MIL,23.81%,0.01%,0.9%,8.04%,4.72%,$-0.92
james harden,PG/G/UTIL,LAC,24.16%,0.0%,0.88%,10.66%,13.01%,$-0.94
bruce brown,SF/SG/G/F/UTIL,TOR,23.37%,0.01%,0.88%,3.04%,1.77%,$-0.98
lonzo ball,PG/G/UTIL,CHI,24.03%,0.0%,0.87%,6.31%,7.38%,$-0.99
jrue holiday,PG/SG/G/UTIL,BOS,24.73%,0.0%,0.87%,7.12%,5.66%,$-1.01
jaylen brown,SF/SG/G/F/UTIL,BOS,24.18%,0.0%,0.85%,6.72%,4.45%,$-1.02
carlton carrington,PG/SG/G/UTIL,WAS,24.93%,0.0%,0.88%,14.96%,11.91%,$-1.02
jalen smith,C/UTIL,CHI,22.92%,0.01%,0.84%,0.7%,1.12%,$-1.02
davion mitchell,PG/SG/G/UTIL,TOR,24.33%,0.0%,0.87%,5.13%,3.82%,$-1.03
kevon looney,C/UTIL,GSW,23.0%,0.01%,0.83%,2.7%,4.81%,$-1.06
naji marshall,PF/SF/F/UTIL,DAL,23.96%,0.0%,0.85%,6.9%,4.6%,$-1.07
max christie,SF/SG/G/F/UTIL,LAL,24.67%,0.0%,0.87%,2.75%,1.51%,$-1.09
peyton watson,PF/F/UTIL,DEN,23.87%,0.0%,0.84%,1.78%,1.69%,$-1.09
ochai agbaji,PF/SF/F/UTIL,TOR,23.0%,0.0%,0.82%,0.19%,0.1%,$-1.13
pj washington,PF/F/UTIL,DAL,24.43%,0.0%,0.78%,1.65%,1.51%,$-1.17
de'aaron fox,PG/G/UTIL,SAC,23.84%,0.0%,0.78%,7.61%,9.78%,$-1.19
vit krejci,PG/SF/G/F/UTIL,ATL,23.92%,0.0%,0.81%,3.55%,2.3%,$-1.2
kyle anderson,PF/F/UTIL,GSW,22.03%,0.0%,0.75%,0.15%,0.11%,$-1.2
luguentz dort,SF/SG/G/F/UTIL,OKC,24.2%,0.0%,0.81%,9.91%,5.96%,$-1.21
lebron james,PF/F/UTIL,LAL,21.8%,0.0%,0.79%,5.24%,6.3%,$-1.22
isaiah joe,SF/SG/G/F/UTIL,OKC,22.89%,0.0%,0.78%,2.23%,1.25%,$-1.23
zach lavine,SF/SG/G/F/UTIL,CHI,23.24%,0.0%,0.77%,8.08%,5.3%,$-1.24
kentavious caldwell-pope,SG/G/UTIL,ORL,24.09%,0.0%,0.8%,0.98%,1.04%,$-1.25
jalen johnson,PF/F/UTIL,ATL,22.47%,0.0%,0.75%,4.1%,4.09%,$-1.27
jamal shead,PG/G/UTIL,TOR,21.55%,0.0%,0.77%,0.04%,0.05%,$-1.27
jerami grant,PF/F/UTIL,POR,23.63%,0.0%,0.75%,2.5%,2.36%,$-1.34
damian lillard,PG/G/UTIL,MIL,22.49%,0.0%,0.73%,4.33%,5.17%,$-1.35
cason wallace,PG/SG/G/UTIL,OKC,23.38%,0.0%,0.76%,2.79%,2.24%,$-1.36
bogdan bogdanovic,SF/SG/G/F/UTIL,ATL,22.08%,0.0%,0.75%,1.2%,0.67%,$-1.37
deandre jordan,C/UTIL,DEN,22.52%,0.0%,0.75%,0.1%,0.1%,$-1.38
taurean prince,PF/SF/F/UTIL,MIL,22.77%,0.0%,0.75%,0.91%,0.54%,$-1.39
wendell carter jr.,C/UTIL,ORL,22.79%,0.0%,0.72%,0.76%,1.39%,$-1.4
gary trent jr.,SF/SG/G/F/UTIL,MIL,23.01%,0.0%,0.76%,1.09%,0.58%,$-1.4
jayson tatum,PF/SF/F/UTIL,BOS,22.16%,0.0%,0.72%,9.71%,7.92%,$-1.41
shaedon sharpe,SF/SG/G/F/UTIL,POR,22.3%,0.0%,0.72%,4.93%,2.97%,$-1.43
alex caruso,PG/SF/G/F/UTIL,OKC,21.87%,0.0%,0.72%,1.3%,0.69%,$-1.43
deni avdija,PF/SF/F/UTIL,POR,22.22%,0.0%,0.7%,5.35%,3.61%,$-1.44
kevin porter jr.,PG/G/UTIL,LAC,21.18%,0.0%,0.7%,0.97%,1.21%,$-1.45
brook lopez,C/UTIL,MIL,23.16%,0.0%,0.71%,2.13%,3.83%,$-1.45
kelly olynyk,C/UTIL,TOR,21.62%,0.0%,0.7%,1.52%,2.63%,$-1.47
bilal coulibaly,SF/F/UTIL,WAS,23.16%,0.0%,0.69%,1.04%,1.11%,$-1.48
keon ellis,SG/G/UTIL,SAC,22.28%,0.0%,0.7%,1.27%,1.29%,$-1.49
anfernee simons,PG/SG/G/UTIL,POR,22.45%,0.0%,0.69%,2.66%,2.16%,$-1.5
patrick williams,PF/F/UTIL,CHI,21.83%,0.0%,0.7%,0.8%,0.76%,$-1.52
rui hachimura,PF/SF/F/UTIL,LAL,22.6%,0.0%,0.69%,1.14%,0.77%,$-1.56
jaxson hayes,C/UTIL,LAL,23.23%,0.0%,0.68%,0.04%,0.1%,$-1.56
tyler herro,PG/SG/G/UTIL,MIA,22.31%,0.0%,0.65%,9.78%,8.77%,$-1.57
olivier-maxence prosper,PF/SF/F/UTIL,DAL,21.87%,0.0%,0.68%,0.2%,0.09%,$-1.57
trey lyles,C/PF/F/UTIL,SAC,22.37%,0.0%,0.66%,0.15%,0.1%,$-1.58
duncan robinson,SG/G/UTIL,MIA,21.99%,0.0%,0.66%,1.44%,1.75%,$-1.59
norman powell,SF/SG/G/F/UTIL,LAC,21.74%,0.0%,0.65%,5.35%,3.44%,$-1.6
kris dunn,SG/G/UTIL,LAC,21.64%,0.0%,0.65%,0.77%,0.79%,$-1.62
aaron wiggins,PF/SF/F/UTIL,OKC,21.3%,0.0%,0.66%,2.34%,1.53%,$-1.62
deandre ayton,C/UTIL,POR,20.66%,0.0%,0.61%,0.48%,0.89%,$-1.63
payton pritchard,PG/SG/G/UTIL,BOS,20.84%,0.0%,0.61%,2.23%,1.8%,$-1.72
matas buzelis,PF/SF/F/UTIL,CHI,20.49%,0.0%,0.63%,0.2%,0.1%,$-1.78
derrick jones jr.,PF/F/UTIL,LAC,20.52%,0.0%,0.62%,0.17%,0.1%,$-1.79
scoot henderson,PG/G/UTIL,POR,20.8%,0.0%,0.56%,1.47%,1.8%,$-1.8
josh giddey,PG/G/UTIL,CHI,19.86%,0.0%,0.56%,1.33%,1.69%,$-1.81
toumani camara,SF/F/UTIL,POR,20.49%,0.0%,0.55%,0.24%,0.27%,$-1.85
kawhi leonard,PF/SF/F/UTIL,LAC,18.67%,0.0%,0.55%,2.49%,1.79%,$-1.89
dorian finney-smith,C/PF/F/UTIL,LAL,20.75%,0.0%,0.55%,0.58%,0.44%,$-1.9
terance mann,SF/SG/G/F/UTIL,LAC,19.54%,0.0%,0.55%,0.14%,0.1%,$-1.93
terry rozier,PG/SG/G/UTIL,MIA,19.76%,0.0%,0.53%,1.55%,1.21%,$-1.97
dyson daniels,PG/SG/G/UTIL,ATL,19.64%,0.0%,0.49%,0.32%,0.26%,$-2.03
andre jackson jr.,SF/SG/G/F/UTIL,MIL,20.37%,0.0%,0.54%,0.25%,0.1%,$-2.04
austin reaves,PG/G/UTIL,LAL,19.49%,0.0%,0.47%,0.44%,0.56%,$-2.06
cole anthony,PG/SG/G/UTIL,ORL,18.38%,0.0%,0.48%,3.19%,2.7%,$-2.08
derrick white,PG/SG/G/UTIL,BOS,19.72%,0.0%,0.47%,0.64%,0.51%,$-2.08
anthony black,PG/G/UTIL,ORL,19.32%,0.0%,0.49%,0.23%,0.23%,$-2.09
klay thompson,SF/SG/G/F/UTIL,DAL,18.93%,0.0%,0.49%,1.74%,1.01%,$-2.1
devin carter,PG/SG/G/UTIL,SAC,19.2%,0.0%,0.49%,0.13%,0.1%,$-2.15
franz wagner,PF/F/UTIL,ORL,16.67%,0.0%,0.45%,1.67%,1.65%,$-2.16
alec burks,PG/SG/G/UTIL,MIA,18.8%,0.0%,0.47%,0.22%,0.1%,$-2.18
kyrie irving,PG/SG/G/UTIL,DAL,18.4%,0.0%,0.44%,2.07%,1.73%,$-2.18
jabari walker,C/UTIL,POR,18.5%,0.0%,0.45%,0.07%,0.1%,$-2.2
quentin grimes,SF/SG/G/F/UTIL,DAL,18.51%,0.0%,0.45%,1.65%,0.96%,$-2.22
ayo dosunmu,PG/SG/G/UTIL,CHI,18.16%,0.0%,0.44%,1.21%,0.93%,$-2.22
gary harris,SF/SG/G/F/UTIL,ORL,19.48%,0.0%,0.42%,0.22%,0.1%,$-2.23
lindy waters iii,SF/SG/G/F/UTIL,GSW,19.38%,0.0%,0.44%,0.22%,0.1%,$-2.26
al horford,C/PF/F/UTIL,BOS,18.79%,0.0%,0.41%,0.11%,0.1%,$-2.3
tristan da silva,PF/SF/F/UTIL,ORL,18.93%,0.0%,0.41%,0.2%,0.1%,$-2.32
maxi kleber,C/PF/F/UTIL,DAL,18.06%,0.0%,0.43%,0.17%,0.1%,$-2.34
jonathan isaac,C/PF/F/UTIL,ORL,16.89%,0.0%,0.4%,0.17%,0.1%,$-2.35
dalton knecht,SF/SG/G/F/UTIL,LAL,17.84%,0.0%,0.4%,0.2%,0.1%,$-2.36
spencer dinwiddie,PG/G/UTIL,DAL,17.12%,0.0%,0.38%,0.34%,0.31%,$-2.37
sam hauser,PF/SF/F/UTIL,BOS,18.52%,0.0%,0.4%,0.13%,0.1%,$-2.42
haywood highsmith,PF/SF/F/UTIL,MIA,17.74%,0.0%,0.36%,0.22%,0.1%,$-2.42
kris murray,PF/F/UTIL,POR,17.73%,0.0%,0.39%,0.11%,0.1%,$-2.45
ryan rollins,PG/G/UTIL,MIL,17.47%,0.0%,0.36%,0.13%,0.1%,$-2.46
julian phillips,PF/F/UTIL,CHI,17.28%,0.0%,0.36%,0.13%,0.1%,$-2.5
dru smith,PG/G/UTIL,MIA,19.24%,0.0%,0.39%,0.03%,0.03%,$-2.51
garrison mathews,SG/G/UTIL,ATL,18.26%,0.0%,0.35%,0.13%,0.1%,$-2.53
gabe vincent,PG/SG/G/UTIL,LAL,16.72%,0.0%,0.31%,0.12%,0.1%,$-2.56
jett howard,PF/SF/F/UTIL,ORL,16.2%,0.0%,0.32%,0.19%,0.1%,$-2.58
kenrich williams,C/PF/F/UTIL,OKC,15.74%,0.0%,0.32%,0.18%,0.1%,$-2.59
ousmane dieng,C/PF/F/UTIL,OKC,15.92%,0.0%,0.31%,0.2%,0.1%,$-2.6
tyler smith,PF/F/UTIL,MIL,18.28%,0.0%,0.36%,0.03%,0.03%,$-2.6
luke kornet,C/UTIL,BOS,18.86%,0.0%,0.3%,0.04%,0.1%,$-2.61
justin champagnie,PF/SF/F/UTIL,WAS,15.58%,0.0%,0.28%,0.24%,0.1%,$-2.7
trevelin queen,PG/SG/G/UTIL,ORL,15.43%,0.0%,0.3%,0.17%,0.1%,$-2.7
kevin huerter,SF/SG/G/F/UTIL,SAC,15.46%,0.0%,0.29%,0.19%,0.1%,$-2.71
cody zeller,C/UTIL,ATL,13.5%,0.0%,0.18%,0.02%,0.03%,$-2.76
jalen pickett,PG/SG/G/UTIL,DEN,14.7%,0.0%,0.22%,0.22%,0.1%,$-2.82
alex ducas,SG/G/UTIL,OKC,17.02%,0.0%,0.24%,0.03%,0.03%,$-2.82
kessler edwards,PF/SF/F/UTIL,DAL,14.31%,0.0%,0.18%,0.06%,0.03%,$-2.84
jordan mclaughlin,PG/G/UTIL,SAC,17.4%,0.0%,0.23%,0.03%,0.03%,$-2.84
aj lawson,PG/G/UTIL,TOR,14.22%,0.0%,0.19%,0.06%,0.03%,$-2.84
jared butler,PG/G/UTIL,WAS,17.2%,0.0%,0.19%,0.02%,0.03%,$-2.85
keshad johnson,SF/F/UTIL,MIA,15.15%,0.0%,0.21%,0.07%,0.03%,$-2.86
nicolas batum,C/PF/F/UTIL,LAC,13.81%,0.0%,0.24%,0.17%,0.1%,$-2.87
alex len,C/UTIL,SAC,13.92%,0.0%,0.24%,0.08%,0.1%,$-2.88
dario saric,C/UTIL,DEN,14.52%,0.0%,0.27%,0.03%,0.03%,$-2.88
trentyn flowers,SG/G/UTIL,LAC,13.71%,0.0%,0.17%,0.03%,0.03%,$-2.88
dillon jones,PF/F/UTIL,OKC,14.6%,0.0%,0.14%,0.06%,0.03%,$-2.88
spencer jones,SF/SG/G/F/UTIL,DEN,14.12%,0.0%,0.22%,0.06%,0.03%,$-2.9
jamison battle,SF/F/UTIL,TOR,14.34%,0.0%,0.19%,0.04%,0.03%,$-2.9
garrett temple,SG/G/UTIL,TOR,13.58%,0.0%,0.2%,0.04%,0.03%,$-2.91
cam christie,SG/G/UTIL,LAC,11.99%,0.0%,0.16%,0.02%,0.03%,$-2.91
justin minaya,PF/F/UTIL,POR,12.55%,0.0%,0.18%,0.06%,0.03%,$-2.92
torrey craig,PF/F/UTIL,CHI,14.56%,0.0%,0.19%,0.07%,0.03%,$-2.93
rayan rupert,PG/SF/G/F/UTIL,POR,16.13%,0.0%,0.18%,0.04%,0.03%,$-2.94
dalen terry,SF/F/UTIL,CHI,13.06%,0.0%,0.17%,0.03%,0.03%,$-2.95
marvin bagley iii,C/UTIL,WAS,14.01%,0.0%,0.15%,0.04%,0.03%,$-2.96
mason jones,SG/G/UTIL,SAC,15.89%,0.0%,0.17%,0.04%,0.03%,$-2.96
hunter tyson,PF/SF/F/UTIL,DEN,13.18%,0.0%,0.19%,0.21%,0.1%,$-2.98
chris livingston,SF/F/UTIL,MIL,13.92%,0.0%,0.16%,0.05%,0.03%,$-2.98
taze moore,SG/G/UTIL,POR,13.14%,0.0%,0.19%,0.06%,0.03%,$-2.99
markieff morris,C/PF/F/UTIL,DAL,12.85%,0.0%,0.21%,0.05%,0.03%,$-2.99
josh christopher,PG/G/UTIL,MIA,13.33%,0.0%,0.25%,0.03%,0.03%,$-3.0
stanley umude,SG/G/UTIL,MIL,13.35%,0.0%,0.22%,0.02%,0.03%,$-3.01
amir coffey,PF/SF/F/UTIL,LAC,11.58%,0.0%,0.2%,0.05%,0.04%,$-3.01
dominick barlow,C/UTIL,ATL,15.54%,0.0%,0.15%,0.03%,0.03%,$-3.01
jordan walsh,SF/F/UTIL,BOS,11.95%,0.0%,0.15%,0.06%,0.03%,$-3.02
bones hyland,PG/G/UTIL,LAC,12.14%,0.0%,0.14%,0.03%,0.03%,$-3.03
bryce mcgowens,SG/G/UTIL,POR,12.43%,0.0%,0.16%,0.06%,0.03%,$-3.05
xavier tillman,C/PF/F/UTIL,BOS,12.27%,0.0%,0.12%,0.06%,0.03%,$-3.05
jevon carter,PG/G/UTIL,CHI,12.71%,0.0%,0.16%,0.05%,0.03%,$-3.05
