PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Shai Gilgeous-Alexander (37377113),Cason Wallace (37377321),Isaiah Joe (37377380),Ricky Council IV (37377509),Adem Bona (37377485),Tyrese Maxey (37377120),Giannis Antetokounmpo (37377107),Jaylin Williams (37377338),417.5746137152778,478.2070653327195,49500,100.00%,50000,24900.0%,50000,262.04999999999995,$996.0,OKC 4,PHI 3,opp,4,BigMart11,0,4616386230
Shai Gilgeous-Alexander (37377113),Cason Wallace (37377321),Isaiah Joe (37377380),Giannis Antetokounmpo (37377107),Adem Bona (37377485),Tyrese Maxey (37377120),Ricky Council IV (37377509),Jaylin Williams (37377338),417.5746137152778,478.2070653327195,49500,100.00%,50000,24900.0%,50000,262.05,$996.0,OKC 4,PHI 3,opp,4,riel1999,0,4616574071
Shai Gilgeous-Alexander (37377113),Cason Wallace (37377321),Isaiah Joe (37377380),Giannis Antetokounmpo (37377107),Jaylin Williams (37377338),Tyrese Maxey (37377120),Ricky Council IV (37377509),Adem Bona (37377485),417.5746137152778,478.2070653327195,49500,100.00%,50000,24900.0%,50000,262.04999999999995,$996.0,OKC 4,PHI 3,opp,4,jhill66,0,4616629746
Tyrese Maxey (37377120),Cason Wallace (37377321),Isaiah Joe (37377380),Ricky Council IV (37377509),Adem Bona (37377485),Shai Gilgeous-Alexander (37377113),Giannis Antetokounmpo (37377107),Jaylin Williams (37377338),417.5746137152778,478.2070653327195,49500,100.00%,50000,24900.0%,50000,262.04999999999995,$996.0,OKC 4,PHI 3,opp,4,rwsmart83,0,4617237795
Tyrese Maxey (37377120),Cason Wallace (37377321),Isaiah Joe (37377380),Ricky Council IV (37377509),Jaylin Williams (37377338),Shai Gilgeous-Alexander (37377113),Giannis Antetokounmpo (37377107),Kyshawn George (37377367),408.90718315972225,471.63857901712936,50000,100.00%,50000,7370.95%,0,254.14999999999998,$294.84,OKC 4,PHI 2,opp,1,Xaque,31,4616934639
Tyrese Maxey (37377120),Isaiah Joe (37377380),Ricky Council IV (37377509),Giannis Antetokounmpo (37377107),Adem Bona (37377485),Shai Gilgeous-Alexander (37377113),Aaron Wiggins (37377304),Jaylin Williams (37377338),404.5031944444445,466.5027174277058,49700,100.00%,50000,5472.96%,0,266.69000000000005,$218.92,OKC 4,PHI 3,opp,2,rbradford14,1,4617464153
Shai Gilgeous-Alexander (37377113),Isaiah Joe (37377380),Aaron Wiggins (37377304),Ricky Council IV (37377509),Jaylin Williams (37377338),Tyrese Maxey (37377120),Giannis Antetokounmpo (37377107),Adem Bona (37377485),404.5031944444445,466.5027174277058,49700,100.00%,50000,5472.96%,0,266.68999999999994,$218.92,OKC 4,PHI 3,opp,2,jsn77,1,4617473335
Shai Gilgeous-Alexander (37377113),Cason Wallace (37377321),Isaiah Joe (37377380),Ricky Council IV (37377509),Giannis Antetokounmpo (37377107),Tyrese Maxey (37377120),Justin Edwards (37377414),Jaylin Williams (37377338),403.36334635416665,463.15250381460476,49800,100.00%,50000,4591.26%,0,263.28,$183.65,OKC 4,PHI 3,opp,4,jtchancey,2,4616088699
Cason Wallace (37377321),Isaiah Joe (37377380),Justin Edwards (37377414),Ricky Council IV (37377509),Jaylin Williams (37377338),Tyrese Maxey (37377120),Giannis Antetokounmpo (37377107),Shai Gilgeous-Alexander (37377113),403.36334635416665,463.15250381460476,49800,100.00%,50000,4591.26%,0,263.28,$183.65,OKC 4,PHI 3,opp,4,cjp66,2,4616739931
Shai Gilgeous-Alexander (37377113),Cason Wallace (37377321),Justin Edwards (37377414),Ricky Council IV (37377509),Jaylin Williams (37377338),Tyrese Maxey (37377120),Isaiah Joe (37377380),Giannis Antetokounmpo (37377107),403.36334635416665,463.15250381460476,49800,100.00%,50000,4591.26%,0,263.28,$183.65,OKC 4,PHI 3,opp,4,Henry113,2,4617418297
