PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Anthony Black (38220290),Dalen Terry (38220419),Colby Jones (38220428),Dean Wade (38220458),Jarrett Allen (38220090),Trae Young (38220009),Bam Adebayo (38220042),Luka Doncic (38219986),275.15999999999997,268.71,370.29999999999995,50000,0.14%,6.54%,430.9%,60.76%,172.20000000000002,$17.2,CLE 2,ORL 1,generated,1
Anthony Black (38220290),Donovan Mitchell (38220024),Andrew Wiggins (38220096),Sandro Mamukelashvili (38220333),Alexandre Sarr (38220106),Tyrese Haliburton (38220028),Dalen Terry (38220419),Tyler Herro (38220051),266.5,261.28,361.53999999999996,49700,0.13%,4.53%,339.6%,50.19%,130.95,$13.6,MIA 2,ORL 1,generated,1
Anthony Black (38220290),Donovan Mitchell (38220024),Andrew Wiggins (38220096),Sandro Mamukelashvili (38220333),Jalen Smith (38220476),Tyler Herro (38220051),Dean Wade (38220458),Luka Doncic (38219986),267.08,265.88,364.71000000000004,49500,0.13%,4.57%,324.1%,51.1%,154.64,$13.0,CLE 2,MIA 2,generated,1
Blake Wesley (38220440),Max Strus (38220262),Keldon Johnson (38220215),Dean Wade (38220458),Alexandre Sarr (38220106),Trae Young (38220009),Bam Adebayo (38220042),LeBron James (38219992),270.58,263.83000000000004,366.92999999999995,49700,0.12%,4.62%,314.3%,55.44%,145.13,$12.6,SAS 2,CLE 2,generated,1
Anthony Black (38220290),Dalen Terry (38220419),Max Strus (38220262),Jaren Jackson Jr. (38220061),Alexandre Sarr (38220106),Tyler Herro (38220051),Chet Holmgren (38220073),Bam Adebayo (38220042),277.87,273.5,367.49,50000,0.09%,5.53%,310.1%,65.56%,177.01,$12.4,MIA 2,ORL 1,generated,1
Anthony Black (38220290),Colby Jones (38220428),Franz Wagner (38220019),Chet Holmgren (38220073),Alexandre Sarr (38220106),Darius Garland (38220039),Dalen Terry (38220419),Bam Adebayo (38220042),271.71,265.36,363.81,49900,0.12%,4.55%,304.7%,56.51%,141.20000000000002,$12.2,ORL 2,WAS 2,generated,1
Blake Wesley (38220440),Khris Middleton (38220154),Franz Wagner (38220019),Bam Adebayo (38220042),Wendell Carter Jr. (38220152),Trae Young (38220009),Dalen Terry (38220419),Alexandre Sarr (38220106),270.67,260.77,364.41999999999996,49800,0.1%,4.81%,302.5%,55.32%,114.10000000000001,$12.1,WAS 2,ORL 2,generated,1
Anthony Black (38220290),Dalen Terry (38220419),Franz Wagner (38220019),Bam Adebayo (38220042),Alexandre Sarr (38220106),Blake Wesley (38220440),Chet Holmgren (38220073),Tyler Herro (38220051),277.62,271.35,367.16999999999996,49700,0.07%,5.59%,301.6%,64.98%,165.5,$12.1,ORL 2,MIA 2,generated,1
Anthony Black (38220290),Franz Wagner (38220019),Max Strus (38220262),Sandro Mamukelashvili (38220333),Wendell Carter Jr. (38220152),Davion Mitchell (38220299),LeBron James (38219992),Trae Young (38220009),269.90000000000003,259.26,363.41999999999996,49900,0.13%,4.29%,297.2%,54.17%,130.07,$11.9,ORL 3,CLE 1,generated,1
Tyler Herro (38220051),Isaac Okoro (38220446),Khris Middleton (38220154),Chet Holmgren (38220073),Jarrett Allen (38220090),Trae Young (38220009),Andrew Wiggins (38220096),Jalen Smith (38220476),266.78999999999996,263.54,360.7,49900,0.1%,4.39%,296.0%,50.84%,114.94,$11.8,MIA 2,CLE 2,generated,1
Blake Wesley (38220440),Max Strus (38220262),LeBron James (38219992),Dean Wade (38220458),Jarrett Allen (38220090),Shai Gilgeous-Alexander (38219989),Dalen Terry (38220419),Tyler Herro (38220051),275.4,274.27000000000004,371.7,50000,0.07%,5.25%,278.9%,62.13%,188.18,$11.2,CLE 3,SAS 1,generated,1
Trae Young (38220009),Max Strus (38220262),Colby Jones (38220428),Pascal Siakam (38220058),Dean Wade (38220458),Tyler Herro (38220051),Dalen Terry (38220419),LeBron James (38219992),273.34,266.73,366.53,49900,0.08%,4.89%,277.7%,58.92%,170.03,$11.1,CLE 2,ATL 1,generated,1
Tyrese Haliburton (38220028),Max Strus (38220262),Dalen Terry (38220419),Bam Adebayo (38220042),Wendell Carter Jr. (38220152),Trae Young (38220009),Chet Holmgren (38220073),Jalen Smith (38220476),269.14,263.59,363.43,49600,0.09%,4.32%,260.6%,53.62%,136.24,$10.4,CHI 2,IND 1,generated,1
Blake Wesley (38220440),Colby Jones (38220428),Max Strus (38220262),Jaren Jackson Jr. (38220061),Alexandre Sarr (38220106),Trae Young (38220009),Dalen Terry (38220419),Luka Doncic (38219986),267.49,260.83,362.31999999999994,49800,0.1%,3.97%,257.2%,51.25%,137.52,$10.3,WAS 2,SAS 1,generated,1
Blake Wesley (38220440),Max Strus (38220262),Dalen Terry (38220419),Pascal Siakam (38220058),Dean Wade (38220458),Trae Young (38220009),Bam Adebayo (38220042),LeBron James (38219992),271.73999999999995,264.70000000000005,366.85,50000,0.07%,4.65%,253.0%,56.75%,157.63,$10.1,CLE 2,SAS 1,generated,1
Craig Porter Jr. (38220542),Franz Wagner (38220019),Colby Jones (38220428),Paolo Banchero (38220000),Jarrett Allen (38220090),Luka Doncic (38219986),Dean Wade (38220458),Jalen Smith (38220476),265.88,268.39000000000004,361.5,49900,0.09%,3.79%,247.2%,49.76%,137.67000000000002,$9.9,CLE 3,ORL 2,generated,1
Anthony Black (38220290),Colby Jones (38220428),Franz Wagner (38220019),Bam Adebayo (38220042),Dean Wade (38220458),Trae Young (38220009),Chet Holmgren (38220073),Kel'el Ware (38220140),275.0,269.95,365.99,50000,0.06%,4.97%,245.5%,61.36%,156.55,$9.8,ORL 2,MIA 2,generated,1
