PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jared Butler (38129166),Isaiah Joe (38129456),Ricky Council IV (38129289),Bam Adebayo (38128989),Isaiah Hartenstein (38129119),AJ Johnson (38129609),Kenrich Williams (38129703),Nikola Jokic (38128895),306.03000000000003,293.98,407.4,49900,0.35%,12.31%,1586.1%,65.81%,128.83,$63.4,OKC 3,PHI 2,generated,1
AJ Johnson (38129609),Jared Butler (38129166),Aaron Wiggins (38129293),Kenrich Williams (38129703),Isaiah Hartenstein (38129119),Jordan Goodwin (38129372),Josh Giddey (38128984),Luka Doncic (38128897),309.49,299.7,410.22,49900,0.2%,12.6%,1122.1%,71.09%,162.24,$44.9,OKC 3,LAL 2,generated,1
Jared Butler (38129166),Isaiah Joe (38129456),Ricky Council IV (38129289),Aaron Wiggins (38129293),Isaiah Hartenstein (38129119),Devin Booker (38128933),Deni Avdija (38129052),Stephon Castle (38129105),304.78000000000003,292.62,401.55000000000007,50000,0.18%,10.11%,930.2%,65.59%,123.15,$37.2,OKC 3,PHI 2,generated,1
Cason Wallace (38129464),Jared Butler (38129166),Aaron Wiggins (38129293),Pascal Siakam (38129000),Isaiah Hartenstein (38129119),AJ Johnson (38129609),Ryan Dunn (38129587),Luka Doncic (38128897),299.08,290.20000000000005,396.36,49700,0.16%,8.13%,725.8%,58.02%,136.97,$29.0,OKC 3,PHI 1,generated,1
Cade Cunningham (38128911),Cason Wallace (38129464),Josh Giddey (38128984),Kenrich Williams (38129703),Isaiah Hartenstein (38129119),AJ Johnson (38129609),Jordan Goodwin (38129372),Evan Mobley (38128963),297.24,288.38,391.83,49200,0.15%,7.26%,674.8%,56.36%,122.11999999999999,$27.0,OKC 3,DET 1,generated,1
Jared Butler (38129166),Donovan Mitchell (38128954),Max Christie (38129308),Ricky Council IV (38129289),Isaiah Hartenstein (38129119),AJ Johnson (38129609),Aaron Wiggins (38129293),Devin Booker (38128933),301.85,289.40000000000003,395.13,49200,0.13%,8.34%,644.9%,61.89%,135.28000000000003,$25.8,PHI 2,OKC 2,generated,1
AJ Johnson (38129609),Duncan Robinson (38129504),Aaron Wiggins (38129293),Chet Holmgren (38129040),Isaiah Hartenstein (38129119),Jared Butler (38129166),Jordan Goodwin (38129372),Luka Doncic (38128897),300.74,291.95,401.19,49800,0.12%,8.29%,631.9%,60.36%,138.4,$25.3,OKC 3,LAL 2,generated,1
Jaden Hardy (38129448),Jordan Goodwin (38129372),Jaime Jaquez Jr. (38129483),Kenrich Williams (38129703),Isaiah Hartenstein (38129119),Devin Booker (38128933),Ricky Council IV (38129289),Nikola Jokic (38128895),298.94,300.84,398.18999999999994,50000,0.13%,7.53%,613.2%,57.92%,141.73,$24.5,OKC 2,DAL 1,generated,1
Josh Giddey (38128984),Franz Wagner (38128958),Aaron Wiggins (38129293),Ricky Council IV (38129289),Oshae Brissett (38129486),Jordan Goodwin (38129372),Deni Avdija (38129052),Isaiah Hartenstein (38129119),301.15,292.99,396.96,49900,0.12%,7.64%,604.2%,61.33%,124.47000000000001,$24.2,OKC 2,PHI 2,generated,1
Scotty Pippen Jr. (38129353),Anfernee Simons (38129065),Aaron Wiggins (38129293),Kenrich Williams (38129703),Isaiah Hartenstein (38129119),Devin Booker (38128933),Kevin Durant (38128943),Ricky Council IV (38129289),299.67,290.40999999999997,393.86999999999995,49900,0.12%,7.15%,591.5%,58.85%,112.63,$23.7,OKC 3,PHX 2,generated,1
