Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
kel'el ware,C/UTIL,MIA,31.05%,0.01%,1.51%,5.21%,9.88%,$0.92
jonas valanciunas,C/UTIL,WAS,27.12%,0.01%,1.47%,4.19%,7.85%,$0.82
dennis schroder,PG/SG/G/UTIL,GSW,30.6%,0.01%,1.35%,32.91%,29.75%,$0.3
shai gilgeous-alexander,PG/G/UTIL,OKC,28.96%,0.01%,1.33%,15.14%,21.83%,$0.16
ivica zubac,C/UTIL,LAC,30.57%,0.01%,1.21%,24.75%,47.51%,$-0.05
gradey dick,SG/G/UTIL,TOR,28.25%,0.01%,1.19%,23.43%,28.25%,$-0.15
paolo banchero,PF/F/UTIL,ORL,26.37%,0.01%,1.16%,8.63%,9.08%,$-0.19
jakob poeltl,C/UTIL,TOR,27.48%,0.01%,1.15%,7.37%,12.44%,$-0.19
chris boucher,PF/F/UTIL,TOR,26.19%,0.01%,1.15%,8.66%,7.78%,$-0.2
andrew wiggins,PF/SF/F/UTIL,GSW,29.13%,0.01%,1.14%,50.4%,44.54%,$-0.25
nikola jovic,C/PF/F/UTIL,MIA,27.21%,0.01%,1.13%,7.81%,5.33%,$-0.25
gui santos,PF/F/UTIL,GSW,26.71%,0.01%,1.14%,7.72%,6.96%,$-0.27
russell westbrook,PG/G/UTIL,DEN,27.37%,0.01%,1.14%,16.92%,21.35%,$-0.28
trayce jackson-davis,C/UTIL,GSW,26.52%,0.01%,1.13%,7.8%,14.11%,$-0.28
corey kispert,SF/SG/G/F/UTIL,WAS,26.86%,0.01%,1.1%,8.34%,4.8%,$-0.35
kyshawn george,PF/SF/F/UTIL,WAS,27.21%,0.01%,1.11%,15.02%,9.86%,$-0.37
onyeka okongwu,C/UTIL,ATL,26.2%,0.01%,1.08%,6.18%,11.3%,$-0.38
trae young,PG/G/UTIL,ATL,25.39%,0.01%,1.05%,4.63%,5.68%,$-0.41
kristaps porzingis,C/UTIL,BOS,25.74%,0.01%,1.04%,4.22%,7.11%,$-0.42
aaron gordon,PF/F/UTIL,DEN,25.69%,0.01%,1.07%,3.3%,3.17%,$-0.42
demar derozan,SF/F/UTIL,SAC,26.58%,0.01%,1.05%,3.95%,4.38%,$-0.43
daniel gafford,C/UTIL,DAL,25.6%,0.01%,1.04%,4.58%,7.94%,$-0.44
