PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
AJ Johnson (38129609),Andrew Nembhard (38129205),Ricky Council IV (38129289),Pascal Siakam (38129000),Kenrich Williams (38129703),Jared Butler (38129166),Josh Giddey (38128984),Kevin Durant (38128943),329.1706770833334,414.1083014510764,49300,100.00%,50000,169793.15%,28487,114.66,$6791.73,IND 2,PHI 2,opp,1,bweihn,347,4669114687
Cade Cunningham (38128911),Donovan Mitchell (38128954),Aaron Wiggins (38129293),Pascal Siakam (38129000),Kenrich Williams (38129703),Jalen Hood-Schifino (38129471),Ricky Council IV (38129289),Jaylin Williams (38129406),328.0732118055556,422.7939987505109,49400,100.00%,50000,126244.15%,14954,153.25,$5049.77,OKC 3,PHI 2,user18,1,marvalshot,14975,4669104773_18
Jaden Hardy (38129448),Jalen Green (38129024),Josh Giddey (38128984),Pascal Siakam (38129000),Jaylin Williams (38129406),Keon Ellis (38129432),Aaron Wiggins (38129293),Jared Butler (38129166),325.9117708333333,410.13043455802944,49300,100.00%,50000,55388.72%,4065,144.82999999999998,$2215.55,OKC 2,DAL 1,opp,1,FGEEFDBP904,147,4668717736
Cade Cunningham (38128911),Donovan Mitchell (38128954),Aaron Wiggins (38129293),Pascal Siakam (38129000),Jaylin Williams (38129406),Jalen Hood-Schifino (38129471),Jordan Goodwin (38129372),Kenrich Williams (38129703),326.12321180555557,419.6639987505109,49000,100.00%,50000,46182.08%,1678,165.95000000000002,$1847.28,OKC 3,DET 1,user20,1,marvalshot,14977,4669104773_20
Josh Giddey (38128984),Jared Butler (38129166),Aaron Wiggins (38129293),Kenrich Williams (38129703),Jaylin Williams (38129406),Jalen Hood-Schifino (38129471),Ricky Council IV (38129289),Nikola Jokic (38128895),323.93,425.65999999999997,49700,100.00%,50000,18039.62%,138,188.44,$721.58,PHI 3,OKC 3,opp,1,ksolo55,13195,4669060713
Spencer Dinwiddie (38129216),Andrew Nembhard (38129205),Aaron Wiggins (38129293),Pascal Siakam (38129000),Jaylin Williams (38129406),Ty Jerome (38129412),Kenrich Williams (38129703),Luka Doncic (38128897),323.3879861111111,411.2096268176415,49400,100.00%,50000,16806.07%,330,136.31,$672.24,OKC 3,IND 2,opp,1,Arielcampos94,213,4668730083
Cade Cunningham (38128911),Quentin Grimes (38128967),Aaron Wiggins (38129293),Pascal Siakam (38129000),Jaylin Williams (38129406),AJ Johnson (38129609),Kenrich Williams (38129703),Stephon Castle (38129105),323.19321180555556,415.2639987505109,49800,100.00%,50000,13935.28%,142,128.70000000000002,$557.41,OKC 3,DET 1,user30,1,marvalshot,14987,4669104773_30
Cade Cunningham (38128911),Miles McBride (38129209),Deni Avdija (38129052),Pascal Siakam (38129000),Jaylin Williams (38129406),Jared Butler (38129166),Jordan Goodwin (38129372),Kenrich Williams (38129703),322.26321180555556,412.3039987505109,49600,100.00%,50000,10224.6%,74,132.59,$408.98,OKC 2,DET 1,user12,1,marvalshot,14969,4669104773_12
Donovan Mitchell (38128954),Devin Booker (38128933),Josh Giddey (38128984),Kenrich Williams (38129703),Jaylin Williams (38129406),Jalen Hood-Schifino (38129471),Aaron Wiggins (38129293),Jared Butler (38129166),322.25,419.08,49800,100.00%,50000,9070.82%,33,178.86,$362.83,OKC 3,PHI 2,user12,1,marvalshot,15067,4669104775_12
Josh Giddey (38128984),Franz Wagner (38128958),Aaron Wiggins (38129293),Paolo Banchero (38128916),Jaylin Williams (38129406),Isaiah Joe (38129456),Ricky Council IV (38129289),Kenrich Williams (38129703),321.6476215277778,409.31658962661027,49200,100.00%,50000,8493.14%,31,141.24,$339.73,OKC 4,ORL 2,opp,1,babymango,713,4668817557
Cade Cunningham (38128911),Jared Butler (38129166),Zion Williamson (38128937),Pascal Siakam (38129000),Jaylin Williams (38129406),Isaiah Joe (38129456),Oshae Brissett (38129486),Kenrich Williams (38129703),321.3432118055556,423.28399875051093,49600,100.00%,50000,7626.38%,32,137.89000000000001,$305.06,OKC 3,PHI 2,user9,1,marvalshot,14966,4669104773_9
Keon Ellis (38129432),Andrew Nembhard (38129205),Aaron Wiggins (38129293),Pascal Siakam (38129000),Kenrich Williams (38129703),Desmond Bane (38128930),Jordan Goodwin (38129372),Kevin Durant (38128943),321.1706770833334,398.9583014510764,49800,100.00%,49999,7262.28%,11,118.17999999999999,$290.49,IND 2,OKC 2,opp,1,cwiggins2004,346,4669094937
Devin Booker (38128933),Jordan Goodwin (38129372),Aaron Wiggins (38129293),Kenrich Williams (38129703),Jaylin Williams (38129406),Jared Butler (38129166),Kevin Durant (38128943),Jonas Valanciunas (38129048),320.55,416.86,49300,100.00%,50000,5752.14%,11,165.97,$230.09,OKC 3,PHX 2,opp,1,BigDBoss,12480,4669016455
Cade Cunningham (38128911),Stephon Castle (38129105),Jordan Goodwin (38129372),Pascal Siakam (38129000),Jaylin Williams (38129406),Josh Giddey (38128984),Kenrich Williams (38129703),Nick Richards (38129477),320.63321180555556,415.1239987505109,50000,100.00%,50000,5628.43%,7,126.39999999999999,$225.14,OKC 2,DET 1,user32,1,marvalshot,14989,4669104773_32
