Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
moussa diabate,C/UTIL,CHA,30.77%,0.02%,1.72%,4.95%,12.5%,$1.22
tristan vukcevic,C/UTIL,WAS,26.66%,0.02%,1.46%,5.24%,15.86%,$0.67
onyeka okongwu,C/UTIL,ATL,29.31%,0.01%,1.48%,18.71%,39.51%,$0.47
richaun holmes,C/UTIL,WAS,27.54%,0.01%,1.41%,9.15%,25.49%,$0.45
joel embiid,C/UTIL,PHI,22.26%,0.02%,1.21%,3.81%,5.95%,$0.1
cade cunningham,PG/G/UTIL,DET,25.31%,0.01%,1.26%,13.62%,12.55%,$0.03
jordan poole,PG/G/UTIL,WAS,27.74%,0.01%,1.23%,36.65%,42.75%,$-0.0
chris boucher,C/PF/F/UTIL,TOR,26.86%,0.01%,1.22%,37.16%,42.91%,$-0.03
trae young,PG/G/UTIL,ATL,26.87%,0.01%,1.19%,26.2%,24.99%,$-0.1
jonathan mogbo,C/PF/F/UTIL,TOR,25.44%,0.01%,1.17%,14.39%,15.03%,$-0.1
dominick barlow,C/PF/F/UTIL,ATL,23.46%,0.01%,1.08%,1.62%,1.57%,$-0.11
bilal coulibaly,SF/SG/G/F/UTIL,WAS,26.7%,0.01%,1.18%,32.51%,18.74%,$-0.12
zaccharie risacher,PF/SF/F/UTIL,ATL,26.09%,0.01%,1.17%,21.8%,18.89%,$-0.13
scottie barnes,PG/SF/G/F/UTIL,TOR,26.13%,0.01%,1.16%,25.68%,14.41%,$-0.16
shai gilgeous-alexander,PG/G/UTIL,OKC,25.03%,0.01%,1.17%,18.45%,17.46%,$-0.17
gradey dick,SG/G/UTIL,TOR,25.73%,0.01%,1.14%,27.61%,28.0%,$-0.21
jalen duren,C/UTIL,DET,23.1%,0.01%,1.06%,4.37%,8.94%,$-0.22
nikola jovic,PF/F/UTIL,MIA,25.26%,0.01%,1.11%,12.49%,16.47%,$-0.23
tidjane salaun,PF/F/UTIL,CHA,25.4%,0.01%,1.1%,25.09%,39.41%,$-0.29
ausar thompson,SF/F/UTIL,DET,23.3%,0.01%,1.05%,7.41%,8.61%,$-0.33
lamelo ball,PG/G/UTIL,CHA,24.05%,0.01%,1.02%,16.44%,15.05%,$-0.43
carlton carrington,PG/SG/G/UTIL,WAS,24.0%,0.01%,1.02%,16.96%,14.1%,$-0.44
bam adebayo,C/PF/F/UTIL,MIA,23.01%,0.01%,1.0%,10.87%,7.62%,$-0.45
kyshawn george,PF/SF/F/UTIL,WAS,24.69%,0.01%,1.03%,28.98%,26.81%,$-0.46
khris middleton,PF/SF/F/UTIL,WAS,23.32%,0.01%,0.99%,16.05%,12.45%,$-0.49
ja'kobe walter,SF/SG/G/F/UTIL,TOR,24.11%,0.01%,1.01%,21.97%,13.38%,$-0.49
garrison mathews,SG/G/UTIL,ATL,22.91%,0.01%,0.96%,4.93%,4.89%,$-0.53
jarrett allen,C/UTIL,CLE,21.27%,0.01%,0.91%,4.32%,8.57%,$-0.54
giannis antetokounmpo,C/PF/F/UTIL,MIL,24.47%,0.01%,0.96%,32.62%,26.67%,$-0.55
jamal shead,PG/G/UTIL,TOR,22.28%,0.01%,0.92%,2.93%,4.35%,$-0.55
victor wembanyama,C/UTIL,SAS,23.08%,0.01%,0.97%,15.85%,27.68%,$-0.58
kyle kuzma,PF/SF/F/UTIL,MIL,23.34%,0.01%,0.94%,12.44%,9.09%,$-0.58
tyler herro,PG/G/UTIL,MIA,22.5%,0.01%,0.93%,9.28%,7.84%,$-0.6
dyson daniels,PG/SG/G/UTIL,ATL,23.5%,0.01%,0.92%,15.53%,8.29%,$-0.63
miles bridges,C/PF/F/UTIL,CHA,22.09%,0.01%,0.9%,6.48%,4.81%,$-0.65
day'ron sharpe,C/UTIL,BKN,20.38%,0.01%,0.86%,0.95%,2.29%,$-0.65
isaiah hartenstein,C/UTIL,OKC,21.0%,0.01%,0.88%,4.01%,5.83%,$-0.66
jalen williams,PF/SF/F/UTIL,OKC,22.24%,0.01%,0.9%,12.64%,7.94%,$-0.67
