Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
keaton wallace,PG/G/UTIL,ATL,26.78%,0.01%,1.36%,4.61%,6.59%,$0.35
jonas valanciunas,C/UTIL,WAS,23.1%,0.02%,1.24%,1.88%,3.7%,$0.33
nikola jokic,C/UTIL,DEN,28.57%,0.01%,1.39%,15.76%,24.35%,$0.25
daniel gafford,C/UTIL,DAL,28.07%,0.01%,1.34%,18.88%,37.15%,$0.21
ty jerome,PG/G/UTIL,CLE,25.55%,0.01%,1.28%,11.62%,16.36%,$0.11
russell westbrook,PG/G/UTIL,DEN,28.21%,0.01%,1.28%,33.04%,46.83%,$0.1
chris boucher,C/PF/F/UTIL,TOR,24.16%,0.01%,1.19%,1.65%,1.09%,$0.07
jordan poole,PG/G/UTIL,WAS,25.2%,0.01%,1.21%,3.72%,5.1%,$0.04
garrison mathews,SG/G/UTIL,ATL,26.08%,0.01%,1.24%,14.95%,17.38%,$0.03
jalen duren,C/UTIL,DET,24.11%,0.01%,1.16%,3.34%,6.58%,$0.01
kyle kuzma,PF/F/UTIL,WAS,25.33%,0.01%,1.16%,5.59%,5.62%,$-0.1
rj barrett,SF/F/UTIL,TOR,25.59%,0.01%,1.16%,12.6%,13.14%,$-0.14
anthony davis,C/UTIL,LAL,24.8%,0.01%,1.18%,8.53%,13.9%,$-0.15
zach lavine,SF/SG/G/F/UTIL,CHI,26.16%,0.01%,1.15%,14.37%,8.85%,$-0.15
patrick williams,PF/F/UTIL,CHI,25.41%,0.01%,1.16%,12.87%,14.41%,$-0.15
aaron gordon,PF/F/UTIL,DEN,24.09%,0.01%,1.11%,4.14%,4.65%,$-0.17
dalton knecht,SF/SG/G/F/UTIL,LAL,25.05%,0.01%,1.1%,0.88%,0.5%,$-0.18
josh giddey,PG/G/UTIL,CHI,25.78%,0.01%,1.14%,14.74%,19.69%,$-0.19
kyshawn george,PF/SF/F/UTIL,WAS,25.62%,0.01%,1.14%,23.25%,17.07%,$-0.22
michael porter jr.,PF/SF/F/UTIL,DEN,25.85%,0.01%,1.13%,24.37%,17.38%,$-0.23
nikola vucevic,C/UTIL,CHI,23.83%,0.01%,1.09%,5.01%,8.46%,$-0.23
julius randle,C/PF/F/UTIL,MIN,25.24%,0.01%,1.08%,9.89%,7.2%,$-0.27
lebron james,PF/F/UTIL,LAL,23.16%,0.01%,1.09%,5.81%,6.29%,$-0.29
onyeka okongwu,C/UTIL,ATL,22.26%,0.01%,0.98%,0.88%,2.04%,$-0.3
mark williams,C/UTIL,CHA,21.59%,0.01%,1.0%,2.27%,4.34%,$-0.3
quentin grimes,SF/F/UTIL,DAL,23.81%,0.01%,1.07%,4.63%,4.87%,$-0.31
zaccharie risacher,SF/F/UTIL,ATL,23.77%,0.01%,1.08%,1.09%,1.18%,$-0.32
karl-anthony towns,C/UTIL,NYK,24.97%,0.01%,1.08%,11.98%,22.89%,$-0.33
kel'el ware,C/UTIL,MIA,23.99%,0.01%,1.03%,3.04%,6.39%,$-0.33
lonzo ball,PG/G/UTIL,CHI,24.06%,0.01%,1.06%,10.01%,13.29%,$-0.34
al horford,C/PF/F/UTIL,BOS,24.75%,0.01%,1.07%,15.2%,12.37%,$-0.34
jalen brunson,PG/G/UTIL,NYK,24.18%,0.01%,1.04%,5.73%,6.9%,$-0.34
