PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Shai Gilgeous-Alexander (37356838),Cole Anthony (37356988),OG Anunoby (37357021),Chris Boucher (37357215),Mark Williams (37356970),Jalen Brunson (37356866),Precious Achiuwa (37357118),Drew Eubanks (37357151),285.5660373263889,323.4517908408893,49700,94.56%,0,65.0%,0,160.32999999999998,$1.95,NYK 3,OKC 1,user27,1,marvalshot,11904,4612697323_27
Jalen Brunson (37356866),Nick Smith Jr. (37357643),Nickeil Alexander-Walker (37357290),Jalen Williams (37356911),Wendell Carter Jr. (37357109),Scottie Barnes (37356861),Svi Mykhailiuk (37357194),Shai Gilgeous-Alexander (37356838),307.64157986111115,344.3741996264971,50000,100.00%,49571,9149.69%,260,118.0,$274.49,OKC 2,NYK 1,user25,1,marvalshot,11951,4612697324_25
Keyonte George (37357010),Nick Smith Jr. (37357643),RJ Barrett (37356914),PJ Washington (37356967),Drew Eubanks (37357151),Scottie Barnes (37356861),Jalen Williams (37356911),Daniel Gafford (37357030),291.44,323.9117769763221,50000,99.98%,6,116.09%,0,103.21000000000001,$3.48,UTA 2,TOR 2,user25,1,marvalshot,12000,4612697325_25
Jamal Murray (37356957),Coby White (37356984),Scottie Barnes (37356861),Naz Reid (37357059),Wendell Carter Jr. (37357109),Shai Gilgeous-Alexander (37356838),Svi Mykhailiuk (37357194),Drew Eubanks (37357151),295.24671440972224,329.9228199028781,49300,100.00%,355,168.16%,0,143.35999999999999,$5.04,UTA 2,DEN 1,user36,1,marvalshot,12060,4612697326_36
Jalen Brunson (37356866),Mikal Bridges (37357013),Nickeil Alexander-Walker (37357290),Chris Boucher (37357215),Wendell Carter Jr. (37357109),Scottie Barnes (37356861),Giannis Antetokounmpo (37356828),Drew Eubanks (37357151),307.5305078125,344.046653531096,50000,100.00%,49800,6900.25%,19,166.67000000000002,$207.01,NYK 2,TOR 2,user42,1,marvalshot,12115,4612697327_42
Shai Gilgeous-Alexander (37356838),Nickeil Alexander-Walker (37357290),Mikal Bridges (37357013),Miles Bridges (37356938),Wendell Carter Jr. (37357109),Jalen Brunson (37356866),Chris Boucher (37357215),Coby White (37356984),301.18050781249997,336.06244437201076,49600,100.00%,15637,369.56%,0,147.01999999999998,$11.09,NYK 2,OKC 1,user38,1,marvalshot,12160,4612697328_38
Mike Conley (37357230),Nick Smith Jr. (37357643),Jayson Tatum (37356843),Miles Bridges (37356938),Daniel Gafford (37357030),Shai Gilgeous-Alexander (37356838),Svi Mykhailiuk (37357194),Jakob Poeltl (37356992),302.3256814236111,338.0962160711239,49400,100.00%,26176,770.61%,3,122.89,$23.12,CHA 2,MIN 1,user16,1,marvalshot,12187,4612697329_16
Jalen Brunson (37356866),Svi Mykhailiuk (37357194),Josh Hart (37356907),Giannis Antetokounmpo (37356828),Wendell Carter Jr. (37357109),Mike Conley (37357230),Mikal Bridges (37357013),Drew Eubanks (37357151),315.69615451388887,351.45748081800974,49700,100.00%,50000,160378.55%,47090,159.2,$4811.36,NYK 3,UTA 2,user12,1,marvalshot,12232,4612697330_12
Shai Gilgeous-Alexander (37356838),Cole Anthony (37356988),OG Anunoby (37357021),Brice Sensabaugh (37357075),Drew Eubanks (37357151),Jalen Brunson (37356866),Precious Achiuwa (37357118),Daniel Gafford (37357030),285.3460373263889,322.4555471501724,49600,93.88%,0,62.88%,0,118.4,$1.89,NYK 3,UTA 2,user37,1,marvalshot,11914,4612697323_37
Jalen Brunson (37356866),Svi Mykhailiuk (37357194),Nickeil Alexander-Walker (37357290),Miles Bridges (37356938),Wendell Carter Jr. (37357109),Shai Gilgeous-Alexander (37356838),Chris Boucher (37357215),Scottie Barnes (37356861),306.14157986111115,342.7670239516396,49900,100.00%,48234,3215.65%,33,143.02999999999997,$96.47,TOR 2,NYK 1,user49,1,marvalshot,11975,4612697324_49
LaMelo Ball (37356835),Nick Smith Jr. (37357643),Isaiah Joe (37357276),Chris Boucher (37357215),Drew Eubanks (37357151),Shai Gilgeous-Alexander (37356838),Svi Mykhailiuk (37357194),Giannis Antetokounmpo (37356828),289.48,329.5216146028104,49800,99.86%,0,97.13%,0,154.97000000000003,$2.91,CHA 2,OKC 2,user48,1,marvalshot,12023,4612697325_48
Shai Gilgeous-Alexander (37356838),Zach LaVine (37356872),Scottie Barnes (37356861),Naz Reid (37357059),Wendell Carter Jr. (37357109),Svi Mykhailiuk (37357194),Chris Boucher (37357215),Daniel Gafford (37357030),293.17671440972225,329.8134294940809,49600,100.00%,34,135.84%,0,105.49,$4.08,TOR 2,OKC 1,user46,1,marvalshot,12070,4612697326_46
Jalen Brunson (37356866),Mikal Bridges (37357013),Nickeil Alexander-Walker (37357290),Giannis Antetokounmpo (37356828),Wendell Carter Jr. (37357109),Duncan Robinson (37357237),Scottie Barnes (37356861),Drew Eubanks (37357151),306.6405078125,342.38709923240657,49900,100.00%,49231,4099.95%,4,170.85,$123.0,NYK 2,MIN 1,user47,1,marvalshot,12120,4612697327_47
