PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Tyler Herro (38220051),Colby Jones (38220428),Andrew Wiggins (38220096),Pascal Siakam (38220058),Sandro Mamukelashvili (38220333),Trae Young (38220009),Chet Holmgren (38220073),Jalen Smith (38220476),267.96999999999997,262.42,364.41999999999996,49900,0.17%,5.23%,425.3%,53.5%,119.1,$17.0,MIA 2,WAS 1,generated,1
Blake Wesley (38220440),Colby Jones (38220428),De'Andre Hunter (38220180),Paolo Banchero (38220000),Alexandre Sarr (38220106),Luka Doncic (38219986),Chet Holmgren (38220073),Jalen Smith (38220476),269.42999999999995,266.67999999999995,366.55,50000,0.15%,5.31%,377.9%,55.08%,129.91,$15.1,WAS 2,SAS 1,generated,1
Tyler Herro (38220051),AJ Johnson (38220281),Colby Jones (38220428),Pascal Siakam (38220058),Jarrett Allen (38220090),Franz Wagner (38220019),Chet Holmgren (38220073),Jalen Smith (38220476),270.52,268.37,362.95,50000,0.1%,5.21%,334.6%,56.96%,133.41,$13.4,WAS 2,MIA 1,generated,1
Ty Jerome (38220236),AJ Johnson (38220281),Max Strus (38220262),Bam Adebayo (38220042),Alexandre Sarr (38220106),Shai Gilgeous-Alexander (38219989),Dalen Terry (38220419),Tyler Herro (38220051),276.96000000000004,275.98,371.54,50000,0.1%,5.86%,320.7%,65.78%,205.04,$12.8,CLE 2,WAS 2,generated,1
Ty Jerome (38220236),AJ Johnson (38220281),Max Strus (38220262),Paolo Banchero (38220000),Jarrett Allen (38220090),Trae Young (38220009),Chet Holmgren (38220073),Jalen Smith (38220476),267.80999999999995,266.22999999999996,364.52,49600,0.1%,4.6%,290.8%,53.36%,147.07999999999998,$11.6,CLE 3,WAS 1,generated,1
Anthony Black (38220290),AJ Johnson (38220281),Julian Champagnie (38220366),Chet Holmgren (38220073),Alexandre Sarr (38220106),Shai Gilgeous-Alexander (38219989),LeBron James (38219992),Jalen Smith (38220476),268.39,265.65999999999997,368.23,49800,0.11%,4.38%,289.8%,53.93%,145.29000000000002,$11.6,WAS 2,OKC 2,generated,1
Anthony Black (38220290),AJ Johnson (38220281),Dalen Terry (38220419),Pascal Siakam (38220058),Jarrett Allen (38220090),Trae Young (38220009),Bam Adebayo (38220042),Kel'el Ware (38220140),266.97999999999996,260.96,359.78999999999996,49700,0.1%,4.28%,287.3%,52.23%,134.39000000000001,$11.5,MIA 2,ORL 1,generated,1
Tyler Herro (38220051),Colby Jones (38220428),Harrison Barnes (38220347),LeBron James (38219992),Alexandre Sarr (38220106),Shai Gilgeous-Alexander (38219989),Max Strus (38220262),Jalen Smith (38220476),270.44,267.76000000000005,369.15,50000,0.09%,4.87%,287.1%,56.63%,148.44,$11.5,WAS 2,MIA 1,generated,1
Anthony Black (38220290),Colby Jones (38220428),De'Andre Hunter (38220180),Paolo Banchero (38220000),Alexandre Sarr (38220106),Shai Gilgeous-Alexander (38219989),Dalen Terry (38220419),Onyeka Okongwu (38220077),270.99,265.56,364.61,49800,0.09%,4.93%,281.5%,57.58%,145.60999999999999,$11.3,ORL 2,WAS 2,generated,1
Ty Jerome (38220236),Dalen Terry (38220419),Khris Middleton (38220154),Paolo Banchero (38220000),Jalen Smith (38220476),Tyler Herro (38220051),Andrew Wiggins (38220096),Trae Young (38220009),267.28999999999996,267.46,363.29999999999995,50000,0.09%,4.3%,279.7%,52.57%,157.39000000000001,$11.2,CHI 2,MIA 2,generated,1
Trae Young (38220009),Dalen Terry (38220419),Andrew Wiggins (38220096),Obi Toppin (38220255),Jarrett Allen (38220090),Tyler Herro (38220051),Bam Adebayo (38220042),Jalen Smith (38220476),269.05999999999995,265.08000000000004,364.05999999999995,49900,0.09%,4.63%,275.3%,54.93%,135.95,$11.0,MIA 3,CHI 2,generated,1
