Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
vince williams jr.,SF/SG/G/F/UTIL,MEM,28.15%,0.02%,1.51%,0.15%,0.03%,$1.73
jalen duren,C/UTIL,DET,28.62%,0.01%,1.36%,10.73%,20.48%,$0.38
aj green,PG/SG/G/UTIL,MIL,30.01%,0.01%,1.37%,27.72%,21.74%,$0.36
jarrett allen,C/UTIL,CLE,28.51%,0.01%,1.32%,6.82%,12.4%,$0.35
ryan rollins,PG/G/UTIL,MIL,29.54%,0.01%,1.31%,26.76%,36.13%,$0.19
zion williamson,PF/SF/F/UTIL,NOP,27.5%,0.01%,1.28%,14.71%,10.83%,$0.07
miles mcbride,PG/SG/G/UTIL,NYK,29.41%,0.01%,1.25%,18.25%,14.83%,$0.03
de'aaron fox,PG/SG/G/UTIL,SAS,28.83%,0.01%,1.22%,12.65%,13.1%,$0.01
jordan poole,PG/G/UTIL,WAS,28.88%,0.01%,1.22%,15.64%,23.51%,$-0.03
alexandre sarr,C/UTIL,WAS,27.25%,0.01%,1.18%,5.93%,10.67%,$-0.03
max christie,SF/SG/G/F/UTIL,DAL,29.46%,0.01%,1.21%,30.6%,18.39%,$-0.08
rj barrett,SF/SG/G/F/UTIL,TOR,29.06%,0.01%,1.2%,22.35%,14.01%,$-0.1
giannis antetokounmpo,C/PF/F/UTIL,MIL,23.97%,0.01%,1.28%,9.04%,5.78%,$-0.15
ausar thompson,PF/SF/F/UTIL,DET,27.63%,0.01%,1.18%,18.85%,11.69%,$-0.17
wendell carter jr.,C/UTIL,ORL,28.84%,0.01%,1.17%,29.17%,55.22%,$-0.19
isaiah stewart,C/UTIL,DET,25.59%,0.01%,1.08%,3.47%,5.09%,$-0.24
darius garland,PG/G/UTIL,CLE,26.26%,0.01%,1.1%,9.41%,13.3%,$-0.32
karl-anthony towns,C/UTIL,NYK,27.25%,0.01%,1.11%,9.55%,21.41%,$-0.33
cole anthony,PG/SG/G/UTIL,ORL,27.91%,0.01%,1.09%,36.93%,34.21%,$-0.41
santi aldama,PF/F/UTIL,MEM,26.0%,0.01%,1.09%,12.99%,11.96%,$-0.41
brandon clarke,C/UTIL,MEM,23.44%,0.01%,0.99%,0.19%,0.18%,$-0.41
charles bassey,C/UTIL,SAS,26.48%,0.01%,1.09%,21.0%,37.07%,$-0.42
paolo banchero,PF/F/UTIL,ORL,28.24%,0.01%,1.07%,27.79%,33.72%,$-0.43
evan mobley,C/PF/F/UTIL,CLE,24.98%,0.01%,1.06%,7.66%,5.91%,$-0.43
jalen brunson,PG/G/UTIL,NYK,26.63%,0.01%,1.05%,7.53%,11.95%,$-0.45
cade cunningham,PG/G/UTIL,DET,26.87%,0.01%,1.06%,15.81%,27.48%,$-0.49
devin vassell,SF/SG/G/F/UTIL,SAS,27.31%,0.01%,1.04%,23.8%,14.1%,$-0.52
khris middleton,PF/SF/F/UTIL,WAS,25.29%,0.01%,1.03%,10.57%,6.36%,$-0.55
jeremy sochan,C/PF/F/UTIL,SAS,26.18%,0.01%,1.02%,15.44%,11.05%,$-0.57
scottie barnes,PG/SF/G/F/UTIL,TOR,26.38%,0.01%,1.01%,14.08%,10.36%,$-0.6
bam adebayo,C/PF/F/UTIL,MIA,26.69%,0.01%,1.01%,18.9%,15.94%,$-0.61
kyrie irving,PG/G/UTIL,DAL,26.36%,0.01%,0.96%,5.75%,9.03%,$-0.66
kyshawn george,PF/F/UTIL,WAS,25.9%,0.01%,0.98%,5.33%,4.83%,$-0.68
franz wagner,SF/F/UTIL,ORL,25.3%,0.01%,0.98%,10.56%,11.68%,$-0.69
kyle kuzma,PF/SF/F/UTIL,MIL,26.94%,0.0%,0.96%,38.23%,27.86%,$-0.76
donovan mitchell,PG/SG/G/UTIL,CLE,24.35%,0.01%,0.95%,13.1%,13.82%,$-0.81
pj washington,C/PF/F/UTIL,DAL,25.89%,0.0%,0.9%,21.95%,16.77%,$-0.92
jonathan mogbo,C/PF/F/UTIL,TOR,24.49%,0.01%,0.89%,4.45%,2.76%,$-0.92
chris paul,PG/G/UTIL,SAS,23.82%,0.01%,0.88%,5.56%,7.52%,$-0.92
de'andre hunter,PF/SF/F/UTIL,CLE,23.88%,0.01%,0.88%,3.16%,1.8%,$-0.93
kevin porter jr.,PG/SG/G/UTIL,MIL,23.99%,0.01%,0.9%,19.73%,16.64%,$-0.94
zach edey,C/UTIL,MEM,22.5%,0.01%,0.84%,0.9%,1.63%,$-0.94
tobias harris,PF/F/UTIL,DET,24.8%,0.0%,0.88%,6.19%,5.62%,$-0.98
