Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
thomas bryant,C/UTIL,IND,36.67%,0.02%,2.37%,11.98%,30.44%,$3.04
t.j. mcconnell,PG/G/UTIL,IND,30.68%,0.01%,1.6%,16.69%,27.98%,$0.95
bennedict mathurin,SF/F/UTIL,IND,31.38%,0.01%,1.56%,21.08%,36.05%,$0.88
cade cunningham,PG/G/UTIL,DET,29.26%,0.01%,1.39%,17.37%,12.67%,$0.36
obi toppin,C/PF/F/UTIL,IND,30.21%,0.01%,1.35%,33.13%,37.0%,$0.32
stephen curry,PG/G/UTIL,GSW,26.41%,0.01%,1.25%,4.21%,3.38%,$0.13
jordan goodwin,SF/SG/G/F/UTIL,LAL,28.15%,0.01%,1.26%,14.97%,10.83%,$0.08
jarace walker,PF/SF/F/UTIL,IND,28.36%,0.01%,1.26%,26.5%,33.9%,$0.07
ricky council iv,PF/SF/F/UTIL,PHI,27.35%,0.01%,1.22%,7.29%,6.76%,$0.03
nikola jokic,C/UTIL,DEN,29.43%,0.01%,1.25%,20.7%,11.64%,$0.02
deni avdija,PF/SF/F/UTIL,POR,28.65%,0.01%,1.24%,24.28%,19.67%,$0.01
nikola vucevic,C/UTIL,CHI,26.74%,0.01%,1.21%,6.17%,7.94%,$-0.03
jordan poole,PG/G/UTIL,WAS,25.04%,0.01%,1.15%,2.48%,2.53%,$-0.08
scottie barnes,PG/SF/G/F/UTIL,TOR,24.31%,0.01%,1.16%,4.58%,2.18%,$-0.13
alperen sengun,C/UTIL,HOU,25.53%,0.01%,1.15%,8.47%,8.51%,$-0.23
stephon castle,PG/SG/G/UTIL,SAS,26.44%,0.01%,1.15%,11.47%,7.46%,$-0.24
jared butler,PG/SG/G/UTIL,PHI,25.7%,0.01%,1.11%,4.66%,3.34%,$-0.26
scotty pippen jr.,PG/G/UTIL,MEM,26.4%,0.01%,1.13%,7.01%,10.29%,$-0.27
anthony edwards,SG/G/UTIL,MIN,24.53%,0.01%,1.12%,6.81%,4.49%,$-0.29
luka doncic,PG/G/UTIL,LAL,27.53%,0.0%,1.11%,25.59%,12.73%,$-0.33
tre jones,PG/G/UTIL,CHI,27.4%,0.0%,1.12%,15.97%,20.4%,$-0.34
austin reaves,PG/SG/G/UTIL,LAL,26.29%,0.01%,1.09%,7.54%,3.69%,$-0.35
tyler herro,PG/SG/G/UTIL,MIA,26.3%,0.01%,1.1%,7.15%,3.53%,$-0.36
devin booker,PG/SG/G/UTIL,PHX,26.81%,0.0%,1.08%,18.22%,9.49%,$-0.45
karl-anthony towns,C/UTIL,NYK,24.84%,0.01%,1.05%,6.65%,4.1%,$-0.46
tyus jones,PG/G/UTIL,PHX,26.41%,0.0%,1.06%,9.57%,15.25%,$-0.47
oshae brissett,C/PF/F/UTIL,PHI,26.15%,0.0%,1.05%,19.08%,19.65%,$-0.5
justin champagnie,PF/SF/F/UTIL,WAS,26.35%,0.0%,1.05%,16.21%,15.08%,$-0.51
zion williamson,PF/SF/F/UTIL,NOP,21.9%,0.01%,1.04%,5.62%,3.47%,$-0.56
scoot henderson,PG/G/UTIL,POR,24.75%,0.01%,1.02%,4.62%,6.19%,$-0.57
ryan dunn,PF/SF/F/UTIL,PHX,26.12%,0.0%,1.03%,21.13%,25.38%,$-0.6
coby white,SF/SG/G/F/UTIL,CHI,26.36%,0.0%,1.02%,23.92%,12.59%,$-0.6
quentin grimes,PG/SG/G/UTIL,PHI,24.35%,0.01%,0.97%,2.02%,1.03%,$-0.64
jonathan kuminga,PF/F/UTIL,GSW,22.87%,0.01%,0.96%,2.66%,3.51%,$-0.65
brice sensabaugh,SF/F/UTIL,UTA,25.07%,0.0%,0.99%,8.42%,14.01%,$-0.67
anfernee simons,PG/SG/G/UTIL,POR,25.07%,0.0%,0.98%,8.04%,5.11%,$-0.69
immanuel quickley,PG/G/UTIL,TOR,23.48%,0.01%,0.95%,2.62%,2.91%,$-0.7
donovan clingan,C/UTIL,POR,24.85%,0.0%,0.96%,4.46%,7.84%,$-0.7
alexandre sarr,C/UTIL,WAS,24.49%,0.01%,0.94%,2.09%,3.3%,$-0.71
jalen duren,C/UTIL,DET,22.41%,0.01%,0.92%,1.7%,2.39%,$-0.75
jimmy butler,SF/F/UTIL,GSW,23.8%,0.01%,0.93%,2.81%,2.96%,$-0.77
keyonte george,PG/G/UTIL,UTA,23.4%,0.01%,0.91%,1.86%,1.83%,$-0.78
andrew nembhard,PG/SG/G/UTIL,IND,25.75%,0.0%,0.95%,5.7%,4.31%,$-0.79
kevin huerter,SF/SG/G/F/UTIL,CHI,25.31%,0.0%,0.94%,27.85%,20.27%,$-0.83
jaime jaquez jr.,SF/F/UTIL,MIA,24.03%,0.0%,0.91%,4.53%,7.84%,$-0.84
aaron gordon,PF/F/UTIL,DEN,24.18%,0.0%,0.91%,7.78%,11.33%,$-0.88
bam adebayo,C/PF/F/UTIL,MIA,22.88%,0.0%,0.88%,3.53%,1.96%,$-0.9
jalen green,PG/SG/G/UTIL,HOU,24.11%,0.0%,0.89%,5.89%,3.36%,$-0.91
donte divincenzo,PG/SG/G/UTIL,MIN,23.99%,0.0%,0.89%,4.78%,3.59%,$-0.92
shaedon sharpe,SF/SG/G/F/UTIL,POR,24.25%,0.0%,0.89%,5.22%,2.85%,$-0.93
jamison battle,SF/F/UTIL,TOR,24.64%,0.0%,0.89%,2.83%,4.72%,$-0.96
trey murphy iii,SF/SG/G/F/UTIL,NOP,24.27%,0.0%,0.88%,5.96%,3.06%,$-0.96
jaren jackson jr.,C/PF/F/UTIL,MEM,22.26%,0.0%,0.86%,6.34%,3.34%,$-0.99
rudy gobert,C/UTIL,MIN,23.24%,0.0%,0.85%,1.83%,3.0%,$-0.99
tari eason,PF/F/UTIL,HOU,23.14%,0.0%,0.86%,7.93%,9.44%,$-1.02
luke kennard,PG/SG/G/UTIL,MEM,23.81%,0.0%,0.85%,9.59%,8.81%,$-1.07
gary payton ii,SF/SG/G/F/UTIL,GSW,22.99%,0.0%,0.84%,5.27%,4.28%,$-1.07
malik monk,PG/SG/G/UTIL,SAC,23.51%,0.0%,0.84%,3.31%,1.98%,$-1.08
josh hart,PF/SF/F/UTIL,NYK,23.78%,0.0%,0.83%,5.62%,3.66%,$-1.08
dennis schroder,PG/SG/G/UTIL,DET,22.42%,0.0%,0.82%,1.33%,1.16%,$-1.1
orlando robinson,C/UTIL,TOR,23.56%,0.0%,0.8%,6.58%,12.35%,$-1.17
alex reese,C/UTIL,PHI,23.63%,0.0%,0.79%,5.86%,13.22%,$-1.18
kevin durant,C/PF/F/UTIL,PHX,22.76%,0.0%,0.78%,7.34%,3.86%,$-1.2
julius randle,C/PF/F/UTIL,MIN,21.21%,0.0%,0.78%,3.19%,1.99%,$-1.2
marcus smart,SF/SG/G/F/UTIL,WAS,22.66%,0.0%,0.79%,6.85%,5.48%,$-1.21
draymond green,C/PF/F/UTIL,GSW,22.49%,0.0%,0.78%,6.65%,5.04%,$-1.22
nick richards,C/UTIL,PHX,21.95%,0.0%,0.77%,2.83%,6.24%,$-1.24
toumani camara,SF/SG/G/F/UTIL,POR,23.86%,0.0%,0.79%,10.13%,6.94%,$-1.25
jordan clarkson,SG/G/UTIL,UTA,21.4%,0.0%,0.75%,1.31%,1.29%,$-1.29
miles mcbride,PG/SG/G/UTIL,NYK,23.78%,0.0%,0.76%,8.22%,6.61%,$-1.31
jamal murray,PG/SG/G/UTIL,DEN,22.55%,0.0%,0.76%,3.23%,1.73%,$-1.31
desmond bane,SG/G/UTIL,MEM,21.68%,0.0%,0.75%,2.68%,1.82%,$-1.31
