Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
lonnie walker iv,SG/G/UTIL,PHI,34.68%,0.01%,1.8%,19.7%,37.91%,$1.58
onyeka okongwu,C/UTIL,ATL,32.53%,0.01%,1.6%,8.19%,11.17%,$1.05
brandon williams,PG/G/UTIL,DAL,30.99%,0.01%,1.43%,15.46%,30.43%,$0.55
jared butler,PG/SG/G/UTIL,PHI,31.27%,0.01%,1.42%,26.87%,35.23%,$0.49
trae young,PG/G/UTIL,ATL,29.65%,0.01%,1.42%,11.42%,8.77%,$0.46
adem bona,C/UTIL,PHI,30.21%,0.01%,1.37%,9.32%,20.36%,$0.36
ricky council iv,PF/SF/F/UTIL,PHI,29.06%,0.01%,1.31%,16.14%,15.24%,$0.21
josh giddey,PG/G/UTIL,CHI,29.68%,0.01%,1.29%,10.88%,11.74%,$0.19
naji marshall,PF/SF/F/UTIL,DAL,31.19%,0.01%,1.3%,41.16%,27.83%,$0.18
nick richards,C/UTIL,PHX,27.66%,0.01%,1.25%,4.73%,9.12%,$0.13
pascal siakam,PF/F/UTIL,IND,27.87%,0.01%,1.25%,5.54%,4.03%,$0.11
orlando robinson,C/UTIL,TOR,29.1%,0.01%,1.24%,10.24%,22.28%,$0.03
jordan poole,PG/G/UTIL,WAS,27.54%,0.01%,1.16%,4.71%,5.6%,$-0.13
tristan vukcevic,C/UTIL,WAS,26.82%,0.01%,1.13%,3.56%,8.18%,$-0.17
chet holmgren,C/PF/F/UTIL,OKC,27.0%,0.01%,1.12%,11.46%,6.02%,$-0.29
russell westbrook,PG/G/UTIL,DEN,28.12%,0.01%,1.12%,16.98%,28.56%,$-0.3
immanuel quickley,PG/G/UTIL,TOR,25.17%,0.01%,1.08%,4.13%,5.23%,$-0.32
rj barrett,SF/SG/G/F/UTIL,TOR,25.73%,0.01%,1.1%,7.59%,3.89%,$-0.33
cameron johnson,PF/SF/F/UTIL,BKN,27.17%,0.01%,1.1%,10.5%,6.87%,$-0.35
jaylen brown,SF/SG/G/F/UTIL,BOS,25.93%,0.01%,1.09%,7.72%,3.59%,$-0.36
vince williams jr.,SF/SG/G/F/UTIL,MEM,27.27%,0.01%,1.1%,24.23%,20.39%,$-0.39
colin castleton,C/UTIL,TOR,28.14%,0.01%,1.09%,2.95%,6.56%,$-0.41
nic claxton,C/UTIL,BKN,26.52%,0.01%,1.07%,4.96%,7.7%,$-0.42
brandon clarke,C/PF/F/UTIL,MEM,26.0%,0.01%,1.06%,7.54%,5.67%,$-0.43
shai gilgeous-alexander,PG/G/UTIL,OKC,26.71%,0.01%,1.1%,16.37%,6.99%,$-0.43
ja morant,PG/G/UTIL,MEM,24.95%,0.01%,1.05%,6.06%,6.07%,$-0.47
justin champagnie,PF/F/UTIL,WAS,26.23%,0.01%,1.05%,5.6%,6.73%,$-0.47
alexandre sarr,C/UTIL,WAS,26.64%,0.01%,1.05%,4.41%,6.68%,$-0.47
jayson tatum,PF/SF/F/UTIL,BOS,26.72%,0.01%,1.08%,19.22%,6.63%,$-0.48
jarred vanderbilt,PF/F/UTIL,LAL,26.52%,0.01%,1.05%,8.34%,10.16%,$-0.52
zach edey,C/UTIL,MEM,26.85%,0.01%,1.04%,11.19%,20.76%,$-0.52
alperen sengun,C/UTIL,HOU,24.65%,0.01%,1.01%,3.67%,3.15%,$-0.54
michael porter jr.,PF/SF/F/UTIL,DEN,27.17%,0.01%,1.03%,9.32%,5.85%,$-0.56
scotty pippen jr.,PG/G/UTIL,MEM,24.91%,0.01%,1.0%,5.51%,12.08%,$-0.59
scottie barnes,PG/SF/G/F/UTIL,TOR,24.69%,0.01%,1.02%,10.22%,5.24%,$-0.6
tre jones,PG/G/UTIL,CHI,26.25%,0.01%,1.01%,8.35%,14.98%,$-0.61
cole anthony,PG/SG/G/UTIL,ORL,25.3%,0.01%,0.99%,5.46%,5.5%,$-0.62
austin reaves,PG/SG/G/UTIL,LAL,26.93%,0.01%,0.99%,11.4%,8.56%,$-0.65
kevin durant,PF/SF/F/UTIL,PHX,26.51%,0.01%,0.98%,10.09%,4.55%,$-0.67
tyus jones,PG/G/UTIL,PHX,26.49%,0.01%,0.99%,7.74%,15.24%,$-0.67
nikola jokic,C/UTIL,DEN,25.93%,0.01%,1.0%,16.15%,4.54%,$-0.7
desmond bane,SG/G/UTIL,MEM,25.59%,0.01%,0.97%,11.17%,10.82%,$-0.71
luka doncic,PG/G/UTIL,LAL,26.69%,0.0%,0.97%,21.42%,10.51%,$-0.71
corey kispert,PF/SF/F/UTIL,WAS,26.12%,0.01%,0.98%,10.43%,8.62%,$-0.71
tyrese haliburton,PG/G/UTIL,IND,24.43%,0.01%,0.92%,4.21%,4.39%,$-0.79
devin booker,PG/SG/G/UTIL,PHX,25.65%,0.01%,0.92%,8.46%,5.12%,$-0.82
keldon johnson,PF/SF/F/UTIL,SAS,24.9%,0.01%,0.93%,6.55%,4.77%,$-0.84
coby white,SF/SG/G/F/UTIL,CHI,25.79%,0.0%,0.92%,4.98%,2.54%,$-0.84
stephon castle,PG/SG/G/UTIL,SAS,23.73%,0.01%,0.9%,4.73%,4.24%,$-0.87
kyshawn george,PF/F/UTIL,WAS,26.11%,0.0%,0.93%,3.07%,3.46%,$-0.88
trey jemison,C/UTIL,LAL,25.12%,0.0%,0.92%,4.13%,9.75%,$-0.9
john collins,C/PF/F/UTIL,UTA,24.07%,0.01%,0.89%,4.03%,2.15%,$-0.9
sandro mamukelashvili,C/PF/F/UTIL,SAS,24.26%,0.01%,0.9%,8.17%,6.54%,$-0.92
cody williams,SF/F/UTIL,UTA,28.71%,0.0%,1.09%,0.01%,0.01%,$-0.96
caris levert,SF/SG/G/F/UTIL,ATL,24.41%,0.0%,0.88%,7.73%,4.67%,$-0.97
tyler herro,PG/SG/G/UTIL,MIA,24.46%,0.0%,0.86%,7.36%,4.84%,$-0.99
miles bridges,PF/F/UTIL,CHA,23.9%,0.0%,0.87%,4.12%,2.92%,$-0.99
aj lawson,PG/SG/G/UTIL,TOR,25.09%,0.0%,0.86%,9.31%,12.46%,$-1.03
d'angelo russell,PG/G/UTIL,BKN,23.08%,0.01%,0.84%,2.3%,3.73%,$-1.03
klay thompson,SF/SG/G/F/UTIL,DAL,23.91%,0.0%,0.85%,7.96%,4.69%,$-1.04
jordan goodwin,SF/SG/G/F/UTIL,LAL,23.59%,0.0%,0.87%,0.12%,0.1%,$-1.04
bam adebayo,C/PF/F/UTIL,MIA,23.75%,0.0%,0.84%,5.37%,2.36%,$-1.05
kessler edwards,C/PF/F/UTIL,DAL,25.1%,0.0%,0.85%,12.14%,9.77%,$-1.08
paolo banchero,PF/F/UTIL,ORL,23.62%,0.0%,0.82%,3.39%,1.99%,$-1.09
franz wagner,SF/F/UTIL,ORL,23.35%,0.0%,0.82%,3.95%,2.74%,$-1.11
