Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4672351870,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Jrue Holiday (38181923),Deni Avdija (38181840),Justin Edwards (38182038),Guerschon Yabusele (38181949),Chris Paul (38181990),Jonathan Mogbo (38182136),Ivica Zubac (38181789)
4672351871,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Quentin Grimes (38181779),Justin Edwards (38182038),Colin Castleton (38182081),Orlando Robinson (38182005),Chris Paul (38181990),Guerschon Yabusele (38181949),Deni Avdija (38181840)
4672351872,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Scottie Barnes (38181795),Julian Champagnie (38182174),Justin Edwards (38182038),Guerschon Yabusele (38181949),Jeremy Sochan (38181935),Trae Young (38181765),Sandro Mamukelashvili (38182095),Bam Adebayo (38181791)
4672351873,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Quentin Grimes (38181779),Justin Edwards (38182038),Guerschon Yabusele (38181949),Ivica Zubac (38181789),Trae Young (38181765),Keldon Johnson (38181983),Davion Mitchell (38182162)
4672351874,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Quentin Grimes (38181779),Keldon Johnson (38181983),Jeremy Sochan (38181935),Onyeka Okongwu (38181844),Davion Mitchell (38182162),Justin Edwards (38182038),Guerschon Yabusele (38181949)
4672351875,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Scottie Barnes (38181795),Jared Butler (38181895),Justin Edwards (38182038),Keldon Johnson (38181983),Onyeka Okongwu (38181844),Jamal Shead (38182042),Bam Adebayo (38181791),Kel'el Ware (38181968)
4672351876,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Stephon Castle (38181866),Andrew Wiggins (38181903),Jonathan Mogbo (38182136),Guerschon Yabusele (38181949),Scottie Barnes (38181795),Jeremy Sochan (38181935),Jamal Shead (38182042)
4672351877,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Shaedon Sharpe (38181891),Justin Edwards (38182038),Jeremy Sochan (38181935),Guerschon Yabusele (38181949),Russell Westbrook (38181849),Jonathan Mogbo (38182136),Onyeka Okongwu (38181844)
4672351878,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Stephon Castle (38181866),Justin Edwards (38182038),Sandro Mamukelashvili (38182095),Colin Castleton (38182081),Dyson Daniels (38181857),Aaron Gordon (38181918),RJ Barrett (38181819)
4672351879,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Dyson Daniels (38181857),Justin Edwards (38182038),Colin Castleton (38182081),Kel'el Ware (38181968),Shaedon Sharpe (38181891),Aaron Gordon (38181918),Onyeka Okongwu (38181844)
