Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4650190659,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Keon Johnson (37787491),Gradey Dick (37787706),Aaron Nesmith (37787756),Bam Adebayo (37787256),Myles Turner (37787417),Keyonte George (37787343),Kawhi Leonard (37787323),Ivica Zubac (37787301)
4650190660,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Jordan Poole (37787307),Gradey Dick (37787706),Deni Avdija (37787375),Corey Kispert (37787676),Day'Ron Sharpe (37787668),Trae Young (37787228),Kawhi Leonard (37787323),Paul George (37787327)
4650190661,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Tyler Herro (37787251),Shaedon Sharpe (37787584),Kawhi Leonard (37787323),Pascal Siakam (37787289),Donovan Clingan (37787489),Jaylen Brown (37787267),Georges Niang (37787658),Day'Ron Sharpe (37787668)
4650190662,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Tyler Herro (37787251),RJ Barrett (37787310),Shaedon Sharpe (37787584),Kawhi Leonard (37787323),Onyeka Okongwu (37787442),Aaron Nesmith (37787756),KJ Martin (37787713),Alperen Sengun (37787254)
4650190663,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Cade Cunningham (37787212),Gradey Dick (37787706),RJ Barrett (37787310),Kyle Anderson (37787844),Day'Ron Sharpe (37787668),Jordan Clarkson (37787384),Andrew Wiggins (37787364),Immanuel Quickley (37787336)
4650190664,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Josh Giddey (37787286),Anfernee Simons (37787360),Andrew Wiggins (37787364),Kyle Anderson (37787844),Kel'el Ware (37787419),Keyonte George (37787343),Kawhi Leonard (37787323),Zach Collins (37787646)
4650190665,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,James Harden (37787221),Jordan Clarkson (37787384),Josh Hart (37787277),Jerami Grant (37787481),Day'Ron Sharpe (37787668),Josh Giddey (37787286),Kyle Anderson (37787844),Matas Buzelis (37787575)
4650190666,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Tyrese Haliburton (37787264),Andrew Nembhard (37787578),Aaron Nesmith (37787756),Kyshawn George (37787554),Alperen Sengun (37787254),Keyonte George (37787343),Kyle Anderson (37787844),Trae Young (37787228)
4650190667,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Davion Mitchell (37787719),Gradey Dick (37787706),Kawhi Leonard (37787323),Kyle Anderson (37787844),Myles Turner (37787417),Trae Young (37787228),Coby White (37787350),Alperen Sengun (37787254)
4650190668,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Keyonte George (37787343),Gradey Dick (37787706),Jayson Tatum (37787217),Pascal Siakam (37787289),Andre Drummond (37787733),Malik Monk (37787292),Kyle Anderson (37787844),Andrew Wiggins (37787364)
4650190669,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Jalen Brunson (37787234),Gradey Dick (37787706),Josh Hart (37787277),Tosan Evbuomwan (37787998),Alperen Sengun (37787254),Keyonte George (37787343),Kawhi Leonard (37787323),Kyle Anderson (37787844)
4650190670,NBA $40K Sharpshooter [20 Entry Max],174296616,$3,Tyrese Haliburton (37787264),Jaylen Brown (37787267),RJ Barrett (37787310),Khris Middleton (37787470),Andre Drummond (37787733),Gradey Dick (37787706),KJ Martin (37787713),Alperen Sengun (37787254)
