PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Keyonte George (37886836),Miles McBride (37887095),Aaron Wiggins (37886960),Chet Holmgren (37886753),Jusuf Nurkic (37887187),Scottie Barnes (37886722),Kawhi Leonard (37886731),Jonas Valanciunas (37886790),318.78000000000003,313.2,416.74,49100,0.27%,12.5%,1094.4%,73.3%,173.62,$43.8,OKC 2,UTA 1,generated,1
Immanuel Quickley (37886811),Keon Ellis (37887036),Ja'Kobe Walter (37887182),Chet Holmgren (37886753),Orlando Robinson (37887221),James Harden (37886654),Kawhi Leonard (37886731),Jonas Valanciunas (37886790),315.45,311.20000000000005,408.54,50000,0.22%,10.89%,976.6%,69.43%,176.26,$39.1,TOR 3,SAC 2,generated,1
Immanuel Quickley (37886811),Isaiah Joe (37887150),Ja'Kobe Walter (37887182),Deni Avdija (37886817),Jusuf Nurkic (37887187),Scottie Barnes (37886722),Aaron Wiggins (37886960),Nikola Jokic (37886643),320.92,325.79999999999995,418.99,49700,0.14%,13.14%,953.6%,77.49%,207.42999999999998,$38.1,TOR 3,OKC 2,generated,1
Keon Ellis (37887036),Klay Thompson (37886918),Scottie Barnes (37886722),Chet Holmgren (37886753),Orlando Robinson (37887221),Isaiah Joe (37887150),Aaron Wiggins (37886960),Nikola Jokic (37886643),325.44,323.65,419.22999999999996,49800,0.12%,15.54%,929.8%,83.61%,207.03,$37.2,OKC 3,TOR 2,generated,1
Scottie Barnes (37886722),Isaiah Joe (37887150),Nick Smith Jr. (37886972),Chet Holmgren (37886753),Jusuf Nurkic (37887187),James Harden (37886654),Aaron Wiggins (37886960),Jonas Valanciunas (37886790),316.06,310.28000000000003,413.34000000000003,49300,0.19%,10.94%,878.4%,70.12%,169.19,$35.1,OKC 3,CHA 2,generated,1
Immanuel Quickley (37886811),Isaiah Joe (37887150),Scottie Barnes (37886722),Naji Marshall (37886862),Jusuf Nurkic (37887187),Keon Ellis (37887036),Aaron Wiggins (37886960),Nikola Jokic (37886643),319.89,323.62,415.81,49800,0.15%,12.42%,849.0%,76.24%,202.86,$34.0,TOR 2,OKC 2,generated,1
Scottie Barnes (37886722),Ja'Kobe Walter (37887182),Naji Marshall (37886862),Chet Holmgren (37886753),Orlando Robinson (37887221),Keon Ellis (37887036),Aaron Wiggins (37886960),Nikola Jokic (37886643),323.18,322.9,415.92,50000,0.14%,13.32%,818.1%,81.48%,189.39,$32.7,TOR 3,OKC 2,generated,1
Jamal Shead (37887241),Klay Thompson (37886918),Deni Avdija (37886817),Miles Bridges (37886699),Orlando Robinson (37887221),Scottie Barnes (37886722),Chet Holmgren (37886753),Jonas Valanciunas (37886790),311.49,300.33,412.29,49400,0.18%,9.03%,783.2%,64.36%,130.94,$31.3,TOR 3,DAL 1,generated,1
Scottie Barnes (37886722),Klay Thompson (37886918),Vince Williams Jr. (37887119),Aaron Wiggins (37886960),Jusuf Nurkic (37887187),Isaiah Joe (37887150),Chet Holmgren (37886753),Nikola Jokic (37886643),317.83000000000004,320.81999999999994,419.30999999999995,49700,0.14%,10.89%,757.1%,73.75%,191.83,$30.3,OKC 3,TOR 1,generated,1
LaMelo Ball (37886657),Miles McBride (37887095),Max Christie (37886926),Chet Holmgren (37886753),Orlando Robinson (37887221),Scottie Barnes (37886722),Aaron Wiggins (37886960),Jonas Valanciunas (37886790),315.76,313.23,409.26,49600,0.16%,10.14%,753.6%,70.5%,170.72000000000003,$30.1,OKC 2,TOR 2,generated,1
Immanuel Quickley (37886811),Isaiah Joe (37887150),DeMar DeRozan (37886748),Aaron Wiggins (37886960),Jusuf Nurkic (37887187),Scottie Barnes (37886722),Kawhi Leonard (37886731),Chet Holmgren (37886753),321.74,319.96,416.46999999999997,49700,0.15%,12.69%,737.9%,78.92%,191.78,$29.5,OKC 3,TOR 2,generated,2
Darius Garland (37886757),Isaiah Joe (37887150),Scottie Barnes (37886722),Santi Aldama (37886833),Orlando Robinson (37887221),Zach LaVine (37886702),Aaron Wiggins (37886960),Ivica Zubac (37886735),309.89000000000004,305.9699999999999,398.84,49900,0.19%,7.9%,736.6%,63.35%,146.41,$29.5,OKC 2,TOR 2,generated,1
Immanuel Quickley (37886811),Isaiah Joe (37887150),Scottie Barnes (37886722),Santi Aldama (37886833),Chet Holmgren (37886753),Russell Westbrook (37886886),Aaron Wiggins (37886960),Jonas Valanciunas (37886790),317.09999999999997,313.48,415.77,49900,0.13%,10.64%,723.3%,72.07%,179.05,$28.9,OKC 3,TOR 2,generated,1
Immanuel Quickley (37886811),Isaiah Joe (37887150),Ja'Kobe Walter (37887182),Deni Avdija (37886817),Orlando Robinson (37887221),Scottie Barnes (37886722),Aaron Wiggins (37886960),Nikola Jokic (37886643),322.23,324.72,416.55,49500,0.1%,12.5%,716.5%,80.35%,212.45,$28.7,TOR 4,OKC 2,generated,1
Scottie Barnes (37886722),Isaiah Joe (37887150),Ja'Kobe Walter (37887182),Aaron Wiggins (37886960),Jonas Valanciunas (37886790),Immanuel Quickley (37886811),Kenrich Williams (37887244),Nikola Jokic (37886643),318.58000000000004,320.71000000000004,417.65,49700,0.13%,11.0%,702.6%,74.59%,212.01,$28.1,TOR 3,OKC 3,generated,1
Ja Morant (37886696),Ja'Kobe Walter (37887182),Scottie Barnes (37886722),Miles Bridges (37886699),Jonas Valanciunas (37886790),Isaiah Joe (37887150),Chet Holmgren (37886753),Kenrich Williams (37887244),310.40000000000003,302.96999999999997,409.66,49800,0.15%,8.65%,702.4%,62.99%,159.22,$28.1,OKC 3,TOR 2,generated,1
Scottie Barnes (37886722),Isaiah Joe (37887150),Klay Thompson (37886918),Chet Holmgren (37886753),Jusuf Nurkic (37887187),Keon Ellis (37887036),Kevin Durant (37886672),Ivica Zubac (37886735),313.53000000000003,308.0,405.96999999999997,49400,0.14%,9.3%,701.9%,67.55%,162.2,$28.1,OKC 2,TOR 1,generated,1
Adam Flagler (37887328),Isaiah Joe (37887150),Ja'Kobe Walter (37887182),Chet Holmgren (37886753),Jonas Valanciunas (37886790),Keon Ellis (37887036),Scottie Barnes (37886722),Nikola Jokic (37886643),317.39000000000004,313.01,414.96,49500,0.12%,10.73%,701.5%,72.86%,190.29,$28.1,OKC 3,TOR 2,generated,1
Immanuel Quickley (37886811),Keon Ellis (37887036),Aaron Wiggins (37886960),Santi Aldama (37886833),Jusuf Nurkic (37887187),Ja Morant (37886696),Kawhi Leonard (37886731),Jonas Valanciunas (37886790),306.99,306.09000000000003,403.98,49000,0.16%,7.82%,675.0%,58.27%,160.56,$27.0,SAC 2,MEM 2,generated,1
Scottie Barnes (37886722),Ja'Kobe Walter (37887182),Deni Avdija (37886817),Chet Holmgren (37886753),Orlando Robinson (37887221),Keon Ellis (37887036),Kevin Durant (37886672),Jonas Valanciunas (37886790),317.49,308.62,409.44,49200,0.11%,10.52%,674.7%,72.85%,161.29,$27.0,TOR 3,SAC 2,generated,1
Scottie Barnes (37886722),Isaiah Joe (37887150),Naji Marshall (37886862),Chet Holmgren (37886753),Orlando Robinson (37887221),Brandon Williams (37887161),Aaron Wiggins (37886960),Nikola Jokic (37886643),317.46000000000004,317.43,414.88,49700,0.12%,10.22%,657.9%,73.72%,179.54,$26.3,OKC 3,TOR 2,generated,1
Ja Morant (37886696),Jamal Murray (37886727),Ja'Kobe Walter (37887182),Aaron Wiggins (37886960),Orlando Robinson (37887221),Russell Westbrook (37886886),Kevin Durant (37886672),Jonas Valanciunas (37886790),303.47999999999996,300.51,396.11,49900,0.18%,7.02%,655.5%,54.27%,136.39,$26.2,DEN 2,TOR 2,generated,1
Keon Ellis (37887036),Ja'Kobe Walter (37887182),Scottie Barnes (37886722),Kevin Durant (37886672),Jusuf Nurkic (37887187),Isaiah Joe (37887150),Aaron Wiggins (37886960),Nikola Jokic (37886643),318.56,321.32,409.34,49800,0.11%,10.84%,653.9%,75.33%,200.09,$26.2,TOR 2,OKC 2,generated,1
James Harden (37886654),Ja'Kobe Walter (37887182),Scottie Barnes (37886722),Miles Bridges (37886699),Jusuf Nurkic (37887187),Isaiah Joe (37887150),Deni Avdija (37886817),Naji Marshall (37886862),309.44,305.23,402.17,50000,0.14%,8.0%,632.9%,62.65%,147.4,$25.3,TOR 2,CHA 2,generated,1
Immanuel Quickley (37886811),Ja'Kobe Walter (37887182),Scottie Barnes (37886722),Chet Holmgren (37886753),Jusuf Nurkic (37887187),Isaiah Joe (37887150),Johnny Juzang (37887062),Nikola Jokic (37886643),314.75,317.09,415.33000000000004,49900,0.12%,9.24%,630.7%,69.56%,186.22,$25.2,TOR 3,OKC 2,generated,1
