PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jared Butler (38027702),Lonnie Walker IV (38027834),Jaylen Brown (38027189),Pascal Siakam (38027194),Onyeka Okongwu (38027263),Ja Morant (38027166),Naji Marshall (38027277),Gregory Jackson (38027792),323.45,309.76,419.34,50000,0.42%,17.77%,1798.9%,80.99%,134.22,$72.0,PHI 2,MEM 2,generated,1
Ja Morant (38027166),Lonnie Walker IV (38027834),Naji Marshall (38027277),John Collins (38027297),Onyeka Okongwu (38027263),Desmond Bane (38027201),Kessler Edwards (38027689),Russell Westbrook (38027394),320.32,304.84,406.73,49700,0.28%,13.93%,1188.5%,79.25%,129.89,$47.5,MEM 2,DAL 2,generated,1
Jared Butler (38027702),Lonnie Walker IV (38027834),Ricky Council IV (38028162),Bam Adebayo (38027134),Onyeka Okongwu (38027263),Josh Giddey (38027174),Naji Marshall (38027277),Desmond Bane (38027201),319.84,307.06999999999994,410.33,49900,0.24%,13.53%,1080.1%,79.23%,150.57,$43.2,PHI 3,MIA 1,generated,1
Payton Pritchard (38027372),Lonnie Walker IV (38027834),Bennedict Mathurin (38027432),Gregory Jackson (38027792),Onyeka Okongwu (38027263),Ja Morant (38027166),Naji Marshall (38027277),Tyler Herro (38027152),319.90000000000003,305.46,405.99,49200,0.19%,12.94%,964.6%,79.16%,132.4,$38.6,MEM 2,BOS 1,generated,1
Scotty Pippen Jr. (38027693),Jared Butler (38027702),Bennedict Mathurin (38027432),Naji Marshall (38027277),Onyeka Okongwu (38027263),Desmond Bane (38027201),Dante Exum (38027642),Shai Gilgeous-Alexander (38027111),315.53999999999996,305.01,412.18,49900,0.21%,11.63%,954.7%,73.37%,127.39999999999999,$38.2,MEM 2,DAL 2,generated,1
Jared Butler (38027702),Desmond Bane (38027201),Scottie Barnes (38027184),Ricky Council IV (38028162),Onyeka Okongwu (38027263),Ja Morant (38027166),Dante Exum (38027642),Naji Marshall (38027277),317.74,306.61,412.61,49800,0.18%,12.62%,948.3%,75.86%,145.51999999999998,$37.9,PHI 2,MEM 2,generated,1
Ja Morant (38027166),Lonnie Walker IV (38027834),Ricky Council IV (38028162),Naji Marshall (38027277),Onyeka Okongwu (38027263),Russell Westbrook (38027394),Bennedict Mathurin (38027432),Alperen Sengun (38027129),316.27,303.12,405.52,49000,0.19%,11.55%,897.7%,74.62%,144.46,$35.9,PHI 2,MEM 1,generated,1
Luka Doncic (38027108),Jared Butler (38027702),Justin Edwards (38027654),Naji Marshall (38027277),Onyeka Okongwu (38027263),Lonnie Walker IV (38027834),Kessler Edwards (38027689),Ja Morant (38027166),319.3,306.21,409.05000000000007,50000,0.13%,12.63%,799.0%,78.47%,137.4,$32.0,PHI 3,DAL 2,generated,1
Jared Butler (38027702),Lonnie Walker IV (38027834),Georges Niang (38027623),Kevin Durant (38027138),Onyeka Okongwu (38027263),Scotty Pippen Jr. (38027693),Naji Marshall (38027277),Shai Gilgeous-Alexander (38027111),311.95,301.3,409.12,49900,0.18%,10.42%,786.7%,68.91%,125.78,$31.5,PHI 2,ATL 2,generated,1
Jrue Holiday (38027493),Lonnie Walker IV (38027834),Naji Marshall (38027277),Paolo Banchero (38027142),Onyeka Okongwu (38027263),Scotty Pippen Jr. (38027693),Klay Thompson (38027341),Ja Morant (38027166),312.5,299.32,401.13,49800,0.17%,9.32%,755.8%,70.2%,112.10999999999999,$30.2,DAL 2,MEM 2,generated,1
