Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
kevon looney,C/UTIL,GSW,33.81%,0.02%,2.2%,6.58%,12.69%,$3.0
spencer dinwiddie,PG/SG/G/UTIL,DAL,30.49%,0.01%,1.39%,21.8%,20.1%,$0.43
stephen curry,PG/G/UTIL,GSW,27.52%,0.01%,1.31%,8.62%,11.84%,$0.27
james harden,PG/G/UTIL,LAC,30.71%,0.01%,1.32%,22.92%,32.84%,$0.24
ivica zubac,C/UTIL,LAC,30.73%,0.01%,1.3%,22.7%,40.9%,$0.21
tyler herro,PG/G/UTIL,MIA,30.46%,0.01%,1.3%,22.01%,31.05%,$0.2
olivier-maxence prosper,PF/F/UTIL,DAL,29.93%,0.01%,1.28%,39.53%,50.32%,$0.12
domantas sabonis,C/UTIL,SAC,29.69%,0.01%,1.22%,17.99%,31.46%,$0.0
alperen sengun,C/UTIL,HOU,26.73%,0.01%,1.17%,13.03%,22.73%,$-0.19
jose alvarado,PG/G/UTIL,NOP,27.19%,0.01%,1.16%,15.05%,20.87%,$-0.19
jalen williams,PF/SF/F/UTIL,OKC,26.47%,0.01%,1.14%,10.14%,7.99%,$-0.23
kel'el ware,C/UTIL,MIA,27.23%,0.01%,1.12%,9.44%,12.79%,$-0.24
demar derozan,SF/F/UTIL,SAC,26.55%,0.01%,1.05%,7.69%,7.95%,$-0.42
cj mccollum,PG/SG/G/UTIL,NOP,26.82%,0.01%,1.07%,12.85%,11.58%,$-0.42
isaiah hartenstein,C/UTIL,OKC,24.52%,0.01%,1.02%,4.26%,6.02%,$-0.43
jaden hardy,PG/SG/G/UTIL,DAL,27.12%,0.01%,1.07%,40.33%,40.12%,$-0.45
jimmy butler,PF/SF/F/UTIL,GSW,25.06%,0.01%,1.04%,8.7%,6.93%,$-0.48
kessler edwards,PF/SF/F/UTIL,DAL,27.3%,0.01%,1.06%,48.58%,42.02%,$-0.5
keyonte george,PG/G/UTIL,UTA,25.22%,0.01%,1.01%,6.91%,7.76%,$-0.51
max christie,SF/SG/G/F/UTIL,DAL,27.27%,0.01%,1.03%,37.66%,26.8%,$-0.57
norman powell,SF/SG/G/F/UTIL,LAC,26.08%,0.01%,1.01%,13.8%,8.39%,$-0.58
nikola jovic,C/PF/F/UTIL,MIA,26.19%,0.01%,1.0%,21.67%,16.7%,$-0.62
alec burks,PG/SG/G/UTIL,MIA,24.03%,0.01%,0.97%,3.03%,2.75%,$-0.63
jalen green,SG/G/UTIL,HOU,25.49%,0.01%,0.97%,8.05%,9.25%,$-0.67
keon ellis,PG/SG/G/UTIL,SAC,25.79%,0.01%,0.99%,12.86%,11.51%,$-0.67
trey murphy iii,SF/SG/G/F/UTIL,NOP,26.83%,0.0%,0.97%,29.24%,20.85%,$-0.71
davion mitchell,PG/G/UTIL,MIA,25.45%,0.01%,0.97%,8.47%,11.94%,$-0.71
luka garza,C/UTIL,MIN,24.15%,0.01%,0.94%,10.67%,16.95%,$-0.78
naji marshall,PF/SF/F/UTIL,DAL,25.47%,0.0%,0.94%,25.38%,19.59%,$-0.83
