PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Stephon Castle (37338477),Vit Krejci (37338481),Josh Hart (37338127),Keldon Johnson (37338409),Precious Achiuwa (37338518),Anthony Edwards (37338044),Paul George (37338105),Jalen Brunson (37338088),296.7025,325.962598696361,49400,100.00%,10000,149900.0%,10000,129.6,$5996.0,NYK 3,SAS 2,opp,1,shutt29,0,4611163863
Vit Krejci (37338481),Desmond Bane (37338134),Amen Thompson (37338122),Giannis Antetokounmpo (37338014),Precious Achiuwa (37338518),Stephon Castle (37338477),Kyle Filipowski (37338420),Mark Williams (37338232),264.36125000000004,299.06857274347664,49100,100.00%,10000,74900.0%,0,143.56,$2996.0,ATL 1,MEM 1,opp,1,RoyalPain21,2947,4610916014
CJ McCollum (37338156),Devin Vassell (37338234),Harrison Barnes (37338459),Precious Achiuwa (37338518),Alperen Sengun (37338065),Vit Krejci (37338481),Nickeil Alexander-Walker (37338562),Nikola Jokic (37338012),267.65125,301.3155033263378,49700,100.00%,10000,49900.0%,0,104.57000000000001,$1996.0,SAS 2,NOP 1,opp,1,RoyalPain21,2948,4610916050
Stephon Castle (37338477),Anthony Edwards (37338044),Bogdan Bogdanovic (37338369),Precious Achiuwa (37338518),Giannis Antetokounmpo (37338014),Dejounte Murray (37338096),Harrison Barnes (37338459),Vit Krejci (37338481),270.28125,304.55915617905134,49600,100.00%,10000,31150.0%,0,145.92000000000002,$1246.0,SAS 2,ATL 2,opp,1,RoyalPain21,2949,4610916116
LaMelo Ball (37338029),Devin Vassell (37338234),Andrew Wiggins (37338228),Precious Achiuwa (37338518),Dominick Barlow (37338941),Trey Murphy III (37338144),Paolo Banchero (37338047),Daniel Gafford (37338424),262.94124999999997,296.32288944475835,49600,100.00%,10000,24900.0%,0,89.81,$996.0,CHA 1,SAS 1,opp,1,RoyalPain21,2950,4610916100
Cole Anthony (37338216),CJ McCollum (37338156),Brice Sensabaugh (37338383),Precious Achiuwa (37338518),Victor Wembanyama (37338018),Stephon Castle (37338477),Jaren Jackson Jr. (37338053),Jonathan Isaac (37338510),274.44125,309.74698964697313,49700,100.00%,10000,18650.0%,0,117.95000000000002,$746.0,ORL 2,SAS 2,opp,1,RoyalPain21,2951,4610916122
Donte DiVincenzo (37338260),Devin Vassell (37338234),Garrison Mathews (37338609),Precious Achiuwa (37338518),Victor Wembanyama (37338018),Vit Krejci (37338481),Zach LaVine (37338073),Julius Randle (37338149),264.28125,296.34860180865184,49800,100.00%,10000,18650.0%,0,106.42,$746.0,MIN 2,SAS 2,opp,1,JaserD,2952,4610999390
CJ McCollum (37338156),Stephon Castle (37338477),Devin Vassell (37338234),Precious Achiuwa (37338518),Daniel Gafford (37338424),Stephen Curry (37338062),Jeremiah Robinson-Earl (37338708),Nikola Jokic (37338012),277.13125,312.7219377149044,49500,100.00%,10000,14900.0%,0,141.87,$596.0,NOP 2,SAS 2,opp,1,RoyalPain21,2953,4610916109
Coby White (37338195),Bogdan Bogdanovic (37338369),Devin Vassell (37338234),Precious Achiuwa (37338518),Alperen Sengun (37338065),Trey Murphy III (37338144),Jaren Jackson Jr. (37338053),Vit Krejci (37338481),268.61125,299.95078177729124,50000,100.00%,10000,14900.0%,0,123.22,$596.0,ATL 2,CHI 1,opp,1,srodriguez34,2955,4611000861
Vit Krejci (37338481),Isaiah Collier (37338329),Trey Murphy III (37338144),Precious Achiuwa (37338518),Jeremiah Robinson-Earl (37338708),Russell Westbrook (37338173),Jaren Jackson Jr. (37338053),LaMelo Ball (37338029),249.87125,279.88550248144367,49100,100.00%,10000,14900.0%,0,92.12,$596.0,NOP 2,ATL 1,opp,1,RoyalPain21,2954,4610916091
Coby White (37338195),Quentin Grimes (37338318),Bogdan Bogdanovic (37338369),Precious Achiuwa (37338518),Mark Williams (37338232),Anthony Edwards (37338044),Nickeil Alexander-Walker (37338562),Victor Wembanyama (37338018),272.76125,306.7843385138291,49800,100.00%,10000,12400.0%,0,122.52,$496.0,MIN 2,CHI 1,opp,1,tomjk321,2956,4611006795
Keyonte George (37338282),Anthony Edwards (37338044),Khris Middleton (37338293),Keldon Johnson (37338409),Precious Achiuwa (37338518),Devin Vassell (37338234),Dillon Brooks (37338345),Victor Wembanyama (37338018),269.70125,302.9456833989895,50000,100.00%,10000,12400.0%,0,73.97999999999999,$496.0,SAS 3,UTA 1,opp,1,odawg2121,2958,4610885350
Keyonte George (37338282),Bogdan Bogdanovic (37338369),Garrison Mathews (37338609),Precious Achiuwa (37338518),Victor Wembanyama (37338018),Dyson Daniels (37338165),Aaron Gordon (37338356),Alperen Sengun (37338065),263.05125000000004,297.08774588338747,49000,100.00%,10000,12400.0%,0,113.41,$496.0,ATL 3,UTA 1,opp,1,tomjk321,2957,4611006915
Donte DiVincenzo (37338260),Coby White (37338195),Nickeil Alexander-Walker (37338562),Precious Achiuwa (37338518),Giannis Antetokounmpo (37338014),Vit Krejci (37338481),Quentin Grimes (37338318),Anthony Edwards (37338044),255.41125000000002,288.72889475499204,49200,100.00%,10000,9900.0%,0,84.99000000000001,$396.0,MIN 3,CHI 1,opp,1,RoyalPain21,2946,4610916107
