Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4652746677,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Brandin Podziemski (37819081),Ausar Thompson (37819144),Santi Aldama (37819116),Jaren Jackson Jr. (37819020),Chris Paul (37819103),Moses Moody (37819210),Giannis Antetokounmpo (37818975)
4652746678,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Kyrie Irving (37818989),Brandin Podziemski (37819081),Cameron Johnson (37819066),Ausar Thompson (37819144),Jalen Duren (37819057),Stephon Castle (37819089),Paul George (37819038),Scotty Pippen Jr. (37819326)
4652746679,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Tyrese Maxey (37818992),Luke Kennard (37819236),John Konchar (37819393),Tari Eason (37819106),Jaren Jackson Jr. (37819020),Brandin Podziemski (37819081),Jabari Smith Jr. (37819130),Alperen Sengun (37819001)
4652746680,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Malik Beasley (37819163),Ausar Thompson (37819144),Maxwell Lewis (37819541),Jaren Jackson Jr. (37819020),De'Aaron Fox (37819003),Giannis Antetokounmpo (37818975),Scotty Pippen Jr. (37819326)
4652746681,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Klay Thompson (37819119),Ausar Thompson (37819144),Giannis Antetokounmpo (37818975),Moses Brown (37819161),Chris Paul (37819103),Santi Aldama (37819116),Jaren Jackson Jr. (37819020)
4652746682,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Scotty Pippen Jr. (37819326),Jaylen Wells (37819202),DeMar DeRozan (37819046),Santi Aldama (37819116),Alperen Sengun (37819001),Stephen Curry (37818995),Amen Thompson (37819007),Buddy Hield (37819264)
4652746683,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Kelly Oubre Jr. (37819076),Dante Exum (37819192),Giannis Antetokounmpo (37818975),Jalen Duren (37819057),Stephen Curry (37818995),Santi Aldama (37819116),Quinten Post (37819285)
4652746684,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),Brandin Podziemski (37819081),Klay Thompson (37819119),Santi Aldama (37819116),Jalen Duren (37819057),Kyrie Irving (37818989),Jabari Smith Jr. (37819130),Jaren Jackson Jr. (37819020)
4652746685,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Brandin Podziemski (37819081),Malik Beasley (37819163),Ausar Thompson (37819144),Santi Aldama (37819116),Jalen Duren (37819057),Damian Lillard (37818998),Jaren Jackson Jr. (37819020),Draymond Green (37819085)
4652746686,NBA $50K Four-Point Play [$10K to 1st],174382077,$4,Killian Hayes (37819199),De'Aaron Fox (37819003),Gregory Jackson (37819336),Moses Moody (37819210),Domantas Sabonis (37818987),Scotty Pippen Jr. (37819326),Giannis Antetokounmpo (37818975),Jabari Smith Jr. (37819130)
