Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
onyeka okongwu,C/UTIL,ATL,40.49%,0.02%,1.66%,5.63%,9.23%,$1.51
trae young,PG/G/UTIL,ATL,41.69%,0.01%,1.53%,18.0%,12.86%,$1.04
sandro mamukelashvili,C/PF/F/UTIL,SAS,31.88%,0.02%,1.32%,1.78%,2.11%,$0.8
ivica zubac,C/UTIL,LAC,37.67%,0.01%,1.34%,3.94%,7.09%,$0.7
alperen sengun,C/UTIL,HOU,37.49%,0.01%,1.37%,7.92%,12.65%,$0.62
chris paul,PG/G/UTIL,SAS,35.47%,0.01%,1.28%,9.45%,13.17%,$0.37
luke kornet,C/UTIL,BOS,31.4%,0.01%,1.05%,0.02%,0.1%,$0.3
deni avdija,PF/SF/F/UTIL,POR,37.88%,0.01%,1.23%,14.35%,11.46%,$0.29
rj barrett,SF/SG/G/F/UTIL,TOR,35.4%,0.01%,1.23%,12.88%,5.5%,$0.2
kel'el ware,C/UTIL,MIA,35.92%,0.01%,1.21%,11.99%,31.41%,$0.2
jamal shead,PG/G/UTIL,TOR,35.65%,0.01%,1.23%,24.54%,37.09%,$0.15
justin edwards,PF/SF/F/UTIL,PHI,36.85%,0.01%,1.2%,40.47%,48.6%,$0.13
tyler herro,PG/G/UTIL,MIA,36.97%,0.01%,1.16%,8.64%,7.71%,$0.13
jeremy sochan,C/PF/F/UTIL,SAS,37.47%,0.01%,1.18%,36.65%,44.26%,$0.12
orlando robinson,C/UTIL,TOR,33.49%,0.01%,1.17%,7.91%,21.12%,$0.08
stephon castle,PG/SG/G/UTIL,SAS,35.19%,0.01%,1.17%,13.27%,7.38%,$0.06
isaiah hartenstein,C/UTIL,OKC,33.07%,0.01%,1.06%,1.01%,1.98%,$0.05
bam adebayo,C/PF/F/UTIL,MIA,36.4%,0.01%,1.13%,11.12%,9.94%,$0.04
jared butler,PG/SG/G/UTIL,PHI,34.29%,0.01%,1.15%,8.5%,4.76%,$0.03
guerschon yabusele,C/PF/F/UTIL,PHI,36.54%,0.01%,1.14%,33.56%,41.9%,$-0.03
scottie barnes,PG/SF/G/F/UTIL,TOR,36.45%,0.01%,1.1%,28.07%,16.53%,$-0.09
dyson daniels,PG/SG/G/UTIL,ATL,36.35%,0.01%,1.1%,21.82%,11.78%,$-0.09
jonathan mogbo,C/PF/F/UTIL,TOR,35.04%,0.01%,1.12%,29.88%,40.48%,$-0.11
aaron gordon,PF/F/UTIL,DEN,34.34%,0.01%,1.08%,6.46%,10.01%,$-0.12
colin castleton,C/PF/F/UTIL,TOR,34.24%,0.01%,1.06%,18.9%,24.31%,$-0.24
blake wesley,PG/G/UTIL,SAS,32.38%,0.01%,1.04%,3.88%,5.9%,$-0.25
davion mitchell,PG/G/UTIL,MIA,33.06%,0.01%,1.05%,12.53%,19.5%,$-0.31
quentin grimes,PG/SG/G/UTIL,PHI,37.01%,0.01%,0.99%,36.15%,19.64%,$-0.32
donovan clingan,C/UTIL,POR,33.17%,0.01%,0.97%,1.51%,3.32%,$-0.32
keldon johnson,PF/SF/F/UTIL,SAS,32.67%,0.01%,1.03%,10.68%,10.88%,$-0.33
jalen green,PG/SG/G/UTIL,HOU,34.13%,0.01%,0.98%,7.9%,3.85%,$-0.39
anfernee simons,PG/SG/G/UTIL,POR,33.83%,0.01%,0.99%,11.88%,6.43%,$-0.4
shai gilgeous-alexander,PG/G/UTIL,OKC,35.42%,0.01%,0.96%,21.02%,12.35%,$-0.41
fred vanvleet,PG/G/UTIL,HOU,34.11%,0.01%,0.95%,6.38%,6.27%,$-0.47
andrew wiggins,PF/SF/F/UTIL,MIA,33.95%,0.01%,0.96%,19.23%,18.16%,$-0.47
michael porter jr.,PF/SF/F/UTIL,DEN,33.73%,0.01%,0.93%,6.06%,5.35%,$-0.48
chuma okeke,PF/SF/F/UTIL,PHI,33.81%,0.01%,0.98%,24.72%,29.2%,$-0.48
dominick barlow,C/PF/F/UTIL,ATL,31.68%,0.01%,0.94%,1.78%,2.49%,$-0.48
russell westbrook,PG/G/UTIL,DEN,32.85%,0.01%,0.95%,7.23%,6.45%,$-0.51
zaccharie risacher,PF/SF/F/UTIL,ATL,32.12%,0.01%,0.94%,4.78%,5.27%,$-0.52
chet holmgren,C/PF/F/UTIL,OKC,31.81%,0.01%,0.92%,3.69%,2.88%,$-0.53
caris levert,SF/SG/G/F/UTIL,ATL,31.75%,0.01%,0.95%,8.59%,4.4%,$-0.54
shaedon sharpe,PG/SG/G/UTIL,POR,33.14%,0.01%,0.93%,9.35%,5.14%,$-0.55
kristaps porzingis,C/UTIL,BOS,30.25%,0.01%,0.85%,1.16%,1.82%,$-0.59
jalen hood-schifino,PG/G/UTIL,PHI,31.47%,0.01%,0.94%,4.42%,6.07%,$-0.6
jamal murray,PG/SG/G/UTIL,DEN,33.59%,0.01%,0.89%,7.74%,4.03%,$-0.6
ricky council iv,PF/SF/F/UTIL,PHI,30.81%,0.01%,0.88%,3.1%,3.05%,$-0.64
jalen pickett,PG/SG/G/UTIL,DEN,33.66%,0.01%,0.86%,1.14%,1.06%,$-0.69
tari eason,PF/SF/F/UTIL,HOU,30.67%,0.01%,0.86%,5.09%,4.19%,$-0.71
harrison barnes,PF/SF/F/UTIL,SAS,31.42%,0.01%,0.88%,8.81%,10.13%,$-0.72
oshae brissett,C/PF/F/UTIL,PHI,31.72%,0.01%,0.89%,17.91%,22.77%,$-0.73
cason wallace,PG/SG/G/UTIL,OKC,31.69%,0.01%,0.89%,10.31%,7.74%,$-0.74
james harden,PG/G/UTIL,LAC,32.71%,0.01%,0.83%,9.75%,6.1%,$-0.77
dillon brooks,PF/F/UTIL,HOU,32.56%,0.01%,0.85%,4.62%,8.44%,$-0.77
ja'kobe walter,SF/SG/G/F/UTIL,TOR,29.44%,0.01%,0.86%,2.6%,1.64%,$-0.78
georges niang,PF/F/UTIL,ATL,31.06%,0.01%,0.84%,1.46%,2.53%,$-0.79
kawhi leonard,PF/SF/F/UTIL,LAC,32.68%,0.01%,0.8%,7.79%,6.41%,$-0.85
julian champagnie,SF/SG/G/F/UTIL,SAS,29.64%,0.01%,0.85%,7.45%,4.89%,$-0.85
payton pritchard,PG/SG/G/UTIL,BOS,31.54%,0.01%,0.82%,5.89%,3.31%,$-0.87
christian braun,SF/SG/G/F/UTIL,DEN,32.63%,0.01%,0.81%,9.34%,4.74%,$-0.88
jrue holiday,PG/SG/G/UTIL,BOS,30.78%,0.01%,0.78%,3.41%,1.92%,$-0.97
jayson tatum,PF/SF/F/UTIL,BOS,30.47%,0.01%,0.78%,11.0%,4.72%,$-0.98
wendell moore jr.,PF/SF/F/UTIL,CHA,32.43%,0.0%,0.75%,1.01%,1.24%,$-1.0
toumani camara,SF/SG/G/F/UTIL,POR,30.95%,0.01%,0.77%,8.02%,4.08%,$-1.02
sam hauser,PF/SF/F/UTIL,BOS,30.85%,0.01%,0.78%,13.31%,14.52%,$-1.03
devin vassell,SF/SG/G/F/UTIL,SAS,30.44%,0.01%,0.73%,6.87%,3.09%,$-1.1
amen thompson,PG/SF/G/F/UTIL,HOU,29.61%,0.01%,0.7%,1.82%,0.97%,$-1.11
steven adams,C/UTIL,HOU,29.17%,0.01%,0.73%,2.83%,7.09%,$-1.13
duop reath,C/UTIL,POR,34.97%,0.0%,0.49%,0.01%,0.1%,$-1.13
duncan robinson,SF/SG/G/F/UTIL,MIA,29.03%,0.0%,0.71%,4.67%,3.0%,$-1.22
mark williams,C/UTIL,CHA,27.35%,0.01%,0.64%,0.7%,1.1%,$-1.23
peyton watson,C/PF/F/UTIL,DEN,29.35%,0.01%,0.69%,2.12%,2.46%,$-1.24
al horford,C/PF/F/UTIL,BOS,29.27%,0.0%,0.67%,1.83%,2.0%,$-1.29
bogdan bogdanovic,SF/SG/G/F/UTIL,LAC,28.15%,0.0%,0.65%,1.12%,0.62%,$-1.35
terance mann,PG/SF/G/F/UTIL,ATL,28.97%,0.0%,0.64%,1.11%,0.87%,$-1.36
lamelo ball,PG/G/UTIL,CHA,27.73%,0.01%,0.63%,4.65%,3.44%,$-1.37
derrick white,PG/SG/G/UTIL,BOS,29.27%,0.0%,0.61%,1.84%,1.0%,$-1.38
jamison battle,SF/F/UTIL,TOR,27.97%,0.0%,0.63%,0.99%,1.41%,$-1.4
isaiah joe,SG/G/UTIL,OKC,28.16%,0.01%,0.8%,0.03%,0.03%,$-1.4
mouhamed gueye,C/PF/F/UTIL,ATL,27.84%,0.0%,0.64%,1.03%,1.37%,$-1.42
haywood highsmith,PF/F/UTIL,MIA,34.68%,0.0%,0.57%,0.04%,0.1%,$-1.42
aaron wiggins,PF/SF/F/UTIL,OKC,27.13%,0.0%,0.59%,0.82%,0.8%,$-1.51
miles bridges,PF/F/UTIL,CHA,26.35%,0.01%,0.55%,1.3%,1.47%,$-1.53
daquan jeffries,PF/SF/F/UTIL,CHA,26.77%,0.0%,0.51%,0.24%,0.28%,$-1.71
matisse thybulle,SF/F/UTIL,POR,28.9%,0.0%,0.49%,0.14%,0.3%,$-1.74
baylor scheierman,SF/SG/G/F/UTIL,BOS,27.06%,0.0%,0.5%,0.19%,0.1%,$-1.75
amir coffey,SF/SG/G/F/UTIL,LAC,28.83%,0.0%,0.45%,0.17%,0.1%,$-1.77
ochai agbaji,PF/SF/F/UTIL,TOR,26.04%,0.0%,0.48%,0.54%,0.59%,$-1.79
ben simmons,C/UTIL,LAC,20.3%,0.0%,0.41%,0.03%,0.1%,$-1.85
seth curry,SG/G/UTIL,CHA,27.8%,0.0%,0.43%,0.11%,0.1%,$-1.9
jaime jaquez jr.,SF/SG/G/F/UTIL,MIA,28.68%,0.0%,0.49%,0.03%,0.07%,$-1.9
scoot henderson,PG/G/UTIL,POR,24.02%,0.0%,0.46%,4.16%,5.0%,$-1.92
