Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Brandon Williams,PG/G/UTIL,DAL,7.16,4.73,0%,0%,0.0%,0.1%,$0.00,48
Zaccharie Risacher,PF/SF/F/UTIL,ATL,0,0.0,0%,0%,0.0%,0.04%,$0.00,48
Wendell Moore Jr.,SF/SG/G/F/UTIL,DET,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Jazian Gortman,PG/G/UTIL,DAL,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Luka Doncic,PG/G/UTIL,DAL,0,0.0,0%,0%,0.0%,0.11%,$0.00,48
Jusuf Nurkic,C/UTIL,PHX,0,0.0,0%,0%,0.0%,0.05%,$0.00,48
Terrence Shannon Jr.,SF/SG/G/F/UTIL,MIN,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Josh Minott,SF/F/UTIL,MIN,0,0.0,0%,0%,0.0%,0.03%,$0.00,48
Cade Cunningham,PG/G/UTIL,DET,55.1,17.22,27.43%,1.52%,33.06%,23.27%,$-0.10,48
Tobias Harris,PF/F/UTIL,DET,32.55,8.17,23.78%,1.24%,21.47%,16.85%,$-0.20,48
Daniel Gafford,C/UTIL,DAL,36.56,13.9,25.81%,1.5%,24.72%,16.31%,$-0.41,48
Jalen Duren,C/UTIL,DET,34.8,13.67,26.22%,1.48%,23.28%,20.85%,$-0.83,48
Keon Johnson,PG/SG/G/UTIL,BKN,32.21,8.59,19.69%,0.96%,5.98%,5.47%,$-1.11,48
Tyrese Martin,SF/SG/G/F/UTIL,BKN,30.44,8.84,24.53%,1.29%,23.77%,10.18%,$-1.64,48
LaMelo Ball,PG/G/UTIL,CHA,56.33,15.59,23.09%,0.98%,25.6%,25.5%,$-1.75,48
Trae Young,PG/G/UTIL,ATL,51.19,16.18,26.35%,1.42%,17.67%,9.98%,$-1.92,48
Naz Reid,C/PF/F/UTIL,MIN,31.53,11.43,18.86%,0.77%,18.42%,12.57%,$-2.20,48
Julius Randle,C/PF/F/UTIL,MIN,41.87,11.91,20.98%,1.28%,7.28%,9.75%,$-2.24,48
Santi Aldama,PF/F/UTIL,MEM,28.5,11.35,21.21%,0.95%,16.15%,22.37%,$-2.53,48
Jalen Williams,PF/F/UTIL,OKC,44.76,14.38,23.12%,1.27%,10.86%,11.67%,$-2.68,48
Jarrett Allen,C/UTIL,CLE,37.81,12.32,25.37%,1.45%,6.42%,14.02%,$-2.70,48
Ryan Dunn,PF/SF/F/UTIL,PHX,24.81,7.66,16.23%,0.67%,3.53%,10.51%,$-2.80,48
Trendon Watford,PF/F/UTIL,BKN,0,0.0,0.0%,0.0%,0.01%,0.04%,$-2.80,48
Day'Ron Sharpe,C/UTIL,BKN,28.5,14.07,20.54%,0.96%,4.84%,7.05%,$-3.05,48
PJ Washington,PF/F/UTIL,DAL,35.82,7.82,18.1%,0.85%,6.93%,4.85%,$-3.07,48
Jaylin Williams,C/UTIL,OKC,30.22,11.23,19.87%,0.7%,6.74%,17.03%,$-3.28,48
Darius Garland,PG/G/UTIL,CLE,39.18,12.84,18.21%,0.65%,15.96%,18.11%,$-3.34,48
Donovan Mitchell,PG/SG/G/UTIL,CLE,43.57,15.11,17.14%,0.45%,21.65%,14.3%,$-3.34,48
Onyeka Okongwu,C/UTIL,ATL,31.78,12.8,17.77%,0.47%,22.6%,10.95%,$-3.38,48
Amen Thompson,SF/SG/G/F/UTIL,HOU,42.02,8.66,19.52%,0.58%,12.44%,5.99%,$-3.38,48
Kevin Durant,PF/F/UTIL,PHX,48.11,14.71,18.42%,0.61%,8.58%,6.71%,$-3.41,48
Rudy Gobert,C/UTIL,MIN,30.99,9.57,17.68%,0.68%,4.79%,10.53%,$-3.48,48
Devin Booker,PG/SG/G/UTIL,PHX,45.88,13.55,17.5%,0.5%,8.99%,8.89%,$-3.49,48
Damion Lee,SF/SG/G/F/UTIL,PHX,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.50,48
Miles Bridges,PF/F/UTIL,CHA,38.84,12.31,17.69%,0.47%,9.56%,10.29%,$-3.53,48
Tyus Jones,PG/G/UTIL,PHX,24.23,8.6,16.45%,0.4%,12.69%,13.47%,$-3.58,48
Tim Hardaway Jr.,SF/SG/G/F/UTIL,DET,22.55,6.38,14.97%,0.45%,6.27%,7.78%,$-3.68,48
Anthony Edwards,PG/SG/G/UTIL,MIN,46.95,12.31,15.42%,0.35%,9.85%,8.15%,$-3.69,48
Jaden McDaniels,SF/F/UTIL,MIN,27.71,6.63,13.61%,0.44%,9.04%,7.66%,$-3.74,48
Tari Eason,PF/F/UTIL,HOU,29.09,11.41,14.86%,0.38%,9.98%,8.09%,$-3.75,48
Isaiah Stewart,C/UTIL,DET,18.87,8.72,14.61%,0.48%,3.7%,12.14%,$-3.80,48
Ausar Thompson,PF/SF/F/UTIL,DET,23.58,10.29,13.65%,0.3%,8.37%,11.74%,$-3.82,48
Tosan Evbuomwan,PF/SF/F/UTIL,BKN,20.51,8.32,13.99%,0.17%,8.0%,0.94%,$-3.84,48
Jose Alvarado,PG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.02%,0.04%,$-3.85,48
Jalen Johnson,PF/F/UTIL,ATL,41.96,12.78,13.56%,0.16%,5.67%,6.21%,$-3.91,48
Brandon Clarke,C/UTIL,MEM,17.9,9.18,13.88%,0.12%,1.62%,4.26%,$-3.93,48
Dean Wade,PF/SF/F/UTIL,CLE,20.06,6.7,13.26%,0.16%,7.33%,7.21%,$-3.96,48
Grayson Allen,SF/SG/G/F/UTIL,PHX,21.53,7.79,12.63%,0.21%,10.79%,7.03%,$-3.97,48
Max Strus,SF/SG/G/F/UTIL,CLE,21.38,6.94,12.56%,0.16%,12.72%,8.41%,$-3.99,48
Luguentz Dort,SF/SG/G/F/UTIL,OKC,23.16,6.82,12.55%,0.2%,11.74%,7.46%,$-4.01,48
Josh Okogie,PF/SF/F/UTIL,CHA,16.1,7.9,12.32%,0.12%,6.92%,5.57%,$-4.04,48
Josh Green,SF/F/UTIL,CHA,16.88,5.46,13.42%,0.35%,0.22%,0.25%,$-4.04,48
Cason Wallace,PG/SG/G/UTIL,OKC,23.27,6.92,12.17%,0.18%,8.39%,7.96%,$-4.05,48
Nickeil Alexander-Walker,SF/SG/G/F/UTIL,MIN,18.69,7.29,6.86%,0.21%,0.84%,8.41%,$-4.05,48
Zach Edey,C/UTIL,MEM,21.17,9.79,11.3%,0.09%,3.64%,11.65%,$-4.14,48
Jaren Jackson Jr.,C/PF/F/UTIL,MEM,41.21,15.43,11.11%,0.11%,8.4%,6.66%,$-4.14,48
Reece Beekman,PG/G/UTIL,BKN,15.86,7.08,7.16%,0.03%,3.3%,6.96%,$-4.14,48
Sam Merrill,SG/G/UTIL,CLE,15.42,6.76,11.47%,0.05%,2.74%,3.34%,$-4.15,48
Walker Kessler,C/UTIL,UTA,31.72,10.91,10.77%,0.05%,1.08%,2.32%,$-4.17,48
Jaylen Wells,SF/SG/G/F/UTIL,MEM,21.52,6.78,10.69%,0.11%,2.64%,1.69%,$-4.19,48
Noah Clowney,C/PF/F/UTIL,BKN,26.0,8.46,10.09%,0.17%,5.92%,3.17%,$-4.20,48
Nikola Topic,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.20,48
Jeremiah Robinson-Earl,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.21,48
Ajay Mitchell,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.21,48
Yuki Kawamura,PG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.21,48
Alex Ducas,SG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.21,48
JT Thor,PF/SF/F/UTIL,CLE,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.21,48
Kessler Edwards,PF/SF/F/UTIL,DAL,6.15,3.6,0.0%,0.0%,0.02%,0.1%,$-4.21,48
Ziaire Williams,SF/SG/G/F/UTIL,BKN,0,0.0,0.0%,0.0%,0.01%,0.05%,$-4.21,48
Klay Thompson,SF/SG/G/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.02%,0.05%,$-4.21,48
Paul Reed,C/UTIL,DET,0,0.0,0.0%,0.0%,0.01%,0.03%,$-4.21,48
Mike Conley,PG/G/UTIL,MIN,23.3,8.68,10.11%,0.2%,2.2%,8.19%,$-4.22,48
Kyrie Irving,PG/SG/G/UTIL,DAL,42.91,10.77,9.38%,0.06%,8.02%,4.67%,$-4.24,48
Alperen Sengun,C/UTIL,HOU,44.77,16.92,9.35%,0.02%,8.13%,6.02%,$-4.24,48
Georges Niang,PF/SF/F/UTIL,CLE,18.74,7.33,9.61%,0.09%,8.01%,7.8%,$-4.25,48
Desmond Bane,SG/G/UTIL,MEM,35.7,12.07,9.9%,0.09%,3.75%,3.05%,$-4.26,48
Dillon Brooks,PF/F/UTIL,HOU,24.75,5.72,9.82%,0.16%,1.89%,2.28%,$-4.26,48
Malik Beasley,SG/G/UTIL,DET,24.95,9.38,9.41%,0.13%,5.58%,4.09%,$-4.27,48
Ty Jerome,PG/G/UTIL,CLE,18.33,9.54,8.97%,0.06%,6.06%,10.42%,$-4.31,48
Keyonte George,PG/G/UTIL,UTA,31.58,9.93,9.34%,0.07%,1.63%,1.41%,$-4.33,48
Cody Martin,SF/SG/G/F/UTIL,CHA,18.9,7.98,9.15%,0.06%,2.35%,1.56%,$-4.33,48
Rob Dillingham,PG/G/UTIL,MIN,17.48,8.13,7.04%,0.04%,1.66%,0.56%,$-4.36,48
Gregory Jackson,PF/SF/F/UTIL,MEM,13.82,7.82,8.54%,0.03%,0.42%,0.33%,$-4.37,48
Zyon Pullin,PG/SG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.38,48
Craig Porter Jr.,PG/G/UTIL,CLE,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.38,48
KJ Simpson,PG/G/UTIL,CHA,0,0.0,0.03%,0.0%,0.04%,0.03%,$-4.38,48
Taurean Prince,PF/SF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.38,48
Cam Spencer,PG/G/UTIL,MEM,0,0.0,0.04%,0.0%,0.04%,0.03%,$-4.38,48
Drew Eubanks,C/UTIL,UTA,17.44,8.93,0.11%,0.0%,0.04%,0.1%,$-4.38,48
Vit Krejci,PG/SF/G/F/UTIL,ATL,22.52,6.92,7.41%,0.1%,2.77%,3.05%,$-4.39,48
Aaron Wiggins,PF/SF/F/UTIL,OKC,19.37,8.75,7.66%,0.05%,3.43%,3.18%,$-4.43,48
Ja Morant,PG/G/UTIL,MEM,39.16,15.94,7.49%,0.03%,5.62%,5.06%,$-4.44,48
Liam Robbins,C/UTIL,MIL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.44,48
Vince Williams Jr.,PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.44,48
Scotty Pippen Jr.,PG/G/UTIL,MEM,15.03,8.54,3.62%,0.0%,0.06%,0.1%,$-4.45,48
John Collins,C/PF/F/UTIL,UTA,30.21,12.36,6.77%,0.05%,4.57%,2.11%,$-4.49,48
Fred VanVleet,PG/G/UTIL,HOU,34.47,7.67,7.19%,0.02%,2.09%,2.23%,$-4.50,48
Alex Caruso,PG/SF/G/F/UTIL,OKC,16.36,7.8,7.51%,0.02%,1.31%,1.05%,$-4.50,48
Maxi Kleber,C/PF/F/UTIL,DAL,13.36,4.77,4.69%,0.09%,0.23%,0.1%,$-4.53,48
Oso Ighodaro,C/PF/F/UTIL,PHX,6.01,3.68,0.0%,0.0%,0.04%,0.1%,$-4.56,48
Grant Williams,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.56,48
Javonte Green,PF/SF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.04%,0.04%,$-4.56,48
John Konchar,SF/SG/G/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.56,48
De'Andre Hunter,PF/SF/F/UTIL,ATL,28.95,10.82,5.35%,0.08%,4.78%,2.38%,$-4.57,48
Jalen Green,SG/G/UTIL,HOU,34.24,10.75,6.36%,0.0%,1.97%,1.53%,$-4.57,48
Dariq Whitehead,SG/G/UTIL,BKN,13.79,6.94,5.6%,0.03%,0.77%,4.45%,$-4.57,48
Lauri Markkanen,PF/SF/F/UTIL,UTA,34.72,12.1,5.52%,0.02%,1.69%,1.15%,$-4.60,48
Royce O'Neale,PF/SF/F/UTIL,PHX,19.14,7.91,5.33%,0.01%,1.23%,2.25%,$-4.60,48
Vasilije Micic,PG/G/UTIL,CHA,9.19,5.56,0.38%,0.0%,0.05%,0.1%,$-4.61,48
Isaiah Collier,PG/SG/G/UTIL,UTA,24.43,8.12,4.87%,0.0%,1.57%,0.63%,$-4.63,48
Daeqwon Plowden,SF/SG/G/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.1%,0.03%,$-4.63,48
Cody Williams,SF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.05%,0.04%,$-4.63,48
Keion Brooks Jr.,PF/SF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.05%,0.03%,$-4.63,48
Bogdan Bogdanovic,SF/SG/G/F/UTIL,ATL,19.31,8.13,4.38%,0.08%,2.28%,2.85%,$-4.65,48
AJ Johnson,SG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.67,48
Reed Sheppard,PG/SG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.67,48
Marcus Smart,SG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.03%,0.04%,$-4.67,48
Luke Travers,SF/F/UTIL,CLE,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.67,48
DaQuan Jeffries,PF/F/UTIL,CHA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.67,48
Clint Capela,C/UTIL,ATL,24.36,11.83,3.71%,0.12%,1.77%,5.33%,$-4.70,48
Seth Curry,SG/G/UTIL,CHA,10.29,5.38,5.13%,0.0%,0.08%,0.1%,$-4.72,48
Adam Flagler,PG/G/UTIL,OKC,4.6,3.11,0.0%,0.0%,0.08%,0.1%,$-4.73,48
Jeff Green,C/PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.73,48
Luke Kennard,PG/SG/G/UTIL,MEM,18.8,7.9,4.17%,0.0%,0.46%,0.39%,$-4.75,48
Kyle Filipowski,C/PF/F/UTIL,UTA,17.69,7.84,4.53%,0.0%,0.09%,0.1%,$-4.76,48
Keaton Wallace,PG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.1%,0.03%,$-4.77,48
Brice Sensabaugh,PF/SF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.1%,0.05%,$-4.77,48
Moussa Diabate,C/UTIL,CHA,15.16,7.61,7.35%,0.0%,0.08%,0.1%,$-4.77,48
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.05%,0.03%,$-4.77,48
Cam Whitmore,PF/SF/F/UTIL,HOU,14.14,8.15,3.32%,0.0%,0.13%,0.15%,$-4.78,48
Dyson Daniels,PG/SG/G/UTIL,ATL,31.85,8.36,2.06%,0.0%,1.3%,1.0%,$-4.79,48
Johnny Juzang,SF/SG/G/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.06%,0.04%,$-4.79,48
Aaron Holiday,PG/G/UTIL,HOU,5.71,3.46,0.61%,0.0%,0.08%,0.1%,$-4.79,48
Nic Claxton,C/UTIL,BKN,31.48,12.58,2.13%,0.0%,0.86%,1.01%,$-4.82,48
Collin Sexton,PG/SG/G/UTIL,UTA,29.54,11.66,2.56%,0.01%,1.16%,0.71%,$-4.84,48
Giannis Antetokounmpo,C/PF/F/UTIL,MIL,0,0.0,0.0%,0.0%,5.22%,0.11%,$-4.85,48
David Roddy,PF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.15%,0.03%,$-4.86,48
Jordan Clarkson,SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,2.85%,0.06%,$-4.88,48
Dillon Jones,PF/F/UTIL,OKC,8.77,5.01,3.31%,0.0%,0.09%,0.1%,$-4.88,48
Jaylon Tyson,SF/SG/G/F/UTIL,CLE,7.95,4.75,0.97%,0.0%,0.18%,0.1%,$-4.89,48
Marcus Sasser,PG/SG/G/UTIL,DET,12.3,6.9,0.75%,0.0%,0.23%,0.1%,$-4.90,48
Tristan Thompson,C/UTIL,CLE,12.64,7.03,7.42%,0.0%,0.03%,0.1%,$-4.90,48
Evan Mobley,C/PF/F/UTIL,CLE,0,0.0,0.0%,0.0%,0.19%,0.08%,$-4.91,48
Spencer Dinwiddie,PG/G/UTIL,DAL,25.21,8.18,0.97%,0.01%,1.41%,0.2%,$-4.91,48
Oscar Tshiebwe,C/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.91,48
Zion Williamson,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.88%,0.09%,$-4.91,48
Tyler Smith,PF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.91,48
Bobby Portis,C/PF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.04%,0.05%,$-4.91,48
Stanley Umude,SG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.91,48
Tre Mann,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.04%,$-4.91,48
Brandon Miller,PF/F/UTIL,CHA,0,0.0,0.0%,0.0%,0.07%,0.07%,$-4.91,48
Isaiah Hartenstein,C/UTIL,OKC,0,0.0,0.0%,0.0%,0.03%,0.07%,$-4.91,48
Isaac Okoro,PF/SF/F/UTIL,CLE,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.91,48
Jack McVeigh,SG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.91,48
Naji Marshall,PF/SF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.04%,0.05%,$-4.91,48
Chris Livingston,SF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.91,48
Svi Mykhailiuk,SF/SG/G/F/UTIL,UTA,16.23,7.97,0.39%,0.0%,0.21%,0.09%,$-4.92,48
Kenrich Williams,C/PF/F/UTIL,OKC,9.71,5.65,1.58%,0.0%,0.09%,0.1%,$-4.95,48
Khris Middleton,SF/SG/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.15%,0.05%,$-4.95,48
Damian Lillard,PG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.09%,0.08%,$-4.98,48
Jay Huff,C/UTIL,MEM,5.03,3.42,0.19%,0.0%,0.08%,0.1%,$-4.99,48
Steven Adams,C/UTIL,HOU,13.26,7.39,7.11%,0.0%,0.04%,0.1%,$-5.00,48
Brandon Ingram,PG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.2%,0.08%,$-5.01,48
D'Angelo Russell,PG/SG/G/UTIL,BKN,0,0.0,0.0%,0.0%,0.14%,0.06%,$-5.01,48
Chet Holmgren,PF/F/UTIL,OKC,0,0.0,0.0%,0.0%,0.06%,0.08%,$-5.02,48
Garrison Mathews,SG/G/UTIL,ATL,7.96,4.61,0.01%,0.0%,0.05%,0.1%,$-5.05,48
Trey Murphy III,SF/SG/G/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.19%,0.08%,$-5.05,48
Yves Missi,C/UTIL,NOP,0,0.0,0.0%,0.0%,0.05%,0.05%,$-5.05,48
CJ McCollum,PG/SG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.1%,0.07%,$-5.12,48
Mason Plumlee,C/UTIL,PHX,11.02,6.62,0.04%,0.0%,0.13%,0.1%,$-5.12,48
Ousmane Dieng,C/PF/F/UTIL,OKC,5.39,3.53,0.28%,0.0%,0.09%,0.1%,$-5.13,48
Jae'Sean Tate,PF/SF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.03%,0.03%,$-5.14,48
Herbert Jones,C/UTIL,NOP,0,0.0,0.0%,0.0%,0.03%,0.03%,$-5.14,48
Isaiah Wong,PG/SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-5.14,48
Karlo Matkovic,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.03%,0.03%,$-5.14,48
Pat Connaughton,PF/SF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-5.14,48
Ronald Holland II,PF/SF/F/UTIL,DET,11.91,6.46,0.43%,0.0%,0.05%,0.1%,$-5.17,48
Antonio Reeves,SF/SG/G/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.05%,0.03%,$-5.19,48
Jabari Smith Jr.,C/PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.07%,0.05%,$-5.21,48
Andre Jackson Jr.,SF/SG/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.07%,0.03%,$-5.21,48
Bradley Beal,SF/SG/G/F/UTIL,PHX,0,0.0,0.0%,0.0%,0.04%,0.06%,$-5.26,48
Dejounte Murray,PG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.08%,0.08%,$-5.26,48
Tidjane Salaun,PF/F/UTIL,CHA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-5.37,48
Caris LeVert,PG/SG/G/UTIL,CLE,0,0.0,0.0%,0.0%,0.03%,0.04%,$-5.37,48
Taylor Hendricks,SF/F/UTIL,UTA,0,0.0,0.02%,0.0%,0.03%,0.03%,$-5.37,48
Jamal Cain,SF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.03%,0.03%,$-5.37,48
Micah Potter,C/PF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.03%,0.04%,$-5.37,48
Marjon Beauchamp,PG/SF/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.04%,0.03%,$-5.43,48
Isaiah Joe,SF/SG/G/F/UTIL,OKC,0,0.0,0.0%,0.0%,0.05%,0.04%,$-5.47,48
Monte Morris,PG/G/UTIL,PHX,7.59,4.66,0.28%,0.0%,0.03%,0.1%,$-5.59,48
Delon Wright,PG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.01%,0.03%,$-5.61,48
Gary Trent Jr.,SF/SG/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.04%,0.03%,$-5.61,48
EJ Harkless,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-5.61,48
Jake LaRavia,PF/SF/F/UTIL,MEM,0,0.0,0.03%,0.0%,0.03%,0.04%,$-5.61,48
Patty Mills,PG/G/UTIL,UTA,0,0.0,0.05%,0.0%,0.02%,0.03%,$-5.61,48
Nate Williams,PG/SF/G/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.04%,0.03%,$-5.61,48
Jock Landale,C/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-5.96,48
Taj Gibson,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-5.96,48
Cameron Johnson,PF/SF/F/UTIL,BKN,0,0.0,0.0%,0.0%,0.02%,0.07%,$-5.96,48
Emoni Bates,PG/G/UTIL,CLE,0,0.0,0.0%,0.0%,0.02%,0.03%,$-5.96,48
Jordan Hawkins,SG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.02%,0.03%,$-5.96,48
AJ Green,PG/SG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-5.96,48
N'Faly Dante,C/UTIL,HOU,0,0.0,0.0%,0.0%,0.01%,0.03%,$-6.31,48
Brook Lopez,C/UTIL,MIL,0,0.0,0.0%,0.0%,0.01%,0.05%,$-6.31,48
Ryan Rollins,PG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.01%,0.03%,$-7.01,48
Branden Carlson,C/UTIL,OKC,0,0.0,0.0%,0.0%,0.01%,0.03%,$-7.01,48
Daniel Theis,C/UTIL,NOP,0,0.0,0.0%,0.0%,0.01%,0.04%,$-7.01,48
Simone Fontecchio,PF/F/UTIL,DET,11.05,5.83,0.0%,0.0%,0.01%,0.1%,$-7.01,48
Ben Simmons,PG/G/UTIL,BKN,0,0.0,0.0%,0.0%,0.01%,0.06%,$-7.01,48
