PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
T.J. McConnell (38104466),Anthony Edwards (38103918),Bennedict Mathurin (38104404),Obi Toppin (38104556),Thomas Bryant (38104716),Kevin Huerter (38104255),Deni Avdija (38104042),Nikola Jokic (38103886),317.12,307.63,418.45,49600,0.19%,14.03%,1081.0%,74.45%,187.54000000000002,$43.2,IND 4,MIN 1,generated,1
Cade Cunningham (38103897),Jordan Goodwin (38104297),Bennedict Mathurin (38104404),Obi Toppin (38104556),Thomas Bryant (38104716),Tre Jones (38104156),Aaron Gordon (38104290),Nikola Jokic (38103886),317.13,306.38000000000005,416.16,49600,0.2%,13.91%,1021.4%,74.85%,170.36,$40.9,IND 3,DEN 2,generated,1
Tyler Herro (38103970),Coby White (38104002),Jarace Walker (38105082),Obi Toppin (38104556),Thomas Bryant (38104716),T.J. McConnell (38104466),Deni Avdija (38104042),Nikola Jokic (38103886),318.32,309.71999999999997,418.19000000000005,49800,0.18%,14.15%,1011.9%,76.61%,176.75,$40.5,IND 4,MIA 1,generated,1
Cade Cunningham (38103897),Austin Reaves (38103934),Jarace Walker (38105082),Obi Toppin (38104556),Thomas Bryant (38104716),Jalen Hood-Schifino (38104433),Bennedict Mathurin (38104404),Nikola Jokic (38103886),313.12,302.15,413.14,49900,0.19%,11.31%,911.8%,70.24%,170.03,$36.5,IND 4,DET 1,generated,1
T.J. McConnell (38104466),Anthony Edwards (38103918),Deni Avdija (38104042),Obi Toppin (38104556),Thomas Bryant (38104716),Tre Jones (38104156),Ryan Dunn (38104519),Nikola Jokic (38103886),313.32,304.72,413.69,49700,0.18%,11.89%,890.8%,69.91%,177.0,$35.6,IND 3,MIN 1,generated,1
T.J. McConnell (38104466),Stephon Castle (38104102),Ricky Council IV (38104242),Deni Avdija (38104042),Thomas Bryant (38104716),Jordan Poole (38104053),Bennedict Mathurin (38104404),Luka Doncic (38103888),309.34000000000003,296.35,412.40999999999997,49300,0.16%,10.56%,832.5%,65.09%,143.62,$33.3,IND 3,SAS 1,generated,1
Tre Jones (38104156),Austin Reaves (38103934),Bennedict Mathurin (38104404),Tari Eason (38104115),Thomas Bryant (38104716),Jordan Goodwin (38104297),Obi Toppin (38104556),Nikola Jokic (38103886),312.68,303.41999999999996,408.13,49900,0.15%,10.86%,785.7%,70.2%,159.49,$31.4,IND 3,LAL 2,generated,1
Cade Cunningham (38103897),Jordan Goodwin (38104297),Jarace Walker (38105082),Obi Toppin (38104556),Thomas Bryant (38104716),Luka Doncic (38103888),Deni Avdija (38104042),Tre Jones (38104156),315.8399999999999,309.1700000000001,417.43,49300,0.11%,12.45%,777.0%,73.69%,177.64000000000001,$31.1,IND 3,LAL 2,generated,1
T.J. McConnell (38104466),Anthony Edwards (38103918),Bennedict Mathurin (38104404),Jarace Walker (38105082),Thomas Bryant (38104716),Luka Doncic (38103888),Ryan Dunn (38104519),Cade Cunningham (38103897),310.32000000000005,300.56,415.62999999999994,49300,0.15%,10.93%,772.7%,66.11%,183.64,$30.9,IND 4,MIN 1,generated,1
T.J. McConnell (38104466),Trey Murphy III (38104023),Bennedict Mathurin (38104404),Obi Toppin (38104556),Thomas Bryant (38104716),Cade Cunningham (38103897),Ryan Dunn (38104519),Nikola Jokic (38103886),315.08,302.3,415.82,49000,0.11%,12.3%,763.7%,72.29%,184.22,$30.5,IND 4,NOP 1,generated,1
Cade Cunningham (38103897),Stephon Castle (38104102),Bennedict Mathurin (38104404),Oshae Brissett (38104472),Thomas Bryant (38104716),Jordan Goodwin (38104297),Ryan Dunn (38104519),Nikola Jokic (38103886),310.68,298.67,410.63000000000005,49500,0.12%,11.0%,763.2%,66.88%,154.12,$30.5,IND 2,DET 1,generated,1
Cade Cunningham (38103897),Malik Beasley (38104260),Bennedict Mathurin (38104404),Jarace Walker (38105082),Thomas Bryant (38104716),Luka Doncic (38103888),Obi Toppin (38104556),Stephen Curry (38103925),312.2,304.9,414.87,50000,0.15%,10.86%,759.2%,69.2%,170.68,$30.4,IND 4,DET 2,generated,1
T.J. McConnell (38104466),Quentin Grimes (38103981),Jarace Walker (38105082),Obi Toppin (38104556),Thomas Bryant (38104716),Jordan Poole (38104053),Coby White (38104002),Nikola Jokic (38103886),309.66999999999996,295.73,410.15000000000003,49500,0.14%,9.59%,724.3%,66.28%,157.11,$29.0,IND 4,PHI 1,generated,1
Cade Cunningham (38103897),Devin Booker (38103921),Ryan Dunn (38104519),Obi Toppin (38104556),Thomas Bryant (38104716),T.J. McConnell (38104466),Deni Avdija (38104042),Austin Reaves (38103934),313.09000000000003,301.96,409.92999999999995,49400,0.13%,10.66%,719.5%,70.52%,166.32,$28.8,IND 3,PHX 2,generated,1
Cade Cunningham (38103897),Kevin Huerter (38104255),Ricky Council IV (38104242),Oshae Brissett (38104472),Thomas Bryant (38104716),T.J. McConnell (38104466),Justin Champagnie (38104215),Nikola Jokic (38103886),308.78000000000003,300.84999999999997,409.65000000000003,49600,0.14%,9.52%,713.6%,64.87%,144.49,$28.5,PHI 2,IND 2,generated,1
