Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jalen duren,C/UTIL,DET,29.24%,0.01%,1.63%,5.7%,9.36%,$0.87
trae young,PG/G/UTIL,ATL,31.2%,0.01%,1.64%,10.74%,14.32%,$0.77
wendell carter jr.,C/UTIL,ORL,30.12%,0.01%,1.46%,9.59%,15.85%,$0.51
onyeka okongwu,C/UTIL,ATL,30.27%,0.01%,1.41%,13.4%,20.59%,$0.38
jarrett allen,C/UTIL,CLE,29.73%,0.01%,1.39%,11.7%,19.31%,$0.33
santi aldama,PF/F/UTIL,MEM,27.99%,0.01%,1.34%,8.96%,10.11%,$0.27
georges niang,PF/F/UTIL,ATL,28.61%,0.01%,1.31%,14.34%,16.45%,$0.16
vince williams jr.,SF/SG/G/F/UTIL,MEM,28.49%,0.01%,1.29%,37.88%,22.77%,$0.1
kelly olynyk,C/PF/F/UTIL,NOP,28.28%,0.01%,1.26%,22.13%,17.08%,$0.05
jonathan isaac,C/PF/F/UTIL,ORL,26.38%,0.01%,1.21%,0.9%,0.56%,$0.04
karlo matkovic,C/PF/F/UTIL,NOP,27.35%,0.01%,1.23%,0.86%,0.63%,$0.04
zion williamson,PF/SF/F/UTIL,NOP,25.58%,0.01%,1.29%,10.42%,9.79%,$0.02
brandon clarke,C/PF/F/UTIL,MEM,24.92%,0.01%,1.16%,0.88%,0.63%,$0.01
ausar thompson,PF/SF/F/UTIL,DET,26.21%,0.01%,1.17%,9.89%,7.14%,$-0.11
nikola jovic,C/PF/F/UTIL,MIA,27.06%,0.01%,1.14%,4.38%,3.25%,$-0.12
zaccharie risacher,PF/SF/F/UTIL,ATL,26.89%,0.01%,1.16%,16.19%,11.74%,$-0.16
franz wagner,SF/F/UTIL,ORL,26.24%,0.01%,1.12%,8.26%,11.78%,$-0.22
terance mann,PG/SG/G/UTIL,ATL,25.43%,0.01%,1.12%,1.07%,0.57%,$-0.23
paolo banchero,PF/F/UTIL,ORL,27.84%,0.01%,1.12%,19.56%,30.74%,$-0.23
caris levert,SF/SG/G/F/UTIL,ATL,26.66%,0.01%,1.12%,18.59%,11.45%,$-0.24
alexandre sarr,C/UTIL,WAS,20.2%,0.01%,0.97%,0.04%,0.05%,$-0.26
dyson daniels,SG/G/UTIL,ATL,26.64%,0.01%,1.07%,9.79%,11.82%,$-0.3
jakob poeltl,C/UTIL,TOR,23.22%,0.01%,0.99%,0.05%,0.06%,$-0.3
kyshawn george,PF/F/UTIL,WAS,27.09%,0.01%,1.09%,5.85%,6.56%,$-0.31
anthony edwards,PG/SG/G/UTIL,MIN,27.32%,0.01%,1.07%,17.39%,17.03%,$-0.32
davion mitchell,PG/SG/G/UTIL,MIA,25.75%,0.01%,1.08%,10.98%,9.39%,$-0.32
cole anthony,PG/SG/G/UTIL,ORL,27.06%,0.01%,1.07%,55.82%,58.77%,$-0.35
donovan mitchell,PG/SG/G/UTIL,CLE,25.12%,0.01%,1.04%,14.24%,13.39%,$-0.41
andrew wiggins,SF/F/UTIL,MIA,25.66%,0.01%,1.02%,6.57%,6.86%,$-0.43
rj barrett,SF/SG/G/F/UTIL,TOR,26.89%,0.01%,1.02%,37.76%,27.62%,$-0.44
bradley beal,SF/SG/G/F/UTIL,PHX,26.14%,0.01%,1.02%,17.13%,10.88%,$-0.45
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,26.22%,0.01%,1.0%,17.47%,10.71%,$-0.49
bam adebayo,C/PF/F/UTIL,MIA,25.22%,0.01%,0.99%,8.34%,7.63%,$-0.49
cade cunningham,PG/G/UTIL,DET,25.47%,0.01%,1.0%,16.29%,22.19%,$-0.5
evan mobley,C/PF/F/UTIL,CLE,25.55%,0.01%,0.98%,18.0%,16.85%,$-0.51
darius garland,PG/G/UTIL,CLE,24.31%,0.01%,0.98%,10.74%,13.31%,$-0.51
jose alvarado,PG/G/UTIL,NOP,25.23%,0.01%,0.98%,11.98%,13.6%,$-0.52
scottie barnes,PG/SF/G/F/UTIL,TOR,25.19%,0.01%,0.97%,13.81%,10.8%,$-0.54
tim hardaway jr.,SF/SG/G/F/UTIL,DET,24.85%,0.01%,0.97%,4.31%,2.58%,$-0.54
isaiah hartenstein,C/UTIL,OKC,22.31%,0.01%,0.89%,1.03%,1.54%,$-0.55
corey kispert,PF/SF/F/UTIL,WAS,24.5%,0.01%,0.95%,4.18%,2.87%,$-0.56
kentavious caldwell-pope,SG/G/UTIL,ORL,24.8%,0.01%,0.97%,1.08%,1.43%,$-0.57
de'andre hunter,PF/SF/F/UTIL,CLE,24.42%,0.01%,0.94%,8.81%,6.13%,$-0.58
nick richards,C/UTIL,PHX,23.2%,0.01%,0.9%,0.88%,1.4%,$-0.6
luka garza,C/UTIL,MIN,24.98%,0.01%,0.94%,0.1%,0.1%,$-0.6
shai gilgeous-alexander,PG/G/UTIL,OKC,23.4%,0.01%,0.96%,10.54%,13.84%,$-0.61
de'aaron fox,PG/SG/G/UTIL,SAS,23.9%,0.01%,0.92%,7.66%,7.43%,$-0.61
dennis schroder,PG/SG/G/UTIL,DET,22.64%,0.01%,0.92%,1.08%,0.74%,$-0.61
max strus,SF/SG/G/F/UTIL,CLE,23.99%,0.01%,0.93%,6.55%,3.8%,$-0.62
jordan poole,PG/G/UTIL,WAS,23.72%,0.01%,0.91%,4.35%,5.56%,$-0.63
isaiah stewart,C/UTIL,DET,23.02%,0.01%,0.9%,0.41%,0.74%,$-0.64
ty jerome,PG/G/UTIL,CLE,22.13%,0.01%,0.89%,2.84%,3.75%,$-0.66
chet holmgren,C/PF/F/UTIL,OKC,23.6%,0.01%,0.9%,8.2%,6.39%,$-0.67
zach edey,C/UTIL,MEM,22.61%,0.01%,0.87%,0.92%,1.63%,$-0.68
orlando robinson,C/UTIL,TOR,24.51%,0.0%,0.9%,24.66%,39.43%,$-0.7
ja morant,PG/G/UTIL,MEM,22.89%,0.01%,0.88%,7.73%,10.82%,$-0.72
cj mccollum,PG/G/UTIL,NOP,23.05%,0.01%,0.84%,1.85%,2.6%,$-0.74
sandro mamukelashvili,C/PF/F/UTIL,SAS,22.54%,0.01%,0.85%,0.16%,0.1%,$-0.74
keldon johnson,PF/SF/F/UTIL,SAS,22.68%,0.01%,0.86%,4.01%,2.77%,$-0.75
desmond bane,SG/G/UTIL,MEM,23.55%,0.01%,0.86%,9.64%,11.58%,$-0.76
jalen williams,PF/SF/F/UTIL,OKC,22.77%,0.01%,0.85%,6.47%,5.38%,$-0.78
devin booker,PG/SG/G/UTIL,PHX,23.79%,0.0%,0.84%,9.42%,9.31%,$-0.79
gregory jackson,PF/SF/F/UTIL,MEM,21.88%,0.01%,0.83%,1.91%,1.19%,$-0.79
goga bitadze,C/UTIL,ORL,20.75%,0.01%,0.78%,0.44%,0.68%,$-0.79
tobias harris,PF/F/UTIL,DET,23.79%,0.0%,0.82%,5.22%,5.78%,$-0.83
yves missi,C/UTIL,NOP,22.66%,0.01%,0.81%,1.24%,2.04%,$-0.83
jaren jackson jr.,C/PF/F/UTIL,MEM,22.98%,0.0%,0.82%,13.9%,12.37%,$-0.84
royce o'neale,PF/SF/F/UTIL,PHX,23.33%,0.0%,0.8%,17.36%,12.36%,$-0.9
cason wallace,PG/SG/G/UTIL,OKC,22.32%,0.01%,0.8%,0.5%,0.4%,$-0.9
immanuel quickley,PG/G/UTIL,TOR,22.26%,0.0%,0.79%,9.62%,11.59%,$-0.91
tyler herro,PG/G/UTIL,MIA,22.59%,0.0%,0.77%,5.08%,7.01%,$-0.91
malik beasley,SF/SG/G/F/UTIL,DET,22.01%,0.0%,0.78%,3.75%,2.1%,$-0.92
carlton carrington,PG/SG/G/UTIL,WAS,23.34%,0.0%,0.8%,2.9%,2.41%,$-0.92
brook lopez,C/UTIL,MIL,23.51%,0.0%,0.77%,0.38%,0.65%,$-0.92
naz reid,C/PF/F/UTIL,MIN,23.83%,0.0%,0.75%,6.28%,5.61%,$-0.96
luke kennard,PG/SG/G/UTIL,MEM,22.39%,0.0%,0.78%,0.3%,0.29%,$-0.96
jonathan mogbo,C/PF/F/UTIL,TOR,21.83%,0.01%,0.76%,0.1%,0.1%,$-0.97
ja'kobe walter,SF/SG/G/F/UTIL,TOR,21.79%,0.0%,0.77%,3.12%,1.78%,$-0.99
justin champagnie,PF/F/UTIL,WAS,22.4%,0.0%,0.76%,22.72%,26.92%,$-1.0
duncan robinson,SG/G/UTIL,MIA,22.4%,0.0%,0.79%,0.16%,0.22%,$-1.03
trey murphy iii,SF/SG/G/F/UTIL,NOP,21.18%,0.0%,0.69%,2.43%,1.81%,$-1.07
mouhamed gueye,C/PF/F/UTIL,ATL,21.03%,0.0%,0.7%,0.33%,0.23%,$-1.07
ronald holland ii,SF/F/UTIL,DET,21.86%,0.0%,0.73%,0.21%,0.1%,$-1.07
clint capela,C/UTIL,ATL,20.39%,0.01%,0.67%,0.21%,0.35%,$-1.08
giannis antetokounmpo,C/PF/F/UTIL,MIL,17.85%,0.01%,0.77%,6.09%,4.54%,$-1.1
bilal coulibaly,SF/SG/G/F/UTIL,WAS,23.11%,0.0%,0.65%,0.08%,0.05%,$-1.1
jaden mcdaniels,SF/F/UTIL,MIN,23.27%,0.0%,0.69%,3.92%,3.8%,$-1.11
devin vassell,SF/SG/G/F/UTIL,SAS,21.49%,0.0%,0.69%,5.68%,3.44%,$-1.13
grayson allen,SF/SG/G/F/UTIL,PHX,20.95%,0.0%,0.67%,1.96%,1.16%,$-1.17
kel'el ware,C/UTIL,MIA,20.11%,0.0%,0.64%,0.31%,0.47%,$-1.17
gradey dick,SG/G/UTIL,TOR,20.78%,0.0%,0.67%,13.73%,16.87%,$-1.2
kevin durant,C/PF/F/UTIL,PHX,21.39%,0.0%,0.62%,7.59%,6.73%,$-1.22
gary trent jr.,SF/SG/G/F/UTIL,MIL,20.92%,0.0%,0.66%,0.26%,0.15%,$-1.23
ochai agbaji,PF/F/UTIL,TOR,20.59%,0.0%,0.69%,0.11%,0.19%,$-1.23
damian lillard,PG/G/UTIL,MIL,20.14%,0.0%,0.62%,3.28%,3.9%,$-1.24
jericho sims,C/UTIL,MIL,20.36%,0.0%,0.65%,0.07%,0.1%,$-1.25
isaac okoro,SF/F/UTIL,CLE,20.32%,0.0%,0.63%,0.15%,0.1%,$-1.26
chris paul,PG/G/UTIL,SAS,19.83%,0.0%,0.61%,2.47%,2.68%,$-1.28
bruce brown,PG/SF/G/F/UTIL,NOP,19.73%,0.0%,0.6%,2.47%,1.54%,$-1.33
richaun holmes,C/UTIL,WAS,19.87%,0.0%,0.58%,3.02%,5.0%,$-1.34
alex caruso,PG/SF/G/F/UTIL,OKC,19.55%,0.0%,0.59%,0.44%,0.24%,$-1.35
luguentz dort,SF/SG/G/F/UTIL,OKC,20.74%,0.0%,0.59%,0.75%,0.42%,$-1.35
kevin porter jr.,PG/G/UTIL,MIL,19.1%,0.0%,0.56%,0.18%,0.19%,$-1.37
tristan da silva,PF/SF/F/UTIL,ORL,20.1%,0.0%,0.6%,0.07%,0.04%,$-1.37
jordan hawkins,SG/G/UTIL,NOP,18.94%,0.0%,0.57%,0.51%,0.63%,$-1.38
aj green,PG/SG/G/UTIL,MIL,19.39%,0.0%,0.59%,0.95%,0.82%,$-1.39
kenrich williams,PF/F/UTIL,OKC,19.3%,0.0%,0.57%,0.1%,0.1%,$-1.45
