PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Scotty Pippen Jr. (38084268),Cason Wallace (38084201),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Nikola Jokic (38083858),Russell Westbrook (38084014),Karlo Matkovic (38084160),Blake Wesley (38084468),285.61,285.36,390.35999999999996,49700,0.06%,4.5%,268.4%,44.52%,219.76999999999998,$8.1,DEN 2,MEM 1,generated,1
Jalen Green (38083952),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Kelly Olynyk (38084082),Nikola Jokic (38083858),Russell Westbrook (38084014),Justin Champagnie (38084078),Jordan Hawkins (38084276),289.79999999999995,288.28000000000003,387.03,49800,0.07%,5.1%,267.9%,50.45%,225.28999999999996,$8.0,NOP 2,DEN 2,generated,1
Cade Cunningham (38083867),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Mo Bamba (38084375),Russell Westbrook (38084014),Kelly Olynyk (38084082),Scotty Pippen Jr. (38084268),288.38000000000005,289.09,393.62000000000006,49800,0.07%,4.51%,266.5%,48.21%,236.47,$8.0,NOP 2,DET 1,generated,1
Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Aaron Wiggins (38084052),Giannis Antetokounmpo (38083860),Mo Bamba (38084375),Russell Westbrook (38084014),Jonathan Kuminga (38084041),Blake Wesley (38084468),278.69,275.85,383.87,50000,0.1%,3.46%,266.0%,36.69%,169.60000000000002,$8.0,OKC 2,NOP 2,generated,1
Stephon Castle (38084005),Jordan Hawkins (38084276),Jaime Jaquez Jr. (38084296),Karlo Matkovic (38084160),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Devin Vassell (38083987),Nikola Jokic (38083858),288.98,288.47999999999996,388.53999999999996,50000,0.05%,5.18%,265.9%,49.14%,226.92999999999998,$8.0,SAS 2,NOP 2,generated,1
Jose Alvarado (38084168),Trey Murphy III (38083947),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Nikola Jokic (38083858),Russell Westbrook (38084014),Karlo Matkovic (38084160),Stephon Castle (38084005),293.64,292.08000000000004,390.47,50000,0.05%,6.04%,263.9%,55.26%,235.82999999999998,$7.9,NOP 3,DEN 2,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Aaron Wiggins (38084052),Jaime Jaquez Jr. (38084296),Nikola Jokic (38083858),Scotty Pippen Jr. (38084268),Corey Kispert (38084256),Blake Wesley (38084468),282.97999999999996,279.34000000000003,386.16,49900,0.07%,4.42%,262.8%,42.63%,183.98000000000002,$7.9,OKC 2,SAS 2,generated,1
Jose Alvarado (38084168),Jordan Hawkins (38084276),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Alperen Sengun (38083870),Russell Westbrook (38084014),Trey Murphy III (38083947),Mo Bamba (38084375),291.07,289.21,391.86,50000,0.04%,4.61%,252.2%,51.6%,219.01,$7.6,NOP 4,MIA 1,generated,1
Cade Cunningham (38083867),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Mo Bamba (38084375),Jordan Hawkins (38084276),Kelly Olynyk (38084082),Nikola Jokic (38083858),282.22,280.78999999999996,383.33,49600,0.07%,4.17%,251.5%,41.62%,179.36,$7.5,NOP 3,DET 1,generated,1
Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Kevin Huerter (38084121),Giannis Antetokounmpo (38083860),Mo Bamba (38084375),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Tre Jones (38084046),289.8,287.2,390.43000000000006,50000,0.06%,4.65%,251.4%,50.03%,231.94,$7.5,NOP 2,CHI 2,generated,1
Cade Cunningham (38083867),Stephon Castle (38084005),Aaron Wiggins (38084052),Jaime Jaquez Jr. (38084296),Mo Bamba (38084375),Scotty Pippen Jr. (38084268),Keldon Johnson (38084146),Nikola Jokic (38083858),280.62,280.6,384.21,49800,0.08%,3.96%,247.4%,39.67%,182.4,$7.4,SAS 2,DET 1,generated,1
Stephon Castle (38084005),Jalen Green (38083952),Kevin Huerter (38084121),Giannis Antetokounmpo (38083860),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Jaime Jaquez Jr. (38084296),Mo Bamba (38084375),290.47999999999996,287.41999999999996,388.93999999999994,49900,0.05%,4.42%,245.0%,51.05%,221.01999999999998,$7.4,SAS 1,HOU 1,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Aaron Wiggins (38084052),Karl-Anthony Towns (38083872),Scotty Pippen Jr. (38084268),Justin Champagnie (38084078),Karlo Matkovic (38084160),287.26,283.95,383.75,49900,0.04%,4.67%,243.0%,46.93%,198.26999999999998,$7.3,OKC 2,SAS 1,generated,1
Shai Gilgeous-Alexander (38083864),Jalen Green (38083952),Justin Champagnie (38084078),Jaime Jaquez Jr. (38084296),Alexandre Sarr (38084017),Russell Westbrook (38084014),Jabari Smith Jr. (38084102),Tre Jones (38084046),288.38000000000005,284.83,375.62,49900,0.06%,4.58%,241.8%,48.01%,203.47,$7.3,HOU 2,WAS 2,generated,1
Russell Westbrook (38084014),Stephon Castle (38084005),Aaron Wiggins (38084052),Jaime Jaquez Jr. (38084296),Mo Bamba (38084375),Trey Murphy III (38083947),Justin Champagnie (38084078),Nikola Jokic (38083858),290.64,288.55,389.19,49700,0.04%,5.3%,239.1%,51.41%,222.05999999999997,$7.2,DEN 2,NOP 2,generated,1
Scotty Pippen Jr. (38084268),Kevin Huerter (38084121),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Nikola Jokic (38083858),Russell Westbrook (38084014),Kelly Olynyk (38084082),Damian Lillard (38083884),284.52000000000004,285.88,379.80999999999995,50000,0.07%,4.03%,238.3%,43.75%,201.03,$7.2,DEN 2,MEM 1,generated,1
CJ McCollum (38083974),Jalen Green (38083952),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Mo Bamba (38084375),Russell Westbrook (38084014),Justin Champagnie (38084078),Nikola Jokic (38083858),285.34999999999997,284.92,379.2,49700,0.06%,4.35%,237.9%,44.87%,183.05,$7.1,NOP 2,HOU 2,generated,1
Stephon Castle (38084005),Marcus Smart (38084223),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Nikola Jokic (38083858),Russell Westbrook (38084014),Trey Murphy III (38083947),Justin Champagnie (38084078),292.25,288.26,387.6600000000001,50000,0.05%,5.39%,237.7%,53.78%,218.76999999999998,$7.1,WAS 2,DEN 2,generated,1
Tre Jones (38084046),Jordan Hawkins (38084276),Kevin Huerter (38084121),Karlo Matkovic (38084160),Alperen Sengun (38083870),Scotty Pippen Jr. (38084268),Justin Champagnie (38084078),Nikola Jokic (38083858),284.65,284.16,379.42,49900,0.05%,4.45%,237.1%,43.82%,192.97,$7.1,CHI 2,NOP 2,generated,1
Cason Wallace (38084201),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Karlo Matkovic (38084160),Karl-Anthony Towns (38083872),Jordan Hawkins (38084276),Justin Champagnie (38084078),Nikola Jokic (38083858),285.62,282.68,382.69,50000,0.06%,4.32%,237.0%,45.34%,191.02,$7.1,NOP 2,OKC 1,generated,1
Scotty Pippen Jr. (38084268),Jordan Hawkins (38084276),Justin Champagnie (38084078),Kelly Olynyk (38084082),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Michael Porter Jr. (38083977),Nikola Jokic (38083858),279.75,280.45,379.65,49800,0.08%,3.5%,236.7%,38.41%,173.82999999999998,$7.1,DEN 3,NOP 2,generated,1
Scotty Pippen Jr. (38084268),Jordan Hawkins (38084276),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Nikola Jokic (38083858),Russell Westbrook (38084014),Zeke Nnaji (38084390),Kelly Olynyk (38084082),285.25,286.21000000000004,392.61,49700,0.06%,4.15%,236.2%,44.38%,222.59999999999997,$7.1,DEN 3,NOP 2,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Marcus Smart (38084223),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Jose Alvarado (38084168),Jeremy Sochan (38084132),Scotty Pippen Jr. (38084268),283.17,279.92,389.15000000000003,50000,0.06%,3.89%,233.1%,41.69%,195.84,$7.0,SAS 2,OKC 1,generated,1
Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Kevin Huerter (38084121),Karlo Matkovic (38084160),Nikola Jokic (38083858),Scotty Pippen Jr. (38084268),Gary Payton II (38084239),Justin Champagnie (38084078),279.88,276.51,379.05,50000,0.06%,4.05%,232.9%,39.01%,153.51,$7.0,NOP 2,OKC 1,generated,1
Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Trey Murphy III (38083947),Jaime Jaquez Jr. (38084296),Mo Bamba (38084375),Stephen Curry (38083881),Corey Kispert (38084256),Nikola Jokic (38083858),282.16999999999996,278.53,382.67,50000,0.06%,4.0%,232.1%,41.24%,178.94,$7.0,NOP 2,MEM 1,generated,1
Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Pascal Siakam (38083919),Isaiah Hartenstein (38083966),Jose Alvarado (38084168),Corey Kispert (38084256),Nikola Jokic (38083858),279.46,274.94,381.08,49900,0.07%,3.76%,231.7%,38.77%,170.3,$7.0,MEM 1,SAS 1,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Bam Adebayo (38083887),Jabari Smith Jr. (38084102),Russell Westbrook (38084014),Justin Champagnie (38084078),Scotty Pippen Jr. (38084268),290.82,286.91999999999996,383.68000000000006,50000,0.04%,5.16%,231.0%,51.18%,230.89999999999998,$6.9,MIA 2,OKC 1,generated,1
Scotty Pippen Jr. (38084268),Tyler Herro (38083915),Jaime Jaquez Jr. (38084296),Karlo Matkovic (38084160),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Marcus Smart (38084223),Nikola Jokic (38083858),282.88,283.92,382.93,50000,0.06%,4.22%,229.3%,42.2%,193.34,$6.9,MIA 2,DEN 2,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Mo Bamba (38084375),Blake Wesley (38084468),Kevin Huerter (38084121),Russell Westbrook (38084014),289.09000000000003,287.78999999999996,391.98,50000,0.04%,4.58%,229.3%,49.1%,232.16,$6.9,SAS 2,OKC 1,generated,1
Cade Cunningham (38083867),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Steven Adams (38084373),Scotty Pippen Jr. (38084268),Kelly Olynyk (38084082),Alexandre Sarr (38084017),281.48,277.74,386.47,49800,0.07%,3.49%,228.5%,39.55%,175.82,$6.9,DET 1,SAS 1,generated,1
Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Julian Champagnie (38084347),Jabari Smith Jr. (38084102),Giannis Antetokounmpo (38083860),Russell Westbrook (38084014),Kelly Olynyk (38084082),Scotty Pippen Jr. (38084268),284.44,281.94,385.46999999999997,49900,0.05%,4.06%,228.4%,43.09%,194.21,$6.9,NOP 2,OKC 1,generated,1
Scotty Pippen Jr. (38084268),Trey Murphy III (38083947),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Giannis Antetokounmpo (38083860),Jordan Hawkins (38084276),Justin Champagnie (38084078),Alperen Sengun (38083870),293.67,285.43,389.71,50000,0.04%,4.96%,227.2%,55.57%,192.88,$6.8,NOP 2,HOU 2,generated,1
Scotty Pippen Jr. (38084268),Devin Vassell (38083987),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Karl-Anthony Towns (38083872),Jordan Hawkins (38084276),Justin Champagnie (38084078),Nikola Jokic (38083858),284.34,282.77,379.58,49900,0.05%,4.45%,226.8%,43.59%,174.16000000000003,$6.8,MEM 1,SAS 1,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Kevin Huerter (38084121),Jaime Jaquez Jr. (38084296),Alperen Sengun (38083870),Scotty Pippen Jr. (38084268),Dillon Brooks (38084093),Tre Jones (38084046),289.78,286.03000000000003,380.57,50000,0.05%,4.6%,226.0%,49.73%,221.8,$6.8,CHI 2,HOU 2,generated,1
Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Alperen Sengun (38083870),Jordan Hawkins (38084276),Dillon Brooks (38084093),Russell Westbrook (38084014),296.02,291.3,394.4699999999999,49700,0.02%,5.48%,224.9%,58.86%,258.26,$6.7,HOU 2,MEM 1,generated,1
Jose Alvarado (38084168),Jordan Hawkins (38084276),Jaime Jaquez Jr. (38084296),Dillon Brooks (38084093),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Trey Murphy III (38083947),Nikola Jokic (38083858),286.52,284.37,382.46999999999997,49800,0.04%,4.41%,220.4%,46.22%,197.09,$6.6,NOP 3,DEN 2,generated,1
Cade Cunningham (38083867),Stephon Castle (38084005),Keldon Johnson (38084146),Jaime Jaquez Jr. (38084296),Isaiah Hartenstein (38083966),Trey Murphy III (38083947),Jabari Smith Jr. (38084102),Russell Westbrook (38084014),287.2,284.0,379.08000000000004,50000,0.04%,4.07%,218.4%,46.26%,201.07999999999998,$6.6,SAS 2,DET 1,generated,1
Scotty Pippen Jr. (38084268),Jordan Hawkins (38084276),Kevin Huerter (38084121),Giannis Antetokounmpo (38083860),Alperen Sengun (38083870),Russell Westbrook (38084014),Justin Champagnie (38084078),Kelly Olynyk (38084082),288.28,286.38,386.59,50000,0.05%,4.44%,217.4%,48.17%,205.49,$6.5,NOP 2,MEM 1,generated,1
Cade Cunningham (38083867),Jordan Hawkins (38084276),Aaron Wiggins (38084052),Jabari Smith Jr. (38084102),Alperen Sengun (38083870),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Alexandre Sarr (38084017),285.93,279.77,377.82000000000005,49800,0.06%,3.99%,216.4%,45.02%,174.4,$6.5,HOU 2,DET 1,generated,1
Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Dillon Brooks (38084093),Jonathan Kuminga (38084041),Nikola Jokic (38083858),Russell Westbrook (38084014),Marcus Smart (38084223),CJ McCollum (38083974),280.26,278.69,379.80999999999995,49900,0.07%,3.58%,215.8%,39.67%,186.38,$6.5,DEN 2,MEM 1,generated,1
Jose Alvarado (38084168),Jordan Hawkins (38084276),Keldon Johnson (38084146),Jaime Jaquez Jr. (38084296),Karl-Anthony Towns (38083872),Russell Westbrook (38084014),Jabari Smith Jr. (38084102),Nikola Jokic (38083858),284.12,286.21000000000004,382.01,49900,0.04%,4.32%,215.3%,43.76%,202.34,$6.5,NOP 2,DEN 2,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Isaiah Hartenstein (38083966),Russell Westbrook (38084014),Julian Champagnie (38084347),Trey Murphy III (38083947),288.97,283.43,382.23,49800,0.03%,4.52%,214.9%,48.65%,207.34,$6.4,OKC 2,SAS 2,generated,1
Scotty Pippen Jr. (38084268),Jordan Hawkins (38084276),Dillon Brooks (38084093),Giannis Antetokounmpo (38083860),Nikola Jokic (38083858),Tre Jones (38084046),Karlo Matkovic (38084160),Blake Wesley (38084468),281.4,280.74,382.71,49900,0.07%,3.7%,214.2%,39.68%,190.49,$6.4,NOP 2,MEM 1,generated,1
Scotty Pippen Jr. (38084268),Marcus Smart (38084223),Corey Kispert (38084256),Kelly Olynyk (38084082),Alperen Sengun (38083870),Russell Westbrook (38084014),Karlo Matkovic (38084160),Nikola Jokic (38083858),277.9,278.34000000000003,379.15999999999997,49900,0.07%,3.3%,212.5%,36.91%,165.48000000000002,$6.4,WAS 2,NOP 2,generated,1
Scotty Pippen Jr. (38084268),Trey Murphy III (38083947),Justin Champagnie (38084078),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Russell Westbrook (38084014),Jonathan Kuminga (38084041),CJ McCollum (38083974),286.89,283.1,386.15,49800,0.05%,3.66%,210.9%,45.62%,206.03000000000003,$6.3,NOP 2,MEM 1,generated,1
Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Kevin Huerter (38084121),Giannis Antetokounmpo (38083860),Alperen Sengun (38083870),Russell Westbrook (38084014),Marcus Smart (38084223),Jordan Hawkins (38084276),291.53,288.85,391.06999999999994,50000,0.03%,4.6%,210.8%,52.42%,235.57999999999998,$6.3,MEM 1,SAS 1,generated,1
Scotty Pippen Jr. (38084268),Jordan Hawkins (38084276),Andrew Wiggins (38084002),Jaime Jaquez Jr. (38084296),Nikola Jokic (38083858),Russell Westbrook (38084014),Trey Murphy III (38083947),Stephon Castle (38084005),291.74,292.75,389.3,49500,0.03%,5.14%,209.3%,52.61%,256.63,$6.3,NOP 2,MIA 2,generated,1
Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Dillon Brooks (38084093),Jabari Smith Jr. (38084102),Russell Westbrook (38084014),Trey Murphy III (38083947),Nikola Jokic (38083858),294.58,290.33,388.29999999999995,49600,0.02%,6.02%,208.4%,56.47%,238.64000000000001,$6.3,HOU 2,DEN 2,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Michael Porter Jr. (38083977),Jaime Jaquez Jr. (38084296),Alperen Sengun (38083870),Jordan Hawkins (38084276),Karlo Matkovic (38084160),Scotty Pippen Jr. (38084268),285.45,281.79,381.91,49600,0.03%,4.32%,207.0%,44.39%,204.95,$6.2,NOP 2,OKC 1,generated,1
Scotty Pippen Jr. (38084268),Stephon Castle (38084005),Kevin Huerter (38084121),Jaime Jaquez Jr. (38084296),Alperen Sengun (38083870),Russell Westbrook (38084014),Giannis Antetokounmpo (38083860),Jordan Hawkins (38084276),295.91999999999996,292.91,395.1,49500,0.02%,5.62%,206.2%,58.83%,269.28999999999996,$6.2,MEM 1,SAS 1,generated,1
Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Giannis Antetokounmpo (38083860),Tre Jones (38084046),Justin Champagnie (38084078),Scotty Pippen Jr. (38084268),289.75,284.63999999999993,387.03000000000003,49500,0.04%,4.83%,206.1%,49.8%,218.25,$6.2,OKC 1,NOP 1,generated,1
Tyler Herro (38083915),Stephon Castle (38084005),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Mo Bamba (38084375),Russell Westbrook (38084014),Kevin Huerter (38084121),Nikola Jokic (38083858),288.82,288.94,383.74,49900,0.03%,4.49%,205.6%,49.24%,219.48,$6.2,MIA 2,DEN 2,generated,1
Shai Gilgeous-Alexander (38083864),Stephon Castle (38084005),Ausar Thompson (38084060),Jaime Jaquez Jr. (38084296),Mo Bamba (38084375),Russell Westbrook (38084014),Trey Murphy III (38083947),CJ McCollum (38083974),284.38,284.0,380.83000000000004,50000,0.04%,3.89%,205.1%,43.31%,205.72,$6.2,NOP 3,OKC 1,generated,1
Tre Jones (38084046),Stephon Castle (38084005),Keldon Johnson (38084146),Giannis Antetokounmpo (38083860),Alperen Sengun (38083870),Scotty Pippen Jr. (38084268),Justin Champagnie (38084078),Mo Bamba (38084375),285.78999999999996,283.03,386.92,50000,0.05%,3.6%,204.5%,44.51%,200.01,$6.1,SAS 2,CHI 1,generated,1
CJ McCollum (38083974),Marcus Smart (38084223),Jaime Jaquez Jr. (38084296),Jabari Smith Jr. (38084102),Alperen Sengun (38083870),Russell Westbrook (38084014),Justin Champagnie (38084078),Karl-Anthony Towns (38083872),284.12,283.79,374.15,50000,0.05%,3.65%,204.0%,42.82%,178.11,$6.1,WAS 2,HOU 2,generated,1
Shai Gilgeous-Alexander (38083864),Jordan Hawkins (38084276),Justin Champagnie (38084078),Giannis Antetokounmpo (38083860),Jabari Smith Jr. (38084102),Jose Alvarado (38084168),Jeremy Sochan (38084132),Scotty Pippen Jr. (38084268),282.09,277.06,382.15000000000003,49900,0.06%,3.64%,203.1%,40.26%,160.37,$6.1,NOP 2,OKC 1,generated,1
Tre Jones (38084046),Jordan Hawkins (38084276),Jaime Jaquez Jr. (38084296),Giannis Antetokounmpo (38083860),Alperen Sengun (38083870),Russell Westbrook (38084014),Kelly Olynyk (38084082),Karlo Matkovic (38084160),288.89,289.65,387.97,49900,0.05%,3.89%,202.4%,48.53%,240.59,$6.1,NOP 3,CHI 1,generated,1
Cade Cunningham (38083867),Stephon Castle (38084005),Aaron Wiggins (38084052),Jabari Smith Jr. (38084102),Karl-Anthony Towns (38083872),Russell Westbrook (38084014),Jaime Jaquez Jr. (38084296),Jordan Hawkins (38084276),288.66999999999996,288.42,379.8399999999999,49800,0.03%,4.41%,201.9%,48.26%,225.52999999999997,$6.1,DET 1,SAS 1,generated,1
