PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Stephon Castle (37338477),Buddy Hield (37338351),Paul George (37338105),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Keaton Wallace (37338930),Scottie Barnes (37338057),Brice Sensabaugh (37338383),303.74367187499996,340.4890104110371,49400,100.00%,4867,3278.24%,0,147.39,$131.13,SAS 1,GSW 1,user2,1,marvalshot,4406,4611344379_2
Keaton Wallace (37338930),CJ McCollum (37338156),Josh Hart (37338127),Brice Sensabaugh (37338383),Wendell Carter Jr. (37338391),Coby White (37338195),Buddy Hield (37338351),Giannis Antetokounmpo (37338014),297.870625,331.4614797467385,50000,100.00%,163,802.89%,0,104.66999999999999,$32.12,ATL 1,NOP 1,user2,1,marvalshot,4412,4611344380_2
Chris Paul (37338220),Mikal Bridges (37338239),Keldon Johnson (37338409),Julius Randle (37338149),Daniel Gafford (37338424),Keaton Wallace (37338930),Amen Thompson (37338122),Victor Wembanyama (37338018),303.528125,337.44434077079416,50000,100.00%,4518,3364.66%,2,115.06,$134.59,SAS 3,NYK 1,user3,1,marvalshot,4420,4611344381_3
Stephon Castle (37338477),Bogdan Bogdanovic (37338369),Jayson Tatum (37338023),Brice Sensabaugh (37338383),Nikola Jokic (37338012),Keaton Wallace (37338930),Peyton Watson (37338441),Julius Randle (37338149),290.6958029513889,326.22520013613024,50000,100.00%,0,234.93%,0,158.96,$9.4,ATL 2,DEN 2,user,1,marvalshot,4276,4611344382
Jalen Brunson (37338088),Vit Krejci (37338481),Trey Murphy III (37338144),Brice Sensabaugh (37338383),Victor Wembanyama (37338018),Keaton Wallace (37338930),Khris Middleton (37338293),Cole Anthony (37338216),291.313125,325.96185211320403,49900,100.00%,0,256.49%,0,142.84,$10.26,ATL 2,NYK 1,user,1,marvalshot,1991,4611344383
Jalen Brunson (37338088),Mikal Bridges (37338239),Tristan da Silva (37338374),David Roddy (37338933),Daniel Gafford (37338424),Keaton Wallace (37338930),Giannis Antetokounmpo (37338014),Alperen Sengun (37338065),308.85125,346.1203723773293,49700,100.00%,9783,19153.82%,138,138.32,$766.15,NYK 2,ATL 2,user3,1,marvalshot,4432,4611344384_3
Dejounte Murray (37338096),Bogdan Bogdanovic (37338369),Paul George (37338105),PJ Washington (37338176),Rudy Gobert (37338268),Keaton Wallace (37338930),Scottie Barnes (37338057),Daniel Gafford (37338424),301.333671875,333.5467733110303,50000,100.00%,1765,1755.25%,0,122.78,$70.21,ATL 2,DAL 2,user4,1,marvalshot,4408,4611344379_4
Cole Anthony (37338216),Stephon Castle (37338477),Josh Hart (37338127),Brice Sensabaugh (37338383),Julius Randle (37338149),Keyonte George (37338282),Giannis Antetokounmpo (37338014),Keaton Wallace (37338930),297.880625,333.9585021911055,49800,100.00%,99,780.25%,0,131.57,$31.21,UTA 2,ORL 1,user3,1,marvalshot,4415,4611344380_3
Keyonte George (37338282),Mikal Bridges (37338239),Brice Sensabaugh (37338383),Julius Randle (37338149),Mark Williams (37338232),Keaton Wallace (37338930),Quentin Grimes (37338318),Nikola Jokic (37338012),301.208125,337.23619727997453,49700,100.00%,1747,1782.74%,0,135.89,$71.31,UTA 2,NYK 1,user4,1,marvalshot,4421,4611344381_4
Russell Westbrook (37338173),Stephon Castle (37338477),Jayson Tatum (37338023),Keldon Johnson (37338409),Jonathan Isaac (37338510),Keaton Wallace (37338930),Buddy Hield (37338351),Nikola Jokic (37338012),289.1458029513889,324.9058975305578,49500,100.00%,0,195.88%,0,121.25999999999999,$7.84,DEN 2,SAS 2,user3,1,marvalshot,4424,4611344382_3
Jalen Brunson (37338088),Devin Vassell (37338234),Keldon Johnson (37338409),David Roddy (37338933),Julius Randle (37338149),Dejounte Murray (37338096),Jonathan Isaac (37338510),Alperen Sengun (37338065),290.803125,325.39624701240706,50000,100.00%,0,245.66%,0,88.87,$9.83,SAS 2,NYK 1,user1,1,marvalshot,4426,4611344383_1
Jalen Brunson (37338088),Mikal Bridges (37338239),Bogdan Bogdanovic (37338369),Brice Sensabaugh (37338383),Daniel Gafford (37338424),Garrison Mathews (37338609),Giannis Antetokounmpo (37338014),Julius Randle (37338149),303.16125,340.1818696973572,50000,100.00%,3816,2642.72%,0,156.12,$105.71,NYK 2,ATL 2,user4,1,marvalshot,4433,4611344384_4
Keaton Wallace (37338930),Buddy Hield (37338351),Paul George (37338105),Peyton Watson (37338441),Nikola Jokic (37338012),Bogdan Bogdanovic (37338369),Scottie Barnes (37338057),Stephon Castle (37338477),297.92367187499997,331.25407997523143,50000,100.00%,75,782.78%,0,131.11,$31.31,ATL 2,DEN 2,user,1,marvalshot,1000,4611344379
Keaton Wallace (37338930),Amen Thompson (37338122),Josh Hart (37338127),Jaren Jackson Jr. (37338053),Daniel Gafford (37338424),Vit Krejci (37338481),Quentin Grimes (37338318),Alperen Sengun (37338065),297.140625,330.37129791850236,49600,100.00%,56,686.91%,0,135.32999999999998,$27.48,ATL 2,HOU 2,user4,1,marvalshot,4417,4611344380_4
Stephon Castle (37338477),Mikal Bridges (37338239),Devin Vassell (37338234),Julius Randle (37338149),Daniel Gafford (37338424),Jalen Green (37338162),David Roddy (37338933),Nikola Jokic (37338012),300.748125,335.19987230272864,50000,100.00%,1259,1502.96%,0,135.01,$60.12,SAS 2,NYK 1,user,1,marvalshot,2481,4611344381
Keaton Wallace (37338930),Vit Krejci (37338481),Jayson Tatum (37338023),Giannis Antetokounmpo (37338014),Wendell Carter Jr. (37338391),Russell Westbrook (37338173),Jonathan Isaac (37338510),Keyonte George (37338282),287.8058029513889,324.6968759137074,49600,100.00%,0,166.85%,0,139.2,$6.67,ATL 2,ORL 2,user4,1,marvalshot,4425,4611344382_4
Jalen Brunson (37338088),Stephon Castle (37338477),Zach LaVine (37338073),Paolo Banchero (37338047),Mark Williams (37338232),Keaton Wallace (37338930),Quentin Grimes (37338318),Onyeka Okongwu (37338359),290.743125,326.60555507055267,49000,100.00%,0,239.52%,0,156.54999999999998,$9.58,ATL 2,NYK 1,user4,1,marvalshot,4429,4611344383_4
Jalen Brunson (37338088),Mikal Bridges (37338239),Buddy Hield (37338351),Naji Marshall (37338314),Victor Wembanyama (37338018),Stephon Castle (37338477),David Roddy (37338933),Julius Randle (37338149),302.85125,335.6372604736204,49900,100.00%,3515,2585.31%,0,109.03,$103.41,NYK 2,SAS 2,user1,1,marvalshot,4430,4611344384_1
Cole Anthony (37338216),Anthony Edwards (37338044),Paul George (37338105),Dillon Brooks (37338345),Onyeka Okongwu (37338359),Keaton Wallace (37338930),Scottie Barnes (37338057),Wendell Carter Jr. (37338391),297.60367187500003,329.34833133337156,49700,100.00%,143,769.34%,0,96.13,$30.77,ORL 2,ATL 2,user1,1,marvalshot,4405,4611344379_1
Keaton Wallace (37338930),Anthony Edwards (37338044),Josh Hart (37338127),Tristan da Silva (37338374),Giannis Antetokounmpo (37338014),Stephon Castle (37338477),Quentin Grimes (37338318),Brice Sensabaugh (37338383),294.27062499999994,328.51478687639116,49600,100.00%,1,400.02%,0,125.19999999999999,$16.0,ATL 1,MIN 1,user1,1,marvalshot,4410,4611344380_1
Keaton Wallace (37338930),Mikal Bridges (37338239),Naji Marshall (37338314),Giannis Antetokounmpo (37338014),Victor Wembanyama (37338018),Stephon Castle (37338477),Jonathan Isaac (37338510),Onyeka Okongwu (37338359),300.53812500000004,338.3009664213109,49500,100.00%,975,1393.59%,0,142.27,$55.74,ATL 2,SAS 2,user1,1,marvalshot,4418,4611344381_1
Stephon Castle (37338477),Buddy Hield (37338351),Jayson Tatum (37338023),Bobby Portis (37338274),Victor Wembanyama (37338018),Keaton Wallace (37338930),Jonathan Isaac (37338510),PJ Washington (37338176),286.7458029513889,321.2218332378228,49700,100.00%,0,149.27%,0,113.57,$5.97,SAS 2,GSW 1,user1,1,marvalshot,4422,4611344382_1
