Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4672351870,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Quentin Grimes (38181779),Sam Hauser (38182113),Jeremy Sochan (38181935),Jonathan Mogbo (38182136),Chris Paul (38181990),Justin Edwards (38182038),Ivica Zubac (38181789)
4672351871,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Jalen Green (38181832),Justin Edwards (38182038),Keldon Johnson (38181983),Guerschon Yabusele (38181949),Trae Young (38181765),Jeremy Sochan (38181935),Onyeka Okongwu (38181844)
4672351872,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Dyson Daniels (38181857),Jalen Green (38181832),Deni Avdija (38181840),Justin Edwards (38182038),Jeremy Sochan (38181935),Jamal Shead (38182042),Andrew Wiggins (38181903),Onyeka Okongwu (38181844)
4672351873,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),RJ Barrett (38181819),Scottie Barnes (38181795),Justin Edwards (38182038),Guerschon Yabusele (38181949),Russell Westbrook (38181849),Sandro Mamukelashvili (38182095),Onyeka Okongwu (38181844)
4672351874,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Quentin Grimes (38181779),Justin Edwards (38182038),Guerschon Yabusele (38181949),Jeremy Sochan (38181935),Trae Young (38181765),Aaron Gordon (38181918),Andrew Wiggins (38181903)
4672351875,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jared Butler (38181895),Jalen Green (38181832),Justin Edwards (38182038),Jonathan Mogbo (38182136),Jeremy Sochan (38181935),Jamal Shead (38182042),RJ Barrett (38181819),Trae Young (38181765)
4672351876,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Stephon Castle (38181866),Deni Avdija (38181840),Jeremy Sochan (38181935),Oshae Brissett (38182148),Jamal Shead (38182042),Colin Castleton (38182081),RJ Barrett (38181819)
4672351877,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Cason Wallace (38182077),Scottie Barnes (38181795),Jeremy Sochan (38181935),Orlando Robinson (38182005),Trae Young (38181765),Chuma Okeke (38182055),Ivica Zubac (38181789)
4672351878,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Quentin Grimes (38181779),Justin Edwards (38182038),Guerschon Yabusele (38181949),Kel'el Ware (38181968),Dyson Daniels (38181857),Aaron Gordon (38181918),Alperen Sengun (38181777)
4672351879,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),RJ Barrett (38181819),Justin Edwards (38182038),Guerschon Yabusele (38181949),Jonathan Mogbo (38182136),Jamal Shead (38182042),Jeremy Sochan (38181935),Kawhi Leonard (38181785)
