Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
daniel gafford,C/UTIL,DAL,23.99%,0.0%,1.6%,4.5%,7.79%,$3.21
day'ron sharpe,C/UTIL,BKN,21.35%,0.0%,1.36%,2.75%,6.79%,$2.68
jalen duren,C/UTIL,DET,22.89%,0.0%,1.4%,9.6%,21.85%,$1.27
alperen sengun,C/UTIL,HOU,20.17%,0.0%,1.25%,4.3%,5.97%,$1.26
tyrese martin,SF/SG/G/F/UTIL,BKN,22.69%,0.0%,1.28%,4.74%,2.35%,$1.07
rob dillingham,PG/G/UTIL,MIN,21.63%,0.0%,1.08%,0.59%,1.12%,$0.8
reece beekman,PG/G/UTIL,BKN,22.82%,0.0%,1.33%,24.91%,40.65%,$0.62
tari eason,PF/F/UTIL,HOU,21.28%,0.0%,1.19%,8.36%,9.09%,$0.49
jarrett allen,C/UTIL,CLE,22.15%,0.0%,1.22%,7.52%,12.33%,$0.48
julius randle,C/PF/F/UTIL,MIN,23.37%,0.0%,1.25%,16.94%,11.86%,$0.27
nick richards,C/UTIL,PHX,21.69%,0.0%,1.17%,7.13%,16.85%,$0.26
onyeka okongwu,C/UTIL,ATL,19.63%,0.0%,1.03%,3.5%,7.29%,$0.12
trae young,PG/G/UTIL,ATL,20.88%,0.0%,1.14%,9.78%,8.25%,$0.08
shai gilgeous-alexander,PG/G/UTIL,OKC,24.08%,0.0%,1.24%,29.17%,28.59%,$0.03
nick smith jr.,SF/SG/G/F/UTIL,CHA,22.89%,0.0%,1.21%,53.92%,36.68%,$0.01
darius garland,PG/G/UTIL,CLE,21.24%,0.0%,1.13%,12.24%,12.6%,$-0.05
jaylin williams,C/UTIL,OKC,21.08%,0.0%,1.11%,8.25%,20.04%,$-0.07
mike conley,PG/G/UTIL,MIN,20.58%,0.0%,1.07%,8.46%,13.01%,$-0.22
donovan mitchell,PG/SG/G/UTIL,CLE,21.68%,0.0%,1.13%,20.28%,12.53%,$-0.23
naz reid,C/PF/F/UTIL,MIN,21.85%,0.0%,1.13%,22.77%,18.96%,$-0.27
tosan evbuomwan,PF/SF/F/UTIL,BKN,20.94%,0.0%,0.96%,0.13%,0.09%,$-0.32
jalen williams,PF/F/UTIL,OKC,22.36%,0.0%,1.13%,24.07%,21.85%,$-0.39
kevin durant,PF/F/UTIL,PHX,20.09%,0.0%,1.02%,8.23%,6.72%,$-0.42
nic claxton,C/UTIL,BKN,18.32%,0.0%,0.84%,1.07%,1.61%,$-0.52
jaden mcdaniels,SF/F/UTIL,MIN,21.53%,0.0%,1.07%,9.7%,9.05%,$-0.57
anthony edwards,PG/SG/G/UTIL,MIN,21.35%,0.0%,1.05%,16.67%,9.59%,$-0.59
mark williams,C/UTIL,CHA,22.46%,0.0%,1.08%,36.87%,78.66%,$-0.63
cade cunningham,PG/G/UTIL,DET,21.91%,0.0%,1.06%,27.09%,26.54%,$-0.65
rudy gobert,C/UTIL,MIN,20.91%,0.0%,1.01%,8.0%,19.09%,$-0.66
santi aldama,PF/F/UTIL,MEM,20.64%,0.0%,1.03%,21.6%,25.35%,$-0.74
jalen wilson,SF/F/UTIL,BKN,19.65%,0.0%,0.87%,0.1%,0.1%,$-0.82
amen thompson,SF/SG/G/F/UTIL,HOU,21.86%,0.0%,1.03%,17.25%,7.7%,$-0.84
miles bridges,PF/F/UTIL,CHA,20.03%,0.0%,0.96%,12.41%,11.36%,$-0.85
keon johnson,PG/SG/G/UTIL,BKN,19.34%,0.0%,0.86%,0.99%,0.71%,$-0.93
tyus jones,PG/G/UTIL,PHX,19.24%,0.0%,0.89%,2.6%,4.02%,$-0.95
ty jerome,PG/G/UTIL,CLE,18.14%,0.0%,0.86%,3.89%,6.52%,$-0.97
tobias harris,PF/F/UTIL,DET,21.24%,0.0%,1.01%,22.96%,24.87%,$-0.97
ausar thompson,PF/SF/F/UTIL,DET,19.9%,0.0%,0.96%,21.63%,15.05%,$-1.02
jaren jackson jr.,C/PF/F/UTIL,MEM,17.95%,0.0%,0.87%,8.18%,5.35%,$-1.04
gregory jackson,PF/SF/F/UTIL,MEM,19.2%,0.0%,0.81%,0.46%,0.36%,$-1.1
josh okogie,PF/SF/F/UTIL,CHA,19.48%,0.0%,0.9%,6.68%,4.91%,$-1.13
isaiah stewart,C/UTIL,DET,19.26%,0.0%,0.88%,4.63%,12.92%,$-1.15
clint capela,C/UTIL,ATL,17.21%,0.0%,0.76%,1.96%,4.94%,$-1.16
naji marshall,PF/SF/F/UTIL,DAL,19.88%,0.0%,0.91%,12.55%,8.26%,$-1.18
devin booker,PG/SG/G/UTIL,PHX,18.94%,0.0%,0.86%,11.72%,6.74%,$-1.23
john collins,C/PF/F/UTIL,UTA,17.09%,0.0%,0.76%,3.28%,2.29%,$-1.27
lamelo ball,PG/G/UTIL,CHA,20.73%,0.0%,0.91%,31.71%,31.13%,$-1.29
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,19.69%,0.0%,0.91%,23.42%,13.93%,$-1.3
