PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Trae Young (38341602),Anfernee Simons (38341744),Johnny Juzang (38342040),Keion Brooks Jr. (38341979),Nikola Jokic (38341592),Elfrid Payton (38342061),Gary Trent Jr. (38342012),Kevin Porter Jr. (38341990),294.22,283.53,397.9,50000,0.34%,8.99%,490.1%,66.05%,209.81,$19.6,NOP 2,MIL 2,generated,1
Anfernee Simons (38341744),Bruce Brown (38341846),Josh Hart (38341691),Jeremiah Robinson-Earl (38342089),Nikola Jokic (38341592),Kevin Porter Jr. (38341990),Gary Trent Jr. (38342012),Yves Missi (38341866),294.97,288.40999999999997,393.0199999999999,49700,0.28%,8.58%,451.5%,68.32%,190.95999999999998,$18.1,NOP 3,MIL 2,generated,1
Anfernee Simons (38341744),Collin Sexton (38341810),Gary Trent Jr. (38342012),Obi Toppin (38341975),Donovan Clingan (38341824),Jose Alvarado (38341760),Jeremiah Robinson-Earl (38342089),Nikola Jokic (38341592),288.8,279.9,389.3499999999999,49800,0.3%,6.64%,394.2%,59.5%,174.32,$15.8,POR 2,NOP 2,generated,1
Trae Young (38341602),Anfernee Simons (38341744),Harrison Barnes (38341965),Jeremiah Robinson-Earl (38342089),Yves Missi (38341866),Kevin Porter Jr. (38341990),Bennedict Mathurin (38341893),Devin Booker (38341609),284.93,268.90999999999997,381.33,49600,0.29%,6.59%,374.5%,53.56%,126.03999999999999,$15.0,NOP 2,ATL 1,generated,1
Trae Young (38341602),Gary Trent Jr. (38342012),Royce O'Neale (38341993),Karlo Matkovic (38341948),Donovan Clingan (38341824),Ryan Rollins (38341872),Bruce Brown (38341846),Domantas Sabonis (38341607),290.5,276.8,384.97,49800,0.2%,7.55%,372.1%,61.01%,186.25,$14.9,MIL 2,NOP 2,generated,1
Trae Young (38341602),Anfernee Simons (38341744),Kris Murray (38342139),Keion Brooks Jr. (38341979),Karl-Anthony Towns (38341605),Jose Alvarado (38341760),Gary Trent Jr. (38342012),Kevin Porter Jr. (38341990),288.35,275.02,385.75,49600,0.24%,7.18%,371.9%,57.79%,178.69,$14.9,POR 2,NOP 2,generated,1
Trae Young (38341602),Gary Trent Jr. (38342012),Bruce Brown (38341846),Jimmy Butler (38341665),Karlo Matkovic (38341948),Kevin Porter Jr. (38341990),Jeremiah Robinson-Earl (38342089),Alperen Sengun (38341631),287.03,273.26,385.96999999999997,49700,0.23%,6.79%,357.2%,56.58%,175.82,$14.3,NOP 3,MIL 2,generated,1
Isaiah Collier (38341794),Devin Booker (38341609),Gary Trent Jr. (38342012),Obi Toppin (38341975),Donovan Clingan (38341824),Kevin Porter Jr. (38341990),Karlo Matkovic (38341948),Trae Young (38341602),288.0,272.58000000000004,385.03,49500,0.22%,6.86%,343.6%,58.1%,183.83,$13.7,MIL 2,UTA 1,generated,1
Trae Young (38341602),Anfernee Simons (38341744),Keion Brooks Jr. (38341979),Obi Toppin (38341975),Domantas Sabonis (38341607),Aaron Nesmith (38341934),Gary Trent Jr. (38342012),Yves Missi (38341866),287.18,272.84,381.74999999999994,49800,0.2%,6.63%,329.2%,56.78%,141.73999999999998,$13.2,NOP 2,IND 2,generated,1
Ryan Rollins (38341872),Gary Trent Jr. (38342012),Bruce Brown (38341846),Jeremiah Robinson-Earl (38342089),Domantas Sabonis (38341607),Kevin Porter Jr. (38341990),Keion Brooks Jr. (38341979),Nikola Jokic (38341592),293.26,287.24,394.62,49700,0.12%,7.65%,328.0%,65.64%,232.24,$13.1,MIL 3,NOP 3,generated,1
Kevin Porter Jr. (38341990),Anfernee Simons (38341744),Bennedict Mathurin (38341893),Jeremiah Robinson-Earl (38342089),Nikola Jokic (38341592),Ryan Rollins (38341872),Bruce Brown (38341846),Jose Alvarado (38341760),290.41999999999996,283.7,390.39,49500,0.18%,6.46%,321.3%,61.88%,189.23,$12.9,NOP 3,MIL 2,generated,1
Tyrese Haliburton (38341628),Anfernee Simons (38341744),Keion Brooks Jr. (38341979),Obi Toppin (38341975),Domantas Sabonis (38341607),Jose Alvarado (38341760),Gary Trent Jr. (38342012),Kevin Porter Jr. (38341990),286.46000000000004,277.88,381.23999999999995,49500,0.22%,6.11%,314.5%,55.95%,192.09,$12.6,IND 2,NOP 2,generated,1
Trae Young (38341602),Gary Trent Jr. (38342012),Bruce Brown (38341846),Jabari Walker (38342100),Nikola Jokic (38341592),Elfrid Payton (38342061),Jeremiah Robinson-Earl (38342089),Myles Turner (38341783),287.29,274.84000000000003,387.52,49700,0.2%,5.94%,302.9%,56.98%,158.69,$12.1,NOP 3,ATL 1,generated,1
