Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
alperen sengun,C/UTIL,HOU,31.44%,0.02%,1.62%,13.98%,18.61%,$0.79
tyrese maxey,PG/G/UTIL,PHI,32.29%,0.02%,1.39%,29.11%,30.32%,$0.41
kelly oubre jr.,SG/G/UTIL,PHI,30.4%,0.02%,1.32%,14.4%,18.23%,$0.2
jarrett allen,C/UTIL,CLE,28.32%,0.02%,1.33%,7.17%,8.44%,$0.16
jonas valanciunas,C/UTIL,WAS,24.53%,0.03%,1.22%,2.09%,3.23%,$0.04
anthony edwards,SG/G/UTIL,MIN,28.76%,0.02%,1.28%,17.48%,19.0%,$0.03
pascal siakam,PF/F/UTIL,IND,27.12%,0.02%,1.28%,11.28%,9.14%,$-0.01
onyeka okongwu,C/UTIL,ATL,27.64%,0.02%,1.24%,7.94%,12.43%,$-0.04
ricky council iv,PF/SF/F/UTIL,PHI,29.46%,0.02%,1.22%,48.2%,51.62%,$-0.06
stephen curry,PG/G/UTIL,GSW,28.4%,0.02%,1.2%,24.24%,26.51%,$-0.15
mike conley,PG/G/UTIL,MIN,28.55%,0.02%,1.18%,23.16%,38.55%,$-0.18
andre drummond,C/UTIL,PHI,26.41%,0.02%,1.15%,6.86%,11.99%,$-0.27
myles turner,C/UTIL,IND,27.39%,0.02%,1.14%,8.02%,12.14%,$-0.29
andrew wiggins,PF/SF/F/UTIL,GSW,28.24%,0.01%,1.13%,39.27%,35.37%,$-0.31
draymond green,C/PF/F/UTIL,GSW,27.47%,0.02%,1.11%,21.13%,15.43%,$-0.36
dennis schroder,PG/SG/G/UTIL,GSW,26.48%,0.02%,1.12%,12.61%,10.63%,$-0.36
tyrese haliburton,PG/G/UTIL,IND,25.9%,0.02%,1.11%,9.61%,9.36%,$-0.4
buddy hield,SF/SG/G/F/UTIL,GSW,27.11%,0.01%,1.1%,22.29%,16.78%,$-0.4
justin edwards,SF/F/UTIL,PHI,26.92%,0.01%,1.09%,18.3%,28.16%,$-0.44
naz reid,C/PF/F/UTIL,MIN,26.57%,0.02%,1.08%,19.12%,15.03%,$-0.45
darius garland,PG/G/UTIL,CLE,25.32%,0.02%,1.09%,9.2%,8.68%,$-0.46
julius randle,C/PF/F/UTIL,MIN,26.0%,0.02%,1.09%,13.61%,7.46%,$-0.47
rudy gobert,C/UTIL,MIN,27.29%,0.01%,1.05%,9.94%,16.14%,$-0.48
trayce jackson-davis,C/UTIL,GSW,25.54%,0.02%,1.06%,6.66%,10.12%,$-0.49
donovan mitchell,PG/SG/G/UTIL,CLE,24.7%,0.02%,1.09%,10.82%,7.7%,$-0.5
tari eason,PF/F/UTIL,HOU,23.65%,0.02%,1.02%,5.07%,5.83%,$-0.62
dalano banton,PG/SG/G/UTIL,POR,24.73%,0.02%,1.02%,12.08%,11.59%,$-0.64
jaden mcdaniels,SF/F/UTIL,MIN,25.81%,0.01%,1.02%,14.12%,18.6%,$-0.65
deandre ayton,C/UTIL,POR,23.89%,0.02%,0.98%,2.54%,3.39%,$-0.65
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,26.54%,0.01%,0.99%,36.98%,33.12%,$-0.67
anfernee simons,PG/G/UTIL,POR,24.4%,0.01%,0.94%,4.99%,5.32%,$-0.8
jaylen brown,SF/SG/G/F/UTIL,BOS,26.09%,0.01%,0.92%,50.17%,36.13%,$-0.83
shaedon sharpe,PG/SG/G/UTIL,POR,24.17%,0.01%,0.9%,8.09%,6.53%,$-0.94
evan mobley,C/PF/F/UTIL,CLE,22.87%,0.01%,0.91%,10.28%,5.99%,$-0.96
derrick white,PG/SG/G/UTIL,BOS,24.7%,0.01%,0.85%,20.08%,15.49%,$-1.01
jalen green,SG/G/UTIL,HOU,23.55%,0.01%,0.86%,5.64%,5.27%,$-1.02
neemias queta,C/UTIL,BOS,23.97%,0.01%,0.83%,5.3%,10.17%,$-1.06
jrue holiday,PG/SG/G/UTIL,BOS,24.53%,0.01%,0.84%,19.39%,17.75%,$-1.06
jayson tatum,PF/SF/F/UTIL,BOS,24.54%,0.01%,0.78%,56.08%,41.5%,$-1.17
trae young,PG/G/UTIL,ATL,22.34%,0.01%,0.82%,11.55%,9.49%,$-1.17
kyle kuzma,PF/F/UTIL,WAS,21.67%,0.01%,0.8%,2.76%,2.64%,$-1.21
andrew nembhard,PG/SG/G/UTIL,IND,23.43%,0.01%,0.78%,12.49%,9.87%,$-1.23
kevon looney,C/UTIL,GSW,22.96%,0.01%,0.77%,2.61%,5.21%,$-1.24
dillon brooks,PF/F/UTIL,HOU,23.68%,0.01%,0.77%,5.15%,5.67%,$-1.25
clint capela,C/UTIL,ATL,21.16%,0.01%,0.77%,2.13%,3.37%,$-1.25
luke kornet,C/UTIL,BOS,23.75%,0.01%,0.74%,13.61%,27.1%,$-1.26
jerami grant,PF/F/UTIL,POR,22.5%,0.01%,0.75%,5.38%,5.61%,$-1.32
alexandre sarr,C/PF/F/UTIL,WAS,22.07%,0.01%,0.75%,8.69%,5.57%,$-1.33
t.j. mcconnell,PG/G/UTIL,IND,19.35%,0.02%,0.65%,0.04%,0.1%,$-1.45
amen thompson,SF/SG/G/F/UTIL,HOU,21.71%,0.01%,0.7%,11.12%,6.36%,$-1.46
carlton carrington,PG/SG/G/UTIL,WAS,22.9%,0.01%,0.67%,8.07%,7.11%,$-1.48
bilal coulibaly,SF/F/UTIL,WAS,21.37%,0.01%,0.69%,3.31%,4.0%,$-1.5
kyshawn george,PF/SF/F/UTIL,WAS,21.54%,0.01%,0.68%,1.47%,1.15%,$-1.53
sam hauser,PF/SF/F/UTIL,BOS,21.37%,0.01%,0.66%,0.82%,0.74%,$-1.53
jordan poole,PG/SG/G/UTIL,WAS,20.12%,0.01%,0.68%,6.43%,4.15%,$-1.57
robert williams,C/PF/F/UTIL,POR,21.15%,0.01%,0.66%,5.1%,4.47%,$-1.57
eric gordon,SG/G/UTIL,PHI,21.59%,0.01%,0.64%,3.65%,6.26%,$-1.6
payton pritchard,PG/SG/G/UTIL,BOS,21.01%,0.01%,0.64%,9.5%,8.64%,$-1.6
caris levert,PG/SG/G/UTIL,CLE,20.48%,0.01%,0.64%,3.27%,2.93%,$-1.64
