PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Isaiah Collier (37831913),Alec Burks (37832227),LeBron James (37831767),Zion Williamson (37831787),Isaiah Hartenstein (37831897),Keyonte George (37831887),KJ Martin (37832113),Kyle Filipowski (37831966),302.35937499999994,411.6703520506238,49900,100.00%,1217,199.46%,0,242.64999999999998,$7.98,UTA 4,MIA 1,user3,1,marvalshot,14798,4653759158_3
Devin Booker (37831783),Alec Burks (37832227),Duncan Robinson (37832000),KJ Martin (37832113),Kyle Filipowski (37831966),Keyonte George (37831887),LeBron James (37831767),Jalen Williams (37831829),297.67625000000004,391.85277128529646,50000,100.00%,0,133.7%,0,236.3,$5.35,UTA 3,MIA 2,user39,1,marvalshot,14879,4653759159_39
Isaiah Collier (37831913),Cason Wallace (37832096),LeBron James (37831767),Bam Adebayo (37831821),Isaiah Hartenstein (37831897),Keyonte George (37831887),KJ Martin (37832113),Kyle Filipowski (37831966),310.07374999999996,411.5593002210955,49900,100.00%,47835,846.15%,0,237.72,$33.85,UTA 4,OKC 2,user48,1,marvalshot,14937,4653759160_48
Isaiah Collier (37831913),Gradey Dick (37832076),LeBron James (37831767),Jalen Williams (37831829),Isaiah Hartenstein (37831897),Keyonte George (37831887),KJ Martin (37832113),Kyle Filipowski (37831966),300.67875,403.0371612898623,49800,100.00%,96,170.02%,0,241.35,$6.8,UTA 4,OKC 2,user10,1,marvalshot,14948,4653759161_10
Shai Gilgeous-Alexander (37831764),Alec Burks (37832227),Franz Wagner (37831801),Paolo Banchero (37831809),Kyle Filipowski (37831966),Keyonte George (37831887),KJ Martin (37832113),Brice Sensabaugh (37832065),281.82781250000005,382.7350033820758,49900,14.66%,0,-82.22%,0,266.99,$-3.29,UTA 4,ORL 2,user5,2,marvalshot,8267,4653759162_5
Tyler Herro (37831794),Stephon Castle (37831933),Brice Sensabaugh (37832065),KJ Martin (37832113),Kyle Filipowski (37831966),Isaiah Collier (37831913),LeBron James (37831767),Keyonte George (37831887),311.11500000000007,412.7997187355553,49900,100.00%,49610,1064.7%,0,252.60999999999999,$42.59,UTA 5,MIA 1,user35,1,marvalshot,15001,4653759163_35
Alec Burks (37832227),Anthony Edwards (37831776),Jalen Williams (37831829),Bam Adebayo (37831821),Isaiah Hartenstein (37831897),Keyonte George (37831887),KJ Martin (37832113),Kyle Filipowski (37831966),303.92312499999997,402.70965227171934,49800,100.00%,5713,241.9%,0,247.3,$9.68,UTA 3,MIA 2,user31,1,marvalshot,15045,4653759164_31
Keyonte George (37831887),Alec Burks (37832227),LeBron James (37831767),Kelly Olynyk (37831968),Kel'el Ware (37831949),Shai Gilgeous-Alexander (37831764),KJ Martin (37832113),Kyle Filipowski (37831966),315.6125,418.2560487796038,49800,100.00%,49999,5536.69%,21,247.3,$221.47,UTA 3,MIA 2,user47,1,marvalshot,15108,4653759165_47
Keyonte George (37831887),Svi Mykhailiuk (37832164),Jalen Williams (37831829),KJ Martin (37832113),Isaiah Hartenstein (37831897),Isaiah Collier (37831913),LeBron James (37831767),Kyle Filipowski (37831966),304.39,410.87,49200,100.00%,7502,255.68%,0,230.14,$10.23,UTA 5,OKC 2,user42,1,marvalshot,15152,4653759166_42
Alec Burks (37832227),Anthony Edwards (37831776),Jalen Williams (37831829),KJ Martin (37832113),Nick Richards (37832024),Keyonte George (37831887),LeBron James (37831767),Kyle Filipowski (37831966),300.749375,401.76035205062385,50000,100.00%,157,171.52%,0,257.95,$6.86,UTA 3,MIA 1,user24,1,marvalshot,15180,4653759167_24
