PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Cole Anthony (37732343),De'Aaron Fox (37732175),Max Christie (37732300),Evan Mobley (37732159),Wendell Carter Jr. (37732434),Ryan Rollins (37732555),Paolo Banchero (37732172),Jalen Duren (37732240),280.32,277.21000000000004,371.2,50000,0.11%,6.29%,495.4%,55.83%,199.0,$19.8,ORL 3,SAS 1,generated,1
Ryan Rollins (37732555),De'Aaron Fox (37732175),Max Christie (37732300),Kyle Kuzma (37732226),Jarrett Allen (37732242),Cade Cunningham (37732127),Ausar Thompson (37732322),Charles Bassey (37732549),276.46000000000004,272.84,366.66999999999996,50000,0.12%,5.27%,436.8%,50.43%,165.92000000000002,$17.5,MIL 2,SAS 2,generated,1
Ryan Rollins (37732555),AJ Green (37732595),Max Christie (37732300),Bam Adebayo (37732183),Karl-Anthony Towns (37732130),De'Aaron Fox (37732175),PJ Washington (37732214),Wendell Carter Jr. (37732434),281.47,276.30999999999995,363.08,50000,0.07%,6.16%,399.3%,58.04%,176.94,$16.0,MIL 2,DAL 2,generated,1
Ryan Rollins (37732555),AJ Green (37732595),Zion Williamson (37732152),Kyle Kuzma (37732226),Wendell Carter Jr. (37732434),De'Aaron Fox (37732175),Giannis Antetokounmpo (37732118),Isaiah Stewart (37732586),269.19,263.03000000000003,369.09999999999997,49800,0.1%,4.97%,392.1%,42.21%,151.87,$15.7,MIL 4,NOP 1,generated,1
AJ Green (37732595),Miles McBride (37732430),Max Christie (37732300),Paolo Banchero (37732172),Wendell Carter Jr. (37732434),De'Aaron Fox (37732175),Evan Mobley (37732159),Jordan Poole (37732198),281.19000000000005,277.33,362.65999999999997,49900,0.09%,5.63%,386.2%,57.68%,207.25,$15.4,ORL 2,MIL 1,generated,1
Ryan Rollins (37732555),Donovan Mitchell (37732168),Max Christie (37732300),Kyle Kuzma (37732226),Jalen Duren (37732240),AJ Green (37732595),Bam Adebayo (37732183),Jordan Poole (37732198),277.92999999999995,276.37,363.76,50000,0.09%,5.34%,383.8%,52.62%,158.97,$15.4,MIL 3,CLE 1,generated,1
Cole Anthony (37732343),AJ Green (37732595),Scottie Barnes (37732138),Santi Aldama (37732412),Jalen Duren (37732240),Jalen Brunson (37732143),Zion Williamson (37732152),Ryan Rollins (37732555),272.52000000000004,268.73,366.97,49800,0.09%,5.01%,363.6%,45.68%,146.03,$14.5,MIL 2,ORL 1,generated,1
Ryan Rollins (37732555),Miles McBride (37732430),Zion Williamson (37732152),Giannis Antetokounmpo (37732118),Wendell Carter Jr. (37732434),RJ Barrett (37732209),PJ Washington (37732214),Isaiah Stewart (37732586),268.16,265.24,367.23,50000,0.11%,4.9%,362.8%,41.38%,179.23000000000002,$14.5,MIL 2,NYK 1,generated,1
Cole Anthony (37732343),Miles McBride (37732430),RJ Barrett (37732209),Santi Aldama (37732412),Alexandre Sarr (37732282),De'Aaron Fox (37732175),Evan Mobley (37732159),Jalen Duren (37732240),274.01,270.69,364.43,50000,0.1%,4.71%,359.4%,47.3%,162.44,$14.4,ORL 1,NYK 1,generated,1
Jalen Brunson (37732143),AJ Green (37732595),RJ Barrett (37732209),Kyle Kuzma (37732226),Jarrett Allen (37732242),Darius Garland (37732204),Ausar Thompson (37732322),Wendell Carter Jr. (37732434),276.33,272.21,363.04,49900,0.09%,4.94%,359.2%,50.25%,148.99,$14.4,MIL 2,CLE 2,generated,1
Miles McBride (37732430),AJ Green (37732595),Ausar Thompson (37732322),Giannis Antetokounmpo (37732118),Wendell Carter Jr. (37732434),Jordan Poole (37732198),Jeremy Sochan (37732315),Bam Adebayo (37732183),270.2,268.7,364.85,50000,0.1%,5.01%,356.2%,43.29%,182.31000000000003,$14.2,MIL 2,NYK 1,generated,1
AJ Green (37732595),De'Aaron Fox (37732175),Kyle Kuzma (37732226),Paolo Banchero (37732172),Wendell Carter Jr. (37732434),Ryan Rollins (37732555),Max Christie (37732300),Karl-Anthony Towns (37732130),283.51,279.37,365.22,49900,0.06%,6.12%,354.9%,61.31%,199.11,$14.2,MIL 3,ORL 2,generated,1
Cole Anthony (37732343),AJ Green (37732595),RJ Barrett (37732209),Santi Aldama (37732412),Karl-Anthony Towns (37732130),Ryan Rollins (37732555),Devin Vassell (37732269),Cade Cunningham (37732127),276.67999999999995,273.57,364.20000000000005,49900,0.08%,5.09%,344.0%,51.14%,163.81,$13.8,MIL 2,ORL 1,generated,1
AJ Green (37732595),Miles McBride (37732430),RJ Barrett (37732209),Paolo Banchero (37732172),Jarrett Allen (37732242),Cade Cunningham (37732127),Devin Vassell (37732269),Ryan Rollins (37732555),279.6,275.98,364.49999999999994,49700,0.06%,5.49%,335.3%,55.13%,194.26999999999998,$13.4,MIL 2,NYK 1,generated,1
Cole Anthony (37732343),AJ Green (37732595),Ausar Thompson (37732322),Zion Williamson (37732152),Jalen Duren (37732240),RJ Barrett (37732209),Max Christie (37732300),Donovan Mitchell (37732168),275.62,271.34999999999997,368.1,49900,0.08%,5.01%,332.8%,49.5%,142.64,$13.3,DET 2,ORL 1,generated,1
Jordan Poole (37732198),Miles McBride (37732430),RJ Barrett (37732209),Zion Williamson (37732152),Wendell Carter Jr. (37732434),Chris Paul (37732294),Max Christie (37732300),Jalen Duren (37732240),275.99000000000007,273.94,364.59000000000003,49600,0.07%,5.15%,332.8%,50.03%,188.13,$13.3,WAS 1,NYK 1,generated,1
Ryan Rollins (37732555),Miles McBride (37732430),Max Christie (37732300),Santi Aldama (37732412),Karl-Anthony Towns (37732130),Darius Garland (37732204),Bam Adebayo (37732183),Jalen Duren (37732240),274.70000000000005,275.27,360.68,49800,0.07%,4.76%,323.6%,48.45%,179.06,$12.9,NYK 2,MIL 1,generated,1
Miles McBride (37732430),AJ Green (37732595),RJ Barrett (37732209),Kyshawn George (37732357),Jalen Duren (37732240),Jordan Poole (37732198),Max Christie (37732300),Cade Cunningham (37732127),279.78000000000003,273.43,360.14,49600,0.05%,5.37%,323.5%,55.59%,174.12,$12.9,WAS 2,DET 2,generated,1
Ryan Rollins (37732555),Max Christie (37732300),Ausar Thompson (37732322),PJ Washington (37732214),Jarrett Allen (37732242),Scottie Barnes (37732138),Devin Vassell (37732269),Jalen Duren (37732240),275.09000000000003,267.75,362.23,50000,0.08%,4.52%,321.0%,48.9%,131.54,$12.8,DAL 2,DET 2,generated,1
Jordan Poole (37732198),AJ Green (37732595),Zion Williamson (37732152),Santi Aldama (37732412),Wendell Carter Jr. (37732434),Darius Garland (37732204),PJ Washington (37732214),Jalen Duren (37732240),271.71000000000004,272.02,366.41,49600,0.06%,4.68%,320.8%,45.17%,161.01999999999998,$12.8,WAS 1,MIL 1,generated,1
Ryan Rollins (37732555),RJ Barrett (37732209),Ausar Thompson (37732322),Giannis Antetokounmpo (37732118),Wendell Carter Jr. (37732434),De'Aaron Fox (37732175),Devin Vassell (37732269),Charles Bassey (37732549),269.54999999999995,264.17,370.09999999999997,49800,0.08%,4.77%,319.6%,42.8%,164.17000000000002,$12.8,SAS 3,MIL 2,generated,1
AJ Green (37732595),Miles McBride (37732430),Zion Williamson (37732152),Giannis Antetokounmpo (37732118),Wendell Carter Jr. (37732434),Cole Anthony (37732343),Santi Aldama (37732412),De'Aaron Fox (37732175),269.90000000000003,267.26,368.35,49800,0.06%,5.16%,316.7%,43.31%,194.28000000000003,$12.7,MIL 2,ORL 2,generated,1
Ryan Rollins (37732555),Miles McBride (37732430),RJ Barrett (37732209),Zion Williamson (37732152),Wendell Carter Jr. (37732434),Kyrie Irving (37732135),PJ Washington (37732214),Alexandre Sarr (37732282),275.95000000000005,274.7,362.7,50000,0.08%,4.63%,314.8%,49.91%,190.69,$12.6,DAL 2,MIL 1,generated,1
Ryan Rollins (37732555),Miles McBride (37732430),RJ Barrett (37732209),Jeremy Sochan (37732315),Charles Bassey (37732549),Cade Cunningham (37732127),Zion Williamson (37732152),Jalen Duren (37732240),273.29,275.18,370.59000000000003,49800,0.06%,4.74%,311.0%,46.8%,196.29,$12.4,SAS 2,DET 2,generated,1
Ryan Rollins (37732555),Cole Anthony (37732343),RJ Barrett (37732209),PJ Washington (37732214),Jarrett Allen (37732242),Jordan Poole (37732198),Trey Murphy III (37732163),Wendell Carter Jr. (37732434),275.86,273.47,362.54,50000,0.09%,4.25%,305.9%,49.8%,176.21,$12.2,ORL 2,MIL 1,generated,1
