PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Trae Young (37663687),Dyson Daniels (37663757),Nickeil Alexander-Walker (37663988),Naz Reid (37663776),Karl-Anthony Towns (37663685),Tyus Jones (37664027),Aaron Gordon (37663930),Rob Dillingham (37664167),312.96333333333337,392.75685091220095,50000,100.00%,36037,1127.34%,0,197.60000000000002,$33.82,MIN 3,ATL 2,user,1,marvalshot,4084,4635579620
Trae Young (37663687),Bilal Coulibaly (37663861),Nickeil Alexander-Walker (37663988),Justin Champagnie (37664032),Deandre Ayton (37663768),Stephen Curry (37663708),Naz Reid (37663776),Rob Dillingham (37664167),310.74,392.5265796144978,49500,100.00%,16740,322.99%,0,196.78,$9.69,MIN 3,WAS 2,user,50,marvalshot,1994,4635579621
Trae Young (37663687),Devin Booker (37663690),Nickeil Alexander-Walker (37663988),Justin Champagnie (37664032),Onyeka Okongwu (37663792),Tyus Jones (37664027),Naz Reid (37663776),Buddy Hield (37663934),302.3566666666667,382.95410165309346,49800,100.00%,1,120.31%,0,203.88,$3.61,ATL 2,PHX 2,user,1,marvalshot,2923,4635579622
Trae Young (37663687),Grayson Allen (37663918),Nickeil Alexander-Walker (37663988),Naz Reid (37663776),Nikola Jokic (37663670),Tyus Jones (37664027),Alex Caruso (37664084),Rob Dillingham (37664167),316.51,403.45684064485926,50000,100.00%,49537,5553.68%,0,219.97000000000003,$166.61,MIN 3,PHX 2,user6,1,marvalshot,11847,4635579623_6
Stephen Curry (37663708),Buddy Hield (37663934),Jalen Williams (37663721),Jayson Tatum (37663677),Naz Reid (37663776),Rob Dillingham (37664167),Nickeil Alexander-Walker (37663988),Tyus Jones (37664027),311.78999999999996,398.73999999999995,50000,100.00%,26260,568.7%,0,193.57,$17.06,MIN 3,GSW 2,user25,1,marvalshot,11915,4635579624_25
Trae Young (37663687),Carlton Carrington (37663981),Alex Caruso (37664084),Naz Reid (37663776),Nikola Jokic (37663670),Tyus Jones (37664027),Nickeil Alexander-Walker (37663988),Rob Dillingham (37664167),309.5577777777778,393.30763419215725,49600,100.00%,7768,275.7%,0,235.87,$8.27,MIN 3,ATL 1,user27,2,marvalshot,5683,4635579625_27
Tyus Jones (37664027),Nickeil Alexander-Walker (37663988),Alex Caruso (37664084),Naz Reid (37663776),Richaun Holmes (37663944),Stephen Curry (37663708),Jalen Williams (37663721),Karl-Anthony Towns (37663685),309.90777777777777,394.80303580031455,50000,100.00%,10486,310.7%,0,191.42000000000002,$9.32,MIN 2,OKC 2,user24,1,marvalshot,12010,4635579626_24
Tyus Jones (37664027),Devin Booker (37663690),Nickeil Alexander-Walker (37663988),Jonathan Isaac (37664163),Karl-Anthony Towns (37663685),Stephen Curry (37663708),Alex Caruso (37664084),Naz Reid (37663776),320.12666666666667,408.5590904251919,50000,100.00%,50000,23980.35%,204,196.1,$719.41,PHX 2,MIN 2,user23,1,marvalshot,12058,4635579627_23
Trae Young (37663687),Nickeil Alexander-Walker (37663988),Franz Wagner (37663714),Justin Champagnie (37664032),Richaun Holmes (37663944),Rob Dillingham (37664167),Naz Reid (37663776),Stephen Curry (37663708),314.49333333333334,397.50390153402117,49800,100.00%,45305,2177.89%,0,204.51999999999998,$65.34,MIN 3,WAS 2,user,1,marvalshot,408,4635579628
Alex Caruso (37664084),Nickeil Alexander-Walker (37663988),Grayson Allen (37663918),Justin Champagnie (37664032),Nikola Jokic (37663670),Tyus Jones (37664027),Naz Reid (37663776),Stephen Curry (37663708),318.6977777777778,406.1551641675219,49500,100.00%,49991,14224.86%,21,219.99,$426.75,MIN 2,PHX 2,user,1,marvalshot,8958,4635579629
Trae Young (37663687),Dyson Daniels (37663757),Jaden McDaniels (37663837),Naz Reid (37663776),Kevon Looney (37664030),Stephen Curry (37663708),Nickeil Alexander-Walker (37663988),Rob Dillingham (37664167),309.2733333333333,392.9868509122009,50000,100.00%,6872,234.1%,0,176.78999999999996,$7.02,MIN 4,ATL 2,user1,49,marvalshot,11838,4635579620_1
Trae Young (37663687),Bilal Coulibaly (37663861),Nickeil Alexander-Walker (37663988),Justin Champagnie (37664032),Deandre Ayton (37663768),Stephen Curry (37663708),Naz Reid (37663776),Rob Dillingham (37664167),310.74,392.5265796144978,49500,100.00%,16740,322.99%,0,196.78,$9.69,MIN 3,WAS 2,user1,50,marvalshot,1994,4635579621_1
Trae Young (37663687),Coby White (37663808),Nickeil Alexander-Walker (37663988),Justin Champagnie (37664032),Onyeka Okongwu (37663792),Rob Dillingham (37664167),Naz Reid (37663776),Stephen Curry (37663708),299.0566666666667,384.02410165309345,49700,100.00%,0,99.72%,0,197.41,$2.99,MIN 3,ATL 2,user1,49,marvalshot,11841,4635579622_1
Trae Young (37663687),Devin Booker (37663690),Nickeil Alexander-Walker (37663988),Naz Reid (37663776),Bol Bol (37664337),Rob Dillingham (37664167),Aaron Gordon (37663930),Stephen Curry (37663708),314.84,405.63684064485926,49700,100.00%,47224,2577.62%,0,202.44,$77.33,MIN 3,PHX 2,user30,1,marvalshot,11871,4635579623_30
Tyus Jones (37664027),Devin Booker (37663690),Nickeil Alexander-Walker (37663988),Precious Achiuwa (37663857),Nikola Vucevic (37663730),Rob Dillingham (37664167),Jaylen Brown (37663725),Naz Reid (37663776),310.74999999999994,394.43999999999994,50000,100.00%,16517,398.85%,0,191.24,$11.97,MIN 3,PHX 2,user16,1,marvalshot,11906,4635579624_16
Trae Young (37663687),Carlton Carrington (37663981),Alex Caruso (37664084),Naz Reid (37663776),Karl-Anthony Towns (37663685),Tyus Jones (37664027),Bol Bol (37664337),Stephen Curry (37663708),308.4777777777778,394.48763419215726,49900,100.00%,4379,233.37%,0,187.18,$7.0,PHX 2,ATL 1,user48,1,marvalshot,11985,4635579625_48
Stephen Curry (37663708),Devin Booker (37663690),Jalen Williams (37663721),Naz Reid (37663776),Richaun Holmes (37663944),Alex Caruso (37664084),Nickeil Alexander-Walker (37663988),Tyus Jones (37664027),309.94777777777773,395.0230358003145,49700,100.00%,9527,295.34%,0,202.12,$8.86,PHX 2,OKC 2,user42,1,marvalshot,12028,4635579626_42
Shai Gilgeous-Alexander (37663674),Nickeil Alexander-Walker (37663988),Alex Caruso (37664084),Jonathan Isaac (37664163),Nikola Jokic (37663670),Tyus Jones (37664027),Naz Reid (37663776),Rob Dillingham (37664167),316.01666666666665,409.54909042519193,49900,100.00%,48998,4443.54%,0,206.61,$133.31,MIN 3,OKC 2,user27,1,marvalshot,12062,4635579627_27
Trae Young (37663687),Nickeil Alexander-Walker (37663988),Franz Wagner (37663714),Justin Champagnie (37664032),Richaun Holmes (37663944),Jalen Brunson (37663701),Naz Reid (37663776),Rob Dillingham (37664167),309.8133333333333,390.20390153402104,50000,100.00%,10513,266.26%,0,194.70999999999998,$7.99,MIN 3,WAS 2,user1,49,marvalshot,12085,4635579628_1
Rob Dillingham (37664167),Devin Booker (37663690),Alex Caruso (37664084),Justin Champagnie (37664032),Naz Reid (37663776),Buddy Hield (37663934),Nickeil Alexander-Walker (37663988),Nikola Jokic (37663670),317.75777777777773,407.9751641675218,49500,100.00%,49912,9428.37%,0,227.32999999999998,$282.85,MIN 3,PHX 1,user24,1,marvalshot,12109,4635579629_24
Trae Young (37663687),Dyson Daniels (37663757),Jaden McDaniels (37663837),Naz Reid (37663776),Kevon Looney (37664030),Stephen Curry (37663708),Nickeil Alexander-Walker (37663988),Rob Dillingham (37664167),309.2733333333333,392.9868509122009,50000,100.00%,6872,234.1%,0,176.78999999999996,$7.02,MIN 4,ATL 2,user2,49,marvalshot,11838,4635579620_2
Trae Young (37663687),Bilal Coulibaly (37663861),Nickeil Alexander-Walker (37663988),Justin Champagnie (37664032),Deandre Ayton (37663768),Stephen Curry (37663708),Naz Reid (37663776),Rob Dillingham (37664167),310.74,392.5265796144978,49500,100.00%,16740,322.99%,0,196.78,$9.69,MIN 3,WAS 2,user2,50,marvalshot,1994,4635579621_2
