Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
isaiah collier,PG/G/UTIL,UTA,26.13%,0.01%,1.54%,8.49%,9.88%,$1.26
kyle filipowski,C/UTIL,UTA,28.95%,0.01%,1.44%,37.06%,56.21%,$0.64
keyonte george,PG/G/UTIL,UTA,28.76%,0.01%,1.44%,36.58%,50.56%,$0.64
kj martin,PF/F/UTIL,UTA,26.32%,0.01%,1.32%,33.46%,42.44%,$0.28
zion williamson,PF/SF/F/UTIL,NOP,23.48%,0.01%,1.26%,14.12%,12.85%,$0.08
shai gilgeous-alexander,PG/G/UTIL,OKC,24.47%,0.01%,1.23%,18.28%,28.99%,$-0.04
isaiah hartenstein,C/UTIL,OKC,23.61%,0.01%,1.17%,15.91%,22.23%,$-0.1
svi mykhailiuk,SF/SG/G/F/UTIL,UTA,22.32%,0.01%,1.09%,7.7%,4.05%,$-0.22
bam adebayo,C/PF/F/UTIL,MIA,23.61%,0.01%,1.12%,14.84%,12.43%,$-0.22
jalen williams,PF/SF/F/UTIL,OKC,24.56%,0.01%,1.14%,24.11%,21.25%,$-0.25
brice sensabaugh,PF/SF/F/UTIL,UTA,23.93%,0.01%,1.14%,27.77%,22.85%,$-0.27
micah potter,PF/F/UTIL,UTA,23.04%,0.01%,1.1%,13.54%,12.83%,$-0.3
tyler herro,PG/G/UTIL,MIA,23.34%,0.01%,1.1%,10.35%,13.65%,$-0.31
alec burks,PG/SG/G/UTIL,MIA,23.64%,0.01%,1.09%,36.28%,26.33%,$-0.4
anthony edwards,SG/G/UTIL,MIN,23.6%,0.01%,1.08%,16.01%,20.65%,$-0.42
aaron wiggins,PF/SF/F/UTIL,OKC,22.55%,0.01%,1.05%,12.48%,9.62%,$-0.43
paolo banchero,PF/F/UTIL,ORL,23.1%,0.01%,1.07%,17.65%,25.58%,$-0.47
lebron james,PF/SF/F/UTIL,LAL,24.24%,0.01%,1.04%,29.19%,30.05%,$-0.57
kel'el ware,C/UTIL,MIA,21.58%,0.01%,0.98%,8.69%,12.53%,$-0.57
stephon castle,PG/SG/G/UTIL,SAS,23.4%,0.01%,1.03%,33.04%,27.46%,$-0.59
nick richards,C/UTIL,PHX,20.68%,0.01%,0.95%,7.39%,10.17%,$-0.66
cole anthony,PG/SG/G/UTIL,ORL,21.77%,0.01%,0.97%,10.74%,8.09%,$-0.69
keldon johnson,PF/SF/F/UTIL,SAS,22.2%,0.01%,0.98%,17.59%,14.26%,$-0.72
julius randle,C/PF/F/UTIL,MIN,21.38%,0.01%,0.95%,11.62%,8.11%,$-0.72
cason wallace,PG/SG/G/UTIL,OKC,22.78%,0.01%,0.99%,25.59%,19.36%,$-0.74
luka doncic,PG/G/UTIL,LAL,21.41%,0.01%,0.98%,13.72%,20.43%,$-0.74
franz wagner,SF/F/UTIL,ORL,22.27%,0.01%,0.97%,14.79%,18.22%,$-0.75
johnny juzang,SF/SG/G/F/UTIL,UTA,20.85%,0.01%,0.92%,2.91%,1.61%,$-0.76
kawhi leonard,PF/SF/F/UTIL,LAC,22.36%,0.01%,0.95%,15.41%,12.58%,$-0.78
bol bol,PF/F/UTIL,PHX,21.51%,0.01%,0.93%,12.33%,14.59%,$-0.81
jalen brunson,PG/G/UTIL,NYK,20.97%,0.01%,0.9%,5.85%,7.78%,$-0.83
kelly olynyk,C/PF/F/UTIL,NOP,19.74%,0.01%,0.86%,5.64%,4.02%,$-0.88
