Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jared butler,PG/G/UTIL,PHI,39.12%,0.02%,2.57%,12.45%,15.92%,$3.6
kevon looney,C/UTIL,GSW,33.8%,0.02%,1.87%,0.09%,0.1%,$2.33
pelle larsson,SF/SG/G/F/UTIL,MIA,27.71%,0.01%,1.8%,0.02%,0.01%,$2.11
elfrid payton,PG/G/UTIL,CHA,33.88%,0.01%,1.75%,9.68%,12.57%,$1.46
mouhamed gueye,PF/F/UTIL,ATL,31.73%,0.01%,1.62%,13.71%,16.99%,$1.03
zion williamson,PF/F/UTIL,NOP,27.0%,0.01%,1.49%,2.97%,3.24%,$0.92
franz wagner,SF/F/UTIL,ORL,30.03%,0.01%,1.5%,2.47%,2.37%,$0.91
isaiah hartenstein,C/UTIL,OKC,29.65%,0.01%,1.45%,5.95%,10.07%,$0.65
jalen brunson,PG/G/UTIL,NYK,32.36%,0.01%,1.47%,12.3%,14.9%,$0.64
alperen sengun,C/UTIL,HOU,28.69%,0.01%,1.47%,5.99%,9.39%,$0.63
rj barrett,SF/SG/G/F/UTIL,TOR,29.16%,0.01%,1.36%,4.6%,2.29%,$0.49
tidjane salaun,PF/SF/F/UTIL,CHA,30.66%,0.01%,1.4%,11.25%,8.78%,$0.48
thomas bryant,C/UTIL,IND,31.29%,0.01%,1.41%,11.65%,22.43%,$0.48
quentin grimes,SF/SG/G/F/UTIL,PHI,30.32%,0.01%,1.36%,10.12%,6.0%,$0.4
karl-anthony towns,C/UTIL,NYK,32.03%,0.01%,1.38%,11.83%,18.11%,$0.38
gui santos,PF/SF/F/UTIL,GSW,24.05%,0.01%,1.02%,0.02%,0.01%,$0.32
lebron james,PF/SF/F/UTIL,LAL,27.77%,0.01%,1.29%,4.2%,2.92%,$0.23
victor wembanyama,C/UTIL,SAS,27.49%,0.01%,1.27%,4.44%,3.08%,$0.11
shai gilgeous-alexander,PG/G/UTIL,OKC,26.73%,0.01%,1.27%,7.8%,7.24%,$0.05
cam whitmore,SF/SG/G/F/UTIL,HOU,27.99%,0.01%,1.24%,6.57%,3.97%,$0.05
donovan mitchell,PG/SG/G/UTIL,CLE,27.55%,0.01%,1.22%,5.23%,3.61%,$0.04
jalen williams,PF/SF/F/UTIL,OKC,28.59%,0.01%,1.23%,9.27%,6.64%,$0.0
pascal siakam,PF/F/UTIL,IND,28.42%,0.01%,1.2%,7.36%,8.17%,$-0.04
bam adebayo,C/PF/F/UTIL,MIA,26.73%,0.01%,1.17%,1.91%,1.34%,$-0.05
anthony edwards,PG/SG/G/UTIL,MIN,29.37%,0.01%,1.2%,17.44%,12.95%,$-0.12
precious achiuwa,C/PF/F/UTIL,NYK,29.34%,0.01%,1.17%,9.19%,6.67%,$-0.13
scottie barnes,PG/SF/G/F/UTIL,TOR,26.34%,0.01%,1.16%,4.94%,2.97%,$-0.14
bol bol,PF/F/UTIL,PHX,28.37%,0.01%,1.18%,16.83%,20.31%,$-0.15
evan mobley,C/PF/F/UTIL,CLE,26.7%,0.01%,1.13%,3.56%,2.7%,$-0.19
trae young,PG/G/UTIL,ATL,25.82%,0.01%,1.1%,1.32%,1.43%,$-0.2
jarrett allen,C/UTIL,CLE,27.74%,0.01%,1.14%,6.66%,11.56%,$-0.21
domantas sabonis,C/UTIL,SAC,26.42%,0.01%,1.1%,3.54%,5.79%,$-0.23
anfernee simons,PG/SG/G/UTIL,POR,28.26%,0.01%,1.12%,7.38%,5.49%,$-0.25
paolo banchero,PF/F/UTIL,ORL,27.96%,0.01%,1.13%,10.14%,11.84%,$-0.28
aaron wiggins,PF/SF/F/UTIL,OKC,27.82%,0.01%,1.14%,8.91%,6.43%,$-0.28
ryan rollins,PG/G/UTIL,MIL,27.71%,0.01%,1.13%,7.1%,9.15%,$-0.28
stephen curry,PG/G/UTIL,GSW,25.61%,0.01%,1.09%,1.37%,1.63%,$-0.28
jayson tatum,PF/SF/F/UTIL,BOS,28.84%,0.01%,1.12%,19.41%,13.67%,$-0.32
nikola jokic,C/UTIL,DEN,26.01%,0.01%,1.17%,10.26%,7.81%,$-0.34
donovan clingan,C/UTIL,POR,27.79%,0.01%,1.1%,12.59%,24.14%,$-0.35
al horford,C/PF/F/UTIL,BOS,28.55%,0.01%,1.09%,6.4%,5.21%,$-0.39
jordan goodwin,PG/SG/G/UTIL,LAL,26.99%,0.01%,1.09%,18.03%,14.48%,$-0.4
payton pritchard,PG/SG/G/UTIL,BOS,27.14%,0.01%,1.06%,3.72%,2.4%,$-0.43
kyle kuzma,PF/SF/F/UTIL,MIL,26.63%,0.01%,1.03%,4.69%,3.08%,$-0.52
buddy hield,SG/G/UTIL,GSW,27.02%,0.01%,1.04%,2.74%,2.94%,$-0.52
kristaps porzingis,C/UTIL,BOS,25.63%,0.01%,0.99%,4.0%,6.3%,$-0.59
andrew wiggins,SF/F/UTIL,MIA,25.03%,0.01%,0.98%,0.8%,0.85%,$-0.63
jalen duren,C/UTIL,DET,25.21%,0.01%,0.98%,4.32%,7.14%,$-0.64
daquan jeffries,PF/F/UTIL,CHA,24.9%,0.01%,0.92%,0.06%,0.1%,$-0.64
keon johnson,PG/SG/G/UTIL,BKN,25.73%,0.01%,1.0%,4.54%,3.52%,$-0.65
dalano banton,PG/SG/G/UTIL,POR,25.58%,0.01%,1.0%,13.89%,10.62%,$-0.66
tyus jones,PG/G/UTIL,PHX,26.75%,0.01%,0.98%,2.46%,3.16%,$-0.69
sam hauser,PF/SF/F/UTIL,BOS,26.67%,0.0%,0.99%,9.68%,7.2%,$-0.71
ausar thompson,PF/SF/F/UTIL,DET,25.37%,0.01%,0.97%,3.88%,2.52%,$-0.72
rob dillingham,PG/G/UTIL,MIN,25.47%,0.01%,0.96%,3.38%,4.41%,$-0.72
pj washington,PF/SF/F/UTIL,DAL,26.6%,0.0%,0.96%,6.39%,4.18%,$-0.74
demar derozan,SF/F/UTIL,SAC,25.48%,0.01%,1.0%,0.48%,0.47%,$-0.75
john collins,C/PF/F/UTIL,UTA,24.48%,0.01%,0.92%,2.61%,1.8%,$-0.78
malik monk,PG/SG/G/UTIL,SAC,26.69%,0.0%,0.94%,19.54%,14.72%,$-0.79
karlo matkovic,C/PF/F/UTIL,NOP,25.16%,0.01%,0.94%,2.62%,2.16%,$-0.79
rudy gobert,C/UTIL,MIN,26.85%,0.0%,0.93%,1.95%,3.4%,$-0.79
jordan poole,PG/G/UTIL,WAS,25.73%,0.01%,0.91%,4.61%,5.42%,$-0.8
jusuf nurkic,C/UTIL,CHA,24.88%,0.01%,0.93%,6.08%,12.23%,$-0.81
amen thompson,PG/SF/G/F/UTIL,HOU,27.05%,0.0%,0.93%,23.41%,14.63%,$-0.81
devin vassell,SF/SG/G/F/UTIL,SAS,26.39%,0.0%,0.94%,4.16%,2.09%,$-0.83
guerschon yabusele,C/PF/F/UTIL,PHI,25.98%,0.0%,0.91%,2.39%,1.7%,$-0.84
jalen green,SG/G/UTIL,HOU,24.73%,0.01%,0.91%,2.17%,2.16%,$-0.86
kris murray,PF/SF/F/UTIL,POR,25.43%,0.0%,0.93%,6.06%,4.34%,$-0.86
keyonte george,PG/G/UTIL,UTA,25.1%,0.01%,0.91%,2.44%,2.73%,$-0.86
cole anthony,PG/SG/G/UTIL,ORL,23.86%,0.01%,0.91%,2.32%,1.65%,$-0.86
trendon watford,C/PF/F/UTIL,BKN,24.34%,0.01%,0.91%,1.79%,1.53%,$-0.88
olivier-maxence prosper,PF/F/UTIL,DAL,24.39%,0.01%,0.88%,1.55%,2.07%,$-0.88
tari eason,PF/F/UTIL,HOU,25.18%,0.0%,0.9%,4.66%,5.14%,$-0.9
julian champagnie,SF/SG/G/F/UTIL,SAS,27.48%,0.0%,0.76%,0.02%,0.01%,$-0.9
paul george,PF/SF/F/UTIL,PHI,25.53%,0.0%,0.9%,11.86%,8.15%,$-0.91
jordan hawkins,SG/G/UTIL,NOP,25.44%,0.0%,0.9%,2.17%,2.22%,$-0.92
alec burks,PG/SG/G/UTIL,MIA,20.87%,0.0%,0.75%,0.02%,0.01%,$-0.93
tosan evbuomwan,PF/SF/F/UTIL,BKN,24.6%,0.0%,0.89%,4.28%,3.14%,$-0.96
jose alvarado,PG/G/UTIL,NOP,25.44%,0.0%,0.87%,3.34%,4.07%,$-0.97
naz reid,C/PF/F/UTIL,MIN,25.65%,0.0%,0.87%,3.86%,2.86%,$-0.97
deni avdija,PF/SF/F/UTIL,POR,23.67%,0.01%,0.86%,2.3%,1.44%,$-0.99
caris levert,SF/SG/G/F/UTIL,ATL,25.23%,0.0%,0.88%,20.56%,11.95%,$-1.0
bobby portis,C/PF/F/UTIL,MIL,24.79%,0.0%,0.87%,15.6%,11.69%,$-1.0
derrick white,PG/SG/G/UTIL,BOS,25.1%,0.0%,0.86%,2.64%,2.05%,$-1.03
tyler herro,PG/G/UTIL,MIA,24.52%,0.0%,0.82%,1.68%,2.08%,$-1.05
anthony black,PG/G/UTIL,ORL,25.04%,0.0%,0.85%,1.03%,1.41%,$-1.05
nikola jovic,C/PF/F/UTIL,MIA,25.39%,0.0%,0.83%,1.93%,1.46%,$-1.06
ziaire williams,SF/SG/G/F/UTIL,BKN,24.29%,0.0%,0.85%,4.49%,2.39%,$-1.07
tyrese haliburton,PG/G/UTIL,IND,24.58%,0.0%,0.83%,4.13%,4.68%,$-1.07
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,25.38%,0.0%,0.85%,13.94%,8.03%,$-1.08
cade cunningham,PG/G/UTIL,DET,24.22%,0.0%,0.84%,12.17%,13.01%,$-1.09
zach lavine,SF/SG/G/F/UTIL,SAC,24.66%,0.0%,0.84%,7.96%,4.11%,$-1.09
kyshawn george,PF/F/UTIL,WAS,25.0%,0.0%,0.83%,8.0%,9.58%,$-1.12
max christie,SF/SG/G/F/UTIL,DAL,25.24%,0.0%,0.84%,3.77%,2.11%,$-1.13
bennedict mathurin,SF/F/UTIL,IND,24.22%,0.0%,0.8%,0.69%,0.72%,$-1.18
jaylen clark,SF/SG/G/F/UTIL,MIN,26.22%,0.0%,0.81%,0.05%,0.05%,$-1.18
cj mccollum,PG/SG/G/UTIL,NOP,23.94%,0.0%,0.78%,1.91%,1.35%,$-1.19
kevin durant,C/PF/F/UTIL,PHX,22.03%,0.01%,0.78%,1.93%,1.45%,$-1.19
dalton knecht,SF/SG/G/F/UTIL,LAL,23.3%,0.0%,0.79%,1.08%,0.66%,$-1.22
d'angelo russell,PG/G/UTIL,BKN,22.51%,0.0%,0.75%,1.54%,1.74%,$-1.24
aaron gordon,C/PF/F/UTIL,DEN,22.84%,0.0%,0.79%,2.23%,1.74%,$-1.25
miles mcbride,PG/SG/G/UTIL,NYK,24.04%,0.0%,0.77%,2.06%,1.7%,$-1.26
lauri markkanen,SF/F/UTIL,UTA,22.41%,0.0%,0.75%,0.8%,0.7%,$-1.26
kevin huerter,SG/G/UTIL,CHI,23.95%,0.0%,0.78%,3.22%,3.72%,$-1.27
mikal bridges,SF/SG/G/F/UTIL,NYK,24.93%,0.0%,0.76%,3.96%,2.09%,$-1.27
jalen smith,C/UTIL,CHI,22.81%,0.0%,0.76%,3.23%,6.17%,$-1.28
max strus,SF/SG/G/F/UTIL,CLE,23.93%,0.0%,0.77%,4.37%,2.3%,$-1.28
kentavious caldwell-pope,SG/G/UTIL,ORL,24.25%,0.0%,0.82%,0.67%,0.86%,$-1.28
aaron nesmith,SF/SG/G/F/UTIL,IND,23.69%,0.0%,0.76%,1.87%,1.09%,$-1.32
keon ellis,PG/SG/G/UTIL,SAC,23.72%,0.0%,0.75%,4.74%,3.62%,$-1.34
onyeka okongwu,C/UTIL,ATL,22.75%,0.0%,0.75%,1.91%,3.19%,$-1.34
dillon brooks,PF/F/UTIL,HOU,16.35%,0.0%,0.44%,0.01%,0.03%,$-1.34
goga bitadze,C/UTIL,ORL,22.01%,0.0%,0.74%,2.05%,3.88%,$-1.36
luke kornet,C/UTIL,BOS,22.96%,0.0%,0.74%,2.13%,4.3%,$-1.36
darius garland,PG/G/UTIL,CLE,22.0%,0.0%,0.71%,1.69%,1.94%,$-1.39
gradey dick,SG/G/UTIL,TOR,22.98%,0.0%,0.74%,5.54%,5.82%,$-1.4
terance mann,PG/SG/G/UTIL,ATL,24.16%,0.0%,0.7%,0.16%,0.13%,$-1.44
jeff dowtin,PG/G/UTIL,PHI,28.78%,0.0%,0.9%,0.01%,0.01%,$-1.44
spencer dinwiddie,PG/SG/G/UTIL,DAL,22.44%,0.0%,0.72%,1.85%,1.44%,$-1.45
jamal murray,PG/SG/G/UTIL,DEN,23.03%,0.0%,0.71%,2.44%,1.9%,$-1.45
klay thompson,SG/G/UTIL,DAL,22.26%,0.0%,0.71%,0.92%,0.96%,$-1.45
georges niang,PF/F/UTIL,ATL,22.93%,0.0%,0.71%,3.0%,3.49%,$-1.46
jabari walker,C/PF/F/UTIL,POR,22.03%,0.0%,0.71%,1.81%,1.59%,$-1.46
zaccharie risacher,PF/SF/F/UTIL,ATL,22.7%,0.0%,0.7%,1.42%,1.03%,$-1.5
christian braun,SF/SG/G/F/UTIL,DEN,23.04%,0.0%,0.67%,4.17%,1.95%,$-1.5
walker kessler,C/UTIL,UTA,21.59%,0.0%,0.67%,1.38%,2.47%,$-1.5
ricky council iv,PF/SF/F/UTIL,PHI,21.06%,0.0%,0.65%,0.19%,0.17%,$-1.51
jordan clarkson,SG/G/UTIL,UTA,22.16%,0.0%,0.68%,1.66%,1.62%,$-1.52
jaylon tyson,SF/SG/G/F/UTIL,CLE,21.74%,0.0%,0.67%,0.18%,0.1%,$-1.52
kyrie irving,PG/G/UTIL,DAL,22.33%,0.0%,0.65%,1.3%,1.47%,$-1.54
jaylin williams,C/UTIL,OKC,21.14%,0.0%,0.69%,0.16%,0.33%,$-1.54
luguentz dort,SF/SG/G/F/UTIL,OKC,22.7%,0.0%,0.68%,4.29%,2.43%,$-1.55
jaden mcdaniels,SF/F/UTIL,MIN,23.37%,0.0%,0.68%,1.09%,1.12%,$-1.55
chris paul,PG/G/UTIL,SAS,22.37%,0.0%,0.67%,0.95%,1.08%,$-1.56
jeremy sochan,C/PF/F/UTIL,SAS,22.35%,0.0%,0.67%,0.86%,0.66%,$-1.56
dyson daniels,SG/G/UTIL,ATL,21.96%,0.0%,0.69%,1.42%,1.6%,$-1.57
tobias harris,PF/F/UTIL,DET,22.87%,0.0%,0.67%,1.07%,1.08%,$-1.58
nic claxton,C/UTIL,BKN,22.13%,0.0%,0.64%,0.28%,0.37%,$-1.59
matas buzelis,PF/F/UTIL,CHI,22.54%,0.0%,0.67%,5.98%,7.02%,$-1.6
sam merrill,SG/G/UTIL,CLE,22.02%,0.0%,0.67%,1.54%,1.71%,$-1.6
aj green,PG/SG/G/UTIL,MIL,22.51%,0.0%,0.67%,2.62%,2.03%,$-1.61
isaiah joe,SG/G/UTIL,OKC,21.52%,0.0%,0.68%,0.49%,0.47%,$-1.61
corey kispert,SF/SG/G/F/UTIL,WAS,22.23%,0.0%,0.66%,8.46%,4.87%,$-1.62
andrew nembhard,PG/SG/G/UTIL,IND,22.29%,0.0%,0.66%,4.41%,3.08%,$-1.62
miles bridges,PF/F/UTIL,CHA,20.84%,0.0%,0.64%,0.85%,0.91%,$-1.62
brandin podziemski,PG/SG/G/UTIL,GSW,21.66%,0.0%,0.64%,3.17%,2.38%,$-1.63
stephon castle,PG/SG/G/UTIL,SAS,20.42%,0.0%,0.63%,0.63%,0.5%,$-1.64
keegan murray,PF/F/UTIL,SAC,22.54%,0.0%,0.64%,1.72%,2.0%,$-1.64
jimmy butler,PF/SF/F/UTIL,GSW,21.08%,0.0%,0.64%,3.97%,2.77%,$-1.65
moses moody,PG/SF/G/F/UTIL,GSW,22.06%,0.0%,0.65%,8.75%,5.5%,$-1.65
ryan dunn,SF/SG/G/F/UTIL,PHX,22.09%,0.0%,0.62%,1.03%,0.54%,$-1.66
dominick barlow,C/PF/F/UTIL,ATL,13.11%,0.0%,0.27%,0.01%,0.01%,$-1.67
isaiah collier,PG/G/UTIL,UTA,21.82%,0.0%,0.61%,2.34%,2.75%,$-1.71
immanuel quickley,PG/G/UTIL,TOR,21.12%,0.0%,0.61%,12.98%,15.69%,$-1.72
isaiah stewart,C/UTIL,DET,21.6%,0.0%,0.62%,0.98%,1.87%,$-1.72
keldon johnson,PF/SF/F/UTIL,SAS,20.76%,0.0%,0.6%,0.84%,0.57%,$-1.74
austin reaves,PG/SG/G/UTIL,LAL,20.56%,0.0%,0.6%,1.12%,0.86%,$-1.76
shaedon sharpe,SF/SG/G/F/UTIL,POR,20.35%,0.0%,0.61%,2.33%,1.21%,$-1.76
ayo dosunmu,PF/F/UTIL,CHI,22.1%,0.0%,0.59%,0.62%,0.67%,$-1.76
naji marshall,PF/SF/F/UTIL,DAL,21.43%,0.0%,0.59%,2.2%,1.5%,$-1.77
toumani camara,SF/SG/G/F/UTIL,POR,22.13%,0.0%,0.6%,1.23%,0.61%,$-1.77
tyrese martin,SG/G/UTIL,BKN,21.75%,0.0%,0.6%,0.29%,0.29%,$-1.81
malik beasley,SF/SG/G/F/UTIL,DET,20.81%,0.0%,0.58%,1.34%,0.7%,$-1.82
yves missi,C/UTIL,NOP,22.0%,0.0%,0.57%,0.42%,0.71%,$-1.83
draymond green,C/PF/F/UTIL,GSW,21.14%,0.0%,0.57%,5.08%,3.6%,$-1.84
bilal coulibaly,SF/SG/G/F/UTIL,WAS,21.67%,0.0%,0.56%,2.41%,1.16%,$-1.84
ben sheppard,SG/G/UTIL,IND,20.28%,0.0%,0.51%,0.07%,0.09%,$-1.84
coby white,SF/SG/G/F/UTIL,CHI,20.87%,0.0%,0.57%,3.39%,1.74%,$-1.86
taurean prince,PF/SF/F/UTIL,MIL,21.55%,0.0%,0.57%,0.7%,0.54%,$-1.86
malcolm brogdon,PG/SG/G/UTIL,WAS,19.68%,0.0%,0.57%,2.26%,1.69%,$-1.88
obi toppin,C/PF/F/UTIL,IND,19.47%,0.0%,0.56%,1.65%,1.35%,$-1.9
jevon carter,PG/SG/G/UTIL,CHI,20.04%,0.0%,0.52%,0.1%,0.1%,$-1.92
neemias queta,C/UTIL,BOS,19.0%,0.0%,0.42%,0.02%,0.01%,$-1.93
ochai agbaji,PF/F/UTIL,TOR,21.26%,0.0%,0.51%,0.07%,0.1%,$-1.95
deandre jordan,C/UTIL,DEN,11.96%,0.0%,0.28%,0.01%,0.01%,$-1.96
alex caruso,PG/SF/G/F/UTIL,OKC,20.08%,0.0%,0.54%,0.63%,0.37%,$-1.99
tre jones,PG/G/UTIL,CHI,20.12%,0.0%,0.52%,0.35%,0.43%,$-1.99
rayan rupert,PG/SF/G/F/UTIL,POR,12.0%,0.0%,0.35%,0.01%,0.01%,$-2.01
brook lopez,C/UTIL,MIL,20.16%,0.0%,0.49%,1.0%,1.86%,$-2.06
patrick williams,PF/SF/F/UTIL,CHI,19.48%,0.0%,0.5%,0.64%,0.49%,$-2.08
kenrich williams,PF/F/UTIL,OKC,19.08%,0.0%,0.51%,0.08%,0.1%,$-2.09
josh giddey,PG/G/UTIL,CHI,18.68%,0.0%,0.48%,1.56%,1.8%,$-2.1
jonas valanciunas,C/UTIL,SAC,15.93%,0.0%,0.46%,0.04%,0.1%,$-2.1
jonathan mogbo,C/UTIL,TOR,19.2%,0.0%,0.47%,1.12%,2.13%,$-2.11
dante exum,SF/F/UTIL,DAL,19.34%,0.0%,0.49%,0.08%,0.1%,$-2.12
rui hachimura,PF/SF/F/UTIL,LAL,20.04%,0.0%,0.46%,0.61%,0.4%,$-2.14
joe ingles,PF/F/UTIL,MIN,12.01%,0.0%,0.19%,0.01%,0.01%,$-2.15
jaxson hayes,C/UTIL,LAL,20.27%,0.0%,0.43%,0.3%,0.52%,$-2.17
davion mitchell,PG/G/UTIL,MIA,22.02%,0.0%,0.42%,0.08%,0.1%,$-2.17
xavier tillman,C/PF/F/UTIL,BOS,24.86%,0.0%,0.46%,0.01%,0.03%,$-2.18
justin champagnie,PF/SF/F/UTIL,WAS,17.47%,0.0%,0.36%,0.02%,0.01%,$-2.18
vlatko cancar,C/UTIL,DEN,13.3%,0.0%,0.19%,0.01%,0.03%,$-2.2
andre drummond,C/UTIL,PHI,18.23%,0.0%,0.43%,0.2%,0.38%,$-2.21
zeke nnaji,C/PF/F/UTIL,DEN,19.21%,0.0%,0.48%,0.1%,0.1%,$-2.21
nikola vucevic,C/UTIL,CHI,17.08%,0.0%,0.47%,0.57%,0.89%,$-2.23
hunter tyson,PF/SF/F/UTIL,DEN,16.19%,0.0%,0.41%,0.02%,0.01%,$-2.24
josh green,SF/F/UTIL,CHA,20.94%,0.0%,0.4%,0.12%,0.14%,$-2.25
jarred vanderbilt,PF/F/UTIL,LAL,18.06%,0.0%,0.42%,0.47%,0.51%,$-2.26
luka doncic,PG/G/UTIL,LAL,15.84%,0.0%,0.43%,2.16%,2.1%,$-2.27
monte morris,PG/G/UTIL,PHX,18.4%,0.0%,0.42%,0.1%,0.1%,$-2.28
justin edwards,PF/SF/F/UTIL,PHI,18.11%,0.0%,0.39%,0.48%,0.32%,$-2.29
harrison barnes,PF/SF/F/UTIL,SAS,17.92%,0.0%,0.38%,0.17%,0.1%,$-2.33
dennis schroder,PG/SG/G/UTIL,DET,17.75%,0.0%,0.41%,0.87%,0.74%,$-2.34
julian strawther,SF/SG/G/F/UTIL,DEN,18.0%,0.0%,0.38%,0.71%,0.36%,$-2.36
jalen wilson,SG/G/UTIL,BKN,18.09%,0.0%,0.4%,0.22%,0.18%,$-2.38
nick richards,C/UTIL,PHX,17.23%,0.0%,0.37%,0.15%,0.39%,$-2.42
jaden ivey,PG/G/UTIL,DET,14.11%,0.0%,0.34%,0.02%,0.03%,$-2.42
reed sheppard,PG/SG/G/UTIL,HOU,10.02%,0.0%,0.22%,0.01%,0.01%,$-2.44
bruce brown,PG/SF/G/F/UTIL,NOP,17.19%,0.0%,0.36%,2.27%,1.36%,$-2.45
isaiah crawford,PF/F/UTIL,SAC,16.81%,0.0%,0.35%,0.03%,0.03%,$-2.45
simone fontecchio,PF/F/UTIL,DET,20.36%,0.0%,0.36%,0.01%,0.01%,$-2.47
javonte green,PF/SF/F/UTIL,NOP,15.83%,0.0%,0.24%,0.02%,0.01%,$-2.53
tolu smith,C/UTIL,DET,15.33%,0.0%,0.27%,0.02%,0.03%,$-2.58
shake milton,PG/SG/G/UTIL,LAL,18.84%,0.0%,0.32%,0.02%,0.01%,$-2.59
damion lee,SF/SG/G/F/UTIL,PHX,19.84%,0.0%,0.29%,0.02%,0.01%,$-2.59
malaki branham,SF/SG/G/F/UTIL,SAS,18.49%,0.0%,0.35%,0.04%,0.03%,$-2.62
carlton carrington,PG/G/UTIL,WAS,15.71%,0.0%,0.3%,1.14%,1.29%,$-2.63
bojan bogdanovic,PF/F/UTIL,BKN,15.56%,0.0%,0.27%,0.03%,0.03%,$-2.63
kyle anderson,PF/SF/F/UTIL,MIA,18.7%,0.0%,0.25%,0.02%,0.01%,$-2.64
vasilije micic,PG/G/UTIL,PHX,17.22%,0.0%,0.26%,0.04%,0.1%,$-2.64
torrey craig,PF/SF/F/UTIL,BOS,18.68%,0.0%,0.32%,0.03%,0.03%,$-2.64
mac mcclung,PG/G/UTIL,ORL,15.06%,0.0%,0.31%,0.03%,0.03%,$-2.67
brice sensabaugh,PF/SF/F/UTIL,UTA,18.39%,0.0%,0.29%,0.02%,0.01%,$-2.67
mason plumlee,C/UTIL,PHX,15.82%,0.0%,0.22%,0.03%,0.1%,$-2.7
taj gibson,C/UTIL,CHA,9.7%,0.0%,0.11%,0.01%,0.01%,$-2.71
quinten post,C/UTIL,GSW,15.15%,0.0%,0.26%,0.07%,0.1%,$-2.72
brandon williams,PG/G/UTIL,DAL,18.0%,0.0%,0.32%,0.01%,0.03%,$-2.72
jalen pickett,PG/SG/G/UTIL,DEN,12.77%,0.0%,0.19%,0.02%,0.01%,$-2.76
haywood highsmith,PF/SF/F/UTIL,MIA,15.7%,0.0%,0.23%,0.04%,0.03%,$-2.76
stanley umude,SG/G/UTIL,MIL,12.84%,0.0%,0.18%,0.02%,0.03%,$-2.8
mason jones,SG/G/UTIL,SAC,12.39%,0.0%,0.22%,0.02%,0.03%,$-2.8
jamison battle,SF/F/UTIL,TOR,8.02%,0.0%,0.13%,0.01%,0.01%,$-2.82
bismack biyombo,C/UTIL,SAS,17.11%,0.0%,0.25%,0.01%,0.03%,$-2.83
isaac okoro,PF/SF/F/UTIL,CLE,14.49%,0.0%,0.22%,0.04%,0.03%,$-2.84
jericho sims,C/UTIL,MIL,18.1%,0.0%,0.18%,0.01%,0.03%,$-2.85
cory joseph,PG/G/UTIL,ORL,11.48%,0.0%,0.17%,0.02%,0.03%,$-2.86
kessler edwards,PF/SF/F/UTIL,DAL,15.69%,0.0%,0.25%,0.02%,0.01%,$-2.86
bobi klintman,PF/F/UTIL,DET,12.42%,0.0%,0.17%,0.02%,0.03%,$-2.87
isaiah wong,PG/SG/G/UTIL,CHA,15.46%,0.0%,0.23%,0.02%,0.01%,$-2.89
pacome dadiet,SF/SG/G/F/UTIL,NYK,16.0%,0.0%,0.25%,0.04%,0.03%,$-2.89
justin minaya,PF/F/UTIL,POR,14.52%,0.0%,0.18%,0.04%,0.03%,$-2.89
matt ryan,SF/SG/G/F/UTIL,NYK,12.95%,0.0%,0.13%,0.02%,0.03%,$-2.9
cody williams,SF/F/UTIL,UTA,13.01%,0.0%,0.28%,0.02%,0.01%,$-2.9
sidy cissoko,SG/G/UTIL,POR,15.47%,0.0%,0.21%,0.04%,0.03%,$-2.92
adama sanogo,C/UTIL,CHI,15.15%,0.0%,0.25%,0.01%,0.03%,$-2.94
adam flagler,PG/G/UTIL,OKC,13.85%,0.0%,0.14%,0.03%,0.03%,$-2.94
herbert jones,C/UTIL,NOP,13.68%,0.0%,0.3%,0.01%,0.03%,$-2.95
julian phillips,PF/F/UTIL,CHI,15.54%,0.0%,0.17%,0.03%,0.03%,$-2.96
maxwell lewis,SF/F/UTIL,BKN,15.2%,0.0%,0.19%,0.02%,0.03%,$-2.99
aj johnson,PG/SG/G/UTIL,WAS,12.28%,0.0%,0.17%,0.03%,0.03%,$-2.99
jacob toppin,PF/F/UTIL,NYK,15.4%,0.0%,0.2%,0.01%,0.03%,$-2.99
josh minott,SF/SG/G/F/UTIL,MIN,13.23%,0.0%,0.17%,0.06%,0.03%,$-3.02
baylor scheierman,SF/SG/G/F/UTIL,BOS,14.45%,0.0%,0.22%,0.02%,0.01%,$-3.02
steven adams,C/UTIL,HOU,11.89%,0.0%,0.15%,0.07%,0.1%,$-3.03
devin carter,PG/SG/G/UTIL,SAC,11.28%,0.0%,0.11%,0.02%,0.03%,$-3.03
jaylen martin,SF/F/UTIL,WAS,15.61%,0.0%,0.13%,0.03%,0.03%,$-3.03
adem bona,C/UTIL,PHI,10.97%,0.0%,0.13%,0.02%,0.03%,$-3.04
duncan robinson,SG/G/UTIL,MIA,12.37%,0.0%,0.18%,0.03%,0.04%,$-3.04
