Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
kevon looney,C/UTIL,GSW,27.44%,0.02%,1.52%,2.88%,6.44%,$0.84
rob dillingham,PG/G/UTIL,MIN,31.51%,0.01%,1.55%,30.36%,43.63%,$0.62
jonathan isaac,C/PF/F/UTIL,ORL,26.16%,0.01%,1.36%,2.83%,2.83%,$0.45
stephen curry,PG/G/UTIL,GSW,29.71%,0.01%,1.35%,20.4%,22.32%,$0.22
trae young,PG/G/UTIL,ATL,29.83%,0.01%,1.35%,18.53%,17.63%,$0.22
buddy hield,SG/G/UTIL,GSW,28.09%,0.01%,1.3%,11.86%,15.01%,$0.16
justin champagnie,PF/F/UTIL,WAS,27.57%,0.01%,1.26%,17.45%,26.1%,$0.03
onyeka okongwu,C/UTIL,ATL,25.52%,0.01%,1.22%,6.19%,10.8%,$-0.0
rudy gobert,C/UTIL,MIN,27.85%,0.01%,1.2%,6.59%,11.33%,$-0.02
karl-anthony towns,C/UTIL,NYK,27.32%,0.01%,1.23%,10.47%,13.31%,$-0.04
donovan clingan,C/UTIL,POR,21.8%,0.0%,0.94%,0.01%,0.01%,$-0.08
naz reid,C/PF/F/UTIL,MIN,29.22%,0.01%,1.19%,42.45%,41.0%,$-0.09
nikola vucevic,C/UTIL,CHI,26.64%,0.01%,1.18%,8.96%,13.86%,$-0.09
isaiah hartenstein,C/UTIL,OKC,26.69%,0.01%,1.17%,7.44%,11.81%,$-0.09
deandre ayton,C/UTIL,POR,25.64%,0.01%,1.12%,2.45%,3.99%,$-0.12
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,27.93%,0.01%,1.17%,54.01%,44.4%,$-0.14
richaun holmes,C/UTIL,WAS,26.39%,0.01%,1.16%,8.44%,17.78%,$-0.14
nikola jokic,C/UTIL,DEN,27.27%,0.01%,1.15%,17.54%,22.77%,$-0.24
franz wagner,SF/F/UTIL,ORL,25.48%,0.01%,1.1%,10.26%,10.37%,$-0.28
jalen williams,PF/SF/F/UTIL,OKC,25.97%,0.01%,1.08%,11.88%,8.46%,$-0.31
michael porter jr.,PF/SF/F/UTIL,DEN,26.31%,0.01%,1.05%,12.38%,9.16%,$-0.37
kristaps porzingis,C/UTIL,BOS,22.74%,0.01%,0.97%,1.52%,2.5%,$-0.37
dyson daniels,SG/G/UTIL,ATL,26.29%,0.01%,1.04%,12.04%,12.86%,$-0.39
georges niang,PF/SF/F/UTIL,ATL,25.18%,0.01%,1.04%,7.92%,6.83%,$-0.39
shai gilgeous-alexander,PG/G/UTIL,OKC,24.85%,0.01%,1.04%,13.94%,8.71%,$-0.43
aaron wiggins,PF/SF/F/UTIL,OKC,26.26%,0.01%,1.03%,26.76%,23.48%,$-0.44
jaden mcdaniels,SF/F/UTIL,MIN,26.31%,0.01%,1.02%,11.59%,12.31%,$-0.44
aaron gordon,C/PF/F/UTIL,DEN,25.57%,0.01%,1.01%,18.74%,17.36%,$-0.49
jordan poole,PG/G/UTIL,WAS,25.42%,0.01%,0.99%,22.02%,25.81%,$-0.49
matas buzelis,PF/F/UTIL,CHI,25.35%,0.01%,1.0%,17.21%,24.91%,$-0.5
jalen brunson,PG/G/UTIL,NYK,24.5%,0.01%,0.95%,12.09%,11.85%,$-0.55
isaiah joe,SG/G/UTIL,OKC,24.89%,0.01%,0.97%,8.21%,10.05%,$-0.56
bilal coulibaly,SG/G/UTIL,WAS,25.25%,0.01%,0.96%,15.21%,17.42%,$-0.57
jaylen clark,SF/SG/G/F/UTIL,MIN,24.55%,0.01%,0.97%,18.76%,13.24%,$-0.57
mason plumlee,C/UTIL,PHX,25.08%,0.01%,0.87%,0.02%,0.1%,$-0.57
draymond green,C/PF/F/UTIL,GSW,24.43%,0.01%,0.94%,12.15%,9.92%,$-0.6
josh giddey,PG/G/UTIL,CHI,23.34%,0.01%,0.92%,8.18%,8.77%,$-0.61
precious achiuwa,C/PF/F/UTIL,NYK,25.56%,0.0%,0.93%,11.83%,9.46%,$-0.63
al horford,C/PF/F/UTIL,BOS,24.28%,0.01%,0.93%,9.19%,9.08%,$-0.64
alex caruso,PG/SF/G/F/UTIL,OKC,23.63%,0.01%,0.9%,9.97%,6.64%,$-0.68
jimmy butler,PF/SF/F/UTIL,GSW,22.64%,0.01%,0.88%,4.79%,3.49%,$-0.68
joe ingles,PF/F/UTIL,MIN,23.59%,0.01%,0.9%,8.34%,11.77%,$-0.7
coby white,SF/SG/G/F/UTIL,CHI,24.37%,0.01%,0.89%,16.84%,9.98%,$-0.7
paolo banchero,PF/F/UTIL,ORL,23.57%,0.01%,0.88%,13.65%,16.39%,$-0.73
kevin durant,C/PF/F/UTIL,PHX,22.78%,0.01%,0.86%,5.95%,4.15%,$-0.73
jaylen brown,SF/SG/G/F/UTIL,BOS,23.46%,0.01%,0.85%,8.64%,4.77%,$-0.77
carlton carrington,PG/SG/G/UTIL,WAS,24.34%,0.0%,0.85%,32.4%,29.63%,$-0.81
brandin podziemski,PG/SG/G/UTIL,GSW,22.01%,0.01%,0.8%,7.64%,5.87%,$-0.87
devin booker,PG/SG/G/UTIL,PHX,22.31%,0.01%,0.79%,8.91%,5.96%,$-0.88
christian braun,SF/SG/G/F/UTIL,DEN,23.74%,0.0%,0.8%,9.01%,5.02%,$-0.88
goga bitadze,C/UTIL,ORL,20.73%,0.01%,0.79%,2.07%,3.92%,$-0.88
patrick williams,PF/SF/F/UTIL,CHI,22.67%,0.0%,0.81%,9.92%,8.79%,$-0.9
moses moody,PG/SF/G/F/UTIL,GSW,21.7%,0.01%,0.79%,3.39%,2.39%,$-0.91
ayo dosunmu,PF/F/UTIL,CHI,22.56%,0.0%,0.77%,7.05%,8.85%,$-0.95
zaccharie risacher,PF/SF/F/UTIL,ATL,21.84%,0.0%,0.76%,5.5%,4.36%,$-0.97
kenrich williams,PF/F/UTIL,OKC,21.98%,0.0%,0.78%,0.95%,1.37%,$-0.97
jalen smith,C/UTIL,CHI,19.33%,0.01%,0.73%,0.67%,1.44%,$-0.97
tristan vukcevic,C/UTIL,WAS,20.35%,0.01%,0.76%,0.42%,0.88%,$-0.97
jamal murray,PG/SG/G/UTIL,DEN,22.04%,0.0%,0.74%,7.54%,5.07%,$-0.99
jayson tatum,PF/SF/F/UTIL,BOS,21.91%,0.0%,0.75%,11.07%,6.42%,$-0.99
zach edey,C/UTIL,MEM,20.35%,0.01%,0.71%,0.96%,1.92%,$-1.04
josh hart,PF/SF/F/UTIL,NYK,22.48%,0.0%,0.71%,6.72%,4.98%,$-1.05
jaren jackson jr.,C/PF/F/UTIL,MEM,19.55%,0.01%,0.71%,4.09%,3.03%,$-1.06
malcolm brogdon,PG/SG/G/UTIL,WAS,19.64%,0.01%,0.7%,4.52%,3.57%,$-1.08
cole anthony,PG/SG/G/UTIL,ORL,20.19%,0.0%,0.7%,4.96%,3.67%,$-1.08
dominick barlow,C/PF/F/UTIL,ATL,20.76%,0.0%,0.71%,3.99%,4.15%,$-1.08
payton pritchard,PG/SG/G/UTIL,BOS,21.07%,0.0%,0.7%,3.7%,2.89%,$-1.09
brandon clarke,C/UTIL,MEM,20.31%,0.01%,0.68%,0.2%,0.46%,$-1.09
caris levert,SF/SG/G/F/UTIL,ATL,20.66%,0.0%,0.69%,5.22%,3.26%,$-1.14
santi aldama,PF/F/UTIL,MEM,19.95%,0.0%,0.66%,0.87%,1.19%,$-1.14
anfernee simons,PG/SG/G/UTIL,POR,21.57%,0.0%,0.65%,5.8%,4.14%,$-1.17
royce o'neale,PF/SF/F/UTIL,PHX,20.47%,0.0%,0.66%,0.87%,0.78%,$-1.19
victor wembanyama,C/UTIL,SAS,19.45%,0.0%,0.66%,7.91%,4.6%,$-1.2
sam hauser,PF/SF/F/UTIL,BOS,20.9%,0.0%,0.66%,0.31%,0.24%,$-1.21
vince williams jr.,SF/SG/G/F/UTIL,MEM,20.18%,0.0%,0.65%,0.69%,0.46%,$-1.21
tyus jones,PG/G/UTIL,PHX,20.14%,0.0%,0.61%,2.98%,3.79%,$-1.25
derrick white,PG/SG/G/UTIL,BOS,21.08%,0.0%,0.61%,4.05%,3.02%,$-1.27
julian strawther,SF/SG/G/F/UTIL,DEN,20.57%,0.0%,0.63%,0.18%,0.1%,$-1.28
deni avdija,PF/SF/F/UTIL,POR,19.15%,0.0%,0.6%,2.2%,1.62%,$-1.29
jeremy sochan,C/PF/F/UTIL,SAS,19.61%,0.0%,0.6%,1.19%,1.12%,$-1.3
deandre jordan,C/UTIL,DEN,22.15%,0.0%,0.62%,0.09%,0.1%,$-1.3
jaylin williams,C/UTIL,OKC,19.26%,0.0%,0.61%,0.04%,0.09%,$-1.32
grayson allen,SF/SG/G/F/UTIL,PHX,20.09%,0.0%,0.58%,2.61%,1.48%,$-1.35
larry nance jr.,C/PF/F/UTIL,ATL,18.72%,0.0%,0.55%,0.15%,0.23%,$-1.37
nick richards,C/UTIL,PHX,17.99%,0.0%,0.55%,0.57%,1.03%,$-1.38
ja morant,PG/G/UTIL,MEM,16.98%,0.0%,0.55%,1.97%,1.86%,$-1.4
wendell carter jr.,C/UTIL,ORL,19.02%,0.0%,0.55%,0.52%,1.05%,$-1.4
desmond bane,SG/G/UTIL,MEM,18.31%,0.0%,0.52%,1.48%,1.43%,$-1.41
corey kispert,SF/SG/G/F/UTIL,WAS,19.08%,0.0%,0.55%,2.84%,1.75%,$-1.42
kentavious caldwell-pope,SG/G/UTIL,ORL,19.8%,0.0%,0.56%,1.71%,1.99%,$-1.42
kevin huerter,SG/G/UTIL,CHI,20.97%,0.0%,0.58%,0.06%,0.1%,$-1.43
miles mcbride,PG/SG/G/UTIL,NYK,18.99%,0.0%,0.54%,2.91%,2.4%,$-1.45
gregory jackson,PF/SF/F/UTIL,MEM,17.82%,0.0%,0.5%,0.16%,0.16%,$-1.48
stephon castle,PG/SG/G/UTIL,SAS,17.77%,0.0%,0.5%,0.76%,0.53%,$-1.49
anthony black,PG/G/UTIL,ORL,19.91%,0.0%,0.53%,0.09%,0.1%,$-1.49
ariel hukporti,C/UTIL,NYK,19.95%,0.0%,0.53%,0.09%,0.1%,$-1.5
luka garza,C/UTIL,MIN,16.67%,0.0%,0.46%,0.04%,0.1%,$-1.5
devin vassell,SF/SG/G/F/UTIL,SAS,18.95%,0.0%,0.49%,1.11%,0.73%,$-1.52
jerami grant,PF/F/UTIL,POR,19.62%,0.0%,0.5%,0.88%,1.04%,$-1.53
quinten post,C/UTIL,GSW,18.31%,0.0%,0.49%,0.79%,1.65%,$-1.54
bradley beal,SF/SG/G/F/UTIL,PHX,17.81%,0.0%,0.47%,1.14%,0.51%,$-1.59
mikal bridges,SF/SG/G/F/UTIL,NYK,18.63%,0.0%,0.43%,3.77%,2.13%,$-1.65
