PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Stephon Castle (37338477),Bogdan Bogdanovic (37338369),Paul George (37338105),Jonathan Isaac (37338510),Nikola Jokic (37338012),Keaton Wallace (37338930),Scottie Barnes (37338057),Buddy Hield (37338351),300.54367187500003,334.9729051532474,49700,100.00%,607,223.16%,0,142.20999999999998,$17.85,ATL 2,SAS 1,user2,1,marvalshot,4406,4611344379_2
Keaton Wallace (37338930),CJ McCollum (37338156),Josh Hart (37338127),Naji Marshall (37338314),Nikola Jokic (37338012),Stephon Castle (37338477),Devin Vassell (37338234),Daniel Gafford (37338424),301.330625,335.91263220919024,49700,100.00%,1157,257.42%,0,145.98,$20.59,DAL 2,SAS 2,user3,1,marvalshot,4413,4611344380_3
Keaton Wallace (37338930),Mikal Bridges (37338239),Brice Sensabaugh (37338383),Andrew Wiggins (37338228),Daniel Gafford (37338424),Jamal Murray (37338169),Julius Randle (37338149),Victor Wembanyama (37338018),301.408125,335.39830287848525,49500,100.00%,1356,265.12%,0,128.10999999999999,$21.21,ATL 1,NYK 1,user3,1,marvalshot,4417,4611344381_3
Keaton Wallace (37338930),Quentin Grimes (37338318),Jayson Tatum (37338023),Brice Sensabaugh (37338383),Alperen Sengun (37338065),Dyson Daniels (37338165),Julius Randle (37338149),Stephon Castle (37338477),293.3458029513889,327.15807682214637,49900,99.89%,0,93.97%,0,129.85,$7.52,ATL 2,DAL 1,user,1,marvalshot,4280,4611344382
Jalen Brunson (37338088),Klay Thompson (37338250),Buddy Hield (37338351),Keldon Johnson (37338409),Victor Wembanyama (37338018),Keaton Wallace (37338930),Julius Randle (37338149),Quentin Grimes (37338318),296.803125,331.3481100277183,50000,100.00%,14,137.43%,0,93.67999999999999,$10.99,DAL 2,SAS 2,user2,1,marvalshot,4426,4611344383_2
Jalen Brunson (37338088),Mikal Bridges (37338239),Quentin Grimes (37338318),Jeremiah Robinson-Earl (37338708),Victor Wembanyama (37338018),Keaton Wallace (37338930),Jaren Jackson Jr. (37338053),Daniel Gafford (37338424),307.22125,342.9068462928511,49900,100.00%,8758,1697.59%,33,144.11,$135.81,NYK 2,DAL 2,user1,1,marvalshot,4429,4611344384_1
Keaton Wallace (37338930),Stephon Castle (37338477),Paul George (37338105),Paolo Banchero (37338047),Wendell Carter Jr. (37338391),Quentin Grimes (37338318),Scottie Barnes (37338057),Julius Randle (37338149),298.59367187500004,332.05098952193606,50000,100.00%,141,170.64%,0,120.87,$13.65,ORL 2,ATL 1,user4,1,marvalshot,4409,4611344379_4
Russell Westbrook (37338173),Bogdan Bogdanovic (37338369),Josh Hart (37338127),Keldon Johnson (37338409),Daniel Gafford (37338424),Devin Vassell (37338234),Buddy Hield (37338351),Victor Wembanyama (37338018),297.210625,331.2552710198441,50000,100.00%,30,144.18%,0,119.87,$11.53,SAS 3,DEN 1,user,1,marvalshot,2386,4611344380
Keaton Wallace (37338930),Mikal Bridges (37338239),Brice Sensabaugh (37338383),PJ Washington (37338176),Giannis Antetokounmpo (37338014),Keyonte George (37338282),Amen Thompson (37338122),Daniel Gafford (37338424),301.388125,336.73086671893105,49700,100.00%,1347,262.52%,0,125.50999999999999,$21.0,UTA 2,DAL 2,user4,1,marvalshot,4418,4611344381_4
Stephon Castle (37338477),Quentin Grimes (37338318),Jayson Tatum (37338023),Andrew Wiggins (37338228),Wendell Carter Jr. (37338391),Cole Anthony (37338216),Bogdan Bogdanovic (37338369),Alperen Sengun (37338065),286.96580295138887,320.71716239528547,49400,76.96%,0,18.71%,0,137.3,$1.5,ORL 2,SAS 1,user2,1,marvalshot,4421,4611344382_2
