Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jonas valanciunas,C/UTIL,WAS,31.69%,0.01%,1.39%,25.26%,48.51%,$0.08
scotty pippen jr.,PG/G/UTIL,MEM,31.45%,0.01%,1.3%,37.26%,63.88%,$0.04
darius garland,PG/G/UTIL,CLE,29.01%,0.01%,1.33%,12.83%,15.87%,$0.02
julius randle,C/PF/F/UTIL,MIN,30.19%,0.01%,1.2%,27.63%,22.26%,$-0.03
lebron james,PF/F/UTIL,LAL,30.77%,0.0%,1.14%,38.85%,37.96%,$-0.04
jarrett allen,C/UTIL,CLE,27.77%,0.01%,1.18%,9.62%,15.16%,$-0.05
rob dillingham,PG/G/UTIL,MIN,27.28%,0.01%,1.15%,2.89%,3.62%,$-0.05
ty jerome,PG/G/UTIL,CLE,27.29%,0.01%,1.18%,8.87%,13.45%,$-0.06
kyle kuzma,PF/F/UTIL,WAS,28.04%,0.01%,1.15%,10.01%,9.91%,$-0.07
mouhamed gueye,C/PF/F/UTIL,ATL,26.9%,0.01%,1.14%,4.69%,4.29%,$-0.07
alperen sengun,C/UTIL,HOU,25.46%,0.01%,1.2%,6.78%,9.03%,$-0.07
santi aldama,PF/F/UTIL,MEM,26.36%,0.01%,1.13%,3.7%,4.72%,$-0.08
jaxson hayes,C/UTIL,LAL,28.54%,0.0%,1.09%,20.87%,46.44%,$-0.09
luke kennard,PG/SG/G/UTIL,MEM,28.44%,0.0%,1.06%,36.83%,38.02%,$-0.11
desmond bane,SG/G/UTIL,MEM,26.54%,0.01%,1.09%,9.72%,10.85%,$-0.11
franz wagner,SF/F/UTIL,ORL,26.19%,0.01%,1.11%,7.97%,7.84%,$-0.11
jordan poole,PG/G/UTIL,WAS,27.23%,0.01%,1.07%,12.04%,14.54%,$-0.12
max strus,SF/SG/G/F/UTIL,CLE,28.38%,0.0%,1.04%,42.6%,31.88%,$-0.12
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,27.92%,0.0%,1.03%,42.32%,31.6%,$-0.13
donovan mitchell,PG/SG/G/UTIL,CLE,27.25%,0.0%,1.06%,22.65%,17.68%,$-0.13
austin reaves,PG/G/UTIL,LAL,27.41%,0.0%,1.05%,14.46%,16.38%,$-0.13
brandon clarke,C/UTIL,MEM,26.41%,0.01%,1.03%,5.61%,10.77%,$-0.13
jaren jackson jr.,C/PF/F/UTIL,MEM,27.42%,0.0%,1.0%,31.32%,25.33%,$-0.15
amen thompson,PG/SF/G/F/UTIL,HOU,28.19%,0.0%,0.98%,30.3%,18.81%,$-0.15
dalton knecht,SF/SG/G/F/UTIL,LAL,26.38%,0.01%,1.01%,6.61%,4.33%,$-0.15
rudy gobert,C/UTIL,MIN,26.41%,0.0%,0.97%,7.0%,12.35%,$-0.17
rui hachimura,PF/SF/F/UTIL,LAL,26.84%,0.0%,0.98%,17.48%,13.34%,$-0.17
max christie,SF/SG/G/F/UTIL,LAL,27.28%,0.0%,0.97%,19.23%,12.42%,$-0.18
naz reid,C/PF/F/UTIL,MIN,25.91%,0.0%,0.95%,16.05%,13.17%,$-0.19
evan mobley,C/PF/F/UTIL,CLE,26.55%,0.0%,0.93%,30.37%,24.63%,$-0.2
jalen green,SG/G/UTIL,HOU,25.15%,0.0%,0.92%,5.21%,6.18%,$-0.2
jaden mcdaniels,SF/F/UTIL,MIN,26.97%,0.0%,0.92%,6.02%,5.92%,$-0.2
trae young,PG/G/UTIL,ATL,25.14%,0.0%,0.93%,12.44%,11.91%,$-0.21
anthony edwards,PG/SG/G/UTIL,MIN,26.11%,0.0%,0.9%,23.88%,16.73%,$-0.21
kyshawn george,PF/SF/F/UTIL,WAS,26.41%,0.0%,0.9%,12.54%,10.36%,$-0.22
zach edey,C/UTIL,MEM,23.57%,0.01%,0.88%,1.59%,3.27%,$-0.22
goga bitadze,C/UTIL,ORL,23.47%,0.01%,0.88%,1.47%,2.9%,$-0.22
bilal coulibaly,SF/SG/G/F/UTIL,WAS,26.0%,0.0%,0.85%,20.18%,12.05%,$-0.24
tari eason,PF/F/UTIL,HOU,23.94%,0.0%,0.87%,4.86%,5.77%,$-0.24
jaylen wells,SF/SG/G/F/UTIL,MEM,25.62%,0.0%,0.85%,18.34%,12.67%,$-0.25
de'andre hunter,PF/SF/F/UTIL,ATL,24.42%,0.0%,0.84%,7.59%,4.93%,$-0.26
deni avdija,PF/SF/F/UTIL,POR,24.45%,0.0%,0.82%,12.01%,7.94%,$-0.27
georges niang,PF/SF/F/UTIL,CLE,24.57%,0.0%,0.8%,7.7%,6.69%,$-0.28
mike conley,PG/G/UTIL,MIN,23.89%,0.0%,0.76%,3.44%,5.19%,$-0.3
fred vanvleet,PG/G/UTIL,HOU,25.4%,0.0%,0.75%,7.38%,8.75%,$-0.3
justin champagnie,PF/SF/F/UTIL,WAS,24.36%,0.0%,0.76%,0.18%,0.1%,$-0.3
anfernee simons,PG/SG/G/UTIL,POR,24.09%,0.0%,0.76%,10.12%,7.76%,$-0.31
paolo banchero,PF/F/UTIL,ORL,23.64%,0.0%,0.73%,13.51%,12.68%,$-0.32
corey kispert,SF/SG/G/F/UTIL,WAS,23.96%,0.0%,0.73%,5.92%,3.7%,$-0.32
zaccharie risacher,PF/SF/F/UTIL,ATL,23.2%,0.0%,0.75%,1.41%,1.11%,$-0.32
john collins,C/PF/F/UTIL,UTA,21.89%,0.0%,0.75%,2.06%,1.48%,$-0.32
kentavious caldwell-pope,SG/G/UTIL,ORL,24.59%,0.0%,0.7%,4.13%,5.72%,$-0.34
scoot henderson,PG/G/UTIL,POR,23.01%,0.0%,0.71%,3.73%,4.61%,$-0.34
carlton carrington,PG/SG/G/UTIL,WAS,23.56%,0.0%,0.7%,4.4%,4.04%,$-0.34
onyeka okongwu,C/UTIL,ATL,21.74%,0.0%,0.71%,2.99%,4.61%,$-0.34
jonathan isaac,C/PF/F/UTIL,ORL,21.8%,0.0%,0.68%,0.47%,0.4%,$-0.37
dillon brooks,PF/F/UTIL,HOU,23.37%,0.0%,0.64%,4.23%,5.05%,$-0.38
cam whitmore,SF/SG/G/F/UTIL,HOU,22.06%,0.0%,0.63%,1.11%,0.61%,$-0.39
