Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4672351870,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Dyson Daniels (38181857),Jared Butler (38181895),Deni Avdija (38181840),Jonathan Mogbo (38182136),Onyeka Okongwu (38181844),Anfernee Simons (38181875),Jeremy Sochan (38181935),Kel'el Ware (38181968)
4672351871,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Julian Champagnie (38182174),Justin Edwards (38182038),Chuma Okeke (38182055),Kel'el Ware (38181968),Jamal Shead (38182042),Scottie Barnes (38181795),Alperen Sengun (38181777)
4672351872,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Quentin Grimes (38181779),Chuma Okeke (38182055),Guerschon Yabusele (38181949),Jeremy Sochan (38181935),Jamal Shead (38182042),Deni Avdija (38181840),Colin Castleton (38182081)
4672351873,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Dyson Daniels (38181857),Justin Edwards (38182038),Jeremy Sochan (38181935),Guerschon Yabusele (38181949),Trae Young (38181765),Bogdan Bogdanovic (38182020),Alperen Sengun (38181777)
4672351874,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Quentin Grimes (38181779),Justin Edwards (38182038),Deni Avdija (38181840),Jonathan Mogbo (38182136),Jamal Shead (38182042),Keldon Johnson (38181983),Andrew Wiggins (38181903)
4672351875,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Anfernee Simons (38181875),RJ Barrett (38181819),Justin Edwards (38182038),Jeremy Sochan (38181935),Ivica Zubac (38181789),Blake Wesley (38182275),Guerschon Yabusele (38181949),Scottie Barnes (38181795)
4672351876,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Jared Butler (38181895),Zaccharie Risacher (38182016),Jeremy Sochan (38181935),Guerschon Yabusele (38181949),Scottie Barnes (38181795),Aaron Gordon (38181918),Trae Young (38181765)
4672351877,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Jared Butler (38181895),Justin Edwards (38182038),Chuma Okeke (38182055),Guerschon Yabusele (38181949),Jalen Green (38181832),Keldon Johnson (38181983),Onyeka Okongwu (38181844)
4672351878,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Quentin Grimes (38181779),Andrew Wiggins (38181903),Jeremy Sochan (38181935),Orlando Robinson (38182005),Shai Gilgeous-Alexander (38181755),Justin Edwards (38182038),Sandro Mamukelashvili (38182095)
4672351879,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Chris Paul (38181990),Quentin Grimes (38181779),RJ Barrett (38181819),Justin Edwards (38182038),Jonathan Mogbo (38182136),Jamal Shead (38182042),Guerschon Yabusele (38181949),Trae Young (38181765)
