Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
kevon looney,C/UTIL,GSW,33.21%,0.02%,2.1%,7.78%,14.56%,$2.69
ivica zubac,C/UTIL,LAC,30.78%,0.01%,1.36%,19.22%,31.41%,$0.36
stephen curry,PG/G/UTIL,GSW,28.23%,0.01%,1.34%,8.47%,10.97%,$0.35
james harden,PG/G/UTIL,LAC,30.67%,0.01%,1.35%,21.32%,29.15%,$0.33
jaden hardy,PG/SG/G/UTIL,DAL,28.12%,0.01%,1.28%,21.58%,20.68%,$0.14
olivier-maxence prosper,PF/F/UTIL,DAL,29.8%,0.01%,1.25%,42.51%,52.58%,$0.06
domantas sabonis,C/UTIL,SAC,29.87%,0.01%,1.23%,17.98%,27.88%,$0.03
tyler herro,PG/G/UTIL,MIA,30.03%,0.01%,1.23%,25.6%,35.41%,$0.02
alperen sengun,C/UTIL,HOU,26.87%,0.01%,1.19%,12.31%,19.9%,$-0.13
jose alvarado,PG/G/UTIL,NOP,26.75%,0.01%,1.13%,13.64%,19.49%,$-0.26
luka garza,C/UTIL,MIN,24.69%,0.01%,1.06%,3.72%,5.43%,$-0.3
spencer dinwiddie,PG/SG/G/UTIL,DAL,28.27%,0.01%,1.1%,47.36%,51.48%,$-0.33
isaiah hartenstein,C/UTIL,OKC,25.28%,0.01%,1.05%,4.31%,6.09%,$-0.33
jalen williams,PF/SF/F/UTIL,OKC,25.99%,0.01%,1.09%,11.0%,8.21%,$-0.34
demar derozan,SF/F/UTIL,SAC,26.56%,0.01%,1.03%,7.88%,8.11%,$-0.48
kessler edwards,PF/SF/F/UTIL,DAL,27.15%,0.01%,1.06%,46.32%,39.83%,$-0.5
derrick jones jr.,PF/F/UTIL,LAC,25.53%,0.01%,1.0%,3.62%,4.03%,$-0.51
cj mccollum,PG/SG/G/UTIL,NOP,25.95%,0.01%,1.02%,12.23%,10.48%,$-0.54
norman powell,SF/SG/G/F/UTIL,LAC,26.22%,0.01%,1.02%,13.89%,8.52%,$-0.54
alec burks,PG/SG/G/UTIL,MIA,24.28%,0.01%,0.99%,3.33%,3.18%,$-0.58
jimmy butler,PF/SF/F/UTIL,GSW,24.82%,0.01%,0.99%,9.22%,6.91%,$-0.6
davion mitchell,PG/G/UTIL,MIA,25.78%,0.01%,1.0%,8.83%,12.69%,$-0.62
jalen green,SG/G/UTIL,HOU,25.35%,0.01%,0.97%,7.36%,8.7%,$-0.63
keon ellis,PG/SG/G/UTIL,SAC,25.86%,0.01%,0.99%,10.14%,9.31%,$-0.65
trey murphy iii,SF/SG/G/F/UTIL,NOP,26.82%,0.01%,0.98%,25.94%,18.23%,$-0.65
max christie,SF/SG/G/F/UTIL,DAL,26.79%,0.0%,0.98%,51.65%,41.4%,$-0.69
nikola jovic,C/PF/F/UTIL,MIA,25.91%,0.01%,0.96%,27.56%,22.01%,$-0.71
keyonte george,PG/G/UTIL,UTA,24.69%,0.01%,0.94%,8.8%,10.41%,$-0.73
zach lavine,SF/SG/G/F/UTIL,SAC,26.0%,0.01%,0.94%,15.45%,9.85%,$-0.75
kel'el ware,C/UTIL,MIA,26.12%,0.0%,0.94%,23.06%,36.19%,$-0.77
naz reid,C/PF/F/UTIL,MIN,26.04%,0.0%,0.92%,19.28%,13.32%,$-0.81
naji marshall,PF/SF/F/UTIL,DAL,25.53%,0.0%,0.92%,29.58%,23.09%,$-0.86
kyle anderson,PF/F/UTIL,MIA,22.67%,0.01%,0.86%,0.64%,0.79%,$-0.89
malik monk,PG/SG/G/UTIL,SAC,26.07%,0.0%,0.89%,25.49%,24.06%,$-0.9
