PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
James Harden (37762388),Kelly Oubre Jr. (37762574),Andrew Wiggins (37762500),Aaron Wiggins (37762691),Zach Collins (37762922),Trae Young (37762391),Deni Avdija (37762510),Kyle Filipowski (37762689),289.73,289.51,381.72,49900,0.13%,6.99%,519.6%,58.87%,177.07999999999998,$20.8,LAC 1,PHI 1,generated,1
Josh Giddey (37762435),Jamal Murray (37762421),Kelly Oubre Jr. (37762574),Kyle Anderson (37762878),Zach Collins (37762922),Trae Young (37762391),Bam Adebayo (37762406),Kyle Filipowski (37762689),291.09999999999997,292.45000000000005,383.56,49700,0.09%,7.28%,490.9%,60.75%,184.63,$19.6,CHI 2,MIA 2,generated,1
Josh Giddey (37762435),Kelly Oubre Jr. (37762574),Kyle Anderson (37762878),Aaron Gordon (37762607),Nikola Jokic (37762380),Keyonte George (37762492),Deni Avdija (37762510),Zach Collins (37762922),288.62,294.5,387.46000000000004,49800,0.1%,7.08%,487.1%,57.08%,184.63,$19.5,CHI 2,DEN 2,generated,1
Josh Giddey (37762435),Anfernee Simons (37762480),Kelly Oubre Jr. (37762574),Georges Niang (37762726),Nikola Jokic (37762380),Keyonte George (37762492),Brice Sensabaugh (37762740),Zach Collins (37762922),286.23,292.97,382.66,49900,0.1%,6.28%,429.2%,53.91%,179.47000000000003,$17.2,CHI 2,UTA 2,generated,1
Keyonte George (37762492),Jamal Murray (37762421),Kelly Oubre Jr. (37762574),Georges Niang (37762726),Nikola Jokic (37762380),Anfernee Simons (37762480),KJ Martin (37762828),Zach Collins (37762922),287.62,291.42999999999995,381.41999999999996,49900,0.07%,6.48%,410.6%,55.87%,173.34,$16.4,UTA 2,DEN 2,generated,1
Isaiah Collier (37762522),Kevin Huerter (37762871),Kelly Oubre Jr. (37762574),Bam Adebayo (37762406),Nikola Jokic (37762380),Keyonte George (37762492),Zaccharie Risacher (37762701),Zach Collins (37762922),285.73,293.48,381.73,49900,0.09%,6.01%,407.9%,53.49%,176.49,$16.3,UTA 2,CHI 2,generated,1
Trae Young (37762391),Coby White (37762475),Andrew Wiggins (37762500),KJ Martin (37762828),Zach Collins (37762922),Keyonte George (37762492),Deni Avdija (37762510),Isaiah Hartenstein (37762465),281.8,281.54,378.98,49400,0.09%,5.36%,381.9%,48.05%,122.6,$15.3,CHI 2,UTA 2,generated,1
Tyrese Haliburton (37762410),Anfernee Simons (37762480),Kyle Anderson (37762878),Pascal Siakam (37762428),Zach Collins (37762922),Shai Gilgeous-Alexander (37762382),KJ Martin (37762828),Onyeka Okongwu (37762529),280.83000000000004,285.44000000000005,379.53000000000003,49800,0.1%,4.86%,380.8%,46.78%,148.38,$15.2,IND 2,POR 1,generated,1
Trae Young (37762391),Kevin Huerter (37762871),Paul George (37762453),Kyle Anderson (37762878),Zach Collins (37762922),Isaiah Collier (37762522),Aaron Wiggins (37762691),Nikola Jokic (37762380),283.61999999999995,290.24,380.78,49700,0.08%,5.38%,356.3%,50.86%,165.8,$14.3,CHI 2,ATL 1,generated,1
Tyrese Haliburton (37762410),Anthony Edwards (37762394),Kelly Oubre Jr. (37762574),Kyle Anderson (37762878),Zach Collins (37762922),Keyonte George (37762492),Zaccharie Risacher (37762701),Trae Young (37762391),285.17999999999995,287.0,378.56,50000,0.08%,5.17%,354.3%,52.6%,162.26,$14.2,ATL 2,IND 1,generated,1
Tyrese Haliburton (37762410),Toumani Camara (37762550),Andrew Wiggins (37762500),Bam Adebayo (37762406),Zach Collins (37762922),Trae Young (37762391),Brice Sensabaugh (37762740),Kyle Filipowski (37762689),285.58,286.83,376.49,49900,0.07%,5.34%,352.7%,53.32%,150.07,$14.1,MIA 2,UTA 2,generated,1
Russell Westbrook (37762547),Anthony Edwards (37762394),Deni Avdija (37762510),Pascal Siakam (37762428),Zach Collins (37762922),Tyler Herro (37762403),Georges Niang (37762726),Kyle Filipowski (37762689),280.79,283.15,373.56,49600,0.09%,4.6%,345.0%,46.96%,136.74,$13.8,DEN 1,MIN 1,generated,1
