Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
onyeka okongwu,C/UTIL,ATL,31.76%,0.01%,1.56%,14.34%,24.44%,$0.84
ty jerome,PG/G/UTIL,CLE,27.06%,0.01%,1.39%,4.14%,5.21%,$0.63
t.j. mcconnell,PG/G/UTIL,IND,26.35%,0.01%,1.29%,1.44%,1.79%,$0.53
jalen smith,C/UTIL,CHI,27.19%,0.01%,1.38%,6.28%,9.65%,$0.52
cole anthony,PG/SG/G/UTIL,ORL,29.18%,0.01%,1.37%,8.13%,7.19%,$0.44
pascal siakam,PF/F/UTIL,IND,28.72%,0.01%,1.38%,10.5%,11.32%,$0.4
jarrett allen,C/UTIL,CLE,29.12%,0.01%,1.31%,15.93%,26.82%,$0.16
josh giddey,PG/G/UTIL,CHI,26.46%,0.01%,1.23%,4.82%,7.28%,$0.07
killian hayes,PG/G/UTIL,BKN,28.27%,0.01%,1.24%,0.04%,0.1%,$0.04
alperen sengun,C/UTIL,HOU,27.04%,0.01%,1.28%,8.86%,14.39%,$0.03
anthony edwards,SG/G/UTIL,MIN,26.73%,0.01%,1.22%,7.72%,11.92%,$-0.04
zach collins,C/UTIL,CHI,26.01%,0.01%,1.12%,3.94%,6.33%,$-0.18
orlando robinson,C/UTIL,TOR,26.57%,0.01%,1.09%,0.05%,0.1%,$-0.21
max strus,SF/SG/G/F/UTIL,CLE,28.16%,0.01%,1.16%,21.72%,14.82%,$-0.22
aaron nesmith,SF/SG/G/F/UTIL,IND,27.82%,0.01%,1.13%,14.05%,9.36%,$-0.27
trae young,PG/G/UTIL,ATL,26.31%,0.01%,1.15%,9.25%,11.44%,$-0.3
stephon castle,PG/SG/G/UTIL,SAS,27.61%,0.01%,1.12%,19.24%,18.83%,$-0.31
darius garland,PG/G/UTIL,CLE,27.87%,0.01%,1.13%,19.97%,29.28%,$-0.32
georges niang,PF/SF/F/UTIL,ATL,27.41%,0.01%,1.12%,21.03%,16.08%,$-0.34
lonzo ball,PG/SG/G/UTIL,CHI,28.25%,0.01%,1.1%,33.7%,34.54%,$-0.37
brandin podziemski,PG/SG/G/UTIL,GSW,26.87%,0.01%,1.08%,4.04%,3.97%,$-0.37
de'andre hunter,PF/SF/F/UTIL,CLE,26.35%,0.01%,1.09%,8.08%,5.79%,$-0.37
ja'kobe walter,SF/SG/G/F/UTIL,TOR,27.72%,0.01%,1.1%,19.35%,12.35%,$-0.39
kevin huerter,SF/SG/G/F/UTIL,CHI,27.13%,0.01%,1.09%,17.84%,12.17%,$-0.41
kyle kuzma,PF/SF/F/UTIL,MIL,27.47%,0.01%,1.08%,21.23%,17.13%,$-0.43
donovan mitchell,PG/SG/G/UTIL,CLE,26.18%,0.01%,1.1%,16.85%,18.5%,$-0.43
jalen brunson,PG/G/UTIL,NYK,25.36%,0.01%,1.07%,6.9%,10.45%,$-0.45
julius randle,C/PF/F/UTIL,MIN,28.09%,0.01%,1.05%,45.76%,40.58%,$-0.49
myles turner,C/UTIL,IND,25.26%,0.01%,1.01%,2.79%,4.36%,$-0.49
caris levert,SF/SG/G/F/UTIL,ATL,26.53%,0.01%,1.05%,19.0%,12.76%,$-0.52
andre drummond,C/UTIL,PHI,23.33%,0.01%,1.0%,3.22%,5.06%,$-0.52
jett howard,SF/SG/G/F/UTIL,ORL,19.75%,0.0%,0.57%,0.01%,0.01%,$-0.55
matas buzelis,PF/F/UTIL,CHI,25.02%,0.01%,1.0%,3.4%,3.87%,$-0.56
tari eason,PF/F/UTIL,HOU,24.39%,0.01%,1.01%,5.47%,5.8%,$-0.56
jonathan isaac,C/PF/F/UTIL,ORL,25.61%,0.01%,1.01%,0.13%,0.07%,$-0.59
quentin grimes,SG/G/UTIL,PHI,26.7%,0.01%,1.01%,11.75%,16.75%,$-0.61
jalen green,SG/G/UTIL,HOU,24.38%,0.01%,0.98%,2.98%,4.26%,$-0.62
giannis antetokounmpo,C/PF/F/UTIL,MIL,27.74%,0.0%,0.98%,38.76%,36.73%,$-0.63
d'angelo russell,PG/G/UTIL,BKN,24.46%,0.01%,0.98%,3.86%,4.67%,$-0.63
andrew nembhard,PG/SG/G/UTIL,IND,26.74%,0.01%,1.0%,12.99%,12.08%,$-0.65
franz wagner,SF/F/UTIL,ORL,26.07%,0.01%,1.0%,15.58%,19.52%,$-0.67
keldon johnson,PF/SF/F/UTIL,SAS,25.08%,0.01%,0.98%,12.62%,9.3%,$-0.69
nic claxton,C/UTIL,BKN,23.62%,0.01%,0.94%,2.19%,3.6%,$-0.69
coby white,SF/SG/G/F/UTIL,CHI,25.12%,0.01%,0.96%,6.75%,4.7%,$-0.72
devin vassell,SF/SG/G/F/UTIL,SAS,25.95%,0.01%,0.98%,15.64%,10.59%,$-0.72
donte divincenzo,PG/SG/G/UTIL,MIN,25.38%,0.01%,0.96%,4.47%,4.03%,$-0.72
tyrese haliburton,PG/G/UTIL,IND,24.32%,0.01%,0.96%,5.47%,8.03%,$-0.72
paolo banchero,PF/F/UTIL,ORL,25.86%,0.0%,0.96%,23.55%,29.73%,$-0.78
wendell carter jr.,C/UTIL,ORL,24.3%,0.01%,0.92%,2.59%,4.13%,$-0.8
thomas bryant,C/UTIL,IND,21.94%,0.01%,0.85%,0.12%,0.21%,$-0.8
chris boucher,C/PF/F/UTIL,TOR,17.08%,0.0%,0.59%,0.01%,0.01%,$-0.81
jared butler,PG/SG/G/UTIL,PHI,25.75%,0.0%,0.91%,51.7%,52.48%,$-0.9
de'aaron fox,PG/SG/G/UTIL,SAS,23.9%,0.01%,0.89%,8.04%,8.0%,$-0.95
jeremy sochan,C/PF/F/UTIL,SAS,23.73%,0.01%,0.89%,8.1%,5.83%,$-0.95
dean wade,C/PF/F/UTIL,CLE,24.19%,0.0%,0.88%,5.58%,3.84%,$-0.97
clint capela,C/UTIL,ATL,22.67%,0.01%,0.84%,0.2%,0.3%,$-1.01
jae'sean tate,PF/SF/F/UTIL,HOU,24.06%,0.0%,0.85%,1.98%,1.19%,$-1.07
julian champagnie,SF/SG/G/F/UTIL,SAS,23.71%,0.0%,0.83%,7.89%,4.73%,$-1.1
ziaire williams,SF/SG/G/F/UTIL,BKN,23.73%,0.0%,0.83%,7.73%,4.84%,$-1.11
draymond green,C/UTIL,GSW,22.73%,0.01%,0.81%,2.47%,4.04%,$-1.12
