Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
kj simpson,PG/G/UTIL,CHA,33.85%,0.01%,1.7%,5.32%,6.4%,$0.28
jonathan isaac,C/PF/F/UTIL,ORL,33.58%,0.01%,1.71%,9.92%,7.65%,$0.27
mouhamed gueye,PF/F/UTIL,ATL,33.66%,0.01%,1.64%,18.54%,24.87%,$0.22
day'ron sharpe,C/UTIL,BKN,30.73%,0.01%,1.5%,3.13%,6.46%,$0.16
bobby portis,C/PF/F/UTIL,MIL,32.3%,0.01%,1.51%,7.59%,6.91%,$0.16
isaiah hartenstein,C/UTIL,OKC,32.12%,0.01%,1.47%,9.43%,17.75%,$0.12
stephen curry,PG/G/UTIL,GSW,31.74%,0.01%,1.44%,9.03%,10.67%,$0.11
moussa diabate,C/UTIL,CHA,31.11%,0.01%,1.37%,4.52%,9.33%,$0.08
tidjane salaun,PF/SF/F/UTIL,CHA,30.32%,0.01%,1.34%,9.01%,7.1%,$0.05
kyle kuzma,PF/SF/F/UTIL,MIL,31.44%,0.01%,1.32%,7.06%,5.85%,$0.05
jordan goodwin,PG/SG/G/UTIL,LAL,30.82%,0.01%,1.29%,28.54%,22.9%,$0.02
jalen williams,PF/SF/F/UTIL,OKC,30.77%,0.01%,1.27%,13.81%,11.69%,$0.01
shai gilgeous-alexander,PG/G/UTIL,OKC,29.15%,0.01%,1.32%,9.68%,12.34%,$0.01
lebron james,PF/SF/F/UTIL,LAL,30.71%,0.01%,1.25%,15.68%,15.54%,$-0.0
dalano banton,PG/SG/G/UTIL,POR,29.74%,0.01%,1.25%,19.41%,15.22%,$-0.01
nikola jokic,C/UTIL,DEN,28.89%,0.01%,1.28%,10.62%,20.54%,$-0.02
victor wembanyama,C/UTIL,SAS,28.87%,0.01%,1.24%,6.08%,9.7%,$-0.02
jordan poole,PG/G/UTIL,WAS,30.41%,0.01%,1.21%,14.17%,16.02%,$-0.02
aaron wiggins,PF/SF/F/UTIL,OKC,29.74%,0.0%,1.17%,19.04%,15.69%,$-0.05
anfernee simons,PG/SG/G/UTIL,POR,29.35%,0.01%,1.18%,8.56%,6.41%,$-0.05
franz wagner,SF/F/UTIL,ORL,28.43%,0.01%,1.18%,6.01%,6.72%,$-0.05
kyshawn george,PF/F/UTIL,WAS,29.46%,0.0%,1.12%,13.45%,19.45%,$-0.08
keyonte george,PG/G/UTIL,UTA,28.66%,0.01%,1.11%,4.65%,5.02%,$-0.08
nick smith jr.,SF/SG/G/F/UTIL,CHA,28.82%,0.0%,1.11%,15.35%,9.4%,$-0.09
caris levert,SF/SG/G/F/UTIL,ATL,28.57%,0.0%,1.12%,9.02%,5.35%,$-0.09
devin vassell,SF/SG/G/F/UTIL,SAS,29.06%,0.0%,1.07%,9.12%,5.26%,$-0.1
jarrett allen,C/UTIL,CLE,28.3%,0.0%,1.08%,8.49%,16.74%,$-0.1
rudy gobert,C/UTIL,MIN,29.18%,0.0%,1.07%,2.41%,4.89%,$-0.1
pj washington,PF/SF/F/UTIL,DAL,28.84%,0.0%,1.06%,8.79%,7.25%,$-0.11
domantas sabonis,C/UTIL,SAC,28.13%,0.0%,1.05%,9.38%,17.44%,$-0.12
onyeka okongwu,C/UTIL,ATL,27.67%,0.0%,1.03%,3.7%,6.83%,$-0.13
donovan clingan,C/UTIL,POR,27.67%,0.0%,1.04%,7.7%,15.53%,$-0.13
zion williamson,PF/F/UTIL,NOP,24.84%,0.01%,1.09%,4.29%,6.04%,$-0.13
john collins,C/PF/F/UTIL,UTA,27.73%,0.0%,1.02%,6.67%,6.0%,$-0.13
darius garland,PG/G/UTIL,CLE,27.12%,0.0%,1.01%,4.37%,4.92%,$-0.14
draymond green,C/PF/F/UTIL,GSW,27.95%,0.0%,0.99%,7.15%,6.34%,$-0.15
