Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
keaton wallace,PG/G/UTIL,ATL,32.92%,0.01%,1.78%,17.97%,31.45%,$1.49
daniel gafford,C/UTIL,DAL,31.23%,0.01%,1.75%,10.46%,35.07%,$1.37
olivier-maxence prosper,PF/SF/F/UTIL,DAL,0%,0%,0%,0.0%,0.01%,$1.24
buddy hield,SF/SG/G/F/UTIL,GSW,28.71%,0.01%,1.36%,0.23%,0.16%,$0.54
jalen brunson,PG/G/UTIL,NYK,30.26%,0.01%,1.41%,21.5%,20.77%,$0.44
wendell carter jr.,C/UTIL,ORL,29.55%,0.01%,1.38%,8.17%,25.03%,$0.41
alperen sengun,C/UTIL,HOU,28.35%,0.01%,1.4%,8.61%,13.0%,$0.39
paul george,SF/SG/G/F/UTIL,PHI,27.9%,0.01%,1.3%,8.12%,3.66%,$0.23
onyeka okongwu,C/UTIL,ATL,27.32%,0.01%,1.3%,6.4%,19.08%,$0.23
trayce jackson-davis,C/UTIL,GSW,25.5%,0.01%,1.12%,0.33%,0.69%,$0.01
kristaps porzingis,C/UTIL,BOS,25.73%,0.01%,1.18%,3.29%,5.94%,$-0.0
jonathan isaac,C/PF/F/UTIL,ORL,26.52%,0.01%,1.19%,11.08%,11.68%,$-0.1
stephon castle,PG/SG/G/UTIL,SAS,28.24%,0.01%,1.2%,34.28%,38.25%,$-0.11
dejounte murray,PG/G/UTIL,NOP,25.85%,0.01%,1.17%,4.48%,3.96%,$-0.11
victor wembanyama,C/UTIL,SAS,27.91%,0.01%,1.17%,18.98%,18.73%,$-0.19
keyonte george,PG/G/UTIL,UTA,25.96%,0.01%,1.14%,8.74%,11.08%,$-0.21
julius randle,C/PF/F/UTIL,MIN,26.31%,0.01%,1.13%,7.59%,5.02%,$-0.23
quentin grimes,SF/SG/G/F/UTIL,DAL,26.35%,0.01%,1.14%,12.06%,7.93%,$-0.26
tyrese maxey,PG/G/UTIL,PHI,26.51%,0.01%,1.11%,4.63%,3.35%,$-0.27
brice sensabaugh,PF/SF/F/UTIL,UTA,27.04%,0.01%,1.14%,26.17%,22.75%,$-0.28
mikal bridges,SF/SG/G/F/UTIL,NYK,27.72%,0.01%,1.11%,13.36%,8.29%,$-0.33
anthony edwards,SG/G/UTIL,MIN,25.22%,0.01%,1.09%,4.99%,3.81%,$-0.35
jaylen brown,SF/SG/G/F/UTIL,BOS,25.49%,0.01%,1.08%,5.83%,2.8%,$-0.41
mark williams,C/UTIL,CHA,26.14%,0.01%,1.09%,13.89%,31.68%,$-0.42
devin vassell,SF/SG/G/F/UTIL,SAS,26.52%,0.0%,1.08%,19.11%,11.71%,$-0.43
og anunoby,PF/SF/F/UTIL,NYK,27.24%,0.0%,1.08%,19.99%,14.78%,$-0.46
cole anthony,PG/SG/G/UTIL,ORL,24.47%,0.01%,1.05%,7.52%,5.69%,$-0.49
david roddy,PF/F/UTIL,ATL,25.67%,0.01%,1.05%,9.97%,14.54%,$-0.5
josh hart,PF/SF/F/UTIL,NYK,26.49%,0.0%,1.05%,10.53%,5.81%,$-0.5
russell westbrook,PG/G/UTIL,DEN,24.81%,0.01%,1.04%,5.44%,5.41%,$-0.5
ja morant,PG/G/UTIL,MEM,23.35%,0.01%,1.04%,5.69%,4.97%,$-0.51
pj washington,PF/F/UTIL,DAL,24.97%,0.01%,1.0%,1.89%,1.49%,$-0.52
nikola jokic,C/UTIL,DEN,26.07%,0.0%,1.02%,20.74%,17.69%,$-0.6
andrew wiggins,PF/SF/F/UTIL,GSW,25.49%,0.0%,1.0%,6.31%,4.18%,$-0.6
jayson tatum,PF/SF/F/UTIL,BOS,26.08%,0.0%,1.02%,21.67%,8.43%,$-0.6
stephen curry,PG/G/UTIL,GSW,24.06%,0.01%,0.99%,4.66%,3.65%,$-0.62
jalen green,SG/G/UTIL,HOU,25.11%,0.01%,0.99%,4.42%,4.44%,$-0.63
cam whitmore,PF/SF/F/UTIL,HOU,24.33%,0.01%,1.0%,7.83%,6.92%,$-0.63
precious achiuwa,C/PF/F/UTIL,NYK,25.3%,0.0%,0.99%,14.15%,14.51%,$-0.67
bogdan bogdanovic,SF/SG/G/F/UTIL,ATL,25.87%,0.0%,0.99%,42.39%,34.79%,$-0.67
rj barrett,SF/F/UTIL,TOR,23.92%,0.01%,0.98%,4.44%,3.46%,$-0.67
amen thompson,SF/SG/G/F/UTIL,HOU,25.93%,0.0%,0.98%,8.23%,3.86%,$-0.68
keldon johnson,PF/SF/F/UTIL,SAS,24.6%,0.0%,0.99%,9.83%,8.19%,$-0.7
cj mccollum,PG/SG/G/UTIL,NOP,24.59%,0.01%,0.96%,4.37%,2.73%,$-0.7
giannis antetokounmpo,C/PF/F/UTIL,MIL,25.12%,0.0%,0.98%,23.75%,11.52%,$-0.71
jakob poeltl,C/UTIL,TOR,24.87%,0.0%,0.94%,4.42%,8.98%,$-0.72
paolo banchero,PF/F/UTIL,ORL,22.49%,0.01%,0.98%,7.09%,5.0%,$-0.74
rudy gobert,C/UTIL,MIN,25.31%,0.0%,0.92%,3.15%,7.83%,$-0.77
clint capela,C/UTIL,ATL,22.22%,0.01%,0.89%,1.31%,3.83%,$-0.77
garrison mathews,SF/SG/G/F/UTIL,ATL,24.69%,0.0%,0.95%,21.16%,17.91%,$-0.8
chris paul,PG/G/UTIL,SAS,23.62%,0.0%,0.9%,3.83%,4.45%,$-0.86
naji marshall,PF/SF/F/UTIL,DAL,23.61%,0.0%,0.9%,4.46%,3.27%,$-0.9
jaren jackson jr.,C/PF/F/UTIL,MEM,22.53%,0.01%,0.91%,6.65%,3.61%,$-0.9
josh giddey,PG/G/UTIL,CHI,22.91%,0.0%,0.89%,4.64%,4.2%,$-0.92
kelly oubre jr.,SG/G/UTIL,PHI,24.06%,0.0%,0.89%,1.27%,1.55%,$-0.98
chris boucher,C/PF/F/UTIL,TOR,22.85%,0.0%,0.87%,6.04%,6.03%,$-0.99
klay thompson,SF/SG/G/F/UTIL,DAL,22.57%,0.0%,0.86%,2.51%,1.43%,$-1.01
walker kessler,C/UTIL,UTA,22.89%,0.0%,0.85%,4.43%,8.51%,$-1.01
trey murphy iii,SF/SG/G/F/UTIL,NOP,23.98%,0.0%,0.85%,11.66%,5.78%,$-1.03
dillon brooks,PF/F/UTIL,HOU,24.83%,0.0%,0.84%,2.69%,2.88%,$-1.09
naz reid,C/PF/F/UTIL,MIN,22.2%,0.0%,0.82%,3.0%,2.51%,$-1.1
vit krejci,PG/SG/G/UTIL,ATL,24.07%,0.0%,0.83%,31.84%,34.6%,$-1.12
tristan da silva,PF/SF/F/UTIL,ORL,23.74%,0.0%,0.82%,4.42%,3.68%,$-1.14
lindy waters iii,SF/SG/G/F/UTIL,GSW,22.38%,0.01%,0.74%,0.08%,0.1%,$-1.16
khris middleton,SF/SG/G/F/UTIL,MIL,21.95%,0.0%,0.8%,4.75%,3.07%,$-1.17
jrue holiday,PG/SG/G/UTIL,BOS,22.71%,0.0%,0.78%,4.42%,3.83%,$-1.2
nikola vucevic,C/UTIL,CHI,21.92%,0.0%,0.76%,2.22%,3.36%,$-1.2
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,22.74%,0.0%,0.8%,7.43%,5.85%,$-1.2
coby white,PG/SG/G/UTIL,CHI,23.04%,0.0%,0.79%,7.22%,5.22%,$-1.21
mike conley,PG/G/UTIL,MIN,22.46%,0.0%,0.79%,3.03%,4.91%,$-1.21
jordan hawkins,SG/G/UTIL,NOP,22.33%,0.0%,0.81%,1.02%,1.71%,$-1.21
jaden mcdaniels,SF/F/UTIL,MIN,23.09%,0.0%,0.8%,2.94%,3.5%,$-1.22
