Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
tristan vukcevic,C/UTIL,WAS,27.28%,0.02%,1.51%,8.64%,30.35%,$0.65
onyeka okongwu,C/UTIL,ATL,28.17%,0.02%,1.48%,8.08%,14.86%,$0.59
damian lillard,PG/G/UTIL,MIL,29.79%,0.01%,1.45%,22.23%,18.56%,$0.47
joel embiid,C/UTIL,PHI,26.97%,0.01%,1.43%,6.93%,7.68%,$0.47
jarrett allen,C/UTIL,CLE,26.47%,0.02%,1.39%,7.06%,12.68%,$0.44
kyle kuzma,PF/SF/F/UTIL,MIL,28.2%,0.01%,1.31%,36.61%,29.3%,$0.16
chris boucher,C/PF/F/UTIL,TOR,26.3%,0.01%,1.3%,21.46%,25.59%,$0.12
cade cunningham,PG/G/UTIL,DET,26.63%,0.01%,1.26%,14.82%,10.76%,$0.07
jordan poole,PG/G/UTIL,WAS,27.02%,0.01%,1.24%,27.24%,30.1%,$-0.01
moussa diabate,C/UTIL,CHA,26.26%,0.01%,1.2%,7.8%,21.59%,$-0.02
richaun holmes,C/UTIL,WAS,24.93%,0.01%,1.17%,7.28%,24.1%,$-0.07
trae young,PG/G/UTIL,ATL,27.19%,0.01%,1.16%,25.73%,19.92%,$-0.12
jalen duren,C/UTIL,DET,23.49%,0.01%,1.09%,4.05%,7.28%,$-0.16
gradey dick,SG/G/UTIL,TOR,24.73%,0.01%,1.13%,13.73%,16.13%,$-0.18
jaylon tyson,SF/F/UTIL,CLE,23.77%,0.01%,1.12%,9.74%,15.95%,$-0.18
donovan mitchell,PG/SG/G/UTIL,CLE,24.65%,0.01%,1.13%,12.33%,6.15%,$-0.19
scottie barnes,PG/SF/G/F/UTIL,TOR,26.18%,0.01%,1.13%,24.01%,10.67%,$-0.19
dominick barlow,C/PF/F/UTIL,ATL,23.34%,0.01%,1.06%,4.85%,5.85%,$-0.25
tyler herro,PG/G/UTIL,MIA,24.54%,0.01%,1.06%,6.77%,5.61%,$-0.27
bobby portis,C/PF/F/UTIL,MIL,25.86%,0.01%,1.1%,40.89%,41.11%,$-0.28
kyshawn george,PF/SF/F/UTIL,WAS,24.98%,0.01%,1.09%,33.07%,34.89%,$-0.32
bam adebayo,C/PF/F/UTIL,MIA,24.78%,0.01%,1.05%,11.02%,6.3%,$-0.32
nikola jovic,PF/F/UTIL,MIA,24.99%,0.01%,1.06%,9.97%,12.67%,$-0.33
bilal coulibaly,SF/SG/G/F/UTIL,WAS,25.18%,0.01%,1.05%,37.86%,24.37%,$-0.38
evan mobley,C/PF/F/UTIL,CLE,23.1%,0.01%,1.02%,8.74%,5.2%,$-0.39
anthony gill,C/PF/F/UTIL,WAS,22.93%,0.0%,0.99%,0.02%,0.03%,$-0.41
tristan thompson,C/UTIL,CLE,22.78%,0.01%,0.98%,2.87%,10.08%,$-0.45
zaccharie risacher,PF/SF/F/UTIL,ATL,23.66%,0.01%,0.98%,11.67%,10.24%,$-0.51
ausar thompson,SF/F/UTIL,DET,22.17%,0.01%,0.95%,4.79%,5.98%,$-0.53
shai gilgeous-alexander,PG/G/UTIL,OKC,24.06%,0.01%,0.96%,24.15%,17.11%,$-0.56
victor wembanyama,C/UTIL,SAS,24.61%,0.01%,0.95%,19.61%,21.71%,$-0.56
max strus,SF/SG/G/F/UTIL,CLE,23.42%,0.01%,0.97%,12.51%,7.98%,$-0.56
dyson daniels,PG/SG/G/UTIL,ATL,24.17%,0.01%,0.95%,11.79%,6.38%,$-0.57
jonathan mogbo,C/PF/F/UTIL,TOR,22.95%,0.01%,0.96%,17.38%,21.4%,$-0.59
corey kispert,SF/SG/G/F/UTIL,WAS,23.01%,0.01%,0.94%,16.33%,11.79%,$-0.61
ty jerome,PG/G/UTIL,CLE,20.94%,0.01%,0.92%,5.73%,8.87%,$-0.61
isaiah hartenstein,C/UTIL,OKC,22.71%,0.01%,0.9%,5.77%,7.61%,$-0.62
carlton carrington,PG/SG/G/UTIL,WAS,22.7%,0.01%,0.92%,32.53%,35.86%,$-0.69
ja'kobe walter,SF/SG/G/F/UTIL,TOR,22.54%,0.01%,0.91%,12.53%,8.97%,$-0.7
darius garland,PG/G/UTIL,CLE,20.16%,0.01%,0.84%,2.82%,2.1%,$-0.7
jamal shead,PG/G/UTIL,TOR,21.01%,0.01%,0.85%,3.43%,6.74%,$-0.77
isaiah joe,SG/G/UTIL,OKC,22.92%,0.01%,0.86%,5.53%,7.03%,$-0.78
aaron wiggins,PF/SF/F/UTIL,OKC,22.58%,0.01%,0.85%,20.35%,17.4%,$-0.81
lamelo ball,PG/G/UTIL,CHA,21.38%,0.01%,0.84%,12.09%,8.64%,$-0.82
keon johnson,PG/SG/G/UTIL,BKN,22.01%,0.01%,0.82%,8.39%,6.81%,$-0.83
de'aaron fox,PG/SG/G/UTIL,SAS,22.38%,0.01%,0.81%,11.28%,5.5%,$-0.83
brook lopez,C/UTIL,MIL,23.41%,0.01%,0.81%,4.68%,9.69%,$-0.87
devin vassell,SF/SG/G/F/UTIL,SAS,22.12%,0.01%,0.78%,7.61%,3.89%,$-0.9
day'ron sharpe,C/UTIL,BKN,20.48%,0.01%,0.76%,0.77%,2.08%,$-0.9
jalen williams,PF/SF/F/UTIL,OKC,21.9%,0.01%,0.78%,14.12%,7.65%,$-0.91
garrison mathews,SG/G/UTIL,ATL,20.81%,0.01%,0.77%,5.54%,7.37%,$-0.97
jeremy sochan,C/PF/F/UTIL,SAS,20.7%,0.01%,0.75%,7.24%,6.7%,$-0.98
tidjane salaun,PF/F/UTIL,CHA,20.65%,0.01%,0.77%,6.19%,10.68%,$-0.99
terry rozier,PG/SG/G/UTIL,MIA,20.3%,0.01%,0.74%,2.99%,2.71%,$-1.0
miles bridges,C/PF/F/UTIL,CHA,20.65%,0.01%,0.72%,8.54%,5.01%,$-1.01
nick smith jr.,SG/G/UTIL,CHA,21.85%,0.0%,0.75%,6.49%,6.85%,$-1.03
taurean prince,PF/SF/F/UTIL,MIL,20.68%,0.0%,0.71%,8.54%,8.22%,$-1.12
gary trent jr.,SF/SG/G/F/UTIL,MIL,20.27%,0.0%,0.7%,1.01%,0.79%,$-1.14
vit krejci,SF/SG/G/F/UTIL,ATL,20.39%,0.0%,0.69%,9.23%,6.01%,$-1.16
alex caruso,PG/SF/G/F/UTIL,OKC,19.62%,0.0%,0.66%,4.81%,3.96%,$-1.19
tosan evbuomwan,SF/F/UTIL,BKN,20.55%,0.0%,0.66%,1.57%,1.88%,$-1.22
