Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jaylin williams,C/UTIL,OKC,33.56%,0.01%,1.9%,10.32%,27.23%,$1.78
jonas valanciunas,C/UTIL,SAC,31.78%,0.01%,1.71%,10.79%,15.43%,$1.21
jusuf nurkic,C/UTIL,CHA,30.12%,0.01%,1.62%,9.87%,28.98%,$1.0
orlando robinson,C/UTIL,TOR,31.31%,0.01%,1.58%,9.44%,32.13%,$0.9
isaiah joe,SG/G/UTIL,OKC,31.03%,0.01%,1.56%,15.59%,27.7%,$0.89
ja morant,PG/G/UTIL,MEM,27.85%,0.01%,1.42%,5.91%,4.97%,$0.61
keyonte george,PG/G/UTIL,UTA,28.51%,0.01%,1.34%,2.38%,2.73%,$0.52
scottie barnes,PG/SF/G/F/UTIL,TOR,31.93%,0.01%,1.39%,42.89%,23.16%,$0.41
ivica zubac,C/UTIL,LAC,28.54%,0.01%,1.31%,4.03%,5.05%,$0.37
aaron wiggins,PF/SF/F/UTIL,OKC,30.51%,0.01%,1.37%,38.76%,32.9%,$0.34
demar derozan,SF/F/UTIL,SAC,29.4%,0.01%,1.3%,4.59%,3.54%,$0.25
james harden,PG/G/UTIL,LAC,28.07%,0.01%,1.27%,7.86%,4.72%,$0.15
miles bridges,PF/F/UTIL,CHA,27.08%,0.01%,1.22%,5.44%,3.5%,$0.09
adam flagler,PG/G/UTIL,OKC,27.65%,0.01%,1.22%,7.44%,17.8%,$0.02
immanuel quickley,PG/G/UTIL,TOR,28.04%,0.01%,1.2%,23.82%,28.62%,$-0.14
lamelo ball,PG/G/UTIL,CHA,26.25%,0.01%,1.17%,8.0%,4.92%,$-0.16
anfernee simons,PG/SG/G/UTIL,POR,27.75%,0.01%,1.14%,8.44%,6.31%,$-0.26
donovan mitchell,PG/SG/G/UTIL,CLE,23.89%,0.01%,1.06%,3.09%,1.67%,$-0.27
santi aldama,PF/F/UTIL,MEM,26.59%,0.01%,1.09%,7.19%,6.13%,$-0.34
nikola jokic,C/UTIL,DEN,30.02%,0.01%,1.08%,32.32%,18.07%,$-0.36
bam adebayo,C/PF/F/UTIL,MIA,26.06%,0.01%,1.08%,6.08%,2.31%,$-0.36
tyler herro,PG/SG/G/UTIL,MIA,27.76%,0.01%,1.1%,16.95%,9.31%,$-0.37
ja'kobe walter,SF/SG/G/F/UTIL,TOR,27.53%,0.01%,1.09%,31.88%,30.09%,$-0.43
julius randle,C/PF/F/UTIL,MIN,27.12%,0.01%,1.07%,12.05%,6.59%,$-0.43
anthony edwards,SG/G/UTIL,MIN,26.37%,0.01%,1.04%,6.36%,4.24%,$-0.44
dillon jones,PF/F/UTIL,OKC,26.32%,0.01%,1.04%,6.62%,10.52%,$-0.48
keon ellis,PG/SG/G/UTIL,SAC,27.89%,0.01%,1.08%,18.54%,21.89%,$-0.48
klay thompson,SF/SG/G/F/UTIL,DAL,26.93%,0.01%,1.04%,27.54%,19.63%,$-0.55
desmond bane,SG/G/UTIL,MEM,24.78%,0.01%,0.97%,2.89%,2.58%,$-0.57
kawhi leonard,PF/SF/F/UTIL,LAC,27.19%,0.01%,1.03%,30.22%,16.69%,$-0.57
russell westbrook,PG/G/UTIL,DEN,25.48%,0.01%,1.0%,5.83%,7.29%,$-0.58
collin sexton,PG/SG/G/UTIL,UTA,23.98%,0.01%,0.96%,1.91%,1.62%,$-0.58
naji marshall,PF/SF/F/UTIL,DAL,26.05%,0.01%,1.01%,14.69%,9.44%,$-0.63
jamal murray,PG/SG/G/UTIL,DEN,25.75%,0.01%,0.97%,5.51%,3.62%,$-0.63
kyle anderson,PF/SF/F/UTIL,MIA,25.42%,0.01%,0.97%,9.08%,9.55%,$-0.66
kevin durant,PF/SF/F/UTIL,PHX,26.03%,0.01%,0.98%,11.03%,4.61%,$-0.71
darius garland,PG/G/UTIL,CLE,23.56%,0.01%,0.91%,2.43%,2.26%,$-0.76
stephon castle,PG/SG/G/UTIL,SAS,25.28%,0.01%,0.93%,5.64%,4.48%,$-0.77
walker kessler,C/UTIL,UTA,24.67%,0.01%,0.88%,1.7%,2.84%,$-0.77
ousmane dieng,C/PF/F/UTIL,OKC,25.76%,0.01%,0.94%,16.73%,19.77%,$-0.78
shaedon sharpe,SF/SG/G/F/UTIL,POR,25.36%,0.01%,0.94%,5.88%,3.12%,$-0.78
kenrich williams,C/PF/F/UTIL,OKC,25.49%,0.0%,0.93%,19.65%,20.96%,$-0.82
ty jerome,PG/G/UTIL,CLE,23.57%,0.01%,0.87%,2.77%,4.08%,$-0.87
devin booker,PG/SG/G/UTIL,PHX,25.39%,0.0%,0.9%,9.1%,4.69%,$-0.9
evan mobley,C/PF/F/UTIL,CLE,22.12%,0.01%,0.86%,2.97%,1.41%,$-0.9
vince williams jr.,SF/SG/G/F/UTIL,MEM,24.27%,0.0%,0.88%,9.5%,8.33%,$-0.96
miles mcbride,PG/SG/G/UTIL,NYK,25.63%,0.0%,0.87%,28.51%,35.19%,$-1.05
de'aaron fox,PG/SG/G/UTIL,SAS,24.0%,0.0%,0.83%,4.56%,2.52%,$-1.06
alex caruso,PG/SF/G/F/UTIL,OKC,23.7%,0.0%,0.83%,7.45%,6.13%,$-1.07
brandon clarke,C/PF/F/UTIL,MEM,22.67%,0.01%,0.8%,2.99%,2.74%,$-1.12
isaiah collier,PG/G/UTIL,UTA,23.83%,0.0%,0.79%,0.78%,0.95%,$-1.12
spencer dinwiddie,PG/SG/G/UTIL,DAL,24.13%,0.0%,0.82%,6.08%,4.98%,$-1.15
aaron gordon,PF/F/UTIL,DEN,23.74%,0.0%,0.78%,4.42%,4.48%,$-1.22
jamal shead,PG/G/UTIL,TOR,22.99%,0.0%,0.77%,2.75%,6.2%,$-1.23
karl-anthony towns,C/UTIL,NYK,24.6%,0.0%,0.77%,23.69%,19.29%,$-1.25
zach lavine,SF/SG/G/F/UTIL,SAC,24.29%,0.0%,0.78%,11.72%,5.19%,$-1.25
aj lawson,PG/SG/G/UTIL,TOR,24.14%,0.0%,0.78%,9.2%,13.68%,$-1.27
brandon williams,PG/G/UTIL,DAL,22.48%,0.0%,0.75%,3.2%,6.45%,$-1.28
scoot henderson,PG/G/UTIL,POR,22.08%,0.0%,0.73%,1.28%,1.76%,$-1.33
zach edey,C/UTIL,MEM,22.99%,0.0%,0.73%,3.36%,7.98%,$-1.34
max christie,SF/SG/G/F/UTIL,DAL,24.12%,0.0%,0.75%,15.05%,10.34%,$-1.35
devin vassell,SF/SG/G/F/UTIL,SAS,23.21%,0.0%,0.73%,4.13%,2.4%,$-1.36
josh hart,PF/SF/F/UTIL,NYK,23.8%,0.0%,0.72%,6.11%,2.97%,$-1.38
keegan murray,PF/F/UTIL,SAC,23.81%,0.0%,0.72%,3.02%,3.01%,$-1.4
jake laravia,PF/SF/F/UTIL,SAC,22.98%,0.0%,0.71%,7.23%,7.59%,$-1.45
jerami grant,PF/F/UTIL,POR,23.63%,0.0%,0.7%,2.87%,2.83%,$-1.48
keldon johnson,PF/SF/F/UTIL,SAS,22.02%,0.0%,0.69%,3.7%,3.33%,$-1.49
michael porter jr.,PF/SF/F/UTIL,DEN,21.71%,0.0%,0.68%,3.01%,1.93%,$-1.51
cameron payne,PG/SG/G/UTIL,NYK,22.18%,0.0%,0.69%,17.41%,25.06%,$-1.52
donovan clingan,C/UTIL,POR,22.27%,0.0%,0.63%,1.74%,3.62%,$-1.53
naz reid,C/PF/F/UTIL,MIN,22.72%,0.0%,0.66%,4.71%,2.28%,$-1.55
jarrett allen,C/UTIL,CLE,20.77%,0.0%,0.63%,1.17%,2.1%,$-1.57
