PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Darius Garland (37851392),Aaron Nesmith (37851609),Caris LeVert (37851534),Pascal Siakam (37851401),Onyeka Okongwu (37851459),Kevin Huerter (37851644),Giannis Antetokounmpo (37851317),Jalen Smith (37851692),282.27000000000004,279.58000000000004,382.11999999999995,50000,0.12%,5.41%,461.3%,48.7%,145.70999999999998,$18.5,IND 2,ATL 2,generated,1
Donovan Mitchell (37851343),Cole Anthony (37851539),Kevin Huerter (37851644),Georges Niang (37851649),Alperen Sengun (37851332),Quentin Grimes (37851476),Julius Randle (37851443),Onyeka Okongwu (37851459),281.77,275.48,372.23,50000,0.11%,5.5%,427.4%,48.21%,150.1,$17.1,ATL 2,CLE 1,generated,1
T.J. McConnell (37851705),Lonzo Ball (37851595),Keldon Johnson (37851583),Giannis Antetokounmpo (37851317),Onyeka Okongwu (37851459),Donovan Mitchell (37851343),Julius Randle (37851443),Jalen Smith (37851692),278.44000000000005,278.27,382.82,49700,0.12%,4.73%,420.4%,44.28%,175.52999999999997,$16.8,CHI 2,IND 1,generated,1
Cole Anthony (37851539),Anthony Edwards (37851329),Caris LeVert (37851534),Giannis Antetokounmpo (37851317),Zach Collins (37851479),Ty Jerome (37851543),Georges Niang (37851649),Jalen Smith (37851692),274.16,268.54999999999995,375.34,49800,0.12%,4.33%,397.2%,39.57%,105.86999999999999,$15.9,ATL 2,CHI 2,generated,1
Stephon Castle (37851463),Cole Anthony (37851539),Georges Niang (37851649),Pascal Siakam (37851401),Jarrett Allen (37851461),Ja'Kobe Walter (37851749),Julius Randle (37851443),Giannis Antetokounmpo (37851317),285.51,281.33,380.76,50000,0.08%,5.62%,373.5%,53.55%,169.9,$14.9,SAS 1,ORL 1,generated,1
Lonzo Ball (37851595),Cole Anthony (37851539),Kyle Kuzma (37851449),Giannis Antetokounmpo (37851317),Myles Turner (37851447),Stephon Castle (37851463),Julius Randle (37851443),Jalen Smith (37851692),282.67,281.06,379.33000000000004,50000,0.08%,4.58%,335.3%,49.59%,169.01,$13.4,CHI 2,MIL 2,generated,1
T.J. McConnell (37851705),Lonzo Ball (37851595),Kyle Kuzma (37851449),Julius Randle (37851443),Onyeka Okongwu (37851459),Darius Garland (37851392),Max Strus (37851614),Trae Young (37851321),280.37,275.65,369.53000000000003,49700,0.09%,4.39%,318.6%,46.52%,174.01999999999998,$12.7,ATL 2,CLE 2,generated,1
Josh Giddey (37851355),Aaron Nesmith (37851609),Kevin Huerter (37851644),Pascal Siakam (37851401),Onyeka Okongwu (37851459),Lonzo Ball (37851595),Paolo Banchero (37851362),Jarrett Allen (37851461),281.68999999999994,276.08000000000004,370.71999999999997,49800,0.07%,4.8%,316.2%,48.33%,155.66,$12.6,CHI 3,IND 2,generated,1
Lonzo Ball (37851595),Donovan Mitchell (37851343),Aaron Nesmith (37851609),Pascal Siakam (37851401),Onyeka Okongwu (37851459),Darius Garland (37851392),Max Strus (37851614),Jarrett Allen (37851461),283.16999999999996,279.27,374.36,49600,0.07%,4.97%,303.6%,50.27%,169.07999999999998,$12.1,CLE 4,IND 2,generated,1
Jalen Brunson (37851340),Caris LeVert (37851534),Georges Niang (37851649),Paolo Banchero (37851362),Onyeka Okongwu (37851459),Lonzo Ball (37851595),Julius Randle (37851443),Jarrett Allen (37851461),283.69,282.3,372.49,50000,0.07%,4.81%,300.4%,50.9%,195.40000000000003,$12.0,ATL 3,NYK 1,generated,1
Cole Anthony (37851539),Max Strus (37851614),Kevin Huerter (37851644),Paolo Banchero (37851362),Alperen Sengun (37851332),Stephon Castle (37851463),Julius Randle (37851443),Jarrett Allen (37851461),281.77,280.02,372.11,49900,0.07%,4.68%,299.5%,48.25%,164.53,$12.0,ORL 2,CLE 2,generated,1
