PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
LaMelo Ball (37356835),Mikal Bridges (37357013),Luguentz Dort (37357166),Kyle Filipowski (37357140),Wendell Carter Jr. (37357109),Jalen Brunson (37356866),Jalen Williams (37356911),Drew Eubanks (37357151),306.56000000000006,396.72,49600,100.00%,5000,44517.15%,755,179.64,$1780.69,NYK 2,OKC 2,opp,1,AstroPepper,641,4612511477
Jalen Brunson (37356866),Nickeil Alexander-Walker (37357290),OG Anunoby (37357021),Kyle Filipowski (37357140),Wendell Carter Jr. (37357109),LaMelo Ball (37356835),Miles Bridges (37356938),Daniel Gafford (37357030),306.45,398.11,49400,100.00%,4998,42742.12%,701,170.57999999999998,$1709.68,NYK 2,CHA 2,opp,1,mdubzz,1577,4612776087
Shai Gilgeous-Alexander (37356838),Nickeil Alexander-Walker (37357290),OG Anunoby (37357021),PJ Washington (37356967),Drew Eubanks (37357151),Jalen Brunson (37356866),Kyle Filipowski (37357140),Mark Williams (37356970),305.94,403.71,49800,100.00%,4999,36924.0%,581,185.10999999999999,$1476.96,NYK 2,UTA 2,opp,1,Quig45,7435,4612847129
Jalen Brunson (37356866),Cody Martin (37357171),Mikal Bridges (37357013),Kyle Filipowski (37357140),Drew Eubanks (37357151),Mike Conley (37357230),Miles Bridges (37356938),Giannis Antetokounmpo (37356828),305.79999999999995,400.29999999999995,49100,100.00%,4998,30782.0%,395,184.65999999999997,$1231.28,NYK 2,CHA 2,opp,1,ddurantula752,8591,4612944802
Keyonte George (37357010),Duncan Robinson (37357237),Cody Martin (37357171),Giannis Antetokounmpo (37356828),Drew Eubanks (37357151),Jalen Brunson (37356866),RJ Barrett (37356914),Wendell Carter Jr. (37357109),305.64,404.62,49900,100.00%,4993,30557.13%,418,177.87,$1222.29,UTA 2,MIA 1,opp,1,thedeez4141,2571,4613031578
Shai Gilgeous-Alexander (37356838),Cody Martin (37357171),OG Anunoby (37357021),Kyle Filipowski (37357140),Wendell Carter Jr. (37357109),Luguentz Dort (37357166),Scottie Barnes (37356861),Jalen Brunson (37356866),305.51,396.98,49800,100.00%,4998,27123.9%,316,140.65,$1084.96,OKC 2,NYK 2,opp,1,opatlion,1838,4612849118
Shai Gilgeous-Alexander (37356838),Duncan Robinson (37357237),Cody Martin (37357171),Giannis Antetokounmpo (37356828),Wendell Carter Jr. (37357109),Jalen Brunson (37356866),Nickeil Alexander-Walker (37357290),Drew Eubanks (37357151),305.53000000000003,409.16,49500,100.00%,4998,25783.78%,250,202.89,$1031.35,OKC 1,MIA 1,opp,1,TheKid2430,1127,4612676950
Shai Gilgeous-Alexander (37356838),Cody Martin (37357171),RJ Barrett (37356914),OG Anunoby (37357021),Wendell Carter Jr. (37357109),Jalen Brunson (37356866),Mikal Bridges (37357013),Daniel Theis (37357319),305.21,394.26,49800,100.00%,4992,23520.08%,251,124.29999999999998,$940.8,NYK 3,OKC 1,opp,1,Supavash,1931,4612869673
Jalen Brunson (37356866),Mikal Bridges (37357013),Cody Martin (37357171),Bobby Portis (37357038),Wendell Carter Jr. (37357109),LaMelo Ball (37356835),Miles Bridges (37356938),Drew Eubanks (37357151),305.38,395.97,50000,100.00%,4997,22023.02%,178,193.72,$880.92,CHA 3,NYK 2,opp,1,cpetruccelli,2373,4612986990
Jalen Brunson (37356866),Quentin Grimes (37357081),Mikal Bridges (37357013),Miles Bridges (37356938),Nikola Jokic (37356826),Nickeil Alexander-Walker (37357290),Cody Martin (37357171),Drew Eubanks (37357151),304.53000000000003,396.20000000000005,50000,100.00%,4983,16765.97%,131,163.93,$670.64,NYK 2,CHA 2,opp,1,JustinCarlucci,10360,4613096320
