Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4628738512,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Ayo Dosunmu (37490443),Kelly Oubre Jr. (37490414),Khris Middleton (37490479),Giannis Antetokounmpo (37490296),Paul Reed (37490810),Tyrese Maxey (37490311),Patrick Williams (37490553),Aaron Gordon (37490534)
4628738513,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Vasilije Micic (37490454),Tim Hardaway Jr. (37490589),Jaylen Brown (37490360),Patrick Williams (37490553),Jalen Duren (37490422),Tyrese Maxey (37490311),Aaron Gordon (37490534),Dejounte Murray (37490342)
4628738514,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Vasilije Micic (37490454),Coby White (37490424),Jayson Tatum (37490316),Patrick Williams (37490553),Jalen Duren (37490422),Russell Westbrook (37490411),Jaylen Brown (37490360),Aaron Gordon (37490534)
4628738515,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Dejounte Murray (37490342),Kelly Oubre Jr. (37490414),Trey Murphy III (37490365),Aaron Gordon (37490534),Jakob Poeltl (37490409),Lonzo Ball (37490507),Patrick Williams (37490553),Nikola Vucevic (37490353)
4628738516,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Jose Alvarado (37490610),Devin Vassell (37490417),Josh Okogie (37490501),Giannis Antetokounmpo (37490296),Aaron Gordon (37490534),Josh Giddey (37490388),Patrick Williams (37490553),Nikola Vucevic (37490353)
4628738517,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Vasilije Micic (37490454),Ayo Dosunmu (37490443),Ricky Council IV (37490547),Miles Bridges (37490334),Nikola Vucevic (37490353),Lonzo Ball (37490507),Aaron Gordon (37490534),Damian Lillard (37490328)
4628738518,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Jose Alvarado (37490610),Kelly Oubre Jr. (37490414),Ricky Council IV (37490547),Giannis Antetokounmpo (37490296),Daniel Gafford (37490376),Chris Paul (37490436),Aaron Gordon (37490534),Russell Westbrook (37490411)
4628738519,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Tyrese Maxey (37490311),Coby White (37490424),Ausar Thompson (37490527),Josh Okogie (37490501),Giannis Antetokounmpo (37490296),Lonzo Ball (37490507),Michael Porter Jr. (37490450),Brandon Boston Jr. (37490699)
4628738520,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Russell Westbrook (37490411),Brandon Boston Jr. (37490699),Josh Okogie (37490501),Giannis Antetokounmpo (37490296),Jalen Duren (37490422),Devin Vassell (37490417),RJ Barrett (37490382),Patrick Williams (37490553)
4628738521,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Chris Paul (37490436),Ayo Dosunmu (37490443),Josh Okogie (37490501),Giannis Antetokounmpo (37490296),Paul Reed (37490810),Kelly Oubre Jr. (37490414),Jeremy Sochan (37490498),Nikola Vucevic (37490353)
4628738522,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Coby White (37490424),Devin Vassell (37490417),Josh Okogie (37490501),Tobias Harris (37490447),Jakob Poeltl (37490409),Tyrese Maxey (37490311),Patrick Williams (37490553),Kristaps Porzingis (37490396)
4628738523,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Coby White (37490424),Kelly Oubre Jr. (37490414),Josh Okogie (37490501),Aaron Gordon (37490534),Nikola Vucevic (37490353),Dejounte Murray (37490342),Trey Murphy III (37490365),Lonzo Ball (37490507)
