Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4640052367,NBA $20K And-One,173942873,$1,Jared Butler (37689662),Jordan Goodwin (37689271),Jayson Tatum (37688539),Mouhamed Gueye (37689406),Thomas Bryant (37689019),Stephen Curry (37688579),Bol Bol (37689211),Cade Cunningham (37688534)
4640052368,NBA $20K And-One,173942873,$1,Darius Garland (37688683),Anthony Edwards (37688552),Tidjane Salaun (37689440),Pascal Siakam (37688662),Precious Achiuwa (37688895),Donovan Mitchell (37688611),Bol Bol (37689211),Mouhamed Gueye (37689406)
4640052369,NBA $20K And-One,173942873,$1,Anthony Edwards (37688552),Donovan Mitchell (37688611),Nick Smith Jr. (37689121),Draymond Green (37688880),Thomas Bryant (37689019),Jared Butler (37689662),Bol Bol (37689211),Karl-Anthony Towns (37688561)
4640052370,NBA $20K And-One,173942873,$1,Stephen Curry (37688579),Jordan Goodwin (37689271),LeBron James (37688526),Pascal Siakam (37688662),Thomas Bryant (37689019),Jared Butler (37689662),Bol Bol (37689211),Anfernee Simons (37688807)
4640052371,NBA $20K And-One,173942873,$1,Scottie Barnes (37688570),Anthony Edwards (37688552),RJ Barrett (37688708),Kyle Kuzma (37688816),Thomas Bryant (37689019),Jared Butler (37689662),Precious Achiuwa (37688895),Bol Bol (37689211)
4640052372,NBA $20K And-One,173942873,$1,Jared Butler (37689662),Malik Monk (37688677),Jayson Tatum (37688539),Deni Avdija (37688788),Thomas Bryant (37689019),Quentin Grimes (37689087),Mouhamed Gueye (37689406),Anthony Edwards (37688552)
4640052373,NBA $20K And-One,173942873,$1,Jared Butler (37689662),Anthony Edwards (37688552),LeBron James (37688526),Mouhamed Gueye (37689406),Alexandre Sarr (37688927),Dalano Banton (37689311),Bol Bol (37689211),Karl-Anthony Towns (37688561)
4640052374,NBA $20K And-One,173942873,$1,Tyrese Haliburton (37688621),Jordan Goodwin (37689271),Scottie Barnes (37688570),Bobby Portis (37688744),Thomas Bryant (37689019),Stephen Curry (37688579),Quentin Grimes (37689087),Jared Butler (37689662)
4640052375,NBA $20K And-One,173942873,$1,T.J. McConnell (37689242),RJ Barrett (37688708),LeBron James (37688526),Pascal Siakam (37688662),Thomas Bryant (37689019),Jordan Poole (37688698),Mouhamed Gueye (37689406),Day'Ron Sharpe (37689159)
4640052376,NBA $20K And-One,173942873,$1,Anthony Edwards (37688552),Cam Whitmore (37689184),RJ Barrett (37688708),Kyle Kuzma (37688816),Thomas Bryant (37689019),Jared Butler (37689662),Mouhamed Gueye (37689406),LeBron James (37688526)
4640052377,NBA $20K And-One,173942873,$1,Trae Young (37688549),Nick Smith Jr. (37689121),Jayson Tatum (37688539),Al Horford (37689161),Thomas Bryant (37689019),Anthony Edwards (37688552),Mouhamed Gueye (37689406),Jared Butler (37689662)
4640052378,NBA $20K And-One,173942873,$1,Darius Garland (37688683),Quentin Grimes (37689087),Tidjane Salaun (37689440),Jayson Tatum (37688539),Thomas Bryant (37689019),Jared Butler (37689662),Mouhamed Gueye (37689406),Nikola Jokic (37688512)
4640052379,NBA $20K And-One,173942873,$1,Jordan Poole (37688698),Dalano Banton (37689311),RJ Barrett (37688708),Bol Bol (37689211),Thomas Bryant (37689019),Jalen Brunson (37688599),LeBron James (37688526),Jared Butler (37689662)
4640052380,NBA $20K And-One,173942873,$1,Jared Butler (37689662),Quentin Grimes (37689087),Scottie Barnes (37688570),LeBron James (37688526),Thomas Bryant (37689019),Anthony Edwards (37688552),Mouhamed Gueye (37689406),Bol Bol (37689211)
4640052381,NBA $20K And-One,173942873,$1,Jordan Poole (37688698),Anthony Edwards (37688552),Nick Smith Jr. (37689121),Mouhamed Gueye (37689406),Thomas Bryant (37689019),Stephen Curry (37688579),Jalen Williams (37688669),Jared Butler (37689662)
4640052382,NBA $20K And-One,173942873,$1,Jordan Poole (37688698),Anthony Edwards (37688552),Quentin Grimes (37689087),Mouhamed Gueye (37689406),Luke Kornet (37689295),Jared Butler (37689662),Bol Bol (37689211),Nikola Jokic (37688512)
4640052383,NBA $20K And-One,173942873,$1,Jared Butler (37689662),RJ Barrett (37688708),Tidjane Salaun (37689440),Bobby Portis (37688744),Kristaps Porzingis (37688660),Donovan Mitchell (37688611),Bol Bol (37689211),Jalen Brunson (37688599)
4640052384,NBA $20K And-One,173942873,$1,Jared Butler (37689662),Nick Smith Jr. (37689121),Quentin Grimes (37689087),Bol Bol (37689211),Jusuf Nurkic (37689152),Trae Young (37688549),LeBron James (37688526),Jalen Brunson (37688599)
4640052385,NBA $20K And-One,173942873,$1,Jared Butler (37689662),RJ Barrett (37688708),Franz Wagner (37688585),Mouhamed Gueye (37689406),Al Horford (37689161),Zach LaVine (37688689),LeBron James (37688526),Thomas Bryant (37689019)
4640052386,NBA $20K And-One,173942873,$1,Anfernee Simons (37688807),Quentin Grimes (37689087),Nick Smith Jr. (37689121),Evan Mobley (37688602),Thomas Bryant (37689019),Jared Butler (37689662),LeBron James (37688526),Malik Monk (37688677)
