PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Marcus Sasser (38231998),Dennis Schroder (38231739),Bruce Brown (38231762),Ausar Thompson (38231802),Ivica Zubac (38231590),Donovan Mitchell (38231558),Tidjane Salaun (38232066),Nikola Jokic (38231516),290.03,279.56,390.88000000000005,50000,0.21%,6.58%,401.3%,53.91%,182.64,$16.1,DET 3,NOP 1,generated,1
Tyler Kolek (38232021),Dennis Schroder (38231739),Ausar Thompson (38231802),Evan Mobley (38231569),Giannis Antetokounmpo (38231518),Collin Sexton (38231698),Jonathan Kuminga (38231721),Kelly Olynyk (38231709),287.58000000000004,273.61,391.9800000000001,49900,0.18%,5.73%,357.4%,50.81%,172.38,$14.3,DET 2,NYK 1,generated,1
Dennis Schroder (38231739),Marcus Sasser (38231998),Ausar Thompson (38231802),Kyle Filipowski (38231690),Ivica Zubac (38231590),Donovan Mitchell (38231558),Ja'Kobe Walter (38231869),Karl-Anthony Towns (38231525),290.78000000000003,279.65999999999997,386.7,49900,0.13%,6.36%,336.5%,54.02%,186.5,$13.5,DET 3,UTA 1,generated,1
Marcus Sasser (38231998),Donovan Mitchell (38231558),Ausar Thompson (38231802),Evan Mobley (38231569),Yves Missi (38231806),Tyler Kolek (38232021),Giannis Antetokounmpo (38231518),Dennis Schroder (38231739),292.44,279.21,392.77,49500,0.12%,5.81%,309.0%,57.4%,205.91,$12.4,DET 3,CLE 2,generated,1
KJ Simpson (38231866),Dennis Schroder (38231739),Ja'Kobe Walter (38231869),Kelly Olynyk (38231709),Karl-Anthony Towns (38231525),Tyler Kolek (38232021),Jonathan Kuminga (38231721),Nikola Jokic (38231516),283.24,272.89,386.23999999999995,49800,0.15%,5.08%,307.5%,45.92%,178.38,$12.3,NYK 2,CHA 1,generated,1
Dennis Schroder (38231739),Marcus Sasser (38231998),Ausar Thompson (38231802),Evan Mobley (38231569),Jalen Duren (38231615),Ja'Kobe Walter (38231869),Bruce Brown (38231762),Nikola Jokic (38231516),287.25,276.8,388.93,49700,0.15%,5.01%,290.5%,50.8%,172.18,$11.6,DET 4,CLE 1,generated,1
Brandin Podziemski (38231673),Dennis Schroder (38231739),Bruce Brown (38231762),Jonathan Kuminga (38231721),Jalen Duren (38231615),Isaiah Collier (38231724),Josh Hart (38231592),Ivica Zubac (38231590),281.89,268.83,370.56000000000006,50000,0.16%,4.41%,281.0%,43.17%,109.33,$11.2,GSW 2,DET 2,generated,1
Kevin Porter Jr. (38231748),Dennis Schroder (38231739),Keion Brooks Jr. (38232034),Evan Mobley (38231569),Jalen Duren (38231615),Bruce Brown (38231762),Kyle Filipowski (38231690),Karl-Anthony Towns (38231525),282.34000000000003,272.06000000000006,377.8,49900,0.15%,4.58%,270.7%,44.33%,139.91000000000003,$10.8,DET 2,NOP 2,generated,1
Dennis Schroder (38231739),Marcus Sasser (38231998),Keion Brooks Jr. (38232034),Ausar Thompson (38231802),Giannis Antetokounmpo (38231518),Isaiah Collier (38231724),Bruce Brown (38231762),Nikola Jokic (38231516),291.40999999999997,282.55,396.16,49900,0.09%,5.54%,263.7%,56.22%,191.93,$10.5,DET 3,NOP 2,generated,1
Dennis Schroder (38231739),Collin Sexton (38231698),Ausar Thompson (38231802),Trendon Watford (38231751),Jalen Duren (38231615),Stephen Curry (38231544),Kyle Filipowski (38231690),Walker Kessler (38231627),281.62,268.71999999999997,379.61999999999995,49700,0.15%,4.49%,263.4%,43.66%,145.20999999999998,$10.5,DET 3,UTA 3,generated,1
KJ Simpson (38231866),Dennis Schroder (38231739),Ausar Thompson (38231802),Tidjane Salaun (38232066),Nikola Jokic (38231516),Collin Sexton (38231698),Giannis Antetokounmpo (38231518),Tyler Kolek (38232021),289.12,279.42,395.57,49600,0.09%,5.19%,262.1%,53.42%,220.48,$10.5,CHA 2,DET 2,generated,1
Marcus Sasser (38231998),Jordan Hawkins (38231812),Scottie Barnes (38231577),Ausar Thompson (38231802),Jalen Duren (38231615),KJ Simpson (38231866),Jonathan Kuminga (38231721),Nikola Jokic (38231516),276.43,265.59000000000003,384.67,49600,0.14%,4.34%,262.0%,39.03%,141.28,$10.5,DET 3,NOP 1,generated,1
