Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
nic claxton,C/UTIL,BKN,23.27%,0.01%,1.26%,2.93%,5.76%,$0.58
alperen sengun,C/UTIL,HOU,24.91%,0.01%,1.37%,13.4%,38.26%,$0.42
stephen curry,PG/G/UTIL,GSW,24.63%,0.01%,1.33%,12.0%,17.47%,$0.37
quinten post,C/UTIL,GSW,24.49%,0.01%,1.28%,10.15%,13.84%,$0.3
keon johnson,PG/SG/G/UTIL,BKN,24.7%,0.01%,1.23%,15.91%,10.24%,$0.07
killian hayes,PG/G/UTIL,BKN,26.02%,0.01%,1.26%,29.99%,27.93%,$0.06
dennis schroder,PG/SG/G/UTIL,DET,22.59%,0.01%,1.11%,0.68%,0.37%,$0.06
draymond green,C/UTIL,GSW,23.35%,0.01%,1.15%,5.48%,10.5%,$-0.01
kevon looney,C/UTIL,GSW,22.26%,0.01%,1.11%,3.35%,4.57%,$-0.09
jimmy butler,PF/SF/F/UTIL,GSW,24.31%,0.01%,1.18%,17.83%,14.68%,$-0.12
vince williams jr.,SF/SG/G/F/UTIL,MEM,22.04%,0.01%,1.07%,2.52%,1.05%,$-0.13
ausar thompson,PF/SF/F/UTIL,DET,23.92%,0.01%,1.17%,18.59%,12.45%,$-0.15
cameron johnson,PF/SF/F/UTIL,BKN,24.32%,0.01%,1.16%,19.7%,13.69%,$-0.15
jalen wilson,PF/SF/F/UTIL,BKN,23.37%,0.01%,1.12%,5.01%,2.37%,$-0.21
jalen duren,C/UTIL,DET,24.54%,0.01%,1.15%,23.88%,49.21%,$-0.22
jonas valanciunas,C/UTIL,SAC,20.05%,0.01%,0.98%,0.61%,0.85%,$-0.22
brandin podziemski,PG/SG/G/UTIL,GSW,24.98%,0.01%,1.14%,29.02%,20.42%,$-0.26
moses moody,PF/SF/F/UTIL,GSW,23.41%,0.01%,1.12%,10.81%,6.05%,$-0.27
isaiah stewart,C/UTIL,DET,23.19%,0.01%,1.11%,8.25%,7.56%,$-0.28
giannis antetokounmpo,C/PF/F/UTIL,MIL,24.47%,0.01%,1.12%,26.99%,44.14%,$-0.32
quentin grimes,SG/G/UTIL,PHI,24.28%,0.01%,1.12%,17.56%,17.19%,$-0.32
stephon castle,PG/SG/G/UTIL,SAS,23.08%,0.01%,1.09%,15.16%,10.45%,$-0.34
brandon clarke,C/PF/F/UTIL,MEM,21.36%,0.01%,0.99%,2.46%,1.5%,$-0.4
moses brown,C/UTIL,DAL,23.79%,0.01%,1.07%,25.05%,50.21%,$-0.43
keldon johnson,PF/SF/F/UTIL,SAS,23.58%,0.01%,1.08%,24.46%,15.72%,$-0.46
santi aldama,PF/F/UTIL,MEM,21.98%,0.01%,1.04%,9.68%,9.81%,$-0.47
cade cunningham,PG/G/UTIL,DET,21.86%,0.01%,1.04%,12.53%,20.14%,$-0.49
malik beasley,SF/SG/G/F/UTIL,DET,22.54%,0.01%,1.02%,11.65%,5.89%,$-0.57
keon ellis,PG/SG/G/UTIL,SAC,23.29%,0.01%,1.03%,14.24%,7.83%,$-0.58
domantas sabonis,C/UTIL,SAC,20.3%,0.01%,0.96%,5.19%,13.43%,$-0.58
maxwell lewis,PF/SF/F/UTIL,BKN,22.53%,0.01%,1.01%,7.32%,2.62%,$-0.59
zach edey,C/UTIL,MEM,21.44%,0.01%,0.97%,4.71%,7.56%,$-0.6
naji marshall,PF/SF/F/UTIL,DAL,22.97%,0.01%,1.01%,20.35%,14.16%,$-0.65
desmond bane,SG/G/UTIL,MEM,22.93%,0.01%,1.0%,20.72%,25.48%,$-0.66
kelly oubre jr.,SF/SG/G/F/UTIL,PHI,23.49%,0.01%,1.01%,18.73%,10.63%,$-0.67
kyle kuzma,PF/SF/F/UTIL,MIL,23.11%,0.01%,0.99%,22.35%,16.26%,$-0.7
gary payton ii,SF/SG/G/F/UTIL,GSW,21.13%,0.01%,0.95%,1.54%,0.54%,$-0.72
ja morant,PG/G/UTIL,MEM,22.21%,0.01%,0.97%,22.05%,29.66%,$-0.73
tari eason,PF/F/UTIL,HOU,20.91%,0.01%,0.94%,7.97%,7.96%,$-0.74
day'ron sharpe,C/UTIL,BKN,17.79%,0.01%,0.8%,0.41%,0.88%,$-0.8
jaren jackson jr.,C/PF/F/UTIL,MEM,22.55%,0.01%,0.95%,30.12%,30.19%,$-0.81
gary trent jr.,SF/SG/G/F/UTIL,MIL,22.5%,0.01%,0.92%,0.26%,0.1%,$-0.84
paul george,PF/SF/F/UTIL,PHI,22.31%,0.01%,0.93%,15.9%,12.26%,$-0.88
devin vassell,SF/SG/G/F/UTIL,SAS,22.16%,0.01%,0.93%,18.81%,10.43%,$-0.89
de'aaron fox,PG/SG/G/UTIL,SAS,20.41%,0.01%,0.88%,7.12%,6.85%,$-0.92
jalen green,SG/G/UTIL,HOU,20.29%,0.01%,0.88%,6.26%,7.24%,$-0.93
pj washington,C/PF/F/UTIL,DAL,21.54%,0.01%,0.88%,9.82%,8.38%,$-0.96
tyrese maxey,PG/G/UTIL,PHI,21.03%,0.01%,0.87%,8.79%,13.4%,$-0.97
ziaire williams,SF/SG/G/F/UTIL,BKN,21.27%,0.01%,0.89%,12.87%,6.24%,$-1.0
fred vanvleet,PG/G/UTIL,HOU,21.48%,0.01%,0.87%,5.19%,5.37%,$-1.04
tobias harris,PF/F/UTIL,DET,21.24%,0.01%,0.87%,8.32%,8.43%,$-1.06
malik monk,PG/SG/G/UTIL,SAC,21.64%,0.01%,0.85%,18.44%,15.06%,$-1.08
klay thompson,SF/SG/G/F/UTIL,DAL,20.66%,0.01%,0.85%,8.12%,4.26%,$-1.09
keegan murray,PF/F/UTIL,SAC,21.22%,0.0%,0.84%,6.23%,6.36%,$-1.15
tim hardaway jr.,SF/SG/G/F/UTIL,DET,21.1%,0.0%,0.84%,4.17%,1.81%,$-1.15
demar derozan,SF/F/UTIL,SAC,20.4%,0.01%,0.81%,5.93%,5.9%,$-1.19
luke kennard,PG/SG/G/UTIL,MEM,20.27%,0.01%,0.82%,4.26%,2.25%,$-1.2
guerschon yabusele,C/PF/F/UTIL,PHI,20.18%,0.0%,0.8%,6.9%,4.84%,$-1.24
ricky council iv,PF/F/UTIL,PHI,20.36%,0.0%,0.8%,0.28%,0.1%,$-1.24
buddy hield,SF/SG/G/F/UTIL,GSW,19.35%,0.01%,0.78%,1.68%,0.77%,$-1.26
dillon brooks,PF/SF/F/UTIL,HOU,20.95%,0.0%,0.81%,10.22%,6.51%,$-1.27
jabari smith jr.,PF/F/UTIL,HOU,20.12%,0.0%,0.79%,4.45%,4.59%,$-1.27
brook lopez,C/UTIL,MIL,20.58%,0.0%,0.77%,3.12%,6.78%,$-1.3
amen thompson,PG/SF/G/F/UTIL,HOU,19.01%,0.01%,0.76%,8.78%,6.11%,$-1.31
tyrese martin,SG/G/UTIL,BKN,20.22%,0.0%,0.79%,10.52%,7.87%,$-1.33
harrison barnes,PF/SF/F/UTIL,SAS,19.14%,0.0%,0.73%,2.52%,1.29%,$-1.43
taurean prince,SF/SG/G/F/UTIL,MIL,20.02%,0.0%,0.76%,2.9%,1.23%,$-1.43
kyrie irving,PG/G/UTIL,DAL,18.45%,0.0%,0.7%,6.87%,10.09%,$-1.47
damian lillard,PG/G/UTIL,MIL,18.69%,0.0%,0.71%,9.45%,13.93%,$-1.47
dante exum,SF/SG/G/F/UTIL,DAL,19.1%,0.0%,0.71%,0.57%,0.22%,$-1.5
chris paul,PG/G/UTIL,SAS,18.49%,0.0%,0.68%,3.67%,3.61%,$-1.56
aj green,PG/SG/G/UTIL,MIL,19.78%,0.0%,0.72%,1.14%,0.6%,$-1.59
max christie,SF/SG/G/F/UTIL,DAL,19.34%,0.0%,0.67%,5.03%,2.63%,$-1.69
zach lavine,SF/SG/G/F/UTIL,SAC,18.62%,0.0%,0.63%,14.75%,10.05%,$-1.76
jaylen wells,SF/SG/G/F/UTIL,MEM,18.07%,0.0%,0.6%,0.82%,0.36%,$-1.86
reece beekman,PG/G/UTIL,BKN,17.73%,0.0%,0.54%,0.26%,0.1%,$-2.07
sandro mamukelashvili,C/PF/F/UTIL,SAS,16.12%,0.0%,0.51%,0.12%,0.1%,$-2.07
gui santos,PF/F/UTIL,GSW,17.44%,0.0%,0.53%,0.18%,0.1%,$-2.14
andre drummond,C/UTIL,PHI,14.82%,0.0%,0.46%,0.07%,0.1%,$-2.15
jae'sean tate,PF/SF/F/UTIL,HOU,16.53%,0.0%,0.47%,0.28%,0.1%,$-2.19
spencer dinwiddie,PG/SG/G/UTIL,DAL,16.28%,0.0%,0.48%,4.12%,2.28%,$-2.23
jeremy sochan,C/PF/F/UTIL,SAS,14.31%,0.0%,0.45%,0.23%,0.18%,$-2.23
jericho sims,C/UTIL,MIL,16.55%,0.0%,0.45%,0.21%,0.1%,$-2.29
jake laravia,PF/SF/F/UTIL,SAC,14.13%,0.0%,0.43%,0.21%,0.1%,$-2.35
kevin porter jr.,PG/G/UTIL,MIL,14.33%,0.0%,0.43%,0.09%,0.1%,$-2.44
ronald holland ii,SF/F/UTIL,DET,14.63%,0.0%,0.42%,0.28%,0.1%,$-2.46
justin edwards,PF/SF/F/UTIL,PHI,14.95%,0.0%,0.4%,0.05%,0.04%,$-2.49
simone fontecchio,PF/F/UTIL,DET,14.33%,0.0%,0.36%,0.2%,0.1%,$-2.52
trayce jackson-davis,C/UTIL,GSW,16.43%,0.0%,0.37%,0.02%,0.03%,$-2.53
julian champagnie,SF/SG/G/F/UTIL,SAS,14.21%,0.0%,0.38%,0.23%,0.1%,$-2.55
dwight powell,C/UTIL,DAL,14.24%,0.0%,0.36%,0.11%,0.1%,$-2.58
gregory jackson,PF/SF/F/UTIL,MEM,14.01%,0.0%,0.34%,0.28%,0.1%,$-2.69
markelle fultz,PG/G/UTIL,SAC,13.65%,0.0%,0.26%,0.12%,0.1%,$-2.85
adem bona,C/UTIL,PHI,11.98%,0.0%,0.25%,0.07%,0.1%,$-2.91
lonnie walker iv,SF/SG/G/F/UTIL,PHI,12.49%,0.0%,0.24%,0.24%,0.1%,$-2.92
scotty pippen jr.,PG/G/UTIL,MEM,12.57%,0.0%,0.23%,0.1%,0.1%,$-2.92
ryan rollins,PG/G/UTIL,MIL,13.03%,0.0%,0.28%,0.05%,0.03%,$-2.95
jack mcveigh,SG/G/UTIL,HOU,13.74%,0.0%,0.24%,0.03%,0.03%,$-3.0
trey lyles,C/PF/F/UTIL,SAC,11.59%,0.0%,0.2%,0.22%,0.1%,$-3.05
