Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jusuf nurkic,C/UTIL,CHA,34.63%,0.03%,1.87%,16.55%,53.47%,$1.47
pascal siakam,PF/F/UTIL,IND,31.02%,0.03%,1.68%,7.05%,6.73%,$1.06
kj simpson,PG/G/UTIL,CHA,30.45%,0.02%,1.42%,12.69%,14.54%,$0.44
donovan clingan,C/UTIL,POR,29.9%,0.02%,1.35%,7.02%,14.23%,$0.29
donovan mitchell,PG/SG/G/UTIL,CLE,31.09%,0.02%,1.34%,23.67%,11.15%,$0.25
domantas sabonis,C/UTIL,SAC,28.93%,0.02%,1.34%,7.06%,7.54%,$0.22
evan mobley,C/PF/F/UTIL,CLE,29.51%,0.02%,1.33%,13.96%,8.29%,$0.16
jamison battle,SF/F/UTIL,TOR,29.44%,0.02%,1.31%,20.95%,33.58%,$0.12
miles bridges,PF/F/UTIL,CHA,28.44%,0.02%,1.29%,6.12%,5.02%,$0.1
dennis schroder,PG/SG/G/UTIL,DET,29.96%,0.02%,1.23%,32.24%,21.64%,$-0.03
tyrese haliburton,PG/G/UTIL,IND,27.32%,0.02%,1.24%,6.61%,4.31%,$-0.05
darius garland,PG/G/UTIL,CLE,27.78%,0.02%,1.21%,9.03%,6.09%,$-0.11
chris paul,PG/G/UTIL,SAS,28.42%,0.02%,1.19%,25.46%,34.19%,$-0.19
tidjane salaun,PF/F/UTIL,CHA,27.85%,0.02%,1.17%,8.98%,13.92%,$-0.21
alperen sengun,C/UTIL,HOU,26.3%,0.02%,1.16%,4.43%,6.26%,$-0.23
anfernee simons,PG/SG/G/UTIL,POR,28.62%,0.01%,1.15%,22.27%,13.09%,$-0.24
oscar tshiebwe,C/UTIL,UTA,27.22%,0.02%,1.13%,6.02%,19.65%,$-0.29
nick richards,C/UTIL,PHX,25.13%,0.02%,1.11%,1.45%,3.38%,$-0.29
ausar thompson,PF/SF/F/UTIL,DET,28.59%,0.01%,1.12%,30.63%,23.92%,$-0.3
jalen duren,C/UTIL,DET,28.3%,0.01%,1.13%,17.24%,35.48%,$-0.3
stephon castle,PG/SG/G/UTIL,SAS,26.47%,0.02%,1.13%,8.56%,4.37%,$-0.33
orlando robinson,C/UTIL,TOR,26.45%,0.02%,1.06%,3.4%,10.91%,$-0.4
ja'kobe walter,SF/SG/G/F/UTIL,TOR,27.13%,0.01%,1.09%,27.44%,18.39%,$-0.44
kristaps porzingis,C/UTIL,BOS,25.98%,0.02%,1.06%,4.41%,4.78%,$-0.48
bismack biyombo,C/UTIL,SAS,27.65%,0.01%,1.04%,7.79%,28.26%,$-0.48
malik monk,PG/SG/G/UTIL,SAC,26.56%,0.01%,1.06%,4.74%,2.75%,$-0.49
brice sensabaugh,PF/SF/F/UTIL,UTA,26.86%,0.01%,1.07%,13.55%,11.39%,$-0.5
jarrett allen,C/UTIL,CLE,25.55%,0.02%,1.02%,1.78%,2.96%,$-0.51
deni avdija,PF/SF/F/UTIL,POR,27.37%,0.01%,1.04%,18.69%,9.69%,$-0.52
sandro mamukelashvili,C/PF/F/UTIL,SAS,25.67%,0.02%,1.06%,14.21%,16.0%,$-0.54
paul reed,C/UTIL,DET,24.83%,0.02%,1.03%,4.74%,15.87%,$-0.57
t.j. mcconnell,PG/G/UTIL,IND,24.21%,0.02%,1.04%,3.24%,5.14%,$-0.57
malik beasley,SF/SG/G/F/UTIL,DET,26.99%,0.01%,1.01%,12.68%,6.49%,$-0.6
tari eason,PF/SF/F/UTIL,HOU,26.46%,0.01%,1.01%,22.89%,17.26%,$-0.62
immanuel quickley,PG/G/UTIL,TOR,23.64%,0.02%,1.0%,2.45%,1.68%,$-0.64
jared rhoden,PF/F/UTIL,TOR,25.08%,0.01%,0.99%,7.15%,11.81%,$-0.71
jayson tatum,PF/SF/F/UTIL,BOS,26.03%,0.01%,0.96%,17.05%,6.04%,$-0.75
jonathan mogbo,C/PF/F/UTIL,TOR,25.84%,0.01%,0.93%,23.43%,27.48%,$-0.8
collin sexton,PG/SG/G/UTIL,UTA,23.16%,0.02%,0.96%,4.6%,2.62%,$-0.81
isaiah collier,PG/G/UTIL,UTA,25.47%,0.01%,0.91%,3.24%,2.97%,$-0.82
collin gillespie,PG/SG/G/UTIL,PHX,24.8%,0.01%,0.93%,12.53%,9.25%,$-0.85
keldon johnson,PF/SF/F/UTIL,SAS,24.18%,0.01%,0.93%,5.75%,4.56%,$-0.85
matas buzelis,PF/F/UTIL,CHI,25.73%,0.01%,0.91%,11.45%,12.38%,$-0.87
devin booker,PG/SG/G/UTIL,PHX,25.5%,0.01%,0.91%,15.1%,5.75%,$-0.87
shaedon sharpe,PG/SG/G/UTIL,POR,25.54%,0.01%,0.9%,11.06%,6.02%,$-0.88
keyonte george,PG/SG/G/UTIL,UTA,24.55%,0.01%,0.9%,6.92%,3.92%,$-0.9
harrison barnes,PF/SF/F/UTIL,SAS,24.94%,0.01%,0.91%,13.12%,13.08%,$-0.91
moussa diabate,C/UTIL,CHA,24.24%,0.01%,0.9%,6.04%,18.4%,$-0.93
jalen williams,PF/SF/F/UTIL,OKC,24.0%,0.01%,0.89%,6.84%,3.46%,$-0.94
coby white,SF/SG/G/F/UTIL,CHI,24.65%,0.01%,0.87%,5.97%,2.06%,$-0.96
dalen terry,SF/SG/G/F/UTIL,CHI,24.31%,0.01%,0.89%,9.82%,6.58%,$-0.98
aj lawson,SG/G/UTIL,TOR,23.76%,0.01%,0.87%,3.79%,5.26%,$-0.99
josh giddey,PG/G/UTIL,CHI,24.2%,0.01%,0.85%,12.74%,7.27%,$-1.05
kyle filipowski,C/PF/F/UTIL,UTA,24.18%,0.01%,0.83%,4.52%,3.58%,$-1.05
de'andre hunter,PF/SF/F/UTIL,CLE,24.13%,0.01%,0.84%,10.74%,10.25%,$-1.07
matisse thybulle,SF/F/UTIL,POR,24.01%,0.01%,0.83%,1.36%,1.93%,$-1.07
kevin huerter,SF/SG/G/F/UTIL,CHI,24.56%,0.01%,0.83%,17.55%,9.11%,$-1.08
cole swider,PF/F/UTIL,TOR,24.19%,0.01%,0.82%,0.07%,0.1%,$-1.08
aaron nesmith,SF/SG/G/F/UTIL,IND,23.94%,0.01%,0.82%,5.54%,3.17%,$-1.13
seth curry,SG/G/UTIL,CHA,24.22%,0.01%,0.81%,5.67%,7.27%,$-1.15
shai gilgeous-alexander,PG/G/UTIL,OKC,22.8%,0.01%,0.81%,16.97%,7.06%,$-1.2
aaron wiggins,PF/SF/F/UTIL,OKC,24.41%,0.01%,0.79%,0.11%,0.1%,$-1.2
blake wesley,PG/G/UTIL,SAS,22.91%,0.01%,0.8%,6.16%,10.43%,$-1.22
obi toppin,C/PF/F/UTIL,IND,22.17%,0.01%,0.79%,2.35%,2.15%,$-1.22
myles turner,C/UTIL,IND,22.68%,0.01%,0.76%,1.63%,4.01%,$-1.24
max strus,SF/SG/G/F/UTIL,CLE,22.32%,0.01%,0.78%,2.54%,1.56%,$-1.27
svi mykhailiuk,SF/F/UTIL,UTA,22.69%,0.01%,0.77%,3.22%,4.58%,$-1.28
jakob poeltl,C/UTIL,TOR,20.75%,0.01%,0.76%,0.77%,1.33%,$-1.28
ronald holland ii,SF/F/UTIL,DET,22.07%,0.01%,0.74%,0.34%,0.46%,$-1.28
nikola vucevic,C/UTIL,CHI,21.85%,0.01%,0.74%,2.19%,3.35%,$-1.29
jabari walker,C/PF/F/UTIL,POR,22.66%,0.01%,0.74%,2.72%,3.5%,$-1.31
patrick williams,PF/F/UTIL,CHI,22.18%,0.01%,0.76%,3.45%,5.47%,$-1.32
