Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
olivier-maxence prosper,C/PF/F/UTIL,DAL,39.38%,0.02%,2.15%,0.01%,0.01%,$2.25
vince williams jr.,SF/SG/G/F/UTIL,MEM,32.7%,0.02%,1.74%,0.12%,0.03%,$2.09
aj green,PG/SG/G/UTIL,MIL,30.15%,0.01%,1.39%,22.41%,20.53%,$0.46
ryan rollins,PG/G/UTIL,MIL,29.51%,0.01%,1.4%,18.75%,28.74%,$0.45
jarrett allen,C/UTIL,CLE,28.77%,0.01%,1.34%,6.65%,11.14%,$0.42
jalen duren,C/UTIL,DET,29.32%,0.01%,1.37%,11.81%,20.63%,$0.4
isaiah stewart,C/UTIL,DET,27.25%,0.01%,1.28%,2.81%,4.44%,$0.37
de'aaron fox,PG/SG/G/UTIL,SAS,29.38%,0.01%,1.29%,10.73%,11.65%,$0.22
jordan poole,PG/G/UTIL,WAS,29.13%,0.01%,1.27%,12.59%,18.85%,$0.12
zion williamson,PF/SF/F/UTIL,NOP,27.58%,0.01%,1.26%,15.21%,10.88%,$0.01
wendell carter jr.,C/UTIL,ORL,29.25%,0.01%,1.23%,24.95%,46.43%,$-0.04
alexandre sarr,C/UTIL,WAS,27.4%,0.01%,1.16%,5.74%,10.58%,$-0.05
max christie,SF/SG/G/F/UTIL,DAL,29.5%,0.01%,1.21%,30.72%,18.93%,$-0.08
rj barrett,SF/SG/G/F/UTIL,TOR,28.97%,0.01%,1.2%,21.24%,12.98%,$-0.09
ausar thompson,PF/SF/F/UTIL,DET,27.96%,0.01%,1.21%,19.94%,12.28%,$-0.11
darius garland,PG/G/UTIL,CLE,26.69%,0.01%,1.15%,8.82%,12.83%,$-0.18
karl-anthony towns,C/UTIL,NYK,27.8%,0.01%,1.14%,9.67%,17.46%,$-0.23
giannis antetokounmpo,C/PF/F/UTIL,MIL,24.27%,0.01%,1.22%,10.92%,5.18%,$-0.29
jalen brunson,PG/G/UTIL,NYK,26.67%,0.01%,1.08%,5.33%,8.78%,$-0.3
charles bassey,C/UTIL,SAS,26.75%,0.01%,1.12%,19.01%,34.53%,$-0.35
cole anthony,PG/SG/G/UTIL,ORL,27.82%,0.01%,1.1%,33.33%,34.28%,$-0.37
santi aldama,PF/F/UTIL,MEM,26.11%,0.01%,1.09%,13.1%,12.81%,$-0.38
paolo banchero,PF/F/UTIL,ORL,28.46%,0.01%,1.08%,27.59%,31.35%,$-0.41
cade cunningham,PG/G/UTIL,DET,27.22%,0.01%,1.09%,15.88%,24.63%,$-0.41
miles mcbride,PG/SG/G/UTIL,NYK,27.72%,0.01%,1.08%,47.86%,52.52%,$-0.44
devin vassell,SF/SG/G/F/UTIL,SAS,27.22%,0.01%,1.04%,20.99%,12.38%,$-0.53
scottie barnes,PG/SF/G/F/UTIL,TOR,26.54%,0.01%,1.02%,14.26%,9.38%,$-0.58
evan mobley,C/PF/F/UTIL,CLE,24.98%,0.01%,1.01%,9.37%,6.99%,$-0.59
khris middleton,PF/SF/F/UTIL,WAS,24.82%,0.01%,1.01%,9.47%,5.57%,$-0.6
jeremy sochan,C/PF/F/UTIL,SAS,25.99%,0.01%,1.01%,16.04%,11.38%,$-0.62
bam adebayo,C/PF/F/UTIL,MIA,26.54%,0.01%,0.99%,19.74%,15.14%,$-0.66
kyrie irving,PG/G/UTIL,DAL,26.38%,0.01%,0.95%,7.06%,10.5%,$-0.71
kyshawn george,PF/F/UTIL,WAS,25.74%,0.01%,0.97%,5.25%,5.05%,$-0.71
kyle kuzma,PF/SF/F/UTIL,MIL,26.99%,0.0%,0.96%,35.87%,24.02%,$-0.75
franz wagner,SF/F/UTIL,ORL,25.07%,0.01%,0.95%,11.55%,11.24%,$-0.76
donovan mitchell,PG/SG/G/UTIL,CLE,24.17%,0.01%,0.95%,11.23%,12.13%,$-0.78
pj washington,C/PF/F/UTIL,DAL,26.03%,0.0%,0.91%,24.59%,18.06%,$-0.89
karlo matkovic,C/PF/F/UTIL,NOP,24.2%,0.01%,0.9%,2.71%,1.83%,$-0.93
chris paul,PG/G/UTIL,SAS,23.62%,0.01%,0.87%,4.8%,6.91%,$-0.94
brandon clarke,C/UTIL,MEM,23.33%,0.0%,0.96%,0.05%,0.11%,$-0.97
brook lopez,C/UTIL,MIL,25.17%,0.0%,0.86%,4.82%,8.97%,$-0.98
naji marshall,PF/SF/F/UTIL,DAL,23.94%,0.0%,0.87%,5.57%,3.36%,$-1.0
tobias harris,PF/F/UTIL,DET,24.55%,0.0%,0.86%,5.92%,5.56%,$-1.01
zach edey,C/UTIL,MEM,22.63%,0.01%,0.82%,0.99%,1.93%,$-1.05
de'andre hunter,PF/SF/F/UTIL,CLE,23.14%,0.01%,0.82%,2.95%,1.8%,$-1.08
corey kispert,SF/SG/G/F/UTIL,WAS,23.88%,0.0%,0.84%,4.24%,2.42%,$-1.09
andrew wiggins,SF/F/UTIL,MIA,24.4%,0.0%,0.84%,6.95%,6.08%,$-1.09
kevin porter jr.,PG/SG/G/UTIL,MIL,24.02%,0.0%,0.83%,36.46%,37.54%,$-1.13
jose alvarado,PG/G/UTIL,NOP,23.93%,0.0%,0.82%,10.1%,14.2%,$-1.16
tim hardaway jr.,SF/SG/G/F/UTIL,DET,24.08%,0.0%,0.83%,1.39%,0.73%,$-1.18
tyler herro,PG/G/UTIL,MIA,22.67%,0.0%,0.75%,2.88%,4.58%,$-1.22
jonathan mogbo,C/PF/F/UTIL,TOR,22.8%,0.0%,0.76%,2.39%,1.62%,$-1.29
